item_category,item_code,district,fac_type_tlo,inflow_to_outflow_ratio
contraception,25.0,Rumphi,Facility_level_1a,1.0
contraception,25.0,Rumphi,Facility_level_1b,1.1511848341232227
contraception,25.0,Rumphi,Facility_level_2,1.0
contraception,25.0,Salima,Facility_level_1a,1.0
contraception,25.0,Salima,Facility_level_1b,1.0
contraception,25.0,Salima,Facility_level_2,1.0
contraception,25.0,Thyolo,Facility_level_1a,1.0
contraception,25.0,Thyolo,Facility_level_1b,1.0
contraception,25.0,Thyolo,Facility_level_2,1.0
contraception,25.0,Zomba,Facility_level_1a,1.0
contraception,25.0,Zomba,Facility_level_1b,1.47971827311856
contraception,25.0,Zomba,Facility_level_2,1.0
contraception,25.0,Zomba,Facility_level_3,1.2083333333333333
general,5.0,Balaka,Facility_level_1a,1.0
general,5.0,Balaka,Facility_level_2,1.0
general,5.0,Blantyre,Facility_level_1a,1.0
general,5.0,Blantyre,Facility_level_2,2.756254369610806
general,5.0,Blantyre,Facility_level_3,1.00462249614792
general,5.0,Chikwawa,Facility_level_1a,1.0
general,5.0,Chikwawa,Facility_level_1b,1.0
general,5.0,Chikwawa,Facility_level_2,1.4596273291925466
general,5.0,Chiradzulu,Facility_level_1a,1.0
general,5.0,Chiradzulu,Facility_level_2,1.0
general,5.0,Chitipa,Facility_level_1a,1.0
general,5.0,Chitipa,Facility_level_2,1.0
general,5.0,Dedza,Facility_level_1a,2.6862745098039214
general,5.0,Dowa,Facility_level_1a,1.0
general,5.0,Dowa,Facility_level_2,1.0453421269579555
general,5.0,Karonga,Facility_level_1a,1.0
general,5.0,Karonga,Facility_level_1b,2.756254369610806
general,5.0,Karonga,Facility_level_2,1.144736842105263
general,5.0,Kasungu,Facility_level_1a,1.0
general,5.0,Kasungu,Facility_level_2,1.0
general,5.0,Lilongwe,Facility_level_1a,1.0
general,5.0,Lilongwe,Facility_level_1b,1.0
general,5.0,Lilongwe,Facility_level_2,1.2004801920768307
general,5.0,Lilongwe,Facility_level_3,1.0
general,5.0,Machinga,Facility_level_1a,1.0
general,5.0,Machinga,Facility_level_2,1.0
general,5.0,Mangochi,Facility_level_1a,1.0
general,5.0,Mangochi,Facility_level_1b,1.0
general,5.0,Mangochi,Facility_level_2,1.6623831775700935
general,5.0,Mchinji,Facility_level_1a,1.0274725274725274
general,5.0,Mchinji,Facility_level_1b,1.0
general,5.0,Mchinji,Facility_level_2,1.0
general,5.0,Mulanje,Facility_level_1a,1.0
general,5.0,Mulanje,Facility_level_2,1.0
general,5.0,Mwanza,Facility_level_1a,1.0
general,5.0,Mwanza,Facility_level_2,1.0
general,5.0,Mzimba North,Facility_level_1a,1.0
general,5.0,Mzimba North,Facility_level_2,1.0
general,5.0,Mzimba North,Facility_level_3,1.1533742331288344
general,5.0,Mzimba South,Facility_level_1a,1.0
general,5.0,Mzimba South,Facility_level_1b,1.0
general,5.0,Mzimba South,Facility_level_2,1.0
general,5.0,Neno,Facility_level_1a,1.0
general,5.0,Neno,Facility_level_1b,1.0
general,5.0,Neno,Facility_level_2,1.0
general,5.0,Nkhata bay,Facility_level_1a,1.0
general,5.0,Nkhata bay,Facility_level_1b,2.2782608695652176
general,5.0,Nkhata bay,Facility_level_2,1.0
general,5.0,Nkhota Kota,Facility_level_1a,1.0
general,5.0,Nkhota Kota,Facility_level_1b,1.0
general,5.0,Nkhota Kota,Facility_level_2,1.1428571428571428
general,5.0,Nsanje,Facility_level_1a,1.0
general,5.0,Nsanje,Facility_level_2,1.0
general,5.0,Ntcheu,Facility_level_1a,1.0
general,5.0,Ntcheu,Facility_level_2,1.0
general,5.0,Ntchisi,Facility_level_1a,1.0
general,5.0,Ntchisi,Facility_level_2,2.3819444444444446
general,5.0,Phalombe,Facility_level_1a,1.0
general,5.0,Phalombe,Facility_level_2,1.0
general,5.0,Rumphi,Facility_level_1a,1.0
general,5.0,Rumphi,Facility_level_1b,1.0
general,5.0,Rumphi,Facility_level_2,1.4128113879003559
general,5.0,Salima,Facility_level_1a,1.0
general,5.0,Salima,Facility_level_2,1.0
general,5.0,Thyolo,Facility_level_1a,1.0
general,5.0,Thyolo,Facility_level_2,1.0
general,5.0,Zomba,Facility_level_1a,1.0
general,5.0,Zomba,Facility_level_1b,1.0
general,5.0,Zomba,Facility_level_2,2.0
general,5.0,Zomba,Facility_level_3,1.019843101061375
general,5.0,Zomba,Facility_level_4,1.0
general,21.0,Balaka,Facility_level_1a,1.0
general,21.0,Balaka,Facility_level_2,1.0
general,21.0,Blantyre,Facility_level_1a,1.0
general,21.0,Blantyre,Facility_level_2,2.756254369610806
general,21.0,Blantyre,Facility_level_3,1.0411048997040446
general,21.0,Chikwawa,Facility_level_1a,1.0
general,21.0,Chikwawa,Facility_level_1b,1.0
general,21.0,Chikwawa,Facility_level_2,1.0
general,21.0,Chiradzulu,Facility_level_1a,1.0
general,21.0,Chiradzulu,Facility_level_2,1.0
general,21.0,Chitipa,Facility_level_1a,1.0
general,21.0,Dedza,Facility_level_1a,1.0
general,21.0,Dowa,Facility_level_1a,1.0
general,21.0,Dowa,Facility_level_1b,1.0
general,21.0,Dowa,Facility_level_2,1.0
general,21.0,Karonga,Facility_level_1a,1.0
general,21.0,Karonga,Facility_level_1b,1.0
general,21.0,Karonga,Facility_level_2,1.0
general,21.0,Kasungu,Facility_level_1a,1.0
general,21.0,Kasungu,Facility_level_1b,1.0
general,21.0,Kasungu,Facility_level_2,1.0845608292416804
general,21.0,Lilongwe,Facility_level_1a,1.0
general,21.0,Lilongwe,Facility_level_1b,1.0
general,21.0,Lilongwe,Facility_level_2,1.4754098360655739
general,21.0,Lilongwe,Facility_level_3,1.0
general,21.0,Machinga,Facility_level_1a,1.0
general,21.0,Machinga,Facility_level_2,1.2689556509298998
general,21.0,Mangochi,Facility_level_1a,1.0
general,21.0,Mangochi,Facility_level_1b,1.0
general,21.0,Mangochi,Facility_level_2,1.0
general,21.0,Mchinji,Facility_level_1a,1.0
general,21.0,Mchinji,Facility_level_1b,1.0
general,21.0,Mchinji,Facility_level_2,1.0
general,21.0,Mulanje,Facility_level_1a,1.0
general,21.0,Mulanje,Facility_level_2,1.0
general,21.0,Mzimba North,Facility_level_1a,1.0
general,21.0,Mzimba North,Facility_level_2,1.0
general,21.0,Mzimba North,Facility_level_3,1.0
general,21.0,Mzimba South,Facility_level_1a,1.0
general,21.0,Mzimba South,Facility_level_1b,1.0
general,21.0,Mzimba South,Facility_level_2,1.0
general,21.0,Neno,Facility_level_1a,1.0
general,21.0,Neno,Facility_level_1b,1.0
general,21.0,Neno,Facility_level_2,1.0130434782608695
general,21.0,Nkhata bay,Facility_level_1a,1.0
general,21.0,Nkhata bay,Facility_level_1b,1.0
general,21.0,Nkhata bay,Facility_level_2,1.0
general,21.0,Nkhota Kota,Facility_level_1a,1.0
general,21.0,Nsanje,Facility_level_1a,1.0
general,21.0,Nsanje,Facility_level_2,1.0
general,21.0,Ntcheu,Facility_level_1a,1.0
general,21.0,Ntcheu,Facility_level_2,1.1066666666666667
general,21.0,Ntchisi,Facility_level_1a,1.0
general,21.0,Ntchisi,Facility_level_2,1.0
general,21.0,Phalombe,Facility_level_1a,1.0
general,21.0,Phalombe,Facility_level_2,1.0
general,21.0,Rumphi,Facility_level_1a,1.0
general,21.0,Rumphi,Facility_level_1b,1.0
general,21.0,Rumphi,Facility_level_2,1.0
general,21.0,Salima,Facility_level_1a,1.0
general,21.0,Salima,Facility_level_2,1.2572533849129595
general,21.0,Thyolo,Facility_level_1a,1.0
general,21.0,Thyolo,Facility_level_1b,1.0
general,21.0,Thyolo,Facility_level_2,2.013888888888889
general,21.0,Zomba,Facility_level_1a,1.0
general,21.0,Zomba,Facility_level_1b,1.0
general,21.0,Zomba,Facility_level_2,2.5846153846153848
general,21.0,Zomba,Facility_level_3,1.090956340956341
general,21.0,Zomba,Facility_level_4,1.0
general,23.0,Balaka,Facility_level_1a,1.0
general,23.0,Balaka,Facility_level_2,1.0
general,23.0,Blantyre,Facility_level_1a,1.0
general,23.0,Blantyre,Facility_level_2,2.756254369610806
general,23.0,Blantyre,Facility_level_3,1.0
general,23.0,Chikwawa,Facility_level_1a,1.0
general,23.0,Chikwawa,Facility_level_1b,1.0
general,23.0,Chikwawa,Facility_level_2,1.0650247021214763
general,23.0,Chiradzulu,Facility_level_1a,1.0
general,23.0,Chiradzulu,Facility_level_2,1.0
general,23.0,Chitipa,Facility_level_1a,1.0
general,23.0,Chitipa,Facility_level_2,1.0
general,23.0,Dedza,Facility_level_1a,1.0
general,23.0,Dowa,Facility_level_1a,1.0
general,23.0,Dowa,Facility_level_1b,1.0
general,23.0,Dowa,Facility_level_2,1.4579700034879666
general,23.0,Karonga,Facility_level_1a,1.0
general,23.0,Karonga,Facility_level_1b,1.0
general,23.0,Karonga,Facility_level_2,1.0
general,23.0,Kasungu,Facility_level_1a,1.0
general,23.0,Kasungu,Facility_level_1b,1.0
general,23.0,Kasungu,Facility_level_2,1.480154195011338
general,23.0,Lilongwe,Facility_level_1a,1.0
general,23.0,Lilongwe,Facility_level_1b,1.0
general,23.0,Lilongwe,Facility_level_2,1.297504954795971
general,23.0,Lilongwe,Facility_level_3,1.0
general,23.0,Machinga,Facility_level_1a,1.0
general,23.0,Machinga,Facility_level_2,1.0804885742695416
general,23.0,Mangochi,Facility_level_1a,1.0
general,23.0,Mangochi,Facility_level_1b,1.0
general,23.0,Mangochi,Facility_level_2,1.0287111488568963
general,23.0,Mchinji,Facility_level_1a,1.0
general,23.0,Mchinji,Facility_level_1b,1.0
general,23.0,Mchinji,Facility_level_2,1.0791490827663424
general,23.0,Mulanje,Facility_level_1a,1.0
general,23.0,Mulanje,Facility_level_2,1.0095333312148154
general,23.0,Mwanza,Facility_level_1a,1.0
general,23.0,Mwanza,Facility_level_2,1.02043488960765
general,23.0,Mzimba North,Facility_level_1a,1.0
general,23.0,Mzimba North,Facility_level_2,1.1130202556531752
general,23.0,Mzimba North,Facility_level_3,1.067420377774714
general,23.0,Mzimba South,Facility_level_1a,1.0
general,23.0,Mzimba South,Facility_level_1b,1.1003182046558366
general,23.0,Mzimba South,Facility_level_2,1.0
general,23.0,Neno,Facility_level_1a,1.0
general,23.0,Neno,Facility_level_1b,1.0
general,23.0,Neno,Facility_level_2,1.0
general,23.0,Nkhata bay,Facility_level_1a,1.0
general,23.0,Nkhata bay,Facility_level_1b,1.0
general,23.0,Nkhata bay,Facility_level_2,1.0
general,23.0,Nkhota Kota,Facility_level_1a,1.0
general,23.0,Nkhota Kota,Facility_level_1b,1.0
general,23.0,Nkhota Kota,Facility_level_2,1.0
general,23.0,Nsanje,Facility_level_1a,1.0
general,23.0,Nsanje,Facility_level_2,1.094432099500462
general,23.0,Ntcheu,Facility_level_1a,1.0
general,23.0,Ntcheu,Facility_level_2,1.070136045436534
general,23.0,Ntchisi,Facility_level_1a,1.0
general,23.0,Ntchisi,Facility_level_2,1.0
general,23.0,Phalombe,Facility_level_1a,1.0
general,23.0,Phalombe,Facility_level_2,1.0
general,23.0,Rumphi,Facility_level_1a,1.0
general,23.0,Rumphi,Facility_level_1b,1.0
general,23.0,Rumphi,Facility_level_2,1.037675054432422
general,23.0,Salima,Facility_level_1a,1.0
general,23.0,Salima,Facility_level_2,1.0
general,23.0,Thyolo,Facility_level_1a,1.0
general,23.0,Thyolo,Facility_level_1b,1.0
general,23.0,Thyolo,Facility_level_2,1.3772563176895307
general,23.0,Zomba,Facility_level_1a,1.0
general,23.0,Zomba,Facility_level_1b,1.0
general,23.0,Zomba,Facility_level_2,2.756254369610806
general,23.0,Zomba,Facility_level_3,1.0
general,23.0,Zomba,Facility_level_4,1.0
general,33.0,Balaka,Facility_level_1a,1.6099110546378652
general,33.0,Balaka,Facility_level_2,1.0
general,33.0,Blantyre,Facility_level_1a,1.0
general,33.0,Blantyre,Facility_level_2,2.756254369610806
general,33.0,Blantyre,Facility_level_3,1.0
general,33.0,Chikwawa,Facility_level_1a,1.0
general,33.0,Chikwawa,Facility_level_1b,1.0
general,33.0,Chikwawa,Facility_level_2,1.0
general,33.0,Chiradzulu,Facility_level_1a,1.0
general,33.0,Chiradzulu,Facility_level_2,1.0
general,33.0,Chitipa,Facility_level_1a,1.0
general,33.0,Chitipa,Facility_level_2,1.0
general,33.0,Dedza,Facility_level_1a,2.756254369610806
general,33.0,Dowa,Facility_level_1a,1.8389409817981246
general,33.0,Dowa,Facility_level_1b,1.0
general,33.0,Dowa,Facility_level_2,1.0
general,33.0,Karonga,Facility_level_1a,1.0
general,33.0,Karonga,Facility_level_1b,1.0
general,33.0,Karonga,Facility_level_2,1.0
general,33.0,Kasungu,Facility_level_1a,1.0
general,33.0,Kasungu,Facility_level_1b,1.0
general,33.0,Kasungu,Facility_level_2,1.0
general,33.0,Lilongwe,Facility_level_1a,1.0
general,33.0,Lilongwe,Facility_level_1b,1.0
general,33.0,Lilongwe,Facility_level_2,1.1626284163597596
general,33.0,Lilongwe,Facility_level_3,1.0
general,33.0,Machinga,Facility_level_1a,1.3634408602150538
general,33.0,Machinga,Facility_level_2,1.0
general,33.0,Mangochi,Facility_level_1a,1.0
general,33.0,Mangochi,Facility_level_1b,1.0
general,33.0,Mangochi,Facility_level_2,1.2983968281330804
general,33.0,Mchinji,Facility_level_1a,1.0
general,33.0,Mchinji,Facility_level_1b,1.1704035874439462
general,33.0,Mchinji,Facility_level_2,1.0
general,33.0,Mulanje,Facility_level_1a,1.0
general,33.0,Mulanje,Facility_level_2,1.0
general,33.0,Mwanza,Facility_level_1a,1.0
general,33.0,Mwanza,Facility_level_2,1.0
general,33.0,Mzimba North,Facility_level_1a,1.1275252525252526
general,33.0,Mzimba North,Facility_level_2,1.0
general,33.0,Mzimba North,Facility_level_3,1.0
general,33.0,Mzimba South,Facility_level_1a,1.0
general,33.0,Mzimba South,Facility_level_1b,1.0
general,33.0,Mzimba South,Facility_level_2,1.0
general,33.0,Neno,Facility_level_1a,1.0
general,33.0,Neno,Facility_level_1b,1.0
general,33.0,Neno,Facility_level_2,1.0
general,33.0,Nkhata bay,Facility_level_1a,1.0
general,33.0,Nkhata bay,Facility_level_1b,1.0
general,33.0,Nkhata bay,Facility_level_2,1.0
general,33.0,Nkhota Kota,Facility_level_1a,1.0
general,33.0,Nkhota Kota,Facility_level_1b,1.0
general,33.0,Nkhota Kota,Facility_level_2,1.0
general,33.0,Nsanje,Facility_level_1a,1.0
general,33.0,Nsanje,Facility_level_2,1.0453982666116384
general,33.0,Ntcheu,Facility_level_1a,1.0
general,33.0,Ntcheu,Facility_level_2,1.0
general,33.0,Ntchisi,Facility_level_1a,1.0
general,33.0,Ntchisi,Facility_level_2,1.0
general,33.0,Phalombe,Facility_level_1a,1.0
general,33.0,Phalombe,Facility_level_2,2.3839285714285716
general,33.0,Rumphi,Facility_level_1a,1.0
general,33.0,Rumphi,Facility_level_1b,1.0
general,33.0,Rumphi,Facility_level_2,1.0
general,33.0,Salima,Facility_level_1a,1.0
general,33.0,Salima,Facility_level_2,1.0
general,33.0,Thyolo,Facility_level_1a,1.0
general,33.0,Thyolo,Facility_level_1b,1.0
general,33.0,Thyolo,Facility_level_2,1.0
general,33.0,Zomba,Facility_level_1a,1.0
general,33.0,Zomba,Facility_level_1b,1.0
general,33.0,Zomba,Facility_level_2,1.5076923076923077
general,33.0,Zomba,Facility_level_3,1.0
general,33.0,Zomba,Facility_level_4,1.0
general,57.0,Balaka,Facility_level_2,1.0
general,57.0,Blantyre,Facility_level_2,2.756254369610806
general,57.0,Blantyre,Facility_level_3,1.0
general,57.0,Chikwawa,Facility_level_1b,1.0
general,57.0,Chikwawa,Facility_level_2,1.1764705882352942
general,57.0,Chiradzulu,Facility_level_2,1.0
general,57.0,Chitipa,Facility_level_2,1.0
general,57.0,Dowa,Facility_level_1b,
general,57.0,Dowa,Facility_level_2,1.8290502793296088
general,57.0,Karonga,Facility_level_1b,1.0
general,57.0,Karonga,Facility_level_2,1.0
general,57.0,Kasungu,Facility_level_1b,1.0
general,57.0,Kasungu,Facility_level_2,1.0128913443830572
general,57.0,Lilongwe,Facility_level_1b,1.0
general,57.0,Lilongwe,Facility_level_2,1.0
general,57.0,Lilongwe,Facility_level_3,1.0
general,57.0,Machinga,Facility_level_2,1.0
general,57.0,Mangochi,Facility_level_1b,1.0
general,57.0,Mangochi,Facility_level_2,1.0
general,57.0,Mchinji,Facility_level_1b,1.0
general,57.0,Mchinji,Facility_level_2,1.0
general,57.0,Mulanje,Facility_level_2,1.0
general,57.0,Mwanza,Facility_level_2,1.0
general,57.0,Mzimba North,Facility_level_2,1.4606741573033708
general,57.0,Mzimba North,Facility_level_3,1.286110341003604
general,57.0,Mzimba South,Facility_level_1b,2.756254369610806
general,57.0,Mzimba South,Facility_level_2,1.0
general,57.0,Neno,Facility_level_1b,1.0
general,57.0,Neno,Facility_level_2,1.0
general,57.0,Nkhata bay,Facility_level_1b,1.0
general,57.0,Nkhata bay,Facility_level_2,1.0
general,57.0,Nkhota Kota,Facility_level_2,1.0
general,57.0,Nsanje,Facility_level_2,1.0
general,57.0,Ntcheu,Facility_level_2,1.0
general,57.0,Ntchisi,Facility_level_2,1.0
general,57.0,Phalombe,Facility_level_2,1.43338683788122
general,57.0,Rumphi,Facility_level_1b,1.0
general,57.0,Rumphi,Facility_level_2,1.0
general,57.0,Salima,Facility_level_2,1.0
general,57.0,Thyolo,Facility_level_1b,1.0
general,57.0,Thyolo,Facility_level_2,1.0
general,57.0,Zomba,Facility_level_2,2.756254369610806
general,57.0,Zomba,Facility_level_3,1.0
general,57.0,Zomba,Facility_level_4,2.756254369610806
general,58.0,Balaka,Facility_level_2,1.012
general,58.0,Blantyre,Facility_level_2,2.756254369610806
general,58.0,Blantyre,Facility_level_3,1.0
general,58.0,Chikwawa,Facility_level_1b,1.0
general,58.0,Chikwawa,Facility_level_2,1.0
general,58.0,Chiradzulu,Facility_level_2,1.0547945205479452
general,58.0,Chitipa,Facility_level_2,1.0264270613107822
general,58.0,Dowa,Facility_level_1b,1.0
general,58.0,Dowa,Facility_level_2,1.0
general,58.0,Karonga,Facility_level_1b,1.0
general,58.0,Karonga,Facility_level_2,1.0677966101694916
general,58.0,Kasungu,Facility_level_1b,1.0
general,58.0,Kasungu,Facility_level_2,1.0
general,58.0,Lilongwe,Facility_level_1b,1.1797040169133193
general,58.0,Lilongwe,Facility_level_2,1.0
general,58.0,Lilongwe,Facility_level_3,1.0
general,58.0,Machinga,Facility_level_2,1.0
general,58.0,Mangochi,Facility_level_1b,1.0
general,58.0,Mangochi,Facility_level_2,1.0
general,58.0,Mchinji,Facility_level_1b,1.0
general,58.0,Mchinji,Facility_level_2,1.039537983118614
general,58.0,Mulanje,Facility_level_2,1.0
general,58.0,Mwanza,Facility_level_2,1.0
general,58.0,Mzimba North,Facility_level_2,1.0
general,58.0,Mzimba North,Facility_level_3,1.0
general,58.0,Mzimba South,Facility_level_1b,2.756254369610806
general,58.0,Mzimba South,Facility_level_2,1.0
general,58.0,Neno,Facility_level_1b,1.0
general,58.0,Neno,Facility_level_2,1.0
general,58.0,Nkhata bay,Facility_level_1b,1.0
general,58.0,Nkhata bay,Facility_level_2,1.1081359423274975
general,58.0,Nkhota Kota,Facility_level_2,1.0
general,58.0,Nsanje,Facility_level_2,1.0571428571428572
general,58.0,Ntcheu,Facility_level_2,1.0
general,58.0,Ntchisi,Facility_level_2,1.0
general,58.0,Phalombe,Facility_level_2,1.0
general,58.0,Rumphi,Facility_level_1b,2.0
general,58.0,Rumphi,Facility_level_2,1.0033670033670035
general,58.0,Salima,Facility_level_2,1.0
general,58.0,Thyolo,Facility_level_1b,1.0
general,58.0,Thyolo,Facility_level_2,1.0
general,58.0,Zomba,Facility_level_1b,1.0
general,58.0,Zomba,Facility_level_2,1.0
general,58.0,Zomba,Facility_level_3,1.0
general,58.0,Zomba,Facility_level_4,1.236842105263158
general,71.0,Balaka,Facility_level_1a,1.0
general,71.0,Balaka,Facility_level_2,1.0192307692307692
general,71.0,Blantyre,Facility_level_1a,1.0
general,71.0,Blantyre,Facility_level_2,2.756254369610806
general,71.0,Blantyre,Facility_level_3,1.0
general,71.0,Chiradzulu,Facility_level_1a,1.0
general,71.0,Chiradzulu,Facility_level_2,1.0
general,71.0,Chitipa,Facility_level_1a,1.0
general,71.0,Chitipa,Facility_level_2,1.0
general,71.0,Dedza,Facility_level_1a,1.0
general,71.0,Dowa,Facility_level_1a,1.0
general,71.0,Dowa,Facility_level_1b,1.0
general,71.0,Dowa,Facility_level_2,1.0
general,71.0,Karonga,Facility_level_1a,1.0
general,71.0,Kasungu,Facility_level_1a,1.0
general,71.0,Kasungu,Facility_level_2,1.639344262295082
general,71.0,Lilongwe,Facility_level_1a,1.0
general,71.0,Lilongwe,Facility_level_1b,1.0
general,71.0,Lilongwe,Facility_level_2,1.0
general,71.0,Lilongwe,Facility_level_3,1.0
general,71.0,Machinga,Facility_level_1a,1.5526315789473684
general,71.0,Mangochi,Facility_level_1a,1.0
general,71.0,Mangochi,Facility_level_1b,1.0509554140127388
general,71.0,Mangochi,Facility_level_2,1.0
general,71.0,Mchinji,Facility_level_1a,1.0
general,71.0,Mchinji,Facility_level_1b,1.0
general,71.0,Mchinji,Facility_level_2,1.0052770448548813
general,71.0,Mulanje,Facility_level_1a,1.0
general,71.0,Mulanje,Facility_level_2,1.0
general,71.0,Mwanza,Facility_level_2,1.0
general,71.0,Mzimba North,Facility_level_1a,1.0
general,71.0,Mzimba North,Facility_level_2,2.756254369610806
general,71.0,Mzimba North,Facility_level_3,1.0266438523588364
general,71.0,Mzimba South,Facility_level_1a,1.0
general,71.0,Neno,Facility_level_1a,1.0
general,71.0,Neno,Facility_level_1b,1.0
general,71.0,Neno,Facility_level_2,1.0
general,71.0,Nkhata bay,Facility_level_1a,1.0
general,71.0,Nkhata bay,Facility_level_1b,1.0
general,71.0,Nkhata bay,Facility_level_2,1.0
general,71.0,Nkhota Kota,Facility_level_2,1.0
general,71.0,Nsanje,Facility_level_1a,1.2025862068965518
general,71.0,Nsanje,Facility_level_2,1.0
general,71.0,Ntcheu,Facility_level_1a,1.0
general,71.0,Ntcheu,Facility_level_2,1.0
general,71.0,Ntchisi,Facility_level_2,1.0
general,71.0,Phalombe,Facility_level_1a,1.0
general,71.0,Phalombe,Facility_level_2,1.0
general,71.0,Rumphi,Facility_level_1a,
general,71.0,Rumphi,Facility_level_1b,1.0
general,71.0,Rumphi,Facility_level_2,1.0
general,71.0,Salima,Facility_level_2,1.0
general,71.0,Thyolo,Facility_level_1a,1.0
general,71.0,Thyolo,Facility_level_2,1.0
general,71.0,Zomba,Facility_level_1a,1.0
general,71.0,Zomba,Facility_level_1b,1.0
general,71.0,Zomba,Facility_level_2,2.756254369610806
general,71.0,Zomba,Facility_level_3,1.0
general,71.0,Zomba,Facility_level_4,1.0
general,73.0,Balaka,Facility_level_1a,1.0
general,73.0,Balaka,Facility_level_2,1.0
general,73.0,Blantyre,Facility_level_1a,1.0
general,73.0,Blantyre,Facility_level_2,2.756254369610806
general,73.0,Blantyre,Facility_level_3,1.00462249614792
general,73.0,Chikwawa,Facility_level_1a,1.0
general,73.0,Chikwawa,Facility_level_1b,1.0
general,73.0,Chikwawa,Facility_level_2,1.4421052631578948
general,73.0,Chiradzulu,Facility_level_1a,1.0
general,73.0,Chiradzulu,Facility_level_2,1.0
general,73.0,Chitipa,Facility_level_1a,1.0
general,73.0,Chitipa,Facility_level_2,1.0
general,73.0,Dedza,Facility_level_1a,2.356164383561644
general,73.0,Dowa,Facility_level_1a,1.0
general,73.0,Dowa,Facility_level_1b,1.287292817679558
general,73.0,Dowa,Facility_level_2,1.0
general,73.0,Karonga,Facility_level_1a,1.0
general,73.0,Karonga,Facility_level_1b,2.756254369610806
general,73.0,Karonga,Facility_level_2,1.144736842105263
general,73.0,Kasungu,Facility_level_1a,1.0
general,73.0,Kasungu,Facility_level_1b,1.0
general,73.0,Kasungu,Facility_level_2,1.9432534678436317
general,73.0,Lilongwe,Facility_level_1a,1.0
general,73.0,Lilongwe,Facility_level_1b,1.0
general,73.0,Lilongwe,Facility_level_2,1.0
general,73.0,Lilongwe,Facility_level_3,1.0
general,73.0,Machinga,Facility_level_1a,1.0
general,73.0,Machinga,Facility_level_2,1.0
general,73.0,Mangochi,Facility_level_1a,1.0
general,73.0,Mangochi,Facility_level_1b,1.0
general,73.0,Mangochi,Facility_level_2,1.6623831775700935
general,73.0,Mchinji,Facility_level_1a,1.131979695431472
general,73.0,Mchinji,Facility_level_1b,1.0
general,73.0,Mchinji,Facility_level_2,1.0
general,73.0,Mulanje,Facility_level_1a,1.0
general,73.0,Mulanje,Facility_level_2,1.0
general,73.0,Mwanza,Facility_level_1a,1.0
general,73.0,Mwanza,Facility_level_2,1.0093167701863355
general,73.0,Mzimba North,Facility_level_1a,1.0
general,73.0,Mzimba North,Facility_level_2,1.0
general,73.0,Mzimba North,Facility_level_3,1.1533742331288344
general,73.0,Mzimba South,Facility_level_1a,1.0
general,73.0,Mzimba South,Facility_level_1b,1.0
general,73.0,Mzimba South,Facility_level_2,1.0
general,73.0,Neno,Facility_level_1a,1.0
general,73.0,Neno,Facility_level_1b,1.0
general,73.0,Neno,Facility_level_2,1.0
general,73.0,Nkhata bay,Facility_level_1a,1.0
general,73.0,Nkhata bay,Facility_level_1b,2.2782608695652176
general,73.0,Nkhata bay,Facility_level_2,1.0
general,73.0,Nkhota Kota,Facility_level_1a,1.0
general,73.0,Nkhota Kota,Facility_level_1b,1.0
general,73.0,Nkhota Kota,Facility_level_2,1.1428571428571428
general,73.0,Nsanje,Facility_level_1a,1.0
general,73.0,Nsanje,Facility_level_2,1.0
general,73.0,Ntcheu,Facility_level_1a,1.0
general,73.0,Ntcheu,Facility_level_2,1.0
general,73.0,Ntchisi,Facility_level_1a,1.0
general,73.0,Ntchisi,Facility_level_2,2.409282700421941
general,73.0,Phalombe,Facility_level_1a,1.0
general,73.0,Phalombe,Facility_level_2,1.0
general,73.0,Rumphi,Facility_level_1a,1.0
general,73.0,Rumphi,Facility_level_1b,1.0
general,73.0,Rumphi,Facility_level_2,1.4027777777777777
general,73.0,Salima,Facility_level_1a,1.0
general,73.0,Salima,Facility_level_2,1.0
general,73.0,Thyolo,Facility_level_1a,1.0
general,73.0,Thyolo,Facility_level_1b,1.0
general,73.0,Thyolo,Facility_level_2,1.0
general,73.0,Zomba,Facility_level_1a,1.0
general,73.0,Zomba,Facility_level_1b,1.0
general,73.0,Zomba,Facility_level_2,2.4745762711864407
general,73.0,Zomba,Facility_level_3,1.0
general,73.0,Zomba,Facility_level_4,1.0
general,76.0,Balaka,Facility_level_1a,1.0
general,76.0,Balaka,Facility_level_2,1.0
general,76.0,Blantyre,Facility_level_1a,1.0
general,76.0,Blantyre,Facility_level_2,2.756254369610806
general,76.0,Blantyre,Facility_level_3,1.0
general,76.0,Chikwawa,Facility_level_1a,1.0
general,76.0,Chikwawa,Facility_level_1b,1.0
general,76.0,Chikwawa,Facility_level_2,1.0
general,76.0,Chiradzulu,Facility_level_1a,1.0
general,76.0,Chiradzulu,Facility_level_2,1.0
general,76.0,Dedza,Facility_level_1a,2.756254369610806
general,76.0,Dowa,Facility_level_1a,1.0
general,76.0,Dowa,Facility_level_1b,1.0
general,76.0,Dowa,Facility_level_2,1.379013045944413
general,76.0,Karonga,Facility_level_1a,1.0
general,76.0,Karonga,Facility_level_1b,1.0
general,76.0,Karonga,Facility_level_2,1.0
general,76.0,Kasungu,Facility_level_1a,1.0
general,76.0,Kasungu,Facility_level_1b,1.0
general,76.0,Kasungu,Facility_level_2,1.1031146295629923
general,76.0,Lilongwe,Facility_level_1a,1.0
general,76.0,Lilongwe,Facility_level_1b,1.0
