item_category,item_code,district,fac_type_tlo,inflow_to_outflow_ratio
cancer,75.0,Balaka,Facility_level_1a,1.0
cancer,75.0,Balaka,Facility_level_2,1.0
cancer,75.0,Blantyre,Facility_level_1a,1.0
cancer,75.0,Blantyre,Facility_level_2,2.756254369610806
cancer,75.0,Blantyre,Facility_level_3,1.0
cancer,75.0,Chikwawa,Facility_level_1a,1.0
cancer,75.0,Chikwawa,Facility_level_1b,1.0
cancer,75.0,Chikwawa,Facility_level_2,1.0
cancer,75.0,Chiradzulu,Facility_level_1a,1.0
cancer,75.0,Chiradzulu,Facility_level_2,1.0
cancer,75.0,Chitipa,Facility_level_1a,1.208955223880597
cancer,75.0,Chitipa,Facility_level_2,1.0
cancer,75.0,Dedza,Facility_level_1a,1.6741935483870967
cancer,75.0,Dowa,Facility_level_1a,1.0
cancer,75.0,Dowa,Facility_level_1b,1.0
cancer,75.0,Dowa,Facility_level_2,1.0
cancer,75.0,Karonga,Facility_level_1a,1.0987654320987654
cancer,75.0,Karonga,Facility_level_1b,1.58
cancer,75.0,Karonga,Facility_level_2,1.0
cancer,75.0,Kasungu,Facility_level_1a,1.0
cancer,75.0,Kasungu,Facility_level_1b,1.0
cancer,75.0,Kasungu,Facility_level_2,1.3014638609332114
cancer,75.0,Lilongwe,Facility_level_1a,1.0
cancer,75.0,Lilongwe,Facility_level_1b,1.0
cancer,75.0,Lilongwe,Facility_level_2,1.051155335915587
cancer,75.0,Lilongwe,Facility_level_3,1.0
cancer,75.0,Machinga,Facility_level_1a,1.0
cancer,75.0,Machinga,Facility_level_2,1.0
cancer,75.0,Mangochi,Facility_level_1a,1.0
cancer,75.0,Mangochi,Facility_level_1b,1.0
cancer,75.0,Mangochi,Facility_level_2,1.0
cancer,75.0,Mchinji,Facility_level_1a,1.0
cancer,75.0,Mchinji,Facility_level_1b,1.0
cancer,75.0,Mchinji,Facility_level_2,1.0
cancer,75.0,Mulanje,Facility_level_1a,1.0
cancer,75.0,Mulanje,Facility_level_2,1.0
cancer,75.0,Mwanza,Facility_level_1a,1.0
cancer,75.0,Mwanza,Facility_level_2,1.059299191374663
cancer,75.0,Mzimba North,Facility_level_1a,1.0
cancer,75.0,Mzimba North,Facility_level_2,1.0
cancer,75.0,Mzimba North,Facility_level_3,1.0
cancer,75.0,Mzimba South,Facility_level_1a,1.0
cancer,75.0,Mzimba South,Facility_level_1b,1.2222222222222223
cancer,75.0,Mzimba South,Facility_level_2,1.0
cancer,75.0,Neno,Facility_level_1a,1.0
cancer,75.0,Neno,Facility_level_1b,1.0
cancer,75.0,Neno,Facility_level_2,1.0
cancer,75.0,Nkhata bay,Facility_level_1a,1.0
cancer,75.0,Nkhata bay,Facility_level_1b,1.0
cancer,75.0,Nkhata bay,Facility_level_2,1.0
cancer,75.0,Nkhota Kota,Facility_level_1a,1.0
cancer,75.0,Nkhota Kota,Facility_level_1b,1.0
cancer,75.0,Nkhota Kota,Facility_level_2,1.0431261586496243
cancer,75.0,Nsanje,Facility_level_1a,1.0
cancer,75.0,Nsanje,Facility_level_2,1.0624008461131675
cancer,75.0,Ntcheu,Facility_level_1a,1.0
cancer,75.0,Ntcheu,Facility_level_2,1.0
cancer,75.0,Ntchisi,Facility_level_1a,1.0
cancer,75.0,Ntchisi,Facility_level_2,1.0
cancer,75.0,Phalombe,Facility_level_1a,1.0
cancer,75.0,Phalombe,Facility_level_2,1.0
cancer,75.0,Rumphi,Facility_level_1a,1.0
cancer,75.0,Rumphi,Facility_level_1b,1.0
cancer,75.0,Rumphi,Facility_level_2,1.0
cancer,75.0,Salima,Facility_level_1a,1.0
cancer,75.0,Salima,Facility_level_2,1.0
cancer,75.0,Thyolo,Facility_level_1a,1.0
cancer,75.0,Thyolo,Facility_level_1b,1.0
cancer,75.0,Thyolo,Facility_level_2,1.0831721470019342
cancer,75.0,Zomba,Facility_level_1a,1.0
cancer,75.0,Zomba,Facility_level_1b,1.0
cancer,75.0,Zomba,Facility_level_2,2.756254369610806
cancer,75.0,Zomba,Facility_level_3,1.0
cancer,75.0,Zomba,Facility_level_4,1.0
cancer,259.0,Balaka,Facility_level_2,1.0
cancer,259.0,Blantyre,Facility_level_3,1.0439527129433162
cancer,259.0,Chikwawa,Facility_level_2,1.0
cancer,259.0,Chiradzulu,Facility_level_2,1.0
cancer,259.0,Chitipa,Facility_level_2,1.1374045801526718
cancer,259.0,Dowa,Facility_level_1b,1.0
cancer,259.0,Dowa,Facility_level_2,2.756254369610806
cancer,259.0,Karonga,Facility_level_2,1.0
cancer,259.0,Kasungu,Facility_level_2,1.03
cancer,259.0,Lilongwe,Facility_level_3,1.0
cancer,259.0,Machinga,Facility_level_2,1.0
cancer,259.0,Mangochi,Facility_level_1b,1.0
cancer,259.0,Mangochi,Facility_level_2,1.0562462995855535
cancer,259.0,Mchinji,Facility_level_2,1.2392344497607655
cancer,259.0,Mulanje,Facility_level_2,1.0136986301369864
cancer,259.0,Mwanza,Facility_level_2,1.5271493212669682
cancer,259.0,Mzimba North,Facility_level_2,1.0
cancer,259.0,Mzimba North,Facility_level_3,1.0
cancer,259.0,Mzimba South,Facility_level_2,1.0814814814814815
cancer,259.0,Neno,Facility_level_2,1.1207729468599035
cancer,259.0,Nkhata bay,Facility_level_1b,1.0
cancer,259.0,Nkhata bay,Facility_level_2,2.756254369610806
cancer,259.0,Nkhota Kota,Facility_level_2,1.6567164179104477
cancer,259.0,Nsanje,Facility_level_2,1.1870503597122302
cancer,259.0,Ntcheu,Facility_level_2,1.0
cancer,259.0,Ntchisi,Facility_level_2,1.5341614906832297
cancer,259.0,Phalombe,Facility_level_2,1.0
cancer,259.0,Rumphi,Facility_level_2,1.455
cancer,259.0,Salima,Facility_level_2,1.0
cancer,259.0,Thyolo,Facility_level_1b,1.0
cancer,259.0,Thyolo,Facility_level_2,1.9699812382739212
cancer,259.0,Zomba,Facility_level_1b,2.756254369610806
cancer,259.0,Zomba,Facility_level_2,2.75
cancer,259.0,Zomba,Facility_level_3,1.0
cancer,263.0,Balaka,Facility_level_2,1.0
cancer,263.0,Blantyre,Facility_level_3,1.0
cancer,263.0,Chikwawa,Facility_level_2,1.1488095238095237
cancer,263.0,Chiradzulu,Facility_level_2,1.1818181818181819
cancer,263.0,Chitipa,Facility_level_2,2.756254369610806
cancer,263.0,Dowa,Facility_level_1b,2.756254369610806
cancer,263.0,Dowa,Facility_level_2,2.756254369610806
cancer,263.0,Karonga,Facility_level_2,2.756254369610806
cancer,263.0,Kasungu,Facility_level_2,2.756254369610806
cancer,263.0,Lilongwe,Facility_level_2,2.756254369610806
cancer,263.0,Lilongwe,Facility_level_3,1.0
cancer,263.0,Machinga,Facility_level_2,1.0511627906976744
cancer,263.0,Mangochi,Facility_level_1b,1.0
cancer,263.0,Mangochi,Facility_level_2,1.2830188679245282
cancer,263.0,Mchinji,Facility_level_2,2.756254369610806
cancer,263.0,Mulanje,Facility_level_2,1.0
cancer,263.0,Mwanza,Facility_level_2,1.25
cancer,263.0,Mzimba North,Facility_level_3,2.756254369610806
cancer,263.0,Mzimba South,Facility_level_2,2.756254369610806
cancer,263.0,Neno,Facility_level_2,1.0583333333333333
cancer,263.0,Nkhata bay,Facility_level_2,2.756254369610806
cancer,263.0,Nkhota Kota,Facility_level_2,2.1739130434782608
cancer,263.0,Nsanje,Facility_level_2,1.6037735849056605
cancer,263.0,Ntcheu,Facility_level_2,1.413888888888889
cancer,263.0,Ntchisi,Facility_level_2,2.756254369610806
cancer,263.0,Phalombe,Facility_level_2,1.0363636363636364
cancer,263.0,Rumphi,Facility_level_2,2.756254369610806
cancer,263.0,Salima,Facility_level_2,1.0
cancer,263.0,Thyolo,Facility_level_1b,1.0
cancer,263.0,Thyolo,Facility_level_2,1.0
cancer,263.0,Zomba,Facility_level_1b,1.0
cancer,263.0,Zomba,Facility_level_2,
cancer,263.0,Zomba,Facility_level_3,1.55177304964539
cardiometabolicdisorders,225.0,Balaka,Facility_level_1a,1.4210526315789473
cardiometabolicdisorders,225.0,Balaka,Facility_level_2,1.0
cardiometabolicdisorders,225.0,Blantyre,Facility_level_1a,1.564102564102564
cardiometabolicdisorders,225.0,Blantyre,Facility_level_2,1.0
cardiometabolicdisorders,225.0,Blantyre,Facility_level_3,1.0069444444444444
cardiometabolicdisorders,225.0,Chikwawa,Facility_level_1a,1.0
cardiometabolicdisorders,225.0,Chikwawa,Facility_level_1b,1.9672131147540983
cardiometabolicdisorders,225.0,Chikwawa,Facility_level_2,1.0909090909090908
cardiometabolicdisorders,225.0,Chiradzulu,Facility_level_1a,1.0
cardiometabolicdisorders,225.0,Chiradzulu,Facility_level_2,1.105263157894737
cardiometabolicdisorders,225.0,Chitipa,Facility_level_1a,1.1111111111111112
cardiometabolicdisorders,225.0,Chitipa,Facility_level_2,1.0
cardiometabolicdisorders,225.0,Dedza,Facility_level_1a,2.0
cardiometabolicdisorders,225.0,Dowa,Facility_level_1a,1.0
cardiometabolicdisorders,225.0,Dowa,Facility_level_1b,1.0
cardiometabolicdisorders,225.0,Dowa,Facility_level_2,1.0
cardiometabolicdisorders,225.0,Karonga,Facility_level_1a,1.0
cardiometabolicdisorders,225.0,Karonga,Facility_level_2,1.0344827586206897
cardiometabolicdisorders,225.0,Kasungu,Facility_level_1a,1.0
cardiometabolicdisorders,225.0,Kasungu,Facility_level_1b,1.0
cardiometabolicdisorders,225.0,Kasungu,Facility_level_2,1.0
cardiometabolicdisorders,225.0,Lilongwe,Facility_level_1a,1.65875
cardiometabolicdisorders,225.0,Lilongwe,Facility_level_1b,1.0
cardiometabolicdisorders,225.0,Lilongwe,Facility_level_2,2.756254369610806
cardiometabolicdisorders,225.0,Lilongwe,Facility_level_3,1.0
cardiometabolicdisorders,225.0,Machinga,Facility_level_1a,1.0
cardiometabolicdisorders,225.0,Machinga,Facility_level_2,1.0
cardiometabolicdisorders,225.0,Mangochi,Facility_level_1a,1.0
cardiometabolicdisorders,225.0,Mangochi,Facility_level_1b,1.1666666666666667
cardiometabolicdisorders,225.0,Mangochi,Facility_level_2,1.309090909090909
cardiometabolicdisorders,225.0,Mchinji,Facility_level_1a,1.0
cardiometabolicdisorders,225.0,Mchinji,Facility_level_1b,1.0
cardiometabolicdisorders,225.0,Mchinji,Facility_level_2,1.0
cardiometabolicdisorders,225.0,Mulanje,Facility_level_1a,1.169715014887282
cardiometabolicdisorders,225.0,Mulanje,Facility_level_2,1.253968253968254
cardiometabolicdisorders,225.0,Mwanza,Facility_level_1a,1.4
cardiometabolicdisorders,225.0,Mwanza,Facility_level_2,1.0
cardiometabolicdisorders,225.0,Mzimba North,Facility_level_1a,1.0
cardiometabolicdisorders,225.0,Mzimba North,Facility_level_2,1.0
cardiometabolicdisorders,225.0,Mzimba North,Facility_level_3,1.1827956989247312
cardiometabolicdisorders,225.0,Mzimba South,Facility_level_1a,1.0
cardiometabolicdisorders,225.0,Mzimba South,Facility_level_1b,2.756254369610806
cardiometabolicdisorders,225.0,Mzimba South,Facility_level_2,1.048780487804878
cardiometabolicdisorders,225.0,Neno,Facility_level_1a,2.3943661971830985
cardiometabolicdisorders,225.0,Neno,Facility_level_1b,1.0
cardiometabolicdisorders,225.0,Neno,Facility_level_2,1.6923076923076923
cardiometabolicdisorders,225.0,Nkhata bay,Facility_level_1a,1.0
cardiometabolicdisorders,225.0,Nkhata bay,Facility_level_1b,1.0
cardiometabolicdisorders,225.0,Nkhata bay,Facility_level_2,1.0
cardiometabolicdisorders,225.0,Nkhota Kota,Facility_level_1a,1.0
cardiometabolicdisorders,225.0,Nkhota Kota,Facility_level_2,1.0868055555555556
cardiometabolicdisorders,225.0,Nsanje,Facility_level_1a,1.3125
cardiometabolicdisorders,225.0,Nsanje,Facility_level_2,1.0294117647058822
cardiometabolicdisorders,225.0,Ntcheu,Facility_level_1a,1.0199652777777777
cardiometabolicdisorders,225.0,Ntcheu,Facility_level_2,1.0
cardiometabolicdisorders,225.0,Ntchisi,Facility_level_1a,1.6
cardiometabolicdisorders,225.0,Ntchisi,Facility_level_2,1.0
cardiometabolicdisorders,225.0,Phalombe,Facility_level_1a,1.0
cardiometabolicdisorders,225.0,Phalombe,Facility_level_2,2.756254369610806
cardiometabolicdisorders,225.0,Rumphi,Facility_level_1a,2.3076923076923075
cardiometabolicdisorders,225.0,Rumphi,Facility_level_1b,1.5
cardiometabolicdisorders,225.0,Rumphi,Facility_level_2,1.0
cardiometabolicdisorders,225.0,Salima,Facility_level_1a,1.0
cardiometabolicdisorders,225.0,Salima,Facility_level_2,1.0
cardiometabolicdisorders,225.0,Thyolo,Facility_level_1a,2.756254369610806
cardiometabolicdisorders,225.0,Thyolo,Facility_level_1b,1.0
cardiometabolicdisorders,225.0,Thyolo,Facility_level_2,2.5470588235294116
cardiometabolicdisorders,225.0,Zomba,Facility_level_1a,1.5151515151515151
cardiometabolicdisorders,225.0,Zomba,Facility_level_1b,1.0
cardiometabolicdisorders,225.0,Zomba,Facility_level_2,2.756254369610806
cardiometabolicdisorders,225.0,Zomba,Facility_level_3,1.008849557522124
cardiometabolicdisorders,225.0,Zomba,Facility_level_4,1.0
contraception,1.0,Balaka,Facility_level_1a,1.0344934742075824
contraception,1.0,Balaka,Facility_level_1b,1.0
contraception,1.0,Balaka,Facility_level_2,1.0
contraception,1.0,Blantyre,Facility_level_1a,2.756254369610806
contraception,1.0,Blantyre,Facility_level_1b,1.1231393775372125
contraception,1.0,Blantyre,Facility_level_2,1.0
contraception,1.0,Blantyre,Facility_level_3,1.0
contraception,1.0,Chikwawa,Facility_level_1a,1.0
contraception,1.0,Chikwawa,Facility_level_1b,1.0
contraception,1.0,Chikwawa,Facility_level_2,1.0
contraception,1.0,Chiradzulu,Facility_level_1a,1.0
contraception,1.0,Chiradzulu,Facility_level_1b,1.0
contraception,1.0,Chiradzulu,Facility_level_2,1.0
contraception,1.0,Chitipa,Facility_level_1a,1.0
contraception,1.0,Chitipa,Facility_level_1b,1.0
contraception,1.0,Chitipa,Facility_level_2,1.0
contraception,1.0,Dedza,Facility_level_1a,1.0
contraception,1.0,Dedza,Facility_level_1b,2.756254369610806
contraception,1.0,Dedza,Facility_level_2,1.0
contraception,1.0,Dowa,Facility_level_1a,1.0
contraception,1.0,Dowa,Facility_level_1b,1.0
contraception,1.0,Dowa,Facility_level_2,1.0
contraception,1.0,Karonga,Facility_level_1a,1.0
contraception,1.0,Karonga,Facility_level_1b,1.0
contraception,1.0,Karonga,Facility_level_2,1.3838612368024132
contraception,1.0,Kasungu,Facility_level_1a,1.0
contraception,1.0,Kasungu,Facility_level_1b,2.1818485151818483
contraception,1.0,Kasungu,Facility_level_2,1.0
contraception,1.0,Lilongwe,Facility_level_1a,1.0
contraception,1.0,Lilongwe,Facility_level_1b,1.0
contraception,1.0,Lilongwe,Facility_level_2,1.0
contraception,1.0,Lilongwe,Facility_level_3,1.0
contraception,1.0,Machinga,Facility_level_1a,1.0
contraception,1.0,Machinga,Facility_level_1b,1.0
contraception,1.0,Machinga,Facility_level_2,1.0
contraception,1.0,Mangochi,Facility_level_1a,1.0
contraception,1.0,Mangochi,Facility_level_1b,1.0
contraception,1.0,Mangochi,Facility_level_2,1.132017034456059
contraception,1.0,Mchinji,Facility_level_1a,1.0
contraception,1.0,Mchinji,Facility_level_1b,1.0
contraception,1.0,Mchinji,Facility_level_2,1.0681381957773513
contraception,1.0,Mulanje,Facility_level_1a,1.0
contraception,1.0,Mulanje,Facility_level_1b,1.0
contraception,1.0,Mulanje,Facility_level_2,1.3133312712650789
contraception,1.0,Mwanza,Facility_level_1a,1.0
contraception,1.0,Mwanza,Facility_level_2,1.0
contraception,1.0,Mzimba North,Facility_level_1a,1.0
contraception,1.0,Mzimba North,Facility_level_1b,1.0835
contraception,1.0,Mzimba North,Facility_level_2,1.0
contraception,1.0,Mzimba North,Facility_level_3,1.0
contraception,1.0,Mzimba South,Facility_level_1a,1.0
contraception,1.0,Mzimba South,Facility_level_1b,2.756254369610806
contraception,1.0,Mzimba South,Facility_level_2,1.148372862658577
contraception,1.0,Neno,Facility_level_1a,1.0
contraception,1.0,Neno,Facility_level_1b,2.756254369610806
contraception,1.0,Neno,Facility_level_2,1.1301115241635689
contraception,1.0,Nkhata bay,Facility_level_1a,1.0
contraception,1.0,Nkhata bay,Facility_level_1b,1.0
contraception,1.0,Nkhata bay,Facility_level_2,1.3389111477728022
contraception,1.0,Nkhota Kota,Facility_level_1a,2.395750332005312
contraception,1.0,Nkhota Kota,Facility_level_1b,1.0
contraception,1.0,Nkhota Kota,Facility_level_2,1.0
contraception,1.0,Nsanje,Facility_level_1a,1.0
contraception,1.0,Nsanje,Facility_level_1b,1.0
contraception,1.0,Nsanje,Facility_level_2,1.0
contraception,1.0,Ntcheu,Facility_level_1a,1.0
contraception,1.0,Ntcheu,Facility_level_1b,1.0
contraception,1.0,Ntcheu,Facility_level_2,1.4263969557380332
contraception,1.0,Ntchisi,Facility_level_1a,1.0
contraception,1.0,Ntchisi,Facility_level_1b,1.0
contraception,1.0,Ntchisi,Facility_level_2,1.0
contraception,1.0,Phalombe,Facility_level_1a,1.0120230731809021
contraception,1.0,Phalombe,Facility_level_1b,1.0
contraception,1.0,Phalombe,Facility_level_2,1.1040515653775322
contraception,1.0,Rumphi,Facility_level_1a,1.0
contraception,1.0,Rumphi,Facility_level_1b,1.0
contraception,1.0,Rumphi,Facility_level_2,1.0353390639923592
contraception,1.0,Salima,Facility_level_1a,1.0
contraception,1.0,Salima,Facility_level_1b,1.0
contraception,1.0,Salima,Facility_level_2,1.0
contraception,1.0,Thyolo,Facility_level_1a,1.0
contraception,1.0,Thyolo,Facility_level_1b,1.0
contraception,1.0,Thyolo,Facility_level_2,1.0
contraception,1.0,Zomba,Facility_level_1a,1.0
contraception,1.0,Zomba,Facility_level_1b,1.0
contraception,1.0,Zomba,Facility_level_2,1.0
contraception,1.0,Zomba,Facility_level_3,1.0
contraception,1.0,Zomba,Facility_level_4,2.127450980392157
contraception,2.0,Balaka,Facility_level_1a,1.0
contraception,2.0,Balaka,Facility_level_1b,1.0
contraception,2.0,Balaka,Facility_level_2,1.0
contraception,2.0,Blantyre,Facility_level_1a,1.0
contraception,2.0,Blantyre,Facility_level_1b,1.0
contraception,2.0,Blantyre,Facility_level_2,2.756254369610806
contraception,2.0,Blantyre,Facility_level_3,1.0530410183875532
contraception,2.0,Chikwawa,Facility_level_1a,1.0
contraception,2.0,Chikwawa,Facility_level_1b,1.0
contraception,2.0,Chikwawa,Facility_level_2,1.6844365961914762
contraception,2.0,Chiradzulu,Facility_level_1a,1.0
contraception,2.0,Chiradzulu,Facility_level_1b,1.0
contraception,2.0,Chiradzulu,Facility_level_2,1.0
contraception,2.0,Chitipa,Facility_level_1a,1.0
contraception,2.0,Chitipa,Facility_level_1b,1.0
contraception,2.0,Chitipa,Facility_level_2,1.1492960740775735
contraception,2.0,Dedza,Facility_level_1a,1.7654187333474833
contraception,2.0,Dedza,Facility_level_1b,1.0
contraception,2.0,Dedza,Facility_level_2,1.4533872350851402
contraception,2.0,Dowa,Facility_level_1a,1.0
contraception,2.0,Dowa,Facility_level_1b,1.0
contraception,2.0,Dowa,Facility_level_2,1.2961964235026966
contraception,2.0,Karonga,Facility_level_1a,1.0
contraception,2.0,Karonga,Facility_level_1b,1.0
contraception,2.0,Karonga,Facility_level_2,1.089885144291649
contraception,2.0,Kasungu,Facility_level_1a,1.0
contraception,2.0,Kasungu,Facility_level_1b,1.0900348053175037
contraception,2.0,Kasungu,Facility_level_2,2.4514254644746707
contraception,2.0,Lilongwe,Facility_level_1a,1.0
contraception,2.0,Lilongwe,Facility_level_1b,1.0
contraception,2.0,Lilongwe,Facility_level_2,1.0
contraception,2.0,Lilongwe,Facility_level_3,2.756254369610806
contraception,2.0,Machinga,Facility_level_1a,1.0
contraception,2.0,Machinga,Facility_level_1b,1.0
contraception,2.0,Machinga,Facility_level_2,1.0
contraception,2.0,Mangochi,Facility_level_1a,1.0
contraception,2.0,Mangochi,Facility_level_1b,1.0
contraception,2.0,Mangochi,Facility_level_2,1.2590128015727216
contraception,2.0,Mchinji,Facility_level_1a,1.0
contraception,2.0,Mchinji,Facility_level_1b,1.0
contraception,2.0,Mchinji,Facility_level_2,1.0
contraception,2.0,Mulanje,Facility_level_1a,1.0
contraception,2.0,Mulanje,Facility_level_1b,1.0
contraception,2.0,Mulanje,Facility_level_2,1.216240669146375
contraception,2.0,Mwanza,Facility_level_1a,1.0
contraception,2.0,Mwanza,Facility_level_2,1.0
contraception,2.0,Mzimba North,Facility_level_1a,1.0
contraception,2.0,Mzimba North,Facility_level_1b,1.0
contraception,2.0,Mzimba North,Facility_level_2,1.4946109575638225
contraception,2.0,Mzimba North,Facility_level_3,1.3871351241968939
contraception,2.0,Mzimba South,Facility_level_1a,1.0
contraception,2.0,Mzimba South,Facility_level_1b,1.0
contraception,2.0,Mzimba South,Facility_level_2,1.705533755821125
contraception,2.0,Neno,Facility_level_1a,1.0
contraception,2.0,Neno,Facility_level_1b,1.2926820793180134
contraception,2.0,Neno,Facility_level_2,1.0
contraception,2.0,Nkhata bay,Facility_level_1a,1.0
contraception,2.0,Nkhata bay,Facility_level_1b,1.04584084761046
contraception,2.0,Nkhata bay,Facility_level_2,1.096763306220257
contraception,2.0,Nkhota Kota,Facility_level_1a,1.0
contraception,2.0,Nkhota Kota,Facility_level_1b,1.0
contraception,2.0,Nkhota Kota,Facility_level_2,1.0
contraception,2.0,Nsanje,Facility_level_1a,1.0
contraception,2.0,Nsanje,Facility_level_1b,1.0
contraception,2.0,Nsanje,Facility_level_2,1.2224769221237841
contraception,2.0,Ntcheu,Facility_level_1a,1.0
contraception,2.0,Ntcheu,Facility_level_1b,2.756254369610806
contraception,2.0,Ntcheu,Facility_level_2,1.164105441491303
contraception,2.0,Ntchisi,Facility_level_1a,1.0
contraception,2.0,Ntchisi,Facility_level_1b,1.0
contraception,2.0,Ntchisi,Facility_level_2,1.2826899610683917
contraception,2.0,Phalombe,Facility_level_1a,1.0
contraception,2.0,Phalombe,Facility_level_1b,1.0
contraception,2.0,Phalombe,Facility_level_2,1.0
contraception,2.0,Rumphi,Facility_level_1a,1.0
contraception,2.0,Rumphi,Facility_level_1b,1.0
contraception,2.0,Rumphi,Facility_level_2,1.1507201370669808
contraception,2.0,Salima,Facility_level_1a,1.0
contraception,2.0,Salima,Facility_level_1b,1.0
contraception,2.0,Salima,Facility_level_2,1.0
contraception,2.0,Thyolo,Facility_level_1a,1.0
contraception,2.0,Thyolo,Facility_level_1b,1.290954332190297
contraception,2.0,Thyolo,Facility_level_2,1.0417556029882604
contraception,2.0,Zomba,Facility_level_1a,1.0
contraception,2.0,Zomba,Facility_level_1b,1.0
contraception,2.0,Zomba,Facility_level_2,1.1781400725475346
contraception,2.0,Zomba,Facility_level_3,1.4417248715478483
contraception,2.0,Zomba,Facility_level_4,1.0
contraception,3.0,Balaka,Facility_level_1a,1.0
contraception,3.0,Balaka,Facility_level_1b,1.0
contraception,3.0,Balaka,Facility_level_2,1.0189030419356715
contraception,3.0,Blantyre,Facility_level_1a,1.0
contraception,3.0,Blantyre,Facility_level_1b,1.0
contraception,3.0,Blantyre,Facility_level_2,2.756254369610806
contraception,3.0,Blantyre,Facility_level_3,2.756254369610806
contraception,3.0,Chikwawa,Facility_level_1a,1.0
contraception,3.0,Chikwawa,Facility_level_1b,1.0
contraception,3.0,Chikwawa,Facility_level_2,1.2259786476868328
contraception,3.0,Chiradzulu,Facility_level_1a,1.0
contraception,3.0,Chiradzulu,Facility_level_1b,1.0
contraception,3.0,Chiradzulu,Facility_level_2,1.0
contraception,3.0,Chitipa,Facility_level_1a,1.0
contraception,3.0,Chitipa,Facility_level_1b,1.0
contraception,3.0,Chitipa,Facility_level_2,1.0
contraception,3.0,Dedza,Facility_level_1a,1.0
contraception,3.0,Dedza,Facility_level_1b,1.0
contraception,3.0,Dedza,Facility_level_2,1.0
contraception,3.0,Dowa,Facility_level_1a,1.0
contraception,3.0,Dowa,Facility_level_1b,1.1462373513033304
contraception,3.0,Dowa,Facility_level_2,1.1181874805356586
contraception,3.0,Karonga,Facility_level_1a,1.0
contraception,3.0,Karonga,Facility_level_1b,1.2617801047120418
contraception,3.0,Karonga,Facility_level_2,1.0
contraception,3.0,Kasungu,Facility_level_1a,1.0
contraception,3.0,Kasungu,Facility_level_1b,1.0
contraception,3.0,Kasungu,Facility_level_2,1.1058823529411765
contraception,3.0,Lilongwe,Facility_level_1a,1.0
contraception,3.0,Lilongwe,Facility_level_1b,1.0
contraception,3.0,Lilongwe,Facility_level_2,1.1571582346609257
contraception,3.0,Lilongwe,Facility_level_3,1.0
contraception,3.0,Machinga,Facility_level_1a,1.0
contraception,3.0,Machinga,Facility_level_1b,1.0
contraception,3.0,Machinga,Facility_level_2,1.1181339352896915
contraception,3.0,Mangochi,Facility_level_1a,1.0
contraception,3.0,Mangochi,Facility_level_1b,1.0
contraception,3.0,Mangochi,Facility_level_2,2.756254369610806
contraception,3.0,Mchinji,Facility_level_1a,1.0
contraception,3.0,Mchinji,Facility_level_1b,1.0
contraception,3.0,Mchinji,Facility_level_2,1.0
contraception,3.0,Mulanje,Facility_level_1a,1.0
contraception,3.0,Mulanje,Facility_level_1b,1.010975393875022
contraception,3.0,Mulanje,Facility_level_2,1.0092307692307692
contraception,3.0,Mwanza,Facility_level_1a,1.0
contraception,3.0,Mwanza,Facility_level_2,1.0
contraception,3.0,Mzimba North,Facility_level_1a,1.0
contraception,3.0,Mzimba North,Facility_level_1b,1.0
contraception,3.0,Mzimba North,Facility_level_2,1.1161137440758293
contraception,3.0,Mzimba North,Facility_level_3,2.2222222222222223
contraception,3.0,Mzimba South,Facility_level_1a,1.0
contraception,3.0,Mzimba South,Facility_level_1b,1.0
contraception,3.0,Mzimba South,Facility_level_2,1.0503246753246753
contraception,3.0,Neno,Facility_level_1a,1.0
contraception,3.0,Neno,Facility_level_1b,1.3908195502694667
contraception,3.0,Neno,Facility_level_2,1.144736842105263
contraception,3.0,Nkhata bay,Facility_level_1a,1.042136379578135
contraception,3.0,Nkhata bay,Facility_level_1b,1.0
contraception,3.0,Nkhata bay,Facility_level_2,1.5454545454545454
contraception,3.0,Nkhota Kota,Facility_level_1a,1.0
contraception,3.0,Nkhota Kota,Facility_level_1b,1.0128735200150347
contraception,3.0,Nkhota Kota,Facility_level_2,1.4676003734827263
contraception,3.0,Nsanje,Facility_level_1a,1.0
contraception,3.0,Nsanje,Facility_level_1b,1.0744500846023688
contraception,3.0,Nsanje,Facility_level_2,1.253763634724601
contraception,3.0,Ntcheu,Facility_level_1a,1.0
contraception,3.0,Ntcheu,Facility_level_1b,1.0484161504327578
contraception,3.0,Ntcheu,Facility_level_2,1.3794871794871795
contraception,3.0,Ntchisi,Facility_level_1a,1.0
contraception,3.0,Ntchisi,Facility_level_1b,1.0
contraception,3.0,Ntchisi,Facility_level_2,1.0431148845847704
contraception,3.0,Phalombe,Facility_level_1a,1.0
contraception,3.0,Phalombe,Facility_level_1b,1.3525835866261398
contraception,3.0,Phalombe,Facility_level_2,1.0
contraception,3.0,Rumphi,Facility_level_1a,1.0
contraception,3.0,Rumphi,Facility_level_1b,1.0
contraception,3.0,Rumphi,Facility_level_2,1.0
contraception,3.0,Salima,Facility_level_1a,1.0
contraception,3.0,Salima,Facility_level_1b,1.1604493429419245
contraception,3.0,Salima,Facility_level_2,1.0
contraception,3.0,Thyolo,Facility_level_1a,1.0
contraception,3.0,Thyolo,Facility_level_1b,1.1484502446982054
contraception,3.0,Thyolo,Facility_level_2,1.0
contraception,3.0,Zomba,Facility_level_1a,1.0
contraception,3.0,Zomba,Facility_level_1b,1.0
contraception,3.0,Zomba,Facility_level_2,1.0
