,District,Year,BCG,OPV3,HepB1,HepB3,DTP1,DTP3,DTPHepHib1,DTPHepHib3,MCV1,TT2+,PCV3,VitA_6_11months,VitA12_59months,Hib3,Pneumo1,Pneumo2,Pneumo3,Rotavirus1,Rotavirus2,PAB,MCV2,DTP2,OPV1,OPV2,MCV1_MR1,MCV2_MR2,HPV
101,Chikwawa,2013,1.1429945940000001,1.1046937609999998,0.0,0.0,0.0,0.0,1.145668272,1.133723322,1.107216002,0.7296343809999999,0.0,0.30814164899999996,0.0,0.0,1.1184947,1.589677784,1.1721280029999999,1.037497466,1.0023288670000001,0.7296343809999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Chiradzulu,2013,0.9658782159999999,0.9363023359999999,0.0,0.0,0.0,0.0,0.9843951809999999,0.9250750870000001,0.93328606,0.6948218,0.0,0.021365288,0.0,0.0,0.9707381540000001,0.956745985,0.922896665,0.8951636829999999,0.874971391,0.6948218,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Machinga,2013,1.267972798,0.989346708,0.0,0.0,0.0,0.0,1.0625582820000001,0.912503444,0.987324517,0.645968264,0.0,0.190828815,0.0,0.0,1.0709772,0.979813521,0.888072073,1.0453490220000001,0.876723041,0.645968264,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Mangochi,2013,1.071413114,0.950949732,0.0,0.0,0.0,0.0,1.061445932,0.995652603,0.979556602,0.571809854,0.0,0.05980987,0.0,0.0,1.091091254,1.046363658,1.0355093659999999,0.9536200359999999,0.907952889,0.571809854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Mulanje,2013,1.121297242,1.073503962,0.0,0.0,0.0,0.0,1.172338405,1.105793234,1.1089032490000001,0.596484508,0.0,0.282005173,0.0,0.0,1.175585627,1.086218434,1.101356889,1.01715781,0.953311033,0.596484508,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Mwanza,2013,1.211534584,0.921801955,0.0,0.0,0.0,0.0,1.1249468759999999,0.882702932,0.90161496,0.46662633600000003,0.0,0.6000849979999999,0.0,0.0,1.155333617,0.9721631959999999,0.908202295,0.986187845,0.8769655759999999,0.46662633600000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,Neno,2013,0.7549412990000001,0.763893068,0.0,0.0,0.0,0.0,0.8095826979999999,0.742300023,0.771247221,0.44493981299999996,0.0,0.7695260359999999,0.0,0.0,0.8206921629999999,0.7505930040000001,0.7779754879999999,0.815059195,0.7538789020000001,0.44493981299999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,Nsanje,2013,0.958415219,0.894225928,0.0,0.0,0.0,0.0,0.9138774,0.794708862,0.7798442870000001,0.73060294,0.0,0.46550472600000004,0.0,0.0,0.9481415040000001,0.87113125,0.814276352,0.84249385,0.7290359959999999,0.73060294,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Phalombe,2013,1.088799324,1.3431342469999998,0.0,0.0,0.0,0.0,1.5412823830000002,1.361254254,1.273899594,0.504387961,0.0,0.0,0.0,0.0,1.517392822,1.4722280280000002,1.421834576,1.5121641630000002,1.3086972190000001,0.504387961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Thyolo,2013,1.013450615,1.040749608,0.0,0.0,0.0,0.0,1.031196834,0.956157279,1.025833873,0.843010413,0.0,1.039785951,0.0,0.0,1.019507255,0.95837788,0.99449407,1.005429483,0.917610997,0.843010413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Zomba,2013,0.9536434009999999,0.991932046,0.0,0.0,0.0,0.0,0.975927323,0.955167098,0.93558755,0.540212583,0.0,0.582073399,0.0,0.0,0.997737037,0.9518874420000001,0.955527861,0.9370305990000001,0.920927487,0.540212583,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,Chitipa,2014,0.8232530240000001,0.8097959309999999,0.0,0.0,0.0,0.0,0.8407812,0.808776679,0.7826838209999999,0.66789963,0.0,0.11106806699999999,0.0,0.0,0.8233519859999999,0.779626064,0.8008265109999999,0.813465239,0.7518004770000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,Karonga,2014,0.9290637559999999,0.890666101,0.0,0.0,0.0,0.0,0.88671474,0.88803186,0.883129245,0.654221712,0.0,0.293692499,0.0,0.0,0.86710428,0.862055318,0.879031537,0.8559087559999999,0.8245173859999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,Likoma,2014,1.092140921,0.8721808109999999,0.0,0.0,0.0,0.0,0.89978147,0.869420745,0.8583804820000001,1.18699187,0.0,0.7039072040000001,0.0,0.0,0.869420745,0.811459362,0.880461009,0.8583804820000001,0.78661877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,Mzimba,2014,0.78,0.77,0.0,0.0,0.0,0.0,0.81,0.8,0.74,1.08,0.0,0.264823109,0.0,0.0,0.79,0.78,0.78,0.72,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Nkhata Bay,2014,0.8404107690000001,0.835783488,0.0,0.0,0.0,0.0,0.899283611,0.864629871,0.78504051,0.727264317,0.0,0.19164355,0.0,0.0,0.8937618620000001,0.806937105,0.848731039,0.849207052,0.7757106570000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,Rumphi,2014,1.006760695,0.846358443,0.0,0.0,0.0,0.0,0.919588447,0.8767423670000001,1.19316245,0.5718615220000001,0.0,0.355289102,0.0,0.0,0.921843504,0.884575723,0.875911557,0.876504993,0.8337776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,Dedza,2014,0.961111464,0.897015405,0.0,0.0,0.0,0.0,0.9850229659999999,0.903169317,0.912400186,0.532481127,0.0,0.287528202,0.0,0.0,0.9760236959999999,0.911308362,0.877825787,0.92173031,0.8334580659999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Dowa,2014,0.754159292,0.708614236,0.0,0.0,0.0,0.0,0.779875395,0.740713315,0.745702498,0.7313864309999999,0.0,0.13911019,0.0,0.0,0.759888608,0.7403225959999999,0.7482572,0.72322112,0.697283381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,Kasungu,2014,0.85229466,0.720381776,0.0,0.0,0.0,0.0,0.860830289,0.7772143020000001,0.815742968,0.565944671,0.0,0.44201847899999996,0.0,0.0,0.828448647,0.794996763,0.746616394,0.686984777,0.626776875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Lilongwe,2014,0.948521285,0.8373084740000001,0.0,0.0,0.0,0.0,0.9291714190000001,0.8677145829999999,0.865721228,0.887314684,0.0,0.389367329,0.0,0.0,0.912153518,0.861347746,0.8568651759999999,0.8584717609999999,0.820806268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,Mchinji,2014,0.8778640059999999,0.8196434690000001,0.0,0.0,0.0,0.0,0.898192953,0.815717901,0.758663764,0.580081301,0.0,0.18244410600000002,0.0,0.0,0.933180059,0.835078957,0.822006433,0.874334643,0.8022642529999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
123,Nkhotakota,2014,0.992968063,0.9142502220000001,0.0,0.0,0.0,0.0,0.997077725,0.9159166479999999,0.9141267829999999,0.923469089,0.0,0.071753573,0.0,0.0,0.9781298540000001,0.905300902,0.894870315,0.935296555,0.858517558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124,Ntcheu,2014,0.8854412309999999,0.8575563970000001,0.0,0.0,0.0,0.0,0.968260276,0.888778416,0.849541067,0.571676803,0.0,0.273911603,0.0,0.0,0.950425118,0.910096676,0.8914641809999999,0.9455991340000001,0.889449857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Ntchisi,2014,0.8982252009999999,0.680811869,0.0,0.0,0.0,0.0,0.811488848,0.789987927,0.7514686079999999,0.486412843,0.0,0.27395669699999997,0.0,0.0,0.805030974,0.7760845040000001,0.774109154,0.83101442,0.589793833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126,Salima,2014,0.983410679,0.898573063,0.0,0.0,0.0,0.0,0.931563885,0.906559155,0.8680056070000001,0.7608684059999999,0.0,0.068928406,0.0,0.0,0.910910199,0.8860156220000001,0.8949380140000001,0.901492118,0.8949930909999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,Balaka,2014,0.9533080840000001,0.831956142,0.0,0.0,0.0,0.0,0.903375545,0.894217635,0.9151763409999999,0.651378861,0.0,0.148631936,0.0,0.0,0.901101433,0.8671126809999999,0.8980283090000001,0.8883786990000001,0.851378286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,Blantyre,2014,1.288892656,0.9333519659999999,0.0,0.0,0.0,0.0,1.136456475,1.059875734,1.023240814,0.618998178,0.0,0.358887794,0.0,0.0,1.1512480379999999,1.006944295,1.077548212,0.8621245670000001,0.7538107629999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,Chikwawa,2014,1.0458443720000001,0.861946375,0.0,0.0,0.0,0.0,1.009907002,1.0457903659999999,0.972392575,0.557541197,0.0,0.11272515400000001,0.0,0.0,1.012050683,1.030038967,1.044019499,0.965542115,0.9496975120000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Chiradzulu,2014,0.9446036290000001,0.9675511459999999,0.0,0.0,0.0,0.0,0.9492954640000001,0.9851399540000001,1.081669999,0.7125119390000001,0.0,0.0,0.0,0.0,1.001978528,0.922953932,0.968051302,0.9507959309999999,0.93937571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Machinga,2014,1.201985053,0.973859613,0.0,0.0,0.0,0.0,1.136875331,1.0587149,1.043389325,0.6656649139999999,0.0,0.121767011,0.0,0.0,1.1370769840000001,1.045244527,1.005801337,0.9359489809999999,0.897957687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,Mangochi,2014,1.090702789,1.03805238,0.0,0.0,0.0,0.0,1.097856283,1.0690128079999999,1.087969154,0.686061202,0.0,0.00013995,0.0,0.0,1.102739707,1.060569055,1.058476159,1.039712263,0.983300295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,Mulanje,2014,1.098450203,1.016166243,0.0,0.0,0.0,0.0,1.140982511,1.089528754,1.126164557,0.5571646339999999,0.0,0.191514746,0.0,0.0,1.140800696,1.08911967,1.081847054,1.090074201,1.017848035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134,Mwanza,2014,1.255270298,0.9271066790000001,0.0,0.0,0.0,0.0,1.281736455,1.009482172,1.0332989590000001,0.591525777,0.0,0.147933473,0.0,0.0,1.268626297,1.1010347759999999,1.035920991,1.1770736929999999,1.0416020590000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,Neno,2014,0.771286425,0.798364585,0.0,0.0,0.0,0.0,0.8397004709999999,0.80463212,0.792693958,0.507889126,0.0,0.8934737140000001,0.0,0.0,0.83925279,0.756879472,0.8098550659999999,0.8182117790000001,0.731361651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136,Nsanje,2014,0.9285714290000001,0.8540809509999999,0.0,0.0,0.0,0.0,0.958482356,0.89017236,0.8063710740000001,0.7508880309999999,0.0,1.258148233,0.0,0.0,0.9296421890000001,0.870396246,0.84015527,0.8986596090000001,0.792445394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,Phalombe,2014,1.084047041,1.226942859,0.0,0.0,0.0,0.0,1.471466951,1.299276825,1.270343239,0.5747155820000001,0.0,0.0,0.0,0.0,1.43662315,1.396133771,1.3712579440000001,1.37928525,1.288956003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,Thyolo,2014,0.9692856590000001,0.934511414,0.0,0.0,0.0,0.0,1.06026513,0.970023671,0.9446342590000001,0.8784224,0.0,1.176962941,0.0,0.0,0.991339255,0.945416105,0.988006123,0.9677192840000001,0.932330476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,Zomba,2014,0.893772118,0.829700097,0.0,0.0,0.0,0.0,0.913479523,0.8710415990000001,0.8829087390000001,0.559904419,0.0,0.03590207,0.0,0.0,0.913995485,0.8818445659999999,0.8703966459999999,0.889326024,0.851564012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140,Chitipa,2015,0.7640876,0.79063,0.0,0.0,0.0,0.0,0.776886,0.776886,0.7814005,0.413446,0.0,0.16161720000000002,0.0,0.0,0.7880216999999999,0.7554173000000001,0.7860151999999999,0.7783909000000001,0.7402689,0.4252068,0.04845506,0.0,0.0,0.0,0.0,0.0,0.0
141,Karonga,2015,0.8397244,0.8732607,0.0,0.0,0.0,0.0,0.8442117,0.8774207,0.8549706,0.4387811,0.0,0.2317458,0.0,0.0,0.841217,0.8503084000000001,0.8607087,0.8166690999999999,0.7909911999999999,0.23230570000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,Likoma,2015,1.135501,0.8895028,0.0,0.0,0.0,0.0,0.9060773000000001,0.9226519,0.93,0.7097269,0.0,0.8839779000000001,0.0,0.0,0.9475138000000001,0.9116021999999999,1.0082870000000002,0.9143646000000001,0.8314917,0.04878049,0.4088398,0.0,0.0,0.0,0.0,0.0,0.0
143,Mzimba,2015,0.7754247,0.7705776999999999,0.0,0.0,0.0,0.0,0.8117549,0.77433112,0.7742675,0.92272175,0.0,0.3387625,0.0,0.0,0.8118204000000001,0.7835901999999999,0.7835247,0.7628706000000001,0.7215405,0.46712840000000005,0.12423039999999999,0.0,0.0,0.0,0.0,0.0,0.0
144,Nkhata Bay,2015,0.789983,0.8599388000000001,0.0,0.0,0.0,0.0,0.8902699000000001,0.8490863999999999,0.8436138000000001,0.44518090000000005,0.0,0.29654021,0.0,0.0,0.8746869,0.8158798,0.8574344,0.8541879000000001,0.80781,0.43150259999999996,0.2555422,0.0,0.0,0.0,0.0,0.0,0.0
145,Rumphi,2015,0.9830950999999999,0.8758589,0.0,0.0,0.0,0.0,0.9026434999999999,0.863864,0.8283451999999999,0.36957740000000006,0.0,0.46935916,0.0,0.0,0.8963549999999999,0.8566438,0.8623501,0.8678235000000001,0.8171655,0.7743363,0.00069873,0.0,0.0,0.0,0.0,0.0,0.0
146,Dedza,2015,0.9564746,1.0154370000000001,0.0,0.0,0.0,0.0,1.0173299999999998,0.9994778,1.003819,0.48593770000000003,0.0,0.296050914,0.0,0.0,1.0259459999999998,0.9964426,1.0256530000000001,0.9762728,0.9403720999999999,0.6671729999999999,0.04069843,0.0,0.0,0.0,0.0,0.0,0.0
147,Dowa,2015,0.6769253000000001,0.6975258000000001,0.0,0.0,0.0,0.0,0.7545661,0.7050534,0.7065998,0.5358115999999999,0.0,0.18296668,0.0,0.0,0.7477388,0.7063663,0.7095465999999999,0.7371769,0.7002684,0.1931892,0.03667503,0.0,0.0,0.0,0.0,0.0,0.0
148,Kasungu,2015,0.7671,0.7941349,0.0,0.0,0.0,0.0,0.8441136,0.7909861999999999,0.7514142,0.5960627,0.0,0.400336215,0.0,0.0,0.8370957,0.7968033,0.7883711999999999,0.769239,0.7031433000000001,0.534561,0.02590992,0.0,0.0,0.0,0.0,0.0,0.0
149,Lilongwe,2015,0.9551572,0.9139344000000001,0.0,0.0,0.0,0.0,0.9641296999999999,0.9225758,0.8909584999999999,0.7410342,0.0,0.489038818,0.0,0.0,0.9491860999999999,0.9135285,0.9105416999999999,0.9046165,0.8782478000000001,0.8403714,0.187558,0.0,0.0,0.0,0.0,0.0,0.0
150,Mchinji,2015,0.8250696,0.8438405999999999,0.0,0.0,0.0,0.0,0.8406809999999999,0.8257379000000001,0.8328004999999999,0.4167468,0.0,0.11527024,0.0,0.0,0.8512006999999999,0.7892722,0.8270017,0.8328749,0.7925805,0.47181990000000007,0.1148613,0.0,0.0,0.0,0.0,0.0,0.0
151,Nkhotakota,2015,0.9631985000000001,0.9253894,0.0,0.0,0.0,0.0,1.005493,0.9246046,0.9023904,0.8338457,0.0,0.128576603,0.0,0.0,0.9963780999999999,0.9152481,0.9233973,0.9415671,0.8676808000000001,0.8483075999999999,0.22654839999999998,0.0,0.0,0.0,0.0,0.0,0.0
152,Ntcheu,2015,0.8022314,0.8953184999999999,0.0,0.0,0.0,0.0,0.9013618,0.8789271000000001,0.9013618,0.39119171,0.0,0.197234985,0.0,0.0,0.8958152,0.8778923000000001,0.8800447,0.8848048000000001,0.8383210999999999,0.567285617,0.03977814,0.0,0.0,0.0,0.0,0.0,0.0
153,Ntchisi,2015,0.8185314,0.7637772,0.0,0.0,0.0,0.0,0.7776288,0.7470955,0.7187220999999999,0.3652209,0.0,0.20254672699999998,0.0,0.0,0.7730116,0.7308609,0.7578195,0.757745,0.7204349,0.15070150000000002,0.06486446,0.0,0.0,0.0,0.0,0.0,0.0
154,Salima,2015,0.9814632999999999,0.9131161,0.0,0.0,0.0,0.0,0.9564771999999999,0.9056827,0.8745489,0.651408591,0.0,0.132561271,0.0,0.0,0.9341234,0.8873687,0.9038513000000001,0.9630486999999999,0.8575815,0.372339875,0.1168866,0.0,0.0,0.0,0.0,0.0,0.0
155,Balaka,2015,0.9495100000000001,0.8692735999999999,0.0,0.0,0.0,0.0,0.8908318000000001,0.871669,0.8736451,0.47168383399999997,0.0,0.10563506800000001,0.0,0.0,0.895862,0.8546021,0.9052039000000001,0.9050243,0.8009461999999999,0.7662903320000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,Blantyre,2015,0.8881429,0.7103822,0.0,0.0,0.0,0.0,0.7559726999999999,0.7075802,0.7299962,0.336731646,0.0,0.05745165,0.0,0.0,0.745165,0.6782328000000001,0.7120254,0.6839001,0.6505709,0.303805,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,Chikwawa,2015,1.004491,1.0277120000000002,0.0,0.0,0.0,0.0,1.060985,1.0188700000000002,0.9494075000000001,0.544125913,0.0,0.363582498,0.0,0.0,1.044576,0.9940292,0.9782133,0.9813127,0.9299909,0.6558385,0.00724704,0.0,0.0,0.0,0.0,0.0,0.0
158,Chiradzulu,2015,1.002356,1.003234,0.0,0.0,0.0,0.0,0.9709784,0.9776119000000001,1.077446,0.4709147,0.0,0.400331675,0.0,0.0,0.9461028,0.9849088,0.9762851999999999,0.9363184000000001,0.9140133,0.8863761,0.00058043,0.0,0.0,0.0,0.0,0.0,0.0
159,Machinga,2015,1.1933209999999999,1.015973,0.0,0.0,0.0,0.0,1.150563,1.0524040000000001,1.0072,0.529527829,0.0,0.26135022399999996,0.0,0.0,1.087064,0.9830042,0.9605398,1.036352,0.9689983,0.348797975,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,Mangochi,2015,0.9135719000000001,0.9314431000000001,0.0,0.0,0.0,0.0,0.9883361999999999,0.9204338,0.8725165000000001,0.41801590000000005,0.0,0.00086485,0.0,0.0,1.036838,0.9217194,0.9133982,0.9158525,0.9751999,0.41426999999999997,0.02444953,0.0,0.0,0.0,0.0,0.0,0.0
161,Mulanje,2015,1.026419,0.9376551,0.0,0.0,0.0,0.0,1.059593,0.9656697,0.9695041999999999,0.5295300000000001,0.0,0.193079803,0.0,0.0,1.027834,0.9721207000000001,0.9378354999999999,1.028511,0.9635494000000001,0.46848090000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,Mwanza,2015,1.171223,1.105297,0.0,0.0,0.0,0.0,1.43769,1.052974,1.020842,0.6167387,0.0,0.593139383,0.0,0.0,1.2138520000000002,1.107469,1.066218,1.168693,1.0638299999999998,0.46700920000000007,0.00390795,0.0,0.0,0.0,0.0,0.0,0.0
163,Neno,2015,0.7861209,0.8153385000000001,0.0,0.0,0.0,0.0,0.8236218000000001,0.7902028,0.8056270000000001,0.439337,0.0,0.46015424200000005,0.0,0.0,0.8109111999999999,0.7497858000000001,0.7942017,0.7976291999999999,0.7470723000000001,0.620688967,0.00899743,0.0,0.0,0.0,0.0,0.0,0.0
164,Nsanje,2015,1.1017489999999999,1.047892,0.0,0.0,0.0,0.0,1.179293,1.0869,1.0214020000000001,0.7473509740000001,0.0,0.564529155,0.0,0.0,1.1717819999999999,1.112583,1.085931,1.053949,0.9629300999999999,0.070168827,0.247779,0.0,0.0,0.0,0.0,0.0,0.0
165,Phalombe,2015,1.0825129999999998,1.427684,0.0,0.0,0.0,0.0,1.5378180000000001,1.36533,1.250453,0.436894936,0.0,0.0,0.0,0.0,1.479431,1.398016,1.361794,1.446744,1.347132,0.718185218,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,Thyolo,2015,0.8875586,0.9061793,0.0,0.0,0.0,0.0,0.907391,0.8726978999999999,0.8707593000000001,0.6012425579999999,0.0,0.257067851,0.0,0.0,0.9018578000000002,0.853231,0.8851777,0.8668416999999999,0.8327544,0.378136201,0.07241519,0.0,0.0,0.0,0.0,0.0,0.0
167,Zomba,2015,0.8791238000000001,0.8699841999999999,0.0,0.0,0.0,0.0,0.9137242,0.8751823000000001,0.8209509,0.408063709,0.0,0.05366085599999999,0.0,0.0,0.9082409,0.88187,0.8812044,0.8899841999999999,0.8640571,0.678999971,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,Chitipa,2016,0.73,0.74,0.0,0.0,0.0,0.0,0.74,0.74,0.68,0.47,0.0,0.23,0.0,0.0,0.74,0.74,0.73,0.73,0.72,0.78,0.6,0.0,0.0,0.0,0.0,0.0,0.0
169,Karonga,2016,0.77,0.8,0.0,0.0,0.0,0.0,0.79,0.82,0.79,0.41,0.0,0.55,0.0,0.0,0.78,0.75,0.81,0.75,0.76,0.45,0.76,0.0,0.0,0.0,0.0,0.0,0.0
170,Likoma,2016,1.08,0.86,0.0,0.0,0.0,0.0,0.91,0.82,0.92,0.88,0.0,0.65,0.0,0.0,0.89,0.92,0.84,0.92,0.92,0.8,0.76,0.0,0.0,0.0,0.0,0.0,0.0
171,Mzimba,2016,0.74,0.71,0.0,0.0,0.0,0.0,0.75,0.72,0.71,0.42,0.0,0.39,0.0,0.0,0.75,0.72,0.72,0.73,0.7,0.92,0.59,0.0,0.0,0.0,0.0,0.0,0.0
172,Nkhata Bay,2016,0.67,0.71,0.0,0.0,0.0,0.0,0.78,0.72,0.71,0.49,0.0,0.15,0.0,0.0,0.78,0.7,0.71,0.74,0.66,0.64,0.43,0.0,0.0,0.0,0.0,0.0,0.0
173,Rumphi,2016,0.87,0.71,0.0,0.0,0.0,0.0,0.76,0.71,0.74,0.33,0.0,0.38,0.0,0.0,0.76,0.74,0.71,0.76,0.72,0.79,0.63,0.0,0.0,0.0,0.0,0.0,0.0
174,Dedza,2016,0.94,0.91,0.0,0.0,0.0,0.0,1.0,0.91,0.94,0.62,0.0,0.25,0.0,0.0,1.0,0.92,0.91,0.96,0.92,0.83,0.61,0.0,0.0,0.0,0.0,0.0,0.0
175,Dowa,2016,0.58,0.68,0.0,0.0,0.0,0.0,0.72,0.68,0.62,0.38,0.0,0.14,0.0,0.0,0.73,0.65,0.67,0.71,0.66,0.57,0.48,0.0,0.0,0.0,0.0,0.0,0.0
176,Kasungu,2016,0.77,0.75,0.0,0.0,0.0,0.0,0.8,0.77,0.8,0.68,0.0,0.49,0.0,0.0,0.79,0.74,0.77,0.76,0.71,0.66,0.65,0.0,0.0,0.0,0.0,0.0,0.0
177,Lilongwe,2016,0.89,0.86,0.0,0.0,0.0,0.0,0.92,0.88,0.84,0.66,0.0,0.39,0.0,0.0,0.91,0.86,0.86,0.88,0.85,0.88,0.68,0.0,0.0,0.0,0.0,0.0,0.0
178,Mchinji,2016,0.75,0.74,0.0,0.0,0.0,0.0,0.8,0.73,0.7,0.46,0.0,0.15,0.0,0.0,0.8,0.73,0.73,0.79,0.72,0.57,0.65,0.0,0.0,0.0,0.0,0.0,0.0
179,Nkhotakota,2016,1.0,0.96,0.0,0.0,0.0,0.0,1.01,0.96,0.87,0.89,0.0,0.38,0.0,0.0,1.0,0.94,0.97,0.98,0.92,1.06,0.55,0.0,0.0,0.0,0.0,0.0,0.0
180,Ntcheu,2016,0.82,0.85,0.0,0.0,0.0,0.0,0.9,0.87,0.83,0.47,0.0,0.24,0.0,0.0,0.88,0.85,0.87,0.85,0.82,0.87,0.45,0.0,0.0,0.0,0.0,0.0,0.0
181,Ntchisi,2016,0.67,0.72,0.0,0.0,0.0,0.0,0.76,0.72,0.69,0.34,0.0,0.19,0.0,0.0,0.76,0.7,0.72,0.76,0.7,0.62,0.53,0.0,0.0,0.0,0.0,0.0,0.0
182,Salima,2016,1.02,0.89,0.0,0.0,0.0,0.0,0.98,0.95,0.84,0.76,0.0,0.09,0.0,0.0,0.95,0.88,0.88,0.89,0.83,1.34,0.59,0.0,0.0,0.0,0.0,0.0,0.0
183,Balaka,2016,0.91,0.83,0.0,0.0,0.0,0.0,0.88,0.83,0.8,0.54,0.0,0.05,0.0,0.0,0.88,0.82,0.83,0.87,0.8,0.98,0.6,0.0,0.0,0.0,0.0,0.0,0.0
184,Blantyre,2016,0.82,0.78,0.0,0.0,0.0,0.0,0.86,0.8,0.79,0.6,0.0,0.32,0.0,0.0,0.86,0.79,0.79,0.81,0.78,0.72,0.63,0.0,0.0,0.0,0.0,0.0,0.0
185,Chikwawa,2016,0.94,0.97,0.0,0.0,0.0,0.0,1.04,0.96,0.93,0.64,0.0,0.34,0.0,0.0,1.02,0.97,0.96,0.99,0.92,0.8,0.84,0.0,0.0,0.0,0.0,0.0,0.0
186,Chiradzulu,2016,0.91,0.9,0.0,0.0,0.0,0.0,0.95,0.92,1.0,0.55,0.0,0.01,0.0,0.0,0.92,0.89,0.93,0.93,0.9,0.96,0.77,0.0,0.0,0.0,0.0,0.0,0.0
187,Machinga,2016,1.1,0.87,0.0,0.0,0.0,0.0,1.01,0.96,0.88,0.65,0.0,0.2,0.0,0.0,0.99,0.9,0.92,0.92,0.87,0.74,0.53,0.0,0.0,0.0,0.0,0.0,0.0
188,Mangochi,2016,0.91,0.89,0.0,0.0,0.0,0.0,0.98,0.89,0.81,0.53,0.0,0.01,0.0,0.0,0.96,0.89,0.86,0.9,0.84,0.86,0.43,0.0,0.0,0.0,0.0,0.0,0.0
189,Mulanje,2016,1.03,0.96,0.0,0.0,0.0,0.0,1.04,0.97,0.95,0.59,0.0,0.83,0.0,0.0,1.01,0.93,0.95,1.02,0.96,0.79,0.67,0.0,0.0,0.0,0.0,0.0,0.0
190,Mwanza,2016,1.29,0.97,0.0,0.0,0.0,0.0,1.22,0.98,1.04,0.7,0.0,0.75,0.0,0.0,1.21,1.04,0.99,1.25,1.03,0.8,0.83,0.0,0.0,0.0,0.0,0.0,0.0
191,Neno,2016,0.73,0.77,0.0,0.0,0.0,0.0,0.77,0.79,0.73,0.54,0.0,0.41,0.0,0.0,0.78,0.71,0.76,0.73,0.7,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.0
192,Nsanje,2016,0.95,0.98,0.0,0.0,0.0,0.0,1.13,0.99,0.97,0.78,0.0,1.2,0.0,0.0,1.11,1.02,0.98,1.04,0.96,1.07,0.65,0.0,0.0,0.0,0.0,0.0,0.0
193,Phalombe,2016,0.95,0.96,0.0,0.0,0.0,0.0,1.03,0.92,0.87,0.44,0.0,0.0,0.0,0.0,1.04,0.95,0.94,0.98,0.91,0.84,0.83,0.0,0.0,0.0,0.0,0.0,0.0
194,Thyolo,2016,0.8,0.82,0.0,0.0,0.0,0.0,0.85,0.82,0.79,0.57,0.0,0.0,0.0,0.0,0.87,0.8,0.82,0.84,0.78,0.56,0.59,0.0,0.0,0.0,0.0,0.0,0.0
195,Zomba,2016,0.82,0.81,0.0,0.0,0.0,0.0,0.82,0.8,0.81,0.44,0.0,0.06,0.0,0.0,0.83,0.78,0.79,0.8,0.78,0.7,0.64,0.0,0.0,0.0,0.0,0.0,0.0
