,District,Year,BCG,OPV3,HepB1,HepB3,DTP1,DTP3,DTPHepHib1,DTPHepHib3,MCV1,TT2+,PCV3,VitA_6_11months,VitA12_59months,Hib3,Pneumo1,Pneumo2,Pneumo3,Rotavirus1,Rotavirus2,PAB,MCV2,DTP2,OPV1,OPV2,MCV1_MR1,MCV2_MR2,HPV
196,Chitipa,2017,0.74,0.73,0.0,0.0,0.0,0.0,0.74,0.74,0.7,0.44,0.0,0.17,0.0,0.0,0.74,0.69,0.74,0.73,0.75,0.62,0.49,0.0,0.0,0.0,0.0,0.0,0.0
197,Karonga,2017,0.79,0.84,0.0,0.0,0.0,0.0,0.85,0.86,0.81,0.43,0.0,0.26,0.0,0.0,0.84,0.79,0.87,0.83,0.79,0.92,0.68,0.0,0.0,0.0,0.0,0.0,0.0
198,Likoma,2017,1.05,0.98,0.0,0.0,0.0,0.0,1.01,0.99,0.82,0.98,0.0,0.55,0.0,0.0,1.02,0.91,0.96,0.99,0.88,0.8,0.73,0.0,0.0,0.0,0.0,0.0,0.0
199,Mzimba,2017,0.86,0.84,0.0,0.0,0.0,0.0,0.82,0.82,0.77,0.55,0.0,0.26,0.0,0.0,0.83,0.8,0.82,0.8,0.79,0.79,0.66,0.0,0.0,0.0,0.0,0.0,0.0
200,Nkhata Bay,2017,0.78,0.82,0.0,0.0,0.0,0.0,0.85,0.83,0.75,0.53,0.0,0.13,0.0,0.0,0.8,0.8,0.82,0.83,0.78,0.76,0.6,0.0,0.0,0.0,0.0,0.0,0.0
201,Rumphi,2017,0.9,0.77,0.0,0.0,0.0,0.0,0.81,0.77,0.68,0.37,0.0,0.57,0.0,0.0,0.8,0.8,0.77,0.8,0.78,0.84,0.54,0.0,0.0,0.0,0.0,0.0,0.0
202,Dedza,2017,1.02,1.01,0.0,0.0,0.0,0.0,1.08,1.03,0.95,0.74,0.0,0.11,0.0,0.0,1.08,1.02,1.04,1.05,1.0,0.94,0.76,0.0,0.0,0.0,0.0,0.0,0.0
203,Dowa,2017,0.56,0.69,0.0,0.0,0.0,0.0,0.72,0.71,0.62,0.38,0.0,0.1,0.0,0.0,0.71,0.68,0.7,0.71,0.67,0.52,0.47,0.0,0.0,0.0,0.0,0.0,0.0
204,Kasungu,2017,0.8,0.75,0.0,0.0,0.0,0.0,0.82,0.78,0.81,0.58,0.0,0.26,0.0,0.0,0.82,0.79,0.77,0.79,0.75,0.68,0.65,0.0,0.0,0.0,0.0,0.0,0.0
205,Lilongwe,2017,0.9,0.89,0.0,0.0,0.0,0.0,0.93,0.88,0.83,0.78,0.0,0.37,0.0,0.0,0.92,0.88,0.89,0.9,0.87,0.89,0.74,0.0,0.0,0.0,0.0,0.0,0.0
206,Mchinji,2017,0.74,0.73,0.0,0.0,0.0,0.0,0.81,0.74,0.68,0.42,0.0,0.09,0.0,0.0,0.8,0.76,0.74,0.79,0.74,0.57,0.53,0.0,0.0,0.0,0.0,0.0,0.0
207,Nkhotakota,2017,1.0,0.97,0.0,0.0,0.0,0.0,1.02,0.98,0.88,0.87,0.0,0.2,0.0,0.0,1.01,0.92,0.97,1.0,0.93,1.02,0.67,0.0,0.0,0.0,0.0,0.0,0.0
208,Ntcheu,2017,0.86,0.97,0.0,0.0,0.0,0.0,0.97,0.95,0.87,0.55,0.0,0.33,0.0,0.0,0.95,0.93,0.96,0.95,0.91,0.87,0.7,0.0,0.0,0.0,0.0,0.0,0.0
209,Ntchisi,2017,0.71,0.77,0.0,0.0,0.0,0.0,0.8,0.77,0.69,0.43,0.0,0.35,0.0,0.0,0.8,0.74,0.78,0.79,0.74,0.68,0.54,0.0,0.0,0.0,0.0,0.0,0.0
210,Salima,2017,1.03,0.92,0.0,0.0,0.0,0.0,1.0,0.92,0.86,0.73,0.0,0.08,0.0,0.0,0.99,0.92,0.94,0.98,0.93,0.95,0.61,0.0,0.0,0.0,0.0,0.0,0.0
211,Balaka,2017,0.91,0.89,0.0,0.0,0.0,0.0,0.92,0.88,0.86,0.57,0.0,0.04,0.0,0.0,0.92,0.91,0.88,0.91,0.87,0.83,0.69,0.0,0.0,0.0,0.0,0.0,0.0
212,Blantyre,2017,0.88,0.94,0.0,0.0,0.0,0.0,0.95,0.94,0.89,0.69,0.0,0.63,0.0,0.0,0.95,0.91,0.94,0.94,0.91,0.81,0.83,0.0,0.0,0.0,0.0,0.0,0.0
213,Chikwawa,2017,0.92,0.95,0.0,0.0,0.0,0.0,1.03,0.96,0.94,0.65,0.0,0.35,0.0,0.0,1.02,0.98,0.96,0.99,0.95,0.81,0.84,0.0,0.0,0.0,0.0,0.0,0.0
214,Chiradzulu,2017,1.05,1.03,0.0,0.0,0.0,0.0,1.09,1.03,0.99,0.62,0.0,0.0,0.0,0.0,1.08,1.01,1.03,1.08,1.01,0.99,0.8,0.0,0.0,0.0,0.0,0.0,0.0
215,Machinga,2017,1.1,0.91,0.0,0.0,0.0,0.0,1.05,0.94,0.86,0.72,0.0,0.06,0.0,0.0,1.08,0.93,0.93,0.94,0.88,0.89,0.75,0.0,0.0,0.0,0.0,0.0,0.0
216,Mangochi,2017,0.98,0.84,0.0,0.0,0.0,0.0,1.0,0.84,0.8,0.52,0.0,0.0,0.0,0.0,0.97,0.82,0.85,0.92,0.82,0.79,0.55,0.0,0.0,0.0,0.0,0.0,0.0
217,Mulanje,2017,1.02,1.02,0.0,0.0,0.0,0.0,1.12,1.01,0.95,0.7,0.0,0.71,0.0,0.0,1.09,1.01,1.02,1.12,1.01,0.75,0.76,0.0,0.0,0.0,0.0,0.0,0.0
218,Mwanza,2017,1.19,1.05,0.0,0.0,0.0,0.0,1.19,1.09,1.02,0.94,0.0,1.14,0.0,0.0,1.17,1.1,1.07,1.19,1.12,0.85,0.74,0.0,0.0,0.0,0.0,0.0,0.0
219,Neno,2017,0.85,0.78,0.0,0.0,0.0,0.0,0.83,0.79,0.79,0.68,0.0,0.17,0.0,0.0,0.82,0.73,0.79,0.81,0.79,0.72,0.53,0.0,0.0,0.0,0.0,0.0,0.0
220,Nsanje,2017,1.02,1.03,0.0,0.0,0.0,0.0,1.16,1.07,0.97,0.88,0.0,0.57,0.0,0.0,1.15,1.1,1.07,1.11,1.07,1.09,0.54,0.0,0.0,0.0,0.0,0.0,0.0
221,Phalombe,2017,0.98,0.95,0.0,0.0,0.0,0.0,1.04,0.95,1.16,0.51,0.0,0.98,0.0,0.0,1.06,0.99,0.95,1.01,0.96,0.7,0.6,0.0,0.0,0.0,0.0,0.0,0.0
222,Thyolo,2017,0.87,0.92,0.0,0.0,0.0,0.0,0.92,0.91,0.84,0.59,0.0,0.12,0.0,0.0,0.92,0.87,0.91,0.89,0.87,0.67,0.71,0.0,0.0,0.0,0.0,0.0,0.0
223,Zomba,2017,0.84,0.79,0.0,0.0,0.0,0.0,0.84,0.8,0.73,0.47,0.0,0.0,0.0,0.0,0.83,0.79,0.8,0.84,0.78,0.75,0.62,0.0,0.0,0.0,0.0,0.0,0.0
224,Chitipa,2018,0.736492261,0.688375216,0.0,0.0,0.0,0.0,0.7003644729999999,0.6844427390000001,0.0,0.47,0.0,0.3,0.0,0.0,0.706023403,0.67,0.6834835990000001,0.703433723,0.65681949,0.62330263,0.0,0.67,0.7101477079999999,0.678016497,0.62871667,0.52,0.84
225,Karonga,2018,0.862343875,0.842911877,0.0,0.0,0.0,0.0,0.8794783890000001,0.862472273,0.0,0.48,0.0,0.45,0.0,0.0,0.8770585470000001,0.84,0.8631444509999999,0.858573637,0.841231431,0.972163168,0.0,0.84,0.8583047659999999,0.810916179,0.784835652,0.7,0.84
226,Likoma,2018,1.215083799,1.0393258429999999,0.0,0.0,0.0,0.0,1.0393258429999999,1.058988764,0.0,1.02,0.0,0.97,0.0,0.0,1.053370787,1.04,1.042134831,1.0196629209999999,1.058988764,1.083798883,0.0,1.05,1.002808989,1.0393258429999999,1.0140449440000001,0.84,0.82
227,Mzimba,2018,0.80145047,0.781773044,0.0,0.0,0.0,0.0,0.800172179,0.7909225590000001,0.0,0.52,0.0,0.52,0.0,0.0,0.794966765,0.76,0.778870025,0.782533835,0.760070473,0.7244106290000001,0.0,0.77,0.794786578,0.7615920559999999,0.7705613840000001,0.66,0.87
228,Nkhata Bay,2018,0.779599425,0.797025447,0.0,0.0,0.0,0.0,0.8417297109999999,0.8135316370000001,0.0,0.58,0.0,0.9,0.0,0.0,0.838290922,0.79,0.801753783,0.821870702,0.781378955,0.797261895,0.0,0.79,0.8294360390000001,0.770460798,0.7589408529999999,0.67,0.84
229,Rumphi,2018,1.000965769,0.894255438,0.0,0.0,0.0,0.0,0.899832683,0.893920803,0.0,0.42,0.0,0.37,0.0,0.0,0.899163413,0.87,0.89771333,0.889905187,0.872615728,0.9325034870000001,0.0,0.88,0.895147797,0.8639152259999999,0.878416062,0.72,0.84
230,Dowa,2018,0.583947628,0.693522822,0.0,0.0,0.0,0.0,0.712113478,0.698707788,0.0,0.39,0.0,0.13,0.0,0.0,0.712274669,0.68,0.698680923,0.713026892,0.6816484429999999,0.532213854,0.0,0.68,0.70880907,0.6751739520000001,0.645944712,0.54,0.87
231,Kasungu,2018,0.966556793,0.848111478,0.0,0.0,0.0,0.0,0.8866642220000001,0.852096321,0.0,0.7,0.0,1.23,0.0,0.0,0.889060017,0.84,0.8476958809999999,0.883730595,0.839115023,0.750427063,0.0,0.86,0.888668867,0.8379415720000001,0.9511551159999999,0.83,0.87
232,Nkhotakota,2018,1.057948526,0.999495204,0.0,0.0,0.0,0.0,1.040720175,1.005160132,0.0,0.96,0.0,0.49,0.0,0.0,1.03948623,1.01,1.009703292,1.0274833140000001,1.000953503,0.9561239229999999,0.0,1.01,1.044702451,1.0039261879999999,0.960906388,0.73,0.84
233,Ntchisi,2018,0.726887018,0.782745592,0.0,0.0,0.0,0.0,0.80870417,0.7914917440000001,0.0,0.42,0.0,0.49,0.0,0.0,0.8079345090000001,0.75,0.7849146379999999,0.8052756790000001,0.75,0.703893793,0.0,0.75,0.802896725,0.748810523,0.721942345,0.61,0.79
234,Salima,2018,1.00624878,0.910133747,0.0,0.0,0.0,0.0,0.956569654,0.9148925509999999,0.0,0.68,0.0,0.19,0.0,0.0,0.9501577920000001,0.9,0.918950058,0.9396884240000001,0.9027200320000001,0.916715485,0.0,0.91,0.947552973,0.8965586329999999,0.857786906,0.67,0.86
235,Dedza,2018,1.027423681,1.017282182,0.0,0.0,0.0,0.0,1.053714891,1.031107928,0.0,0.75,0.0,0.56,0.0,0.0,1.04773619,1.01,1.0283988290000001,1.0232920220000001,0.984710718,0.9498538409999999,0.0,1.01,1.049760229,1.005823006,0.946658778,0.81,0.86
236,Lilongwe,2018,0.906287768,0.88793834,0.0,0.0,0.0,0.0,0.959384116,0.911926065,0.0,0.81,0.0,0.65,0.0,0.0,0.957323437,0.93,0.9143792540000001,0.94682379,0.9024166140000001,0.995294648,0.0,0.92,0.942987895,0.918250832,0.86024853,0.78,0.73
237,Mchinji,2018,0.7710088279999999,0.719206393,0.0,0.0,0.0,0.0,0.767222375,0.7252686690000001,0.0,0.47,0.0,0.74,0.0,0.0,0.769323505,0.72,0.725750896,0.7653279140000001,0.724200882,0.568838871,0.0,0.72,0.7629167809999999,0.7198263979999999,0.696369523,0.6,0.82
238,Ntcheu,2018,0.8961176890000001,0.986722682,0.0,0.0,0.0,0.0,1.0258808609999999,1.002655464,0.0,0.6,0.0,0.48,0.0,0.0,1.027307677,0.98,1.001823154,1.017240696,0.96920455,0.810643905,0.0,1.0,1.025722326,0.965280805,0.9317902579999999,0.76,0.84
239,Balaka,2018,1.008982358,0.90663866,0.0,0.0,0.0,0.0,0.9281963409999999,0.897573379,0.0,0.67,0.0,0.06,0.0,0.0,0.931015422,0.94,0.901829639,0.931070698,0.886960367,0.815834768,0.0,0.94,0.944447515,0.93543751,0.848543475,0.73,0.86
240,Machinga,2018,1.151751945,0.9185756159999999,0.0,0.0,0.0,0.0,1.024970144,0.9518691420000001,0.0,0.7,0.0,0.83,0.0,0.0,1.006984403,0.96,0.9616038790000001,1.035935295,0.906669562,0.826161422,0.0,0.99,0.9735823109999999,0.915391018,0.903267832,0.48,0.86
241,Mangochi,2018,1.032307885,0.972323426,0.0,0.0,0.0,0.0,1.080451689,0.991882391,0.0,0.57,0.0,0.01,0.0,0.0,1.055800575,1.12,0.998167679,1.0319590920000001,0.962266965,0.874128647,0.0,1.01,1.140066049,1.0092042190000001,0.8975817620000001,0.62,0.8
242,Mulanje,2018,1.070591139,1.0357033740000001,0.0,0.0,0.0,0.0,1.131159705,1.057614246,0.0,0.81,0.0,0.14,0.0,0.0,1.133167474,1.05,1.0456549259999999,1.121426389,1.050281524,0.74606113,0.0,1.05,1.117803675,1.035441491,0.994107634,0.82,0.84
243,Phalombe,2018,0.9845279259999999,1.2735742970000001,0.0,0.0,0.0,0.0,1.382811245,1.277911647,0.0,0.58,0.0,1.17,0.0,0.0,1.3820080319999999,1.32,1.282971888,1.379196787,1.304578313,0.7609447340000001,0.0,1.32,1.3642570280000001,1.308032129,1.15502008,0.73,0.87
244,Zomba,2018,0.861759223,0.868286982,0.0,0.0,0.0,0.0,0.901912012,0.87167346,0.0,0.51,0.0,0.24,0.0,0.0,0.9036502040000001,0.87,0.87320187,0.895708463,0.872782306,0.769052596,0.0,0.88,0.898735315,0.871074083,0.784164469,0.64,0.86
245,Blantyre,2018,0.9152888159999999,1.017853233,0.0,0.0,0.0,0.0,1.078418884,1.043627968,0.0,0.82,0.0,0.37,0.0,0.0,1.07674701,1.03,1.044085743,1.046872201,1.001353422,0.817165768,0.0,1.02,1.053300957,0.9922775309999999,1.035049659,0.89,0.79
246,Chikwawa,2018,1.070405679,1.067966928,0.0,0.0,0.0,0.0,1.139834641,1.078312487,0.0,0.85,0.0,0.42,0.0,0.0,1.137163451,1.09,1.074708501,1.1114691540000001,1.073139707,0.916388098,0.0,1.08,1.127962688,0.9440322240000001,1.012338351,0.91,0.88
247,Chiradzulu,2018,1.04937691,1.063601657,0.0,0.0,0.0,0.0,1.082852733,1.052717082,0.0,0.65,0.0,0.0,0.0,0.0,1.075542198,1.01,1.053529364,1.073024125,1.0156770370000001,1.003840426,0.0,1.03,1.0849646659999999,1.02753635,1.0401267159999998,0.9,0.87
248,Mwanza,2018,1.201154163,0.989541089,0.0,0.0,0.0,0.0,1.159445037,0.995731057,0.0,0.83,0.0,0.0,0.0,0.0,1.156883671,1.02,0.98185699,1.141302028,1.02411953,0.781327288,0.0,1.01,1.141302028,0.9976520809999999,1.043329776,0.73,0.79
249,Neno,2018,0.825086164,0.815916603,0.0,0.0,0.0,0.0,0.815153827,0.8168065090000001,0.0,0.66,0.0,0.81,0.0,0.0,0.8660055940000001,0.75,0.870709382,0.808288838,0.7513348590000001,0.640694239,0.0,0.75,0.813374015,0.745741165,0.791634884,0.62,0.84
250,Nsanje,2018,1.118924731,1.119652305,0.0,0.0,0.0,0.0,1.191005291,1.121919879,0.0,1.1,0.0,1.37,0.0,0.0,1.192214664,1.15,1.141723356,1.160241875,1.110128496,1.062293907,0.0,1.15,1.184429327,1.140438398,1.052985639,0.54,0.84
251,Thyolo,2018,0.8632754429999999,0.888753707,0.0,0.0,0.0,0.0,0.8967378909999999,0.88719489,0.0,0.63,0.0,0.06,0.0,0.0,0.895635313,0.86,0.8911109420000001,0.924036195,0.855372215,0.639752003,0.0,0.86,0.895065014,0.8532050790000001,0.8216485440000001,0.73,0.85
12,Lilongwe City,2010,1.01,0.93,0.99,0.92,0.99,0.92,0.0,0.0,0.94,0.75,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Lilongwe City,2011,0.99,0.93,0.95,0.92,0.95,0.92,0.0,0.0,0.9,0.89,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,Lilongwe City,2012,1.01,0.91,0.95,0.92,0.94,0.94,0.0,0.0,0.87,0.71,1.08,0.61,0.45,0.98,1.08,1.08,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Lilongwe City,2013,0.9333196690000001,0.852244757,0.0,0.0,0.0,0.0,0.926595334,0.897628105,0.8530177590000001,0.9429039909999999,0.0,0.512866413,0.0,0.0,0.911694705,0.862609085,0.834262292,0.8659757109999999,0.825291401,0.9429039909999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121,Lilongwe City,2014,0.948521285,0.8373084740000001,0.0,0.0,0.0,0.0,0.9291714190000001,0.8677145829999999,0.865721228,0.887314684,0.0,0.389367329,0.0,0.0,0.912153518,0.861347746,0.8568651759999999,0.8584717609999999,0.820806268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,Lilongwe City,2015,0.9551572,0.9139344000000001,0.0,0.0,0.0,0.0,0.9641296999999999,0.9225758,0.8909584999999999,0.7410342,0.0,0.489038818,0.0,0.0,0.9491860999999999,0.9135285,0.9105416999999999,0.9046165,0.8782478000000001,0.8403714,0.187558,0.0,0.0,0.0,0.0,0.0,0.0
177,Lilongwe City,2016,0.89,0.86,0.0,0.0,0.0,0.0,0.92,0.88,0.84,0.66,0.0,0.39,0.0,0.0,0.91,0.86,0.86,0.88,0.85,0.88,0.68,0.0,0.0,0.0,0.0,0.0,0.0
205,Lilongwe City,2017,0.9,0.89,0.0,0.0,0.0,0.0,0.93,0.88,0.83,0.78,0.0,0.37,0.0,0.0,0.92,0.88,0.89,0.9,0.87,0.89,0.74,0.0,0.0,0.0,0.0,0.0,0.0
236,Lilongwe City,2018,0.906287768,0.88793834,0.0,0.0,0.0,0.0,0.959384116,0.911926065,0.0,0.81,0.0,0.65,0.0,0.0,0.957323437,0.93,0.9143792540000001,0.94682379,0.9024166140000001,0.995294648,0.0,0.92,0.942987895,0.918250832,0.86024853,0.78,0.73
21,Blantyre City,2010,1.22,1.16,1.22,1.14,1.22,1.14,0.0,0.0,1.09,0.79,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Blantyre City,2011,1.0,1.04,1.11,1.07,1.11,1.07,0.0,0.0,1.05,0.84,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,Blantyre City,2012,1.0,0.87,1.11,1.07,0.8,0.8,0.0,0.0,0.78,0.71,1.08,0.61,0.45,0.98,1.08,1.08,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Blantyre City,2013,1.045678585,0.8938632120000001,0.0,0.0,0.0,0.0,0.971390932,0.825052146,0.891250412,0.588438757,0.0,0.10440224,0.0,0.0,0.987331211,0.9312767590000001,0.9244703040000001,0.612515095,0.5476122520000001,0.588438757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,Blantyre City,2014,1.288892656,0.9333519659999999,0.0,0.0,0.0,0.0,1.136456475,1.059875734,1.023240814,0.618998178,0.0,0.358887794,0.0,0.0,1.1512480379999999,1.006944295,1.077548212,0.8621245670000001,0.7538107629999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,Blantyre City,2015,0.8881429,0.7103822,0.0,0.0,0.0,0.0,0.7559726999999999,0.7075802,0.7299962,0.336731646,0.0,0.05745165,0.0,0.0,0.745165,0.6782328000000001,0.7120254,0.6839001,0.6505709,0.303805,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,Blantyre City,2016,0.82,0.78,0.0,0.0,0.0,0.0,0.86,0.8,0.79,0.6,0.0,0.32,0.0,0.0,0.86,0.79,0.79,0.81,0.78,0.72,0.63,0.0,0.0,0.0,0.0,0.0,0.0
212,Blantyre City,2017,0.88,0.94,0.0,0.0,0.0,0.0,0.95,0.94,0.89,0.69,0.0,0.63,0.0,0.0,0.95,0.91,0.94,0.94,0.91,0.81,0.83,0.0,0.0,0.0,0.0,0.0,0.0
245,Blantyre City,2018,0.9152888159999999,1.017853233,0.0,0.0,0.0,0.0,1.078418884,1.043627968,0.0,0.82,0.0,0.37,0.0,0.0,1.07674701,1.03,1.044085743,1.046872201,1.001353422,0.817165768,0.0,1.02,1.053300957,0.9922775309999999,1.035049659,0.89,0.79
20,Zomba City,2010,1.22,1.16,1.22,1.14,1.22,1.14,0.0,0.0,1.09,0.79,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Zomba City,2011,1.0,1.04,1.11,1.07,1.11,1.07,0.0,0.0,1.05,0.84,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76,Zomba City,2012,1.0,0.98,1.11,1.07,1.0,1.0,0.0,0.0,0.95,0.71,1.08,0.61,0.45,0.98,1.08,1.08,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Zomba City,2013,0.9536434009999999,0.991932046,0.0,0.0,0.0,0.0,0.975927323,0.955167098,0.93558755,0.540212583,0.0,0.582073399,0.0,0.0,0.997737037,0.9518874420000001,0.955527861,0.9370305990000001,0.920927487,0.540212583,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139,Zomba City,2014,0.893772118,0.829700097,0.0,0.0,0.0,0.0,0.913479523,0.8710415990000001,0.8829087390000001,0.559904419,0.0,0.03590207,0.0,0.0,0.913995485,0.8818445659999999,0.8703966459999999,0.889326024,0.851564012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,Zomba City,2015,0.8791238000000001,0.8699841999999999,0.0,0.0,0.0,0.0,0.9137242,0.8751823000000001,0.8209509,0.408063709,0.0,0.05366085599999999,0.0,0.0,0.9082409,0.88187,0.8812044,0.8899841999999999,0.8640571,0.678999971,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,Zomba City,2016,0.82,0.81,0.0,0.0,0.0,0.0,0.82,0.8,0.81,0.44,0.0,0.06,0.0,0.0,0.83,0.78,0.79,0.8,0.78,0.7,0.64,0.0,0.0,0.0,0.0,0.0,0.0
223,Zomba City,2017,0.84,0.79,0.0,0.0,0.0,0.0,0.84,0.8,0.73,0.47,0.0,0.0,0.0,0.0,0.83,0.79,0.8,0.84,0.78,0.75,0.62,0.0,0.0,0.0,0.0,0.0,0.0
244,Zomba City,2018,0.861759223,0.868286982,0.0,0.0,0.0,0.0,0.901912012,0.87167346,0.0,0.51,0.0,0.24,0.0,0.0,0.9036502040000001,0.87,0.87320187,0.895708463,0.872782306,0.769052596,0.0,0.88,0.898735315,0.871074083,0.784164469,0.64,0.86
3,Mzuzu City,2010,0.99,0.91,0.98,0.93,0.98,0.93,0.0,0.0,0.85,0.99,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Mzuzu City,2011,0.94,0.92,0.94,0.92,0.94,0.92,0.0,0.0,0.91,0.68,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,Mzuzu City,2012,0.83,0.8,0.94,0.92,0.78,0.78,0.0,0.0,0.76,0.71,1.08,0.61,0.45,0.98,1.08,1.08,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Mzuzu City,2013,0.782573198,0.7380390520000001,0.0,0.0,0.0,0.0,0.758976495,0.7121043859999999,0.720618175,0.493479691,0.0,0.295067555,0.0,0.0,0.7602258000000001,0.7429206,0.718651675,0.6940125859999999,0.6764760320000001,0.493479691,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,Mzuzu City,2014,0.78,0.77,0.0,0.0,0.0,0.0,0.81,0.8,0.74,1.08,0.0,0.264823109,0.0,0.0,0.79,0.78,0.78,0.72,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,Mzuzu City,2015,0.7754247,0.7705776999999999,0.0,0.0,0.0,0.0,0.8117549,0.77433112,0.7742675,0.92272175,0.0,0.3387625,0.0,0.0,0.8118204000000001,0.7835901999999999,0.7835247,0.7628706000000001,0.7215405,0.46712840000000005,0.12423039999999999,0.0,0.0,0.0,0.0,0.0,0.0
171,Mzuzu City,2016,0.74,0.71,0.0,0.0,0.0,0.0,0.75,0.72,0.71,0.42,0.0,0.39,0.0,0.0,0.75,0.72,0.72,0.73,0.7,0.92,0.59,0.0,0.0,0.0,0.0,0.0,0.0
199,Mzuzu City,2017,0.86,0.84,0.0,0.0,0.0,0.0,0.82,0.82,0.77,0.55,0.0,0.26,0.0,0.0,0.83,0.8,0.82,0.8,0.79,0.79,0.66,0.0,0.0,0.0,0.0,0.0,0.0
227,Mzuzu City,2018,0.80145047,0.781773044,0.0,0.0,0.0,0.0,0.800172179,0.7909225590000001,0.0,0.52,0.0,0.52,0.0,0.0,0.794966765,0.76,0.778870025,0.782533835,0.760070473,0.7244106290000001,0.0,0.77,0.794786578,0.7615920559999999,0.7705613840000001,0.66,0.87
