Year,Sex,Age_Grp,Variant,Count,Period
2001,F,55-59,GBD_Est,2932.6605614605255,2000-2004
2001,F,60-64,GBD_Est,3003.7455865952124,2000-2004
2001,F,65-69,GBD_Est,3489.16695080507,2000-2004
2001,F,70-74,GBD_Est,3935.5211837549823,2000-2004
2001,F,75-79,GBD_Est,3663.9545319388417,2000-2004
2001,F,80-84,GBD_Est,2545.445776035508,2000-2004
2001,F,85-89,GBD_Est,1311.695234758676,2000-2004
2001,F,90-94,GBD_Est,439.1975272166116,2000-2004
2001,F,95+,GBD_Est,107.34133054544404,2000-2004
2001,M,1-4,GBD_Est,16883.017765580593,2000-2004
2001,M,10-14,GBD_Est,1136.9619595227064,2000-2004
2001,M,15-19,GBD_Est,1377.5557967638558,2000-2004
2001,M,20-24,GBD_Est,2592.4054435178464,2000-2004
2001,M,25-29,GBD_Est,5363.06212617797,2000-2004
2001,M,30-34,GBD_Est,7198.003408233036,2000-2004
2001,M,35-39,GBD_Est,6738.512325593074,2000-2004
2001,M,40-44,GBD_Est,6179.25640354693,2000-2004
2001,M,45-49,GBD_Est,5349.192488958979,2000-2004
2001,M,5-9,GBD_Est,2185.3679730541194,2000-2004
2001,M,50-54,GBD_Est,4611.466745992593,2000-2004
2001,M,55-59,GBD_Est,3881.5440618426956,2000-2004
2001,M,60-64,GBD_Est,3929.326850122546,2000-2004
2001,M,65-69,GBD_Est,4176.247225895604,2000-2004
2001,M,70-74,GBD_Est,4557.744744976192,2000-2004
2001,M,75-79,GBD_Est,4118.329588127111,2000-2004
2001,M,80-84,GBD_Est,2576.4357041507255,2000-2004
2001,M,85-89,GBD_Est,1240.583428861024,2000-2004
2001,M,90-94,GBD_Est,408.1865597792992,2000-2004
2001,M,95+,GBD_Est,87.10885547267527,2000-2004
2002,F,1-4,GBD_Est,14639.100074561069,2000-2004
2002,F,10-14,GBD_Est,979.3126638800414,2000-2004
2002,F,15-19,GBD_Est,1226.28972349281,2000-2004
2002,F,20-24,GBD_Est,3237.793820470221,2000-2004
2002,F,25-29,GBD_Est,7564.646780616844,2000-2004
2002,F,30-34,GBD_Est,8310.189009412026,2000-2004
2002,F,35-39,GBD_Est,7043.472131560966,2000-2004
2002,F,40-44,GBD_Est,5840.620969136772,2000-2004
2002,F,45-49,GBD_Est,4470.5940273785045,2000-2004
2002,F,5-9,GBD_Est,1992.6779559727302,2000-2004
2002,F,50-54,GBD_Est,3743.9368882095614,2000-2004
2002,F,55-59,GBD_Est,2986.0949689366066,2000-2004
2002,F,60-64,GBD_Est,2978.0776858271674,2000-2004
2002,F,65-69,GBD_Est,3352.6894364740165,2000-2004
2002,F,70-74,GBD_Est,3939.826340795226,2000-2004
2002,F,75-79,GBD_Est,3643.9606130165325,2000-2004
2002,F,80-84,GBD_Est,2530.8346462212708,2000-2004
2002,F,85-89,GBD_Est,1320.512761436396,2000-2004
2002,F,90-94,GBD_Est,462.08214930739337,2000-2004
2002,F,95+,GBD_Est,110.48283515256705,2000-2004
2002,M,1-4,GBD_Est,16124.808832244447,2000-2004
2002,M,10-14,GBD_Est,1179.2364840138653,2000-2004
2002,M,15-19,GBD_Est,1439.9881445792585,2000-2004
2002,M,20-24,GBD_Est,2540.074216765894,2000-2004
2002,M,25-29,GBD_Est,5286.697277905028,2000-2004
2002,M,30-34,GBD_Est,7327.748801770232,2000-2004
2002,M,35-39,GBD_Est,6953.8853709831055,2000-2004
2002,M,40-44,GBD_Est,6354.007199904387,2000-2004
2002,M,45-49,GBD_Est,5438.0455467300435,2000-2004
2002,M,5-9,GBD_Est,2207.621455734908,2000-2004
2002,M,50-54,GBD_Est,4668.618124194257,2000-2004
2002,M,55-59,GBD_Est,3974.0071239455656,2000-2004
2002,M,60-64,GBD_Est,3966.873140813209,2000-2004
2002,M,65-69,GBD_Est,4137.000055567294,2000-2004
2002,M,70-74,GBD_Est,4644.2663625191235,2000-2004
2002,M,75-79,GBD_Est,4130.7927785923175,2000-2004
2002,M,80-84,GBD_Est,2597.8093392993665,2000-2004
2002,M,85-89,GBD_Est,1258.1358649665099,2000-2004
2002,M,90-94,GBD_Est,424.1434246629112,2000-2004
2002,M,95+,GBD_Est,91.73173939959383,2000-2004
2003,F,1-4,GBD_Est,13601.897119112205,2000-2004
2003,F,10-14,GBD_Est,1007.4879681442146,2000-2004
2003,F,15-19,GBD_Est,1284.872234524491,2000-2004
2003,F,20-24,GBD_Est,3039.852329668399,2000-2004
2003,F,25-29,GBD_Est,7562.303500671263,2000-2004
2003,F,30-34,GBD_Est,8543.904110327912,2000-2004
2003,F,35-39,GBD_Est,7263.6279844032015,2000-2004
2003,F,40-44,GBD_Est,6084.701590644741,2000-2004
2003,F,45-49,GBD_Est,4618.056073155108,2000-2004
2003,F,5-9,GBD_Est,1975.6563317502068,2000-2004
2003,F,50-54,GBD_Est,3808.295763659634,2000-2004
2003,F,55-59,GBD_Est,3016.823875949299,2000-2004
2003,F,60-64,GBD_Est,2935.6727748153817,2000-2004
2003,F,65-69,GBD_Est,3221.980522903491,2000-2004
2003,F,70-74,GBD_Est,3972.2296063750628,2000-2004
2003,F,75-79,GBD_Est,3619.3887844893916,2000-2004
2003,F,80-84,GBD_Est,2512.7101451875333,2000-2004
2003,F,85-89,GBD_Est,1353.476215219389,2000-2004
2003,F,90-94,GBD_Est,472.09135183091234,2000-2004
2003,F,95+,GBD_Est,111.454013088744,2000-2004
2003,M,1-4,GBD_Est,14994.29063621454,2000-2004
2003,M,10-14,GBD_Est,1215.5548334703387,2000-2004
2003,M,15-19,GBD_Est,1527.6444693818373,2000-2004
2003,M,20-24,GBD_Est,2463.863267650593,2000-2004
2003,M,25-29,GBD_Est,5160.9656089430955,2000-2004
2003,M,30-34,GBD_Est,7370.426405686045,2000-2004
2003,M,35-39,GBD_Est,7111.040822017904,2000-2004
2003,M,40-44,GBD_Est,6483.260767761754,2000-2004
2003,M,45-49,GBD_Est,5501.62761992348,2000-2004
2003,M,5-9,GBD_Est,2194.5931658948525,2000-2004
2003,M,50-54,GBD_Est,4700.612547208146,2000-2004
2003,M,55-59,GBD_Est,4026.803417019465,2000-2004
2003,M,60-64,GBD_Est,3976.2746300809904,2000-2004
2003,M,65-69,GBD_Est,4076.2229498275274,2000-2004
2003,M,70-74,GBD_Est,4720.617636779321,2000-2004
2003,M,75-79,GBD_Est,4107.514310031551,2000-2004
2003,M,80-84,GBD_Est,2608.744549721793,2000-2004
2003,M,85-89,GBD_Est,1273.5619347944303,2000-2004
2003,M,90-94,GBD_Est,430.38144347185886,2000-2004
2003,M,95+,GBD_Est,94.37368814127446,2000-2004
2004,F,1-4,GBD_Est,12735.595752779127,2000-2004
2004,F,10-14,GBD_Est,1038.972693956098,2000-2004
2004,F,15-19,GBD_Est,1373.4058301328118,2000-2004
2004,F,20-24,GBD_Est,2853.0847409575968,2000-2004
2004,F,25-29,GBD_Est,7438.482221657425,2000-2004
2004,F,30-34,GBD_Est,8572.34228791667,2000-2004
2004,F,35-39,GBD_Est,7433.219808704652,2000-2004
2004,F,40-44,GBD_Est,6232.997179094096,2000-2004
2004,F,45-49,GBD_Est,4720.856105191239,2000-2004
2004,F,5-9,GBD_Est,1966.6670124742395,2000-2004
2004,F,50-54,GBD_Est,3773.4175688059377,2000-2004
2004,F,55-59,GBD_Est,3022.9702383294693,2000-2004
2004,F,60-64,GBD_Est,2897.3001582109546,2000-2004
2004,F,65-69,GBD_Est,3109.8474821184477,2000-2004
2004,F,70-74,GBD_Est,3884.818557126481,2000-2004
2004,F,75-79,GBD_Est,3613.692325580688,2000-2004
2004,F,80-84,GBD_Est,2507.8011412752253,2000-2004
2004,F,85-89,GBD_Est,1368.9255545162368,2000-2004
2004,F,90-94,GBD_Est,482.7958356900713,2000-2004
2004,F,95+,GBD_Est,113.3980418863606,2000-2004
2004,M,1-4,GBD_Est,14085.969055791515,2000-2004
2004,M,10-14,GBD_Est,1264.1450668477205,2000-2004
2004,M,15-19,GBD_Est,1652.4201854381758,2000-2004
2004,M,20-24,GBD_Est,2409.1335047393914,2000-2004
2004,M,25-29,GBD_Est,5027.582763436486,2000-2004
2004,M,30-34,GBD_Est,7336.631809632377,2000-2004
2004,M,35-39,GBD_Est,7223.80145707115,2000-2004
2004,M,40-44,GBD_Est,6579.994428923108,2000-2004
2004,M,45-49,GBD_Est,5550.735138815448,2000-2004
2004,M,5-9,GBD_Est,2213.208127039939,2000-2004
2004,M,50-54,GBD_Est,4690.637175471222,2000-2004
2004,M,55-59,GBD_Est,4068.3908770227254,2000-2004
2004,M,60-64,GBD_Est,4008.5371153276465,2000-2004
2004,M,65-69,GBD_Est,4068.913865654541,2000-2004
2004,M,70-74,GBD_Est,4718.537031144307,2000-2004
2004,M,75-79,GBD_Est,4139.044616798098,2000-2004
2004,M,80-84,GBD_Est,2618.822863123695,2000-2004
2004,M,85-89,GBD_Est,1286.7796814781598,2000-2004
2004,M,90-94,GBD_Est,438.2144540340829,2000-2004
2004,M,95+,GBD_Est,98.26953861945789,2000-2004
2005,F,1-4,GBD_Est,11993.947335702367,2005-2009
2005,F,10-14,GBD_Est,1074.9274327575927,2005-2009
2005,F,15-19,GBD_Est,1473.5163987820736,2005-2009
2005,F,20-24,GBD_Est,2672.264339178237,2005-2009
2005,F,25-29,GBD_Est,7127.091540651811,2005-2009
2005,F,30-34,GBD_Est,8395.081826263326,2005-2009
2005,F,35-39,GBD_Est,7575.052148085824,2005-2009
2005,F,40-44,GBD_Est,6229.877991936124,2005-2009
2005,F,45-49,GBD_Est,4715.414774382711,2005-2009
2005,F,5-9,GBD_Est,1959.183440349373,2005-2009
2005,F,50-54,GBD_Est,3643.0861352034667,2005-2009
2005,F,55-59,GBD_Est,2968.8433027195683,2005-2009
2005,F,60-64,GBD_Est,2816.2301680130136,2005-2009
2005,F,65-69,GBD_Est,2970.473083417518,2005-2009
2005,F,70-74,GBD_Est,3703.482687217688,2005-2009
2005,F,75-79,GBD_Est,3605.8662577468735,2005-2009
2005,F,80-84,GBD_Est,2495.8951038544737,2005-2009
2005,F,85-89,GBD_Est,1375.2678915074434,2005-2009
2005,F,90-94,GBD_Est,492.65093334528433,2005-2009
2005,F,95+,GBD_Est,115.78717235896727,2005-2009
2005,M,1-4,GBD_Est,13301.377876859802,2005-2009
2005,M,10-14,GBD_Est,1316.4820924120952,2005-2009
2005,M,15-19,GBD_Est,1778.5070584076657,2005-2009
2005,M,20-24,GBD_Est,2342.7455343308307,2005-2009
2005,M,25-29,GBD_Est,4829.152124563508,2005-2009
2005,M,30-34,GBD_Est,7137.969221423019,2005-2009
2005,M,35-39,GBD_Est,7306.670401232231,2005-2009
2005,M,40-44,GBD_Est,6565.550484810586,2005-2009
2005,M,45-49,GBD_Est,5511.130953178541,2005-2009
2005,M,5-9,GBD_Est,2241.163824764905,2005-2009
2005,M,50-54,GBD_Est,4604.363676552335,2005-2009
2005,M,55-59,GBD_Est,4042.6895471846206,2005-2009
2005,M,60-64,GBD_Est,4005.4060927202963,2005-2009
2005,M,65-69,GBD_Est,4042.8678666203195,2005-2009
2005,M,70-74,GBD_Est,4636.765503630603,2005-2009
2005,M,75-79,GBD_Est,4182.460256984149,2005-2009
2005,M,80-84,GBD_Est,2620.631125262324,2005-2009
2005,M,85-89,GBD_Est,1295.88264692033,2005-2009
2005,M,90-94,GBD_Est,445.88810567562604,2005-2009
2005,M,95+,GBD_Est,102.55368298739658,2005-2009
2006,F,1-4,GBD_Est,11343.42079345371,2005-2009
2006,F,10-14,GBD_Est,1119.160900574758,2005-2009
2006,F,15-19,GBD_Est,1568.1589881738273,2005-2009
2006,F,20-24,GBD_Est,2503.497406553263,2005-2009
2006,F,25-29,GBD_Est,6642.558230568886,2005-2009
2006,F,30-34,GBD_Est,8114.268669244734,2005-2009
2006,F,35-39,GBD_Est,7589.528553987168,2005-2009
2006,F,40-44,GBD_Est,6088.023074289077,2005-2009
2006,F,45-49,GBD_Est,4619.520527064403,2005-2009
2006,F,5-9,GBD_Est,1958.5341387431233,2005-2009
2006,F,50-54,GBD_Est,3487.9741122903697,2005-2009
2006,F,55-59,GBD_Est,2860.9767382217706,2005-2009
2006,F,60-64,GBD_Est,2742.3566879427613,2005-2009
2006,F,65-69,GBD_Est,2850.3523429972506,2005-2009
2006,F,70-74,GBD_Est,3505.7063044921306,2005-2009
2006,F,75-79,GBD_Est,3638.065478521518,2005-2009
2006,F,80-84,GBD_Est,2509.4105779367637,2005-2009
2006,F,85-89,GBD_Est,1387.8503136859185,2005-2009
2006,F,90-94,GBD_Est,506.1444192406889,2005-2009
2006,F,95+,GBD_Est,119.57960255349442,2005-2009
2006,M,1-4,GBD_Est,12614.951998701568,2005-2009
2006,M,10-14,GBD_Est,1381.261107275008,2005-2009
2006,M,15-19,GBD_Est,1907.22018289364,2005-2009
2006,M,20-24,GBD_Est,2290.1013930027198,2005-2009
2006,M,25-29,GBD_Est,4598.840380383268,2005-2009
2006,M,30-34,GBD_Est,6833.327681465907,2005-2009
2006,M,35-39,GBD_Est,7286.537389433581,2005-2009
2006,M,40-44,GBD_Est,6485.82367800505,2005-2009
2006,M,45-49,GBD_Est,5409.765925359394,2005-2009
2006,M,5-9,GBD_Est,2277.8531647582945,2005-2009
2006,M,50-54,GBD_Est,4469.335959156409,2005-2009
2006,M,55-59,GBD_Est,4003.2736634904704,2005-2009
2006,M,60-64,GBD_Est,4013.712358244704,2005-2009
2006,M,65-69,GBD_Est,4029.83356865267,2005-2009
2006,M,70-74,GBD_Est,4526.557163694462,2005-2009
2006,M,75-79,GBD_Est,4256.513189396812,2005-2009
2006,M,80-84,GBD_Est,2632.04296908334,2005-2009
2006,M,85-89,GBD_Est,1306.0691710833055,2005-2009
2006,M,90-94,GBD_Est,453.74022841841,2005-2009
2006,M,95+,GBD_Est,106.98359073742445,2005-2009
2007,F,1-4,GBD_Est,10663.706820550846,2005-2009
2007,F,10-14,GBD_Est,1163.9644502735769,2005-2009
2007,F,15-19,GBD_Est,1661.1889535382654,2005-2009
2007,F,20-24,GBD_Est,2356.6302864900376,2005-2009
2007,F,25-29,GBD_Est,6065.7305020962585,2005-2009
2007,F,30-34,GBD_Est,7739.414338094485,2005-2009
2007,F,35-39,GBD_Est,7348.50438163708,2005-2009
2007,F,40-44,GBD_Est,5799.033818853354,2005-2009
2007,F,45-49,GBD_Est,4418.847451876373,2005-2009
2007,F,5-9,GBD_Est,1947.8700948781036,2005-2009
2007,F,50-54,GBD_Est,3291.5633484342425,2005-2009
2007,F,55-59,GBD_Est,2708.5678216886063,2005-2009
2007,F,60-64,GBD_Est,2657.3227087918467,2005-2009
2007,F,65-69,GBD_Est,2747.4324537907987,2005-2009
2007,F,70-74,GBD_Est,3311.2968919751934,2005-2009
2007,F,75-79,GBD_Est,3681.0886158189273,2005-2009
2007,F,80-84,GBD_Est,2541.9045019448236,2005-2009
2007,F,85-89,GBD_Est,1410.7576010028602,2005-2009
2007,F,90-94,GBD_Est,520.9981895172509,2005-2009
2007,F,95+,GBD_Est,126.5816821958868,2005-2009
2007,M,1-4,GBD_Est,11874.349875516493,2005-2009
2007,M,10-14,GBD_Est,1447.7905307955175,2005-2009
2007,M,15-19,GBD_Est,2033.1585125474583,2005-2009
2007,M,20-24,GBD_Est,2258.835096749674,2005-2009
2007,M,25-29,GBD_Est,4339.612644252231,2005-2009
2007,M,30-34,GBD_Est,6478.424417900626,2005-2009
2007,M,35-39,GBD_Est,7071.759427895675,2005-2009
2007,M,40-44,GBD_Est,6311.61487437957,2005-2009
2007,M,45-49,GBD_Est,5226.1836998227245,2005-2009
2007,M,5-9,GBD_Est,2303.522693099314,2005-2009
2007,M,50-54,GBD_Est,4301.276299400776,2005-2009
2007,M,55-59,GBD_Est,3887.9060226289885,2005-2009
2007,M,60-64,GBD_Est,4005.2774226124975,2005-2009
2007,M,65-69,GBD_Est,4001.053328080112,2005-2009
2007,M,70-74,GBD_Est,4396.453322422233,2005-2009
2007,M,75-79,GBD_Est,4320.995522091248,2005-2009
2007,M,80-84,GBD_Est,2647.146237356031,2005-2009
2007,M,85-89,GBD_Est,1317.0340417477594,2005-2009
2007,M,90-94,GBD_Est,460.8131405304733,2005-2009
2007,M,95+,GBD_Est,111.6255308164067,2005-2009
2008,F,1-4,GBD_Est,9985.193183214482,2005-2009
2008,F,10-14,GBD_Est,1232.235104763725,2005-2009
2008,F,15-19,GBD_Est,1752.4751064649554,2005-2009
2008,F,20-24,GBD_Est,2229.818562539411,2005-2009
2008,F,25-29,GBD_Est,5463.736844520077,2005-2009
2008,F,30-34,GBD_Est,7247.249213930364,2005-2009
2008,F,35-39,GBD_Est,6949.050397509784,2005-2009
2008,F,40-44,GBD_Est,5400.613124575081,2005-2009
2008,F,45-49,GBD_Est,4126.114841730602,2005-2009
2008,F,5-9,GBD_Est,1965.7644682702426,2005-2009
2008,F,50-54,GBD_Est,3068.834658297845,2005-2009
2008,F,55-59,GBD_Est,2549.936679303518,2005-2009
2008,F,60-64,GBD_Est,2553.229974709099,2005-2009
2008,F,65-69,GBD_Est,2638.7938358832166,2005-2009
2008,F,70-74,GBD_Est,3144.660424214953,2005-2009
2008,F,75-79,GBD_Est,3756.2881401559566,2005-2009
2008,F,80-84,GBD_Est,2592.637825905679,2005-2009
2008,F,85-89,GBD_Est,1445.2221296656471,2005-2009
2008,F,90-94,GBD_Est,551.6863771891126,2005-2009
2008,F,95+,GBD_Est,131.27693322270116,2005-2009
2008,M,1-4,GBD_Est,11130.044895878123,2005-2009
2008,M,10-14,GBD_Est,1530.1021245769293,2005-2009
2008,M,15-19,GBD_Est,2156.2681964216877,2005-2009
2008,M,20-24,GBD_Est,2239.6850367334905,2005-2009
2008,M,25-29,GBD_Est,4047.230108257175,2005-2009
2008,M,30-34,GBD_Est,6076.055477124051,2005-2009
2008,M,35-39,GBD_Est,6754.621600789011,2005-2009
2008,M,40-44,GBD_Est,6042.764980844453,2005-2009
2008,M,45-49,GBD_Est,4968.643959275279,2005-2009
2008,M,5-9,GBD_Est,2345.0665403815797,2005-2009
2008,M,50-54,GBD_Est,4097.557419577496,2005-2009
2008,M,55-59,GBD_Est,3747.8639278164637,2005-2009
2008,M,60-64,GBD_Est,3951.605084023049,2005-2009
2008,M,65-69,GBD_Est,3949.775052260834,2005-2009
2008,M,70-74,GBD_Est,4254.7685826683,2005-2009
2008,M,75-79,GBD_Est,4371.22659647513,2005-2009
2008,M,80-84,GBD_Est,2659.120249721788,2005-2009
2008,M,85-89,GBD_Est,1334.3915499195161,2005-2009
2008,M,90-94,GBD_Est,471.72384071107757,2005-2009
2008,M,95+,GBD_Est,114.87967517474245,2005-2009
2009,F,1-4,GBD_Est,9346.527180871133,2005-2009
2009,F,10-14,GBD_Est,1302.106737588373,2005-2009
2009,F,15-19,GBD_Est,1830.8250957568487,2005-2009
2009,F,20-24,GBD_Est,2119.099764809788,2005-2009
2009,F,25-29,GBD_Est,4913.30187070391,2005-2009
2009,F,30-34,GBD_Est,6744.552889898589,2005-2009
2009,F,35-39,GBD_Est,6471.517636300138,2005-2009
2009,F,40-44,GBD_Est,5038.811028672759,2005-2009
2009,F,45-49,GBD_Est,3823.4172991880796,2005-2009
2009,F,5-9,GBD_Est,1979.5495145440516,2005-2009
2009,F,50-54,GBD_Est,2858.794260687497,2005-2009
2009,F,55-59,GBD_Est,2355.056659133765,2005-2009
2009,F,60-64,GBD_Est,2455.1809521977502,2005-2009
2009,F,65-69,GBD_Est,2560.5516163794073,2005-2009
2009,F,70-74,GBD_Est,3031.1223665351795,2005-2009
2009,F,75-79,GBD_Est,3727.831390632167,2005-2009
2009,F,80-84,GBD_Est,2684.0284091586927,2005-2009
2009,F,85-89,GBD_Est,1495.7165735960016,2005-2009
2009,F,90-94,GBD_Est,576.1004340868648,2005-2009
2009,F,95+,GBD_Est,136.43073143135686,2005-2009
2009,M,1-4,GBD_Est,10423.996201104894,2005-2009
2009,M,10-14,GBD_Est,1610.6572220197916,2005-2009
2009,M,15-19,GBD_Est,2265.542706081466,2005-2009
2009,M,20-24,GBD_Est,2230.026978865225,2005-2009
2009,M,25-29,GBD_Est,3764.722321886153,2005-2009
2009,M,30-34,GBD_Est,5682.980171903176,2005-2009
2009,M,35-39,GBD_Est,6409.078074710903,2005-2009
2009,M,40-44,GBD_Est,5768.931322028617,2005-2009
2009,M,45-49,GBD_Est,4718.838454049379,2005-2009
2009,M,5-9,GBD_Est,2376.4079625473555,2005-2009
2009,M,50-54,GBD_Est,3909.4637373984447,2005-2009
2009,M,55-59,GBD_Est,3583.6261836665817,2005-2009
2009,M,60-64,GBD_Est,3883.5358856544185,2005-2009
2009,M,65-69,GBD_Est,3919.544962158139,2005-2009
2009,M,70-74,GBD_Est,4177.8994553051325,2005-2009
2009,M,75-79,GBD_Est,4334.933142064123,2005-2009
2009,M,80-84,GBD_Est,2716.281465667108,2005-2009
2009,M,85-89,GBD_Est,1350.2697881507797,2005-2009
2009,M,90-94,GBD_Est,480.6136316223059,2005-2009
2009,M,95+,GBD_Est,118.09598555808664,2005-2009
2010,F,1-4,GBD_Est,8678.301687228146,2010-2014
2010,F,10-14,GBD_Est,1358.904085462267,2010-2014
2010,F,15-19,GBD_Est,1900.5298871413943,2010-2014
2010,F,20-24,GBD_Est,2029.005916389736,2010-2014
2010,F,25-29,GBD_Est,4392.609098198248,2010-2014
2010,F,30-34,GBD_Est,6122.057564118584,2010-2014
2010,F,35-39,GBD_Est,5852.315891177346,2010-2014
2010,F,40-44,GBD_Est,4645.333169422917,2010-2014
2010,F,45-49,GBD_Est,3418.2167692558223,2010-2014
2010,F,5-9,GBD_Est,1968.1804526127237,2010-2014
2010,F,50-54,GBD_Est,2585.4639720873192,2010-2014
2010,F,55-59,GBD_Est,2139.4038476651285,2010-2014
2010,F,60-64,GBD_Est,2358.3136010903927,2010-2014
2010,F,65-69,GBD_Est,2502.698827558846,2010-2014
2010,F,70-74,GBD_Est,2961.6510691200947,2010-2014
2010,F,75-79,GBD_Est,3671.655675358755,2010-2014
2010,F,80-84,GBD_Est,2822.322839636273,2010-2014
2010,F,85-89,GBD_Est,1561.8107831248203,2010-2014
2010,F,90-94,GBD_Est,602.0630169552977,2010-2014
2010,F,95+,GBD_Est,142.71766800652605,2010-2014
2010,M,1-4,GBD_Est,9696.55628262716,2010-2014
2010,M,10-14,GBD_Est,1663.5252245152483,2010-2014
2010,M,15-19,GBD_Est,2366.3336588509674,2010-2014
2010,M,20-24,GBD_Est,2234.322535618281,2010-2014
2010,M,25-29,GBD_Est,3495.378465561084,2010-2014
2010,M,30-34,GBD_Est,5250.915246856554,2010-2014
2010,M,35-39,GBD_Est,5943.846992538218,2010-2014
2010,M,40-44,GBD_Est,5469.777771136936,2010-2014
2010,M,45-49,GBD_Est,4388.023397863498,2010-2014
2010,M,5-9,GBD_Est,2359.860041483229,2010-2014
2010,M,50-54,GBD_Est,3670.5466219927425,2010-2014
2010,M,55-59,GBD_Est,3395.4994422940435,2010-2014
2010,M,60-64,GBD_Est,3789.849968690721,2010-2014
2010,M,65-69,GBD_Est,3890.0646025750416,2010-2014
2010,M,70-74,GBD_Est,4124.692453773252,2010-2014
2010,M,75-79,GBD_Est,4253.485089305793,2010-2014
2010,M,80-84,GBD_Est,2802.9098053541306,2010-2014
2010,M,85-89,GBD_Est,1368.921383730118,2010-2014
2010,M,90-94,GBD_Est,488.9294149395022,2010-2014
2010,M,95+,GBD_Est,121.1951890965446,2010-2014
2011,F,1-4,GBD_Est,7912.200009294655,2010-2014
2011,F,10-14,GBD_Est,1357.5661076129566,2010-2014
2011,F,15-19,GBD_Est,1962.132350930847,2010-2014
2011,F,20-24,GBD_Est,1956.4493459944242,2010-2014
2011,F,25-29,GBD_Est,3905.9172247597194,2010-2014
2011,F,30-34,GBD_Est,5351.830110884465,2010-2014
2011,F,35-39,GBD_Est,5115.077467912637,2010-2014
2011,F,40-44,GBD_Est,4052.4137063579906,2010-2014
2011,F,45-49,GBD_Est,2891.8100043160575,2010-2014
2011,F,5-9,GBD_Est,1889.6588359271047,2010-2014
2011,F,50-54,GBD_Est,2238.824582005584,2010-2014
2011,F,55-59,GBD_Est,1907.7106082879698,2010-2014
2011,F,60-64,GBD_Est,2225.354375152852,2010-2014
2011,F,65-69,GBD_Est,2459.5732721319896,2010-2014
2011,F,70-74,GBD_Est,2912.7374783301716,2010-2014
2011,F,75-79,GBD_Est,3586.3275149853166,2010-2014
2011,F,80-84,GBD_Est,2982.777513488601,2010-2014
2011,F,85-89,GBD_Est,1637.9044900517615,2010-2014
2011,F,90-94,GBD_Est,629.2881785562988,2010-2014
2011,F,95+,GBD_Est,150.20330760999505,2010-2014
2011,M,1-4,GBD_Est,8896.068864513216,2010-2014
2011,M,10-14,GBD_Est,1650.3297452451754,2010-2014
2011,M,15-19,GBD_Est,2457.5170422272904,2010-2014
2011,M,20-24,GBD_Est,2237.2886116256304,2010-2014
2011,M,25-29,GBD_Est,3247.6344247074853,2010-2014
2011,M,30-34,GBD_Est,4807.873581783577,2010-2014
2011,M,35-39,GBD_Est,5420.753964884467,2010-2014
2011,M,40-44,GBD_Est,5086.74647244361,2010-2014
2011,M,45-49,GBD_Est,4025.033441032364,2010-2014
2011,M,5-9,GBD_Est,2267.29875937184,2010-2014
2011,M,50-54,GBD_Est,3403.858940551345,2010-2014
2011,M,55-59,GBD_Est,3184.168966914696,2010-2014
2011,M,60-64,GBD_Est,3694.5472716277172,2010-2014
2011,M,65-69,GBD_Est,3876.978961889639,2010-2014
2011,M,70-74,GBD_Est,4099.636779097187,2010-2014
2011,M,75-79,GBD_Est,4160.67065976979,2010-2014
2011,M,80-84,GBD_Est,2912.3512942864145,2010-2014
2011,M,85-89,GBD_Est,1393.5420943978152,2010-2014
2011,M,90-94,GBD_Est,499.08784804655306,2010-2014
2011,M,95+,GBD_Est,124.80082157082671,2010-2014
2012,F,1-4,GBD_Est,7189.761470975131,2010-2014
2012,F,10-14,GBD_Est,1264.516506287395,2010-2014
2012,F,15-19,GBD_Est,2025.0510176660575,2010-2014
2012,F,20-24,GBD_Est,1906.9315532631156,2010-2014
2012,F,25-29,GBD_Est,3439.157083106749,2010-2014
2012,F,30-34,GBD_Est,4453.746708874943,2010-2014
2012,F,35-39,GBD_Est,4243.074445529525,2010-2014
2012,F,40-44,GBD_Est,3266.3905935874172,2010-2014
2012,F,45-49,GBD_Est,2362.374882795184,2010-2014
2012,F,5-9,GBD_Est,1723.599919512132,2010-2014
2012,F,50-54,GBD_Est,1962.9029047985598,2010-2014
2012,F,55-59,GBD_Est,1742.4839964592816,2010-2014
2012,F,60-64,GBD_Est,2150.2246905544175,2010-2014
2012,F,65-69,GBD_Est,2481.062391789313,2010-2014
2012,F,70-74,GBD_Est,2943.0992857758943,2010-2014
2012,F,75-79,GBD_Est,3547.5982480867538,2010-2014
2012,F,80-84,GBD_Est,3176.145961805261,2010-2014
2012,F,85-89,GBD_Est,1735.0663433101602,2010-2014
2012,F,90-94,GBD_Est,663.5668969401471,2010-2014
2012,F,95+,GBD_Est,159.29384767988972,2010-2014
2012,M,1-4,GBD_Est,8121.670758916272,2010-2014
2012,M,10-14,GBD_Est,1558.5920682542462,2010-2014
2012,M,15-19,GBD_Est,2554.8730631308463,2010-2014
2012,M,20-24,GBD_Est,2249.75389418339,2010-2014
2012,M,25-29,GBD_Est,3041.158561334766,2010-2014
2012,M,30-34,GBD_Est,4366.1204249573,2010-2014
2012,M,35-39,GBD_Est,4887.224500247542,2010-2014
2012,M,40-44,GBD_Est,4583.195389321702,2010-2014
2012,M,45-49,GBD_Est,3652.5475340416833,2010-2014
2012,M,5-9,GBD_Est,2098.3939915631863,2010-2014
2012,M,50-54,GBD_Est,3168.211663972568,2010-2014
