Variant,Year,Sex,Age_Grp,Count,Period
WPP_Medium variant,2070,M,70-74,532094.0,2070-2074
WPP_Medium variant,2075,M,70-74,655226.0,2075-2079
WPP_Medium variant,2080,M,70-74,803975.0,2080-2084
WPP_Medium variant,2085,M,70-74,893289.0,2085-2089
WPP_Medium variant,2090,M,70-74,980182.0,2090-2094
WPP_Medium variant,2095,M,70-74,1127585.0,2095-2099
WPP_Medium variant,2100,M,70-74,1272140.0,2100+
WPP_High variant,2020,M,70-74,61748.0,2020-2024
WPP_High variant,2025,M,70-74,67097.0,2025-2029
WPP_High variant,2030,M,70-74,80598.0,2030-2034
WPP_High variant,2035,M,70-74,98964.0,2035-2039
WPP_High variant,2040,M,70-74,126675.0,2040-2044
WPP_High variant,2045,M,70-74,165200.0,2045-2049
WPP_High variant,2050,M,70-74,211396.0,2050-2054
WPP_High variant,2055,M,70-74,261821.00000000003,2055-2059
WPP_High variant,2060,M,70-74,347087.0,2060-2064
WPP_High variant,2065,M,70-74,427567.0,2065-2069
WPP_High variant,2070,M,70-74,532094.0,2070-2074
WPP_High variant,2075,M,70-74,655226.0,2075-2079
WPP_High variant,2080,M,70-74,803975.0,2080-2084
WPP_High variant,2085,M,70-74,893287.0,2085-2089
WPP_High variant,2090,M,70-74,980182.0,2090-2094
WPP_High variant,2095,M,70-74,1200450.0,2095-2099
WPP_High variant,2100,M,70-74,1414268.0,2100+
WPP_Estimates,1950,F,70-74,15037.0,1950-1954
WPP_Estimates,1955,F,70-74,17091.0,1955-1959
WPP_Estimates,1960,F,70-74,18388.0,1960-1964
WPP_Estimates,1965,F,70-74,20117.0,1965-1969
WPP_Estimates,1970,F,70-74,21729.0,1970-1974
WPP_Estimates,1975,F,70-74,25029.0,1975-1979
WPP_Estimates,1980,F,70-74,25521.0,1980-1984
WPP_Estimates,1985,F,70-74,34091.0,1985-1989
WPP_Estimates,1990,F,70-74,49807.0,1990-1994
WPP_Estimates,1995,F,70-74,52641.0,1995-1999
WPP_Estimates,2000,F,70-74,55440.0,2000-2004
WPP_Estimates,2005,F,70-74,59649.0,2005-2009
WPP_Estimates,2010,F,70-74,66771.0,2010-2014
WPP_Estimates,2015,F,70-74,77311.0,2015-2019
WPP_Estimates,2020,F,70-74,91018.0,2020-2024
WPP_Low variant,2020,F,70-74,91018.0,2020-2024
WPP_Low variant,2025,F,70-74,97173.0,2025-2029
WPP_Low variant,2030,F,70-74,118194.0,2030-2034
WPP_Low variant,2035,F,70-74,144055.0,2035-2039
WPP_Low variant,2040,F,70-74,180742.0,2040-2044
WPP_Low variant,2045,F,70-74,228608.0,2045-2049
WPP_Low variant,2050,F,70-74,291002.0,2050-2054
WPP_Low variant,2055,F,70-74,361246.0,2055-2059
WPP_Low variant,2060,F,70-74,475811.0,2060-2064
WPP_Low variant,2065,F,70-74,570953.0,2065-2069
WPP_Low variant,2070,F,70-74,687811.0,2070-2074
WPP_Low variant,2075,F,70-74,826128.0,2075-2079
WPP_Low variant,2080,F,70-74,988837.0,2080-2084
WPP_Low variant,2085,F,70-74,1071388.0,2085-2089
WPP_Low variant,2090,F,70-74,1155093.0,2090-2094
WPP_Low variant,2095,F,70-74,1221852.0,2095-2099
WPP_Low variant,2100,F,70-74,1287859.0,2100+
WPP_Medium variant,2020,F,70-74,91018.0,2020-2024
WPP_Medium variant,2025,F,70-74,97173.0,2025-2029
WPP_Medium variant,2030,F,70-74,118194.0,2030-2034
WPP_Medium variant,2035,F,70-74,144055.0,2035-2039
WPP_Medium variant,2040,F,70-74,180742.0,2040-2044
WPP_Medium variant,2045,F,70-74,228608.0,2045-2049
WPP_Medium variant,2050,F,70-74,291002.0,2050-2054
WPP_Medium variant,2055,F,70-74,361246.0,2055-2059
WPP_Medium variant,2060,F,70-74,475811.0,2060-2064
WPP_Medium variant,2065,F,70-74,570953.0,2065-2069
WPP_Medium variant,2070,F,70-74,687811.0,2070-2074
WPP_Medium variant,2075,F,70-74,826128.0,2075-2079
WPP_Medium variant,2080,F,70-74,988837.0,2080-2084
WPP_Medium variant,2085,F,70-74,1071386.0,2085-2089
WPP_Medium variant,2090,F,70-74,1155094.0,2090-2094
WPP_Medium variant,2095,F,70-74,1305919.0,2095-2099
WPP_Medium variant,2100,F,70-74,1449204.0,2100+
WPP_High variant,2020,F,70-74,91018.0,2020-2024
WPP_High variant,2025,F,70-74,97173.0,2025-2029
WPP_High variant,2030,F,70-74,118194.0,2030-2034
WPP_High variant,2035,F,70-74,144055.0,2035-2039
WPP_High variant,2040,F,70-74,180742.0,2040-2044
WPP_High variant,2045,F,70-74,228608.0,2045-2049
WPP_High variant,2050,F,70-74,291002.0,2050-2054
WPP_High variant,2055,F,70-74,361246.0,2055-2059
WPP_High variant,2060,F,70-74,475811.0,2060-2064
WPP_High variant,2065,F,70-74,570953.0,2065-2069
WPP_High variant,2070,F,70-74,687811.0,2070-2074
WPP_High variant,2075,F,70-74,826128.0,2075-2079
WPP_High variant,2080,F,70-74,988837.0,2080-2084
WPP_High variant,2085,F,70-74,1071386.0,2085-2089
WPP_High variant,2090,F,70-74,1155094.0,2090-2094
WPP_High variant,2095,F,70-74,1389988.0,2095-2099
WPP_High variant,2100,F,70-74,1610551.0,2100+
WPP_Estimates,1950,M,75-79,6385.0,1950-1954
WPP_Estimates,1955,M,75-79,8122.0,1955-1959
WPP_Estimates,1960,M,75-79,9282.0,1960-1964
WPP_Estimates,1965,M,75-79,10419.0,1965-1969
WPP_Estimates,1970,M,75-79,11441.0,1970-1974
WPP_Estimates,1975,M,75-79,12320.0,1975-1979
WPP_Estimates,1980,M,75-79,14206.0,1980-1984
WPP_Estimates,1985,M,75-79,14229.0,1985-1989
WPP_Estimates,1990,M,75-79,22616.0,1990-1994
WPP_Estimates,1995,M,75-79,29327.0,1995-1999
WPP_Estimates,2000,M,75-79,26266.0,2000-2004
WPP_Estimates,2005,M,75-79,24977.0,2005-2009
WPP_Estimates,2010,M,75-79,24953.0,2010-2014
WPP_Estimates,2015,M,75-79,27830.0,2015-2019
WPP_Estimates,2020,M,75-79,33798.0,2020-2024
WPP_Low variant,2020,M,75-79,33798.0,2020-2024
WPP_Low variant,2025,M,75-79,40846.0,2025-2029
WPP_Low variant,2030,M,75-79,45184.0,2030-2034
WPP_Low variant,2035,M,75-79,55266.0,2035-2039
WPP_Low variant,2040,M,75-79,69091.0,2040-2044
WPP_Low variant,2045,M,75-79,90103.0,2045-2049
WPP_Low variant,2050,M,75-79,119853.0,2050-2054
WPP_Low variant,2055,M,75-79,156418.0,2055-2059
WPP_Low variant,2060,M,75-79,197515.0,2060-2064
WPP_Low variant,2065,M,75-79,266848.0,2065-2069
WPP_Low variant,2070,M,75-79,334961.0,2070-2074
WPP_Low variant,2075,M,75-79,424208.0,2075-2079
WPP_Low variant,2080,M,75-79,531198.0,2080-2084
WPP_Low variant,2085,M,75-79,662578.0,2085-2089
WPP_Low variant,2090,M,75-79,747660.0,2090-2094
WPP_Low variant,2095,M,75-79,832582.0,2095-2099
WPP_Low variant,2100,M,75-79,908079.0,2100+
WPP_Medium variant,2020,M,75-79,33798.0,2020-2024
WPP_Medium variant,2025,M,75-79,40846.0,2025-2029
WPP_Medium variant,2030,M,75-79,45184.0,2030-2034
WPP_Medium variant,2035,M,75-79,55266.0,2035-2039
WPP_Medium variant,2040,M,75-79,69091.0,2040-2044
WPP_Medium variant,2045,M,75-79,90103.0,2045-2049
WPP_Medium variant,2050,M,75-79,119853.0,2050-2054
WPP_Medium variant,2055,M,75-79,156418.0,2055-2059
WPP_Medium variant,2060,M,75-79,197515.0,2060-2064
WPP_Medium variant,2065,M,75-79,266848.0,2065-2069
WPP_Medium variant,2070,M,75-79,334961.0,2070-2074
WPP_Medium variant,2075,M,75-79,424208.0,2075-2079
WPP_Medium variant,2080,M,75-79,531198.0,2080-2084
WPP_Medium variant,2085,M,75-79,662578.0,2085-2089
WPP_Medium variant,2090,M,75-79,747660.0,2090-2094
WPP_Medium variant,2095,M,75-79,832581.0,2095-2099
WPP_Medium variant,2100,M,75-79,970820.0,2100+
WPP_High variant,2020,M,75-79,33798.0,2020-2024
WPP_High variant,2025,M,75-79,40846.0,2025-2029
WPP_High variant,2030,M,75-79,45184.0,2030-2034
WPP_High variant,2035,M,75-79,55266.0,2035-2039
WPP_High variant,2040,M,75-79,69091.0,2040-2044
WPP_High variant,2045,M,75-79,90103.0,2045-2049
WPP_High variant,2050,M,75-79,119853.0,2050-2054
WPP_High variant,2055,M,75-79,156418.0,2055-2059
WPP_High variant,2060,M,75-79,197515.0,2060-2064
WPP_High variant,2065,M,75-79,266848.0,2065-2069
WPP_High variant,2070,M,75-79,334961.0,2070-2074
WPP_High variant,2075,M,75-79,424208.0,2075-2079
WPP_High variant,2080,M,75-79,531198.0,2080-2084
WPP_High variant,2085,M,75-79,662578.0,2085-2089
WPP_High variant,2090,M,75-79,747660.0,2090-2094
WPP_High variant,2095,M,75-79,832581.0,2095-2099
WPP_High variant,2100,M,75-79,1033561.9999999999,2100+
WPP_Estimates,1950,F,75-79,8135.999999999999,1950-1954
WPP_Estimates,1955,F,75-79,9573.0,1955-1959
WPP_Estimates,1960,F,75-79,10909.0,1960-1964
WPP_Estimates,1965,F,75-79,11770.0,1965-1969
WPP_Estimates,1970,F,75-79,12911.0,1970-1974
WPP_Estimates,1975,F,75-79,14038.0,1975-1979
WPP_Estimates,1980,F,75-79,16300.999999999998,1980-1984
WPP_Estimates,1985,F,75-79,16775.0,1985-1989
WPP_Estimates,1990,F,75-79,27315.0,1990-1994
WPP_Estimates,1995,F,75-79,35850.0,1995-1999
WPP_Estimates,2000,F,75-79,36405.0,2000-2004
WPP_Estimates,2005,F,75-79,38579.0,2005-2009
WPP_Estimates,2010,F,75-79,40783.0,2010-2014
WPP_Estimates,2015,F,75-79,47421.0,2015-2019
WPP_Estimates,2020,F,75-79,57678.0,2020-2024
WPP_Low variant,2020,F,75-79,57678.0,2020-2024
WPP_Low variant,2025,F,75-79,68709.0,2025-2029
WPP_Low variant,2030,F,75-79,74335.0,2030-2034
WPP_Low variant,2035,F,75-79,91690.0,2035-2039
WPP_Low variant,2040,F,75-79,113466.0,2040-2044
WPP_Low variant,2045,F,75-79,144695.0,2045-2049
WPP_Low variant,2050,F,75-79,186083.0,2050-2054
WPP_Low variant,2055,F,75-79,240632.0,2055-2059
WPP_Low variant,2060,F,75-79,303069.0,2060-2064
WPP_Low variant,2065,F,75-79,404580.0,2065-2069
WPP_Low variant,2070,F,75-79,491413.0,2070-2074
WPP_Low variant,2075,F,75-79,598291.0,2075-2079
WPP_Low variant,2080,F,75-79,725576.0,2080-2084
WPP_Low variant,2085,F,75-79,876133.0,2085-2089
WPP_Low variant,2090,F,75-79,956884.0,2090-2094
WPP_Low variant,2095,F,75-79,1039017.0,2095-2099
WPP_Low variant,2100,F,75-79,1106438.0,2100+
WPP_Medium variant,2020,F,75-79,57678.0,2020-2024
WPP_Medium variant,2025,F,75-79,68709.0,2025-2029
WPP_Medium variant,2030,F,75-79,74335.0,2030-2034
WPP_Medium variant,2035,F,75-79,91690.0,2035-2039
WPP_Medium variant,2040,F,75-79,113466.0,2040-2044
WPP_Medium variant,2045,F,75-79,144695.0,2045-2049
WPP_Medium variant,2050,F,75-79,186083.0,2050-2054
WPP_Medium variant,2055,F,75-79,240632.0,2055-2059
WPP_Medium variant,2060,F,75-79,303069.0,2060-2064
WPP_Medium variant,2065,F,75-79,404580.0,2065-2069
WPP_Medium variant,2070,F,75-79,491413.0,2070-2074
WPP_Medium variant,2075,F,75-79,598291.0,2075-2079
WPP_Medium variant,2080,F,75-79,725576.0,2080-2084
WPP_Medium variant,2085,F,75-79,876133.0,2085-2089
WPP_Medium variant,2090,F,75-79,956884.0,2090-2094
WPP_Medium variant,2095,F,75-79,1039016.0000000001,2095-2099
WPP_Medium variant,2100,F,75-79,1182565.0,2100+
WPP_High variant,2020,F,75-79,57678.0,2020-2024
WPP_High variant,2025,F,75-79,68709.0,2025-2029
WPP_High variant,2030,F,75-79,74335.0,2030-2034
WPP_High variant,2035,F,75-79,91690.0,2035-2039
WPP_High variant,2040,F,75-79,113466.0,2040-2044
WPP_High variant,2045,F,75-79,144695.0,2045-2049
WPP_High variant,2050,F,75-79,186083.0,2050-2054
WPP_High variant,2055,F,75-79,240632.0,2055-2059
WPP_High variant,2060,F,75-79,303069.0,2060-2064
WPP_High variant,2065,F,75-79,404580.0,2065-2069
WPP_High variant,2070,F,75-79,491413.0,2070-2074
WPP_High variant,2075,F,75-79,598291.0,2075-2079
WPP_High variant,2080,F,75-79,725576.0,2080-2084
WPP_High variant,2085,F,75-79,876133.0,2085-2089
WPP_High variant,2090,F,75-79,956885.0,2090-2094
WPP_High variant,2095,F,75-79,1039018.0,2095-2099
WPP_High variant,2100,F,75-79,1258695.0,2100+
WPP_Estimates,1950,M,80-84,2395.0,1950-1954
WPP_Estimates,1955,M,80-84,3289.0,1955-1959
WPP_Estimates,1960,M,80-84,4173.0,1960-1964
WPP_Estimates,1965,M,80-84,4761.0,1965-1969
WPP_Estimates,1970,M,80-84,5336.0,1970-1974
WPP_Estimates,1975,M,80-84,5853.0,1975-1979
WPP_Estimates,1980,M,80-84,6296.0,1980-1984
WPP_Estimates,1985,M,80-84,7206.0,1985-1989
WPP_Estimates,1990,M,80-84,9400.0,1990-1994
WPP_Estimates,1995,M,80-84,12530.0,1995-1999
WPP_Estimates,2000,M,80-84,12971.0,2000-2004
WPP_Estimates,2005,M,80-84,10953.0,2005-2009
WPP_Estimates,2010,M,80-84,10471.0,2010-2014
WPP_Estimates,2015,M,80-84,11660.0,2015-2019
WPP_Estimates,2020,M,80-84,14084.0,2020-2024
WPP_Low variant,2020,M,80-84,14084.0,2020-2024
WPP_Low variant,2025,M,80-84,17445.0,2025-2029
WPP_Low variant,2030,M,80-84,21633.0,2030-2034
WPP_Low variant,2035,M,80-84,24570.0,2035-2039
WPP_Low variant,2040,M,80-84,30876.0,2040-2044
WPP_Low variant,2045,M,80-84,39693.0,2045-2049
WPP_Low variant,2050,M,80-84,53318.0,2050-2054
WPP_Low variant,2055,M,80-84,73038.0,2055-2059
WPP_Low variant,2060,M,80-84,98124.0,2060-2064
WPP_Low variant,2065,M,80-84,127469.0,2065-2069
WPP_Low variant,2070,M,80-84,177209.0,2070-2074
WPP_Low variant,2075,M,80-84,228505.0,2075-2079
WPP_Low variant,2080,M,80-84,297013.0,2080-2084
WPP_Low variant,2085,M,80-84,381664.0,2085-2089
WPP_Low variant,2090,M,80-84,487926.0,2090-2094
WPP_Low variant,2095,M,80-84,563758.0,2095-2099
WPP_Low variant,2100,M,80-84,641659.0,2100+
WPP_Medium variant,2020,M,80-84,14084.0,2020-2024
WPP_Medium variant,2025,M,80-84,17445.0,2025-2029
WPP_Medium variant,2030,M,80-84,21633.0,2030-2034
WPP_Medium variant,2035,M,80-84,24570.0,2035-2039
WPP_Medium variant,2040,M,80-84,30876.0,2040-2044
WPP_Medium variant,2045,M,80-84,39693.0,2045-2049
WPP_Medium variant,2050,M,80-84,53318.0,2050-2054
WPP_Medium variant,2055,M,80-84,73038.0,2055-2059
WPP_Medium variant,2060,M,80-84,98124.0,2060-2064
WPP_Medium variant,2065,M,80-84,127469.0,2065-2069
WPP_Medium variant,2070,M,80-84,177209.0,2070-2074
WPP_Medium variant,2075,M,80-84,228505.0,2075-2079
WPP_Medium variant,2080,M,80-84,297013.0,2080-2084
WPP_Medium variant,2085,M,80-84,381664.0,2085-2089
WPP_Medium variant,2090,M,80-84,487926.0,2090-2094
WPP_Medium variant,2095,M,80-84,563760.0,2095-2099
WPP_Medium variant,2100,M,80-84,641659.0,2100+
WPP_High variant,2020,M,80-84,14084.0,2020-2024
WPP_High variant,2025,M,80-84,17445.0,2025-2029
WPP_High variant,2030,M,80-84,21633.0,2030-2034
WPP_High variant,2035,M,80-84,24570.0,2035-2039
WPP_High variant,2040,M,80-84,30876.0,2040-2044
WPP_High variant,2045,M,80-84,39693.0,2045-2049
WPP_High variant,2050,M,80-84,53318.0,2050-2054
WPP_High variant,2055,M,80-84,73038.0,2055-2059
WPP_High variant,2060,M,80-84,98124.0,2060-2064
WPP_High variant,2065,M,80-84,127469.0,2065-2069
WPP_High variant,2070,M,80-84,177209.0,2070-2074
WPP_High variant,2075,M,80-84,228505.0,2075-2079
WPP_High variant,2080,M,80-84,297013.0,2080-2084
WPP_High variant,2085,M,80-84,381664.0,2085-2089
WPP_High variant,2090,M,80-84,487926.0,2090-2094
WPP_High variant,2095,M,80-84,563758.0,2095-2099
WPP_High variant,2100,M,80-84,641658.0,2100+
WPP_Estimates,1950,F,80-84,3197.0,1950-1954
WPP_Estimates,1955,F,80-84,4082.0,1955-1959
WPP_Estimates,1960,F,80-84,4803.0,1960-1964
WPP_Estimates,1965,F,80-84,5469.0,1965-1969
WPP_Estimates,1970,F,80-84,5898.0,1970-1974
WPP_Estimates,1975,F,80-84,6480.0,1975-1979
WPP_Estimates,1980,F,80-84,7081.0,1980-1984
WPP_Estimates,1985,F,80-84,8283.0,1985-1989
WPP_Estimates,1990,F,80-84,10962.0,1990-1994
WPP_Estimates,1995,F,80-84,16184.999999999998,1995-1999
WPP_Estimates,2000,F,80-84,19818.0,2000-2004
WPP_Estimates,2005,F,80-84,20449.0,2005-2009
WPP_Estimates,2010,F,80-84,20695.0,2010-2014
WPP_Estimates,2015,F,80-84,22777.0,2015-2019
WPP_Estimates,2020,F,80-84,28719.0,2020-2024
WPP_Low variant,2020,F,80-84,28719.0,2020-2024
WPP_Low variant,2025,F,80-84,35512.0,2025-2029
WPP_Low variant,2030,F,80-84,43181.0,2030-2034
WPP_Low variant,2035,F,80-84,47761.0,2035-2039
WPP_Low variant,2040,F,80-84,60396.0,2040-2044
WPP_Low variant,2045,F,80-84,76756.0,2045-2049
WPP_Low variant,2050,F,80-84,100584.0,2050-2054
WPP_Low variant,2055,F,80-84,132749.0,2055-2059
WPP_Low variant,2060,F,80-84,175815.0,2060-2064
WPP_Low variant,2065,F,80-84,226419.0,2065-2069
WPP_Low variant,2070,F,80-84,308471.0,2070-2074
WPP_Low variant,2075,F,80-84,381434.0,2075-2079
WPP_Low variant,2080,F,80-84,472062.0,2080-2084
WPP_Low variant,2085,F,80-84,581138.0,2085-2089
WPP_Low variant,2090,F,80-84,711435.0,2090-2094
WPP_Low variant,2095,F,80-84,786654.0,2095-2099
WPP_Low variant,2100,F,80-84,864172.0,2100+
WPP_Medium variant,2020,F,80-84,28719.0,2020-2024
WPP_Medium variant,2025,F,80-84,35512.0,2025-2029
WPP_Medium variant,2030,F,80-84,43181.0,2030-2034
WPP_Medium variant,2035,F,80-84,47761.0,2035-2039
WPP_Medium variant,2040,F,80-84,60396.0,2040-2044
WPP_Medium variant,2045,F,80-84,76756.0,2045-2049
WPP_Medium variant,2050,F,80-84,100584.0,2050-2054
WPP_Medium variant,2055,F,80-84,132749.0,2055-2059
WPP_Medium variant,2060,F,80-84,175815.0,2060-2064
WPP_Medium variant,2065,F,80-84,226419.0,2065-2069
WPP_Medium variant,2070,F,80-84,308471.0,2070-2074
WPP_Medium variant,2075,F,80-84,381434.0,2075-2079
WPP_Medium variant,2080,F,80-84,472062.0,2080-2084
WPP_Medium variant,2085,F,80-84,581138.0,2085-2089
WPP_Medium variant,2090,F,80-84,711435.0,2090-2094
WPP_Medium variant,2095,F,80-84,786653.0,2095-2099
WPP_Medium variant,2100,F,80-84,864172.0,2100+
WPP_High variant,2020,F,80-84,28719.0,2020-2024
WPP_High variant,2025,F,80-84,35512.0,2025-2029
WPP_High variant,2030,F,80-84,43181.0,2030-2034
WPP_High variant,2035,F,80-84,47761.0,2035-2039
WPP_High variant,2040,F,80-84,60396.0,2040-2044
WPP_High variant,2045,F,80-84,76756.0,2045-2049
WPP_High variant,2050,F,80-84,100584.0,2050-2054
WPP_High variant,2055,F,80-84,132749.0,2055-2059
WPP_High variant,2060,F,80-84,175815.0,2060-2064
WPP_High variant,2065,F,80-84,226419.0,2065-2069
WPP_High variant,2070,F,80-84,308471.0,2070-2074
WPP_High variant,2075,F,80-84,381434.0,2075-2079
WPP_High variant,2080,F,80-84,472062.0,2080-2084
WPP_High variant,2085,F,80-84,581138.0,2085-2089
WPP_High variant,2090,F,80-84,711435.0,2090-2094
WPP_High variant,2095,F,80-84,786654.0,2095-2099
WPP_High variant,2100,F,80-84,864172.0,2100+
WPP_Estimates,1950,M,85-89,526.0,1950-1954
WPP_Estimates,1955,M,85-89,850.0,1955-1959
WPP_Estimates,1960,M,85-89,1158.0,1960-1964
WPP_Estimates,1965,M,85-89,1460.0,1965-1969
WPP_Estimates,1970,M,85-89,1656.0,1970-1974
WPP_Estimates,1975,M,85-89,1837.0,1975-1979
WPP_Estimates,1980,M,85-89,2000,1980-1984
WPP_Estimates,1985,M,85-89,2115.0,1985-1989
WPP_Estimates,1990,M,85-89,2677.0,1990-1994
WPP_Estimates,1995,M,85-89,3118.0,1995-1999
WPP_Estimates,2000,M,85-89,3474.0,2000-2004
WPP_Estimates,2005,M,85-89,3310.0,2005-2009
WPP_Estimates,2010,M,85-89,2759.0,2010-2014
WPP_Estimates,2015,M,85-89,3058.0,2015-2019
WPP_Estimates,2020,M,85-89,3889.0,2020-2024
WPP_Low variant,2020,M,85-89,3889.0,2020-2024
WPP_Low variant,2025,M,85-89,4814.0,2025-2029
WPP_Low variant,2030,M,85-89,6192.0,2030-2034
WPP_Low variant,2035,M,85-89,7988.0,2035-2039
WPP_Low variant,2040,M,85-89,9451.0,2040-2044
WPP_Low variant,2045,M,85-89,12388.0,2045-2049
WPP_Low variant,2050,M,85-89,16643.0,2050-2054
WPP_Low variant,2055,M,85-89,23352.0,2055-2059
WPP_Low variant,2060,M,85-89,33393.0,2060-2064
WPP_Low variant,2065,M,85-89,46795.0,2065-2069
WPP_Low variant,2070,M,85-89,63459.0,2070-2074
WPP_Low variant,2075,M,85-89,91916.0,2075-2079
WPP_Low variant,2080,M,85-89,123366.0,2080-2084
WPP_Low variant,2085,M,85-89,166976.0,2085-2089
WPP_Low variant,2090,M,85-89,223090.0,2090-2094
WPP_Low variant,2095,M,85-89,296208.0,2095-2099
WPP_Low variant,2100,M,85-89,354597.0,2100+
WPP_Medium variant,2020,M,85-89,3889.0,2020-2024
WPP_Medium variant,2025,M,85-89,4814.0,2025-2029
WPP_Medium variant,2030,M,85-89,6192.0,2030-2034
WPP_Medium variant,2035,M,85-89,7988.0,2035-2039
WPP_Medium variant,2040,M,85-89,9451.0,2040-2044
WPP_Medium variant,2045,M,85-89,12388.0,2045-2049
WPP_Medium variant,2050,M,85-89,16643.0,2050-2054
WPP_Medium variant,2055,M,85-89,23352.0,2055-2059
WPP_Medium variant,2060,M,85-89,33393.0,2060-2064
WPP_Medium variant,2065,M,85-89,46795.0,2065-2069
WPP_Medium variant,2070,M,85-89,63459.0,2070-2074
WPP_Medium variant,2075,M,85-89,91916.0,2075-2079
WPP_Medium variant,2080,M,85-89,123366.0,2080-2084
WPP_Medium variant,2085,M,85-89,166976.0,2085-2089
WPP_Medium variant,2090,M,85-89,223090.0,2090-2094
WPP_Medium variant,2095,M,85-89,296208.0,2095-2099
WPP_Medium variant,2100,M,85-89,354598.0,2100+
WPP_High variant,2020,M,85-89,3889.0,2020-2024
WPP_High variant,2025,M,85-89,4814.0,2025-2029
WPP_High variant,2030,M,85-89,6192.0,2030-2034
WPP_High variant,2035,M,85-89,7988.0,2035-2039
WPP_High variant,2040,M,85-89,9451.0,2040-2044
WPP_High variant,2045,M,85-89,12388.0,2045-2049
WPP_High variant,2050,M,85-89,16643.0,2050-2054
WPP_High variant,2055,M,85-89,23352.0,2055-2059
WPP_High variant,2060,M,85-89,33393.0,2060-2064
WPP_High variant,2065,M,85-89,46795.0,2065-2069
WPP_High variant,2070,M,85-89,63459.0,2070-2074
WPP_High variant,2075,M,85-89,91916.0,2075-2079
WPP_High variant,2080,M,85-89,123366.0,2080-2084
WPP_High variant,2085,M,85-89,166976.0,2085-2089
WPP_High variant,2090,M,85-89,223090.0,2090-2094
WPP_High variant,2095,M,85-89,296208.0,2095-2099
WPP_High variant,2100,M,85-89,354598.0,2100+
WPP_Estimates,1950,F,85-89,726.0,1950-1954
WPP_Estimates,1955,F,85-89,1123.0,1955-1959
WPP_Estimates,1960,F,85-89,1424.0,1960-1964
WPP_Estimates,1965,F,85-89,1659.0,1965-1969
WPP_Estimates,1970,F,85-89,1874.0,1970-1974
WPP_Estimates,1975,F,85-89,1996.0,1975-1979
WPP_Estimates,1980,F,85-89,2181.0,1980-1984
WPP_Estimates,1985,F,85-89,2381.0,1985-1989
WPP_Estimates,1990,F,85-89,3162.0,1990-1994
WPP_Estimates,1995,F,85-89,4156.0,1995-1999
WPP_Estimates,2000,F,85-89,6002.0,2000-2004
WPP_Estimates,2005,F,85-89,7556.0,2005-2009
WPP_Estimates,2010,F,85-89,7072.0,2010-2014
WPP_Estimates,2015,F,85-89,7500.0,2015-2019
WPP_Estimates,2020,F,85-89,9465.0,2020-2024
WPP_Low variant,2020,F,85-89,9465.0,2020-2024
WPP_Low variant,2025,F,85-89,12213.0,2025-2029
WPP_Low variant,2030,F,85-89,15615.0,2030-2034
WPP_Low variant,2035,F,85-89,19694.0,2035-2039
WPP_Low variant,2040,F,85-89,22712.0,2040-2044
WPP_Low variant,2045,F,85-89,30020.0,2045-2049
WPP_Low variant,2050,F,85-89,39908.0,2050-2054
WPP_Low variant,2055,F,85-89,54586.0,2055-2059
WPP_Low variant,2060,F,85-89,74955.0,2060-2064
WPP_Low variant,2065,F,85-89,103028.0,2065-2069
WPP_Low variant,2070,F,85-89,137311.0,2070-2074
WPP_Low variant,2075,F,85-89,192875.0,2075-2079
WPP_Low variant,2080,F,85-89,245319.0,2080-2084
WPP_Low variant,2085,F,85-89,311621.0,2085-2089
WPP_Low variant,2090,F,85-89,393013.0,2090-2094
WPP_Low variant,2095,F,85-89,491803.0,2095-2099
WPP_Low variant,2100,F,85-89,555254.0,2100+
WPP_Medium variant,2020,F,85-89,9465.0,2020-2024
WPP_Medium variant,2025,F,85-89,12213.0,2025-2029
WPP_Medium variant,2030,F,85-89,15615.0,2030-2034
WPP_Medium variant,2035,F,85-89,19694.0,2035-2039
WPP_Medium variant,2040,F,85-89,22712.0,2040-2044
WPP_Medium variant,2045,F,85-89,30020.0,2045-2049
WPP_Medium variant,2050,F,85-89,39908.0,2050-2054
WPP_Medium variant,2055,F,85-89,54586.0,2055-2059
WPP_Medium variant,2060,F,85-89,74955.0,2060-2064
WPP_Medium variant,2065,F,85-89,103028.0,2065-2069
WPP_Medium variant,2070,F,85-89,137311.0,2070-2074
WPP_Medium variant,2075,F,85-89,192875.0,2075-2079
WPP_Medium variant,2080,F,85-89,245319.0,2080-2084
WPP_Medium variant,2085,F,85-89,311621.0,2085-2089
WPP_Medium variant,2090,F,85-89,393013.0,2090-2094
WPP_Medium variant,2095,F,85-89,491803.0,2095-2099
WPP_Medium variant,2100,F,85-89,555254.0,2100+
WPP_High variant,2020,F,85-89,9465.0,2020-2024
WPP_High variant,2025,F,85-89,12213.0,2025-2029
WPP_High variant,2030,F,85-89,15615.0,2030-2034
WPP_High variant,2035,F,85-89,19694.0,2035-2039
WPP_High variant,2040,F,85-89,22712.0,2040-2044
WPP_High variant,2045,F,85-89,30020.0,2045-2049
WPP_High variant,2050,F,85-89,39908.0,2050-2054
WPP_High variant,2055,F,85-89,54586.0,2055-2059
WPP_High variant,2060,F,85-89,74955.0,2060-2064
WPP_High variant,2065,F,85-89,103028.0,2065-2069
WPP_High variant,2070,F,85-89,137311.0,2070-2074
WPP_High variant,2075,F,85-89,192875.0,2075-2079
WPP_High variant,2080,F,85-89,245319.0,2080-2084
