Variant,Period,Sex,Age_Grp,Count
WPP_Low variant,2040-2044,F,40-44,13409.0
WPP_Low variant,2045-2049,F,40-44,14173.0
WPP_Low variant,2050-2054,F,40-44,14409.0
WPP_Low variant,2055-2059,F,40-44,14107.0
WPP_Low variant,2060-2064,F,40-44,14219.0
WPP_Low variant,2065-2069,F,40-44,14555.0
WPP_Low variant,2070-2074,F,40-44,14609.0
WPP_Low variant,2075-2079,F,40-44,14337.0
WPP_Low variant,2080-2084,F,40-44,13918.0
WPP_Low variant,2085-2089,F,40-44,13421.0
WPP_Low variant,2090-2094,F,40-44,12911.0
WPP_Low variant,2095-2099,F,40-44,12324.0
WPP_Medium variant,2020-2024,F,40-44,11438.0
WPP_Medium variant,2025-2029,F,40-44,12047.0
WPP_Medium variant,2030-2034,F,40-44,12589.0
WPP_Medium variant,2035-2039,F,40-44,12872.0
WPP_Medium variant,2040-2044,F,40-44,13409.0
WPP_Medium variant,2045-2049,F,40-44,14173.0
WPP_Medium variant,2050-2054,F,40-44,14409.0
WPP_Medium variant,2055-2059,F,40-44,14107.0
WPP_Medium variant,2060-2064,F,40-44,14219.0
WPP_Medium variant,2065-2069,F,40-44,14555.0
WPP_Medium variant,2070-2074,F,40-44,14609.0
WPP_Medium variant,2075-2079,F,40-44,14337.0
WPP_Medium variant,2080-2084,F,40-44,13918.0
WPP_Medium variant,2085-2089,F,40-44,13421.0
WPP_Medium variant,2090-2094,F,40-44,12911.0
WPP_Medium variant,2095-2099,F,40-44,12324.0
WPP_High variant,2020-2024,F,40-44,11453.0
WPP_High variant,2025-2029,F,40-44,12047.0
WPP_High variant,2030-2034,F,40-44,12589.0
WPP_High variant,2035-2039,F,40-44,12872.0
WPP_High variant,2040-2044,F,40-44,13409.0
WPP_High variant,2045-2049,F,40-44,14173.0
WPP_High variant,2050-2054,F,40-44,14409.0
WPP_High variant,2055-2059,F,40-44,14107.0
WPP_High variant,2060-2064,F,40-44,14219.0
WPP_High variant,2065-2069,F,40-44,14555.0
WPP_High variant,2070-2074,F,40-44,14609.0
WPP_High variant,2075-2079,F,40-44,14337.0
WPP_High variant,2080-2084,F,40-44,13918.0
WPP_High variant,2085-2089,F,40-44,13421.0
WPP_High variant,2090-2094,F,40-44,12911.0
WPP_High variant,2095-2099,F,40-44,12324.0
WPP_Estimates,1950-1954,M,45-49,3796.0
WPP_Estimates,1955-1959,M,45-49,4223.0
WPP_Estimates,1960-1964,M,45-49,5214.0
WPP_Estimates,1965-1969,M,45-49,5816.0
WPP_Estimates,1970-1974,M,45-49,5929.0
WPP_Estimates,1975-1979,M,45-49,6522.0
WPP_Estimates,1980-1984,M,45-49,7479.0
WPP_Estimates,1985-1989,M,45-49,10747.0
WPP_Estimates,1990-1994,M,45-49,17704.0
WPP_Estimates,1995-1999,M,45-49,25268.0
WPP_Estimates,2000-2004,M,45-49,28757.0
WPP_Estimates,2005-2009,M,45-49,22725.0
WPP_Estimates,2010-2014,M,45-49,15913.0
WPP_Estimates,2015-2019,M,45-49,16471.0
WPP_Low variant,2020-2024,M,45-49,18118.0
WPP_Low variant,2025-2029,M,45-49,19526.0
WPP_Low variant,2030-2034,M,45-49,21779.0
WPP_Low variant,2035-2039,M,45-49,24351.0
WPP_Low variant,2040-2044,M,45-49,26737.0
WPP_Low variant,2045-2049,M,45-49,29412.0
WPP_Low variant,2050-2054,M,45-49,32277.0
WPP_Low variant,2055-2059,M,45-49,33628.0
WPP_Low variant,2060-2064,M,45-49,33218.0
WPP_Low variant,2065-2069,M,45-49,33361.0
WPP_Low variant,2070-2074,M,45-49,33928.0
WPP_Low variant,2075-2079,M,45-49,33604.0
WPP_Low variant,2080-2084,M,45-49,32482.999999999996
WPP_Low variant,2085-2089,M,45-49,30962.0
WPP_Low variant,2090-2094,M,45-49,29225.0
WPP_Low variant,2095-2099,M,45-49,27465.0
WPP_Medium variant,2020-2024,M,45-49,18141.0
WPP_Medium variant,2025-2029,M,45-49,19525.0
WPP_Medium variant,2030-2034,M,45-49,21779.0
WPP_Medium variant,2035-2039,M,45-49,24351.0
WPP_Medium variant,2040-2044,M,45-49,26737.0
WPP_Medium variant,2045-2049,M,45-49,29412.0
WPP_Medium variant,2050-2054,M,45-49,32277.0
WPP_Medium variant,2055-2059,M,45-49,33628.0
WPP_Medium variant,2060-2064,M,45-49,33218.0
WPP_Medium variant,2065-2069,M,45-49,33361.0
WPP_Medium variant,2070-2074,M,45-49,33928.0
WPP_Medium variant,2075-2079,M,45-49,33604.0
WPP_Medium variant,2080-2084,M,45-49,32482.999999999996
WPP_Medium variant,2085-2089,M,45-49,30962.0
WPP_Medium variant,2090-2094,M,45-49,29225.0
WPP_Medium variant,2095-2099,M,45-49,27465.0
WPP_High variant,2020-2024,M,45-49,18163.0
WPP_High variant,2025-2029,M,45-49,19524.0
WPP_High variant,2030-2034,M,45-49,21779.0
WPP_High variant,2035-2039,M,45-49,24351.0
WPP_High variant,2040-2044,M,45-49,26737.0
WPP_High variant,2045-2049,M,45-49,29412.0
WPP_High variant,2050-2054,M,45-49,32277.0
WPP_High variant,2055-2059,M,45-49,33628.0
WPP_High variant,2060-2064,M,45-49,33218.0
WPP_High variant,2065-2069,M,45-49,33361.0
WPP_High variant,2070-2074,M,45-49,33928.0
WPP_High variant,2075-2079,M,45-49,33604.0
WPP_High variant,2080-2084,M,45-49,32482.999999999996
WPP_High variant,2085-2089,M,45-49,30962.0
WPP_High variant,2090-2094,M,45-49,29225.0
WPP_High variant,2095-2099,M,45-49,27465.0
WPP_Estimates,1950-1954,F,45-49,3272.0
WPP_Estimates,1955-1959,F,45-49,3692.0
WPP_Estimates,1960-1964,F,45-49,4517.0
WPP_Estimates,1965-1969,F,45-49,5031.0
WPP_Estimates,1970-1974,F,45-49,5174.0
WPP_Estimates,1975-1979,F,45-49,5521.0
WPP_Estimates,1980-1984,F,45-49,5980.0
WPP_Estimates,1985-1989,F,45-49,7572.0
WPP_Estimates,1990-1994,F,45-49,11062.0
WPP_Estimates,1995-1999,F,45-49,16370.999999999998
WPP_Estimates,2000-2004,F,45-49,21150.0
WPP_Estimates,2005-2009,F,45-49,17399.0
WPP_Estimates,2010-2014,F,45-49,10849.0
WPP_Estimates,2015-2019,F,45-49,10527.0
WPP_Low variant,2020-2024,F,45-49,11257.0
WPP_Low variant,2025-2029,F,45-49,11968.0
WPP_Low variant,2030-2034,F,45-49,13147.0
WPP_Low variant,2035-2039,F,45-49,14244.0
WPP_Low variant,2040-2044,F,45-49,14998.0
WPP_Low variant,2045-2049,F,45-49,15967.0
WPP_Low variant,2050-2054,F,45-49,17128.0
WPP_Low variant,2055-2059,F,45-49,17564.0
WPP_Low variant,2060-2064,F,45-49,17232.0
WPP_Low variant,2065-2069,F,45-49,17341.0
WPP_Low variant,2070-2074,F,45-49,17764.0
WPP_Low variant,2075-2079,F,45-49,17780.0
WPP_Low variant,2080-2084,F,45-49,17434.0
WPP_Low variant,2085-2089,F,45-49,16921.0
WPP_Low variant,2090-2094,F,45-49,16352.0
WPP_Low variant,2095-2099,F,45-49,15704.0
WPP_Medium variant,2020-2024,F,45-49,11271.0
WPP_Medium variant,2025-2029,F,45-49,11968.0
WPP_Medium variant,2030-2034,F,45-49,13147.0
WPP_Medium variant,2035-2039,F,45-49,14244.0
WPP_Medium variant,2040-2044,F,45-49,14998.0
WPP_Medium variant,2045-2049,F,45-49,15967.0
WPP_Medium variant,2050-2054,F,45-49,17128.0
WPP_Medium variant,2055-2059,F,45-49,17564.0
WPP_Medium variant,2060-2064,F,45-49,17232.0
WPP_Medium variant,2065-2069,F,45-49,17341.0
WPP_Medium variant,2070-2074,F,45-49,17764.0
WPP_Medium variant,2075-2079,F,45-49,17780.0
WPP_Medium variant,2080-2084,F,45-49,17434.0
WPP_Medium variant,2085-2089,F,45-49,16921.0
WPP_Medium variant,2090-2094,F,45-49,16352.0
WPP_Medium variant,2095-2099,F,45-49,15704.0
WPP_High variant,2020-2024,F,45-49,11285.0
WPP_High variant,2025-2029,F,45-49,11967.0
WPP_High variant,2030-2034,F,45-49,13147.0
WPP_High variant,2035-2039,F,45-49,14244.0
WPP_High variant,2040-2044,F,45-49,14998.0
WPP_High variant,2045-2049,F,45-49,15967.0
WPP_High variant,2050-2054,F,45-49,17128.0
WPP_High variant,2055-2059,F,45-49,17564.0
WPP_High variant,2060-2064,F,45-49,17232.0
WPP_High variant,2065-2069,F,45-49,17341.0
WPP_High variant,2070-2074,F,45-49,17764.0
WPP_High variant,2075-2079,F,45-49,17780.0
WPP_High variant,2080-2084,F,45-49,17434.0
WPP_High variant,2085-2089,F,45-49,16921.0
WPP_High variant,2090-2094,F,45-49,16352.0
WPP_High variant,2095-2099,F,45-49,15704.0
WPP_Estimates,1950-1954,M,50-54,3980.0
WPP_Estimates,1955-1959,M,50-54,4190.0
WPP_Estimates,1960-1964,M,50-54,4610.0
WPP_Estimates,1965-1969,M,50-54,5813.0
WPP_Estimates,1970-1974,M,50-54,6330.0
WPP_Estimates,1975-1979,M,50-54,6667.0
WPP_Estimates,1980-1984,M,50-54,7704.0
WPP_Estimates,1985-1989,M,50-54,10556.0
WPP_Estimates,1990-1994,M,50-54,16085.999999999998
WPP_Estimates,1995-1999,M,50-54,22901.0
WPP_Estimates,2000-2004,M,50-54,25862.0
WPP_Estimates,2005-2009,M,50-54,21038.0
WPP_Estimates,2010-2014,M,50-54,15864.0
WPP_Estimates,2015-2019,M,50-54,16551.0
WPP_Low variant,2020-2024,M,50-54,18786.0
WPP_Low variant,2025-2029,M,50-54,21336.0
WPP_Low variant,2030-2034,M,50-54,23789.0
WPP_Low variant,2035-2039,M,50-54,27343.0
WPP_Low variant,2040-2044,M,50-54,31248.0
WPP_Low variant,2045-2049,M,50-54,34729.0
WPP_Low variant,2050-2054,M,50-54,38609.0
WPP_Low variant,2055-2059,M,50-54,42670.0
WPP_Low variant,2060-2064,M,50-54,44625.0
WPP_Low variant,2065-2069,M,50-54,44161.0
WPP_Low variant,2070-2074,M,50-54,44566.0
WPP_Low variant,2075-2079,M,50-54,45452.0
WPP_Low variant,2080-2084,M,50-54,45147.0
WPP_Low variant,2085-2089,M,50-54,43796.0
WPP_Low variant,2090-2094,M,50-54,41892.0
WPP_Low variant,2095-2099,M,50-54,39789.0
WPP_Medium variant,2020-2024,M,50-54,18810.0
WPP_Medium variant,2025-2029,M,50-54,21336.0
WPP_Medium variant,2030-2034,M,50-54,23789.0
WPP_Medium variant,2035-2039,M,50-54,27343.0
WPP_Medium variant,2040-2044,M,50-54,31248.0
WPP_Medium variant,2045-2049,M,50-54,34729.0
WPP_Medium variant,2050-2054,M,50-54,38609.0
WPP_Medium variant,2055-2059,M,50-54,42670.0
WPP_Medium variant,2060-2064,M,50-54,44625.0
WPP_Medium variant,2065-2069,M,50-54,44161.0
WPP_Medium variant,2070-2074,M,50-54,44566.0
WPP_Medium variant,2075-2079,M,50-54,45452.0
WPP_Medium variant,2080-2084,M,50-54,45147.0
WPP_Medium variant,2085-2089,M,50-54,43796.0
WPP_Medium variant,2090-2094,M,50-54,41892.0
WPP_Medium variant,2095-2099,M,50-54,39789.0
WPP_High variant,2020-2024,M,50-54,18833.0
WPP_High variant,2025-2029,M,50-54,21335.0
WPP_High variant,2030-2034,M,50-54,23789.0
WPP_High variant,2035-2039,M,50-54,27343.0
WPP_High variant,2040-2044,M,50-54,31248.0
WPP_High variant,2045-2049,M,50-54,34729.0
WPP_High variant,2050-2054,M,50-54,38609.0
WPP_High variant,2055-2059,M,50-54,42670.0
WPP_High variant,2060-2064,M,50-54,44625.0
WPP_High variant,2065-2069,M,50-54,44161.0
WPP_High variant,2070-2074,M,50-54,44566.0
WPP_High variant,2075-2079,M,50-54,45452.0
WPP_High variant,2080-2084,M,50-54,45147.0
WPP_High variant,2085-2089,M,50-54,43796.0
WPP_High variant,2090-2094,M,50-54,41892.0
WPP_High variant,2095-2099,M,50-54,39789.0
WPP_Estimates,1950-1954,F,50-54,3675.0
WPP_Estimates,1955-1959,F,50-54,3848.0
WPP_Estimates,1960-1964,F,50-54,4283.0
WPP_Estimates,1965-1969,F,50-54,5344.0
WPP_Estimates,1970-1974,F,50-54,5792.0
WPP_Estimates,1975-1979,F,50-54,6059.0
WPP_Estimates,1980-1984,F,50-54,6590.0
WPP_Estimates,1985-1989,F,50-54,7896.0
WPP_Estimates,1990-1994,F,50-54,10577.0
WPP_Estimates,1995-1999,F,50-54,15034.0
WPP_Estimates,2000-2004,F,50-54,18117.0
WPP_Estimates,2005-2009,F,50-54,15425.0
WPP_Estimates,2010-2014,F,50-54,10911.0
WPP_Estimates,2015-2019,F,50-54,10767.0
WPP_Low variant,2020-2024,F,50-54,11814.0
WPP_Low variant,2025-2029,F,50-54,13092.0
WPP_Low variant,2030-2034,F,50-54,14445.0
WPP_Low variant,2035-2039,F,50-54,16364.0
WPP_Low variant,2040-2044,F,50-54,18160.0
WPP_Low variant,2045-2049,F,50-54,19460.0
WPP_Low variant,2050-2054,F,50-54,20997.0
WPP_Low variant,2055-2059,F,50-54,22735.0
WPP_Low variant,2060-2064,F,50-54,23405.0
WPP_Low variant,2065-2069,F,50-54,23010.0
WPP_Low variant,2070-2074,F,50-54,23267.0
WPP_Low variant,2075-2079,F,50-54,23858.0
WPP_Low variant,2080-2084,F,50-54,23942.0
WPP_Low variant,2085-2089,F,50-54,23548.0
WPP_Low variant,2090-2094,F,50-54,22975.0
WPP_Low variant,2095-2099,F,50-54,22230.0
WPP_Medium variant,2020-2024,F,50-54,11829.0
WPP_Medium variant,2025-2029,F,50-54,13092.0
WPP_Medium variant,2030-2034,F,50-54,14445.0
WPP_Medium variant,2035-2039,F,50-54,16364.0
WPP_Medium variant,2040-2044,F,50-54,18160.0
WPP_Medium variant,2045-2049,F,50-54,19460.0
WPP_Medium variant,2050-2054,F,50-54,20997.0
WPP_Medium variant,2055-2059,F,50-54,22735.0
WPP_Medium variant,2060-2064,F,50-54,23405.0
WPP_Medium variant,2065-2069,F,50-54,23010.0
WPP_Medium variant,2070-2074,F,50-54,23267.0
WPP_Medium variant,2075-2079,F,50-54,23858.0
WPP_Medium variant,2080-2084,F,50-54,23942.0
WPP_Medium variant,2085-2089,F,50-54,23548.0
WPP_Medium variant,2090-2094,F,50-54,22975.0
WPP_Medium variant,2095-2099,F,50-54,22230.0
WPP_High variant,2020-2024,F,50-54,11843.0
WPP_High variant,2025-2029,F,50-54,13091.0
WPP_High variant,2030-2034,F,50-54,14445.0
WPP_High variant,2035-2039,F,50-54,16364.0
WPP_High variant,2040-2044,F,50-54,18160.0
WPP_High variant,2045-2049,F,50-54,19460.0
WPP_High variant,2050-2054,F,50-54,20997.0
WPP_High variant,2055-2059,F,50-54,22735.0
WPP_High variant,2060-2064,F,50-54,23405.0
WPP_High variant,2065-2069,F,50-54,23010.0
WPP_High variant,2070-2074,F,50-54,23267.0
WPP_High variant,2075-2079,F,50-54,23858.0
WPP_High variant,2080-2084,F,50-54,23942.0
WPP_High variant,2085-2089,F,50-54,23548.0
WPP_High variant,2090-2094,F,50-54,22975.0
WPP_High variant,2095-2099,F,50-54,22230.0
WPP_Estimates,1950-1954,M,55-59,3931.0
WPP_Estimates,1955-1959,M,55-59,4331.0
WPP_Estimates,1960-1964,M,55-59,4502.0
WPP_Estimates,1965-1969,M,55-59,5042.0
WPP_Estimates,1970-1974,M,55-59,6232.0
WPP_Estimates,1975-1979,M,55-59,6952.0
WPP_Estimates,1980-1984,M,55-59,7616.0
WPP_Estimates,1985-1989,M,55-59,10324.0
WPP_Estimates,1990-1994,M,55-59,15165.0
WPP_Estimates,1995-1999,M,55-59,20765.0
WPP_Estimates,2000-2004,M,55-59,24398.0
WPP_Estimates,2005-2009,M,55-59,20689.0
WPP_Estimates,2010-2014,M,55-59,15637.0
WPP_Estimates,2015-2019,M,55-59,16170.000000000002
WPP_Low variant,2020-2024,M,55-59,18300.0
WPP_Low variant,2025-2029,M,55-59,21296.0
WPP_Low variant,2030-2034,M,55-59,24830.0
WPP_Low variant,2035-2039,M,55-59,28279.0
WPP_Low variant,2040-2044,M,55-59,32964.0
WPP_Low variant,2045-2049,M,55-59,37881.0
WPP_Low variant,2050-2054,M,55-59,42305.0
WPP_Low variant,2055-2059,M,55-59,47129.0
WPP_Low variant,2060-2064,M,55-59,52055.0
WPP_Low variant,2065-2069,M,55-59,54302.0
WPP_Low variant,2070-2074,M,55-59,53784.0
WPP_Low variant,2075-2079,M,55-59,54185.0
WPP_Low variant,2080-2084,M,55-59,55114.0
WPP_Low variant,2085-2089,M,55-59,54666.0
WPP_Low variant,2090-2094,M,55-59,52902.0
WPP_Low variant,2095-2099,M,55-59,50625.0
WPP_Medium variant,2020-2024,M,55-59,18323.0
WPP_Medium variant,2025-2029,M,55-59,21296.0
WPP_Medium variant,2030-2034,M,55-59,24830.0
WPP_Medium variant,2035-2039,M,55-59,28279.0
WPP_Medium variant,2040-2044,M,55-59,32964.0
WPP_Medium variant,2045-2049,M,55-59,37881.0
WPP_Medium variant,2050-2054,M,55-59,42305.0
WPP_Medium variant,2055-2059,M,55-59,47129.0
WPP_Medium variant,2060-2064,M,55-59,52055.0
WPP_Medium variant,2065-2069,M,55-59,54302.0
WPP_Medium variant,2070-2074,M,55-59,53784.0
WPP_Medium variant,2075-2079,M,55-59,54185.0
WPP_Medium variant,2080-2084,M,55-59,55114.0
WPP_Medium variant,2085-2089,M,55-59,54666.0
WPP_Medium variant,2090-2094,M,55-59,52902.0
WPP_Medium variant,2095-2099,M,55-59,50625.0
WPP_High variant,2020-2024,M,55-59,18346.0
WPP_High variant,2025-2029,M,55-59,21295.0
WPP_High variant,2030-2034,M,55-59,24830.0
WPP_High variant,2035-2039,M,55-59,28279.0
WPP_High variant,2040-2044,M,55-59,32964.0
WPP_High variant,2045-2049,M,55-59,37881.0
WPP_High variant,2050-2054,M,55-59,42305.0
WPP_High variant,2055-2059,M,55-59,47129.0
WPP_High variant,2060-2064,M,55-59,52055.0
WPP_High variant,2065-2069,M,55-59,54302.0
WPP_High variant,2070-2074,M,55-59,53784.0
WPP_High variant,2075-2079,M,55-59,54185.0
WPP_High variant,2080-2084,M,55-59,55114.0
WPP_High variant,2085-2089,M,55-59,54666.0
WPP_High variant,2090-2094,M,55-59,52902.0
WPP_High variant,2095-2099,M,55-59,50625.0
WPP_Estimates,1950-1954,F,55-59,4033.0000000000005
WPP_Estimates,1955-1959,F,55-59,4399.0
WPP_Estimates,1960-1964,F,55-59,4537.0
WPP_Estimates,1965-1969,F,55-59,5136.0
WPP_Estimates,1970-1974,F,55-59,6246.0
WPP_Estimates,1975-1979,F,55-59,6850.0
WPP_Estimates,1980-1984,F,55-59,7256.0
WPP_Estimates,1985-1989,F,55-59,8475.0
WPP_Estimates,1990-1994,F,55-59,10532.0
WPP_Estimates,1995-1999,F,55-59,13858.0
WPP_Estimates,2000-2004,F,55-59,16938.0
WPP_Estimates,2005-2009,F,55-59,15093.0
WPP_Estimates,2010-2014,F,55-59,11021.0
WPP_Estimates,2015-2019,F,55-59,10855.0
WPP_Low variant,2020-2024,F,55-59,12045.0
WPP_Low variant,2025-2029,F,55-59,13595.0
WPP_Low variant,2030-2034,F,55-59,15479.0
WPP_Low variant,2035-2039,F,55-59,17413.0
WPP_Low variant,2040-2044,F,55-59,19993.0
WPP_Low variant,2045-2049,F,55-59,22376.0
WPP_Low variant,2050-2054,F,55-59,24146.0
WPP_Low variant,2055-2059,F,55-59,26178.0
WPP_Low variant,2060-2064,F,55-59,28362.0
WPP_Low variant,2065-2069,F,55-59,29205.0
WPP_Low variant,2070-2074,F,55-59,28799.0
WPP_Low variant,2075-2079,F,55-59,29084.0
WPP_Low variant,2080-2084,F,55-59,29822.0
WPP_Low variant,2085-2089,F,55-59,29930.0
WPP_Low variant,2090-2094,F,55-59,29495.0
WPP_Low variant,2095-2099,F,55-59,28712.0
WPP_Medium variant,2020-2024,F,55-59,12060.0
WPP_Medium variant,2025-2029,F,55-59,13594.0
WPP_Medium variant,2030-2034,F,55-59,15479.0
WPP_Medium variant,2035-2039,F,55-59,17413.0
WPP_Medium variant,2040-2044,F,55-59,19993.0
WPP_Medium variant,2045-2049,F,55-59,22376.0
WPP_Medium variant,2050-2054,F,55-59,24146.0
WPP_Medium variant,2055-2059,F,55-59,26178.0
WPP_Medium variant,2060-2064,F,55-59,28362.0
WPP_Medium variant,2065-2069,F,55-59,29205.0
WPP_Medium variant,2070-2074,F,55-59,28799.0
WPP_Medium variant,2075-2079,F,55-59,29084.0
WPP_Medium variant,2080-2084,F,55-59,29822.0
WPP_Medium variant,2085-2089,F,55-59,29930.0
WPP_Medium variant,2090-2094,F,55-59,29495.0
WPP_Medium variant,2095-2099,F,55-59,28712.0
WPP_High variant,2020-2024,F,55-59,12075.0
WPP_High variant,2025-2029,F,55-59,13594.0
WPP_High variant,2030-2034,F,55-59,15479.0
WPP_High variant,2035-2039,F,55-59,17413.0
WPP_High variant,2040-2044,F,55-59,19993.0
WPP_High variant,2045-2049,F,55-59,22376.0
WPP_High variant,2050-2054,F,55-59,24146.0
WPP_High variant,2055-2059,F,55-59,26178.0
WPP_High variant,2060-2064,F,55-59,28362.0
WPP_High variant,2065-2069,F,55-59,29205.0
WPP_High variant,2070-2074,F,55-59,28799.0
WPP_High variant,2075-2079,F,55-59,29084.0
WPP_High variant,2080-2084,F,55-59,29822.0
WPP_High variant,2085-2089,F,55-59,29930.0
WPP_High variant,2090-2094,F,55-59,29495.0
WPP_High variant,2095-2099,F,55-59,28712.0
WPP_Estimates,1950-1954,M,60-64,4332.0
WPP_Estimates,1955-1959,M,60-64,4689.0
WPP_Estimates,1960-1964,M,60-64,5109.0
WPP_Estimates,1965-1969,M,60-64,5404.0
WPP_Estimates,1970-1974,M,60-64,5979.0
WPP_Estimates,1975-1979,M,60-64,7556.0
WPP_Estimates,1980-1984,M,60-64,8706.0
WPP_Estimates,1985-1989,M,60-64,11059.0
WPP_Estimates,1990-1994,M,60-64,15630.0
WPP_Estimates,1995-1999,M,60-64,20103.0
WPP_Estimates,2000-2004,M,60-64,22872.0
WPP_Estimates,2005-2009,M,60-64,21467.0
WPP_Estimates,2010-2014,M,60-64,17305.0
WPP_Estimates,2015-2019,M,60-64,17231.0
WPP_Low variant,2020-2024,M,60-64,19309.0
WPP_Low variant,2025-2029,M,60-64,22279.0
WPP_Low variant,2030-2034,M,60-64,26513.0
WPP_Low variant,2035-2039,M,60-64,31479.0
WPP_Low variant,2040-2044,M,60-64,36310.0
WPP_Low variant,2045-2049,M,60-64,42616.0
WPP_Low variant,2050-2054,M,60-64,49352.0
WPP_Low variant,2055-2059,M,60-64,55486.0
WPP_Low variant,2060-2064,M,60-64,62146.0
WPP_Low variant,2065-2069,M,60-64,68931.0
WPP_Low variant,2070-2074,M,60-64,72467.0
WPP_Low variant,2075-2079,M,60-64,72145.0
WPP_Low variant,2080-2084,M,60-64,72929.0
WPP_Low variant,2085-2089,M,60-64,74540.0
WPP_Low variant,2090-2094,M,60-64,74159.0
WPP_Low variant,2095-2099,M,60-64,72160.0
WPP_Medium variant,2020-2024,M,60-64,19333.0
WPP_Medium variant,2025-2029,M,60-64,22279.0
WPP_Medium variant,2030-2034,M,60-64,26513.0
WPP_Medium variant,2035-2039,M,60-64,31479.0
WPP_Medium variant,2040-2044,M,60-64,36310.0
WPP_Medium variant,2045-2049,M,60-64,42616.0
WPP_Medium variant,2050-2054,M,60-64,49352.0
WPP_Medium variant,2055-2059,M,60-64,55486.0
WPP_Medium variant,2060-2064,M,60-64,62146.0
WPP_Medium variant,2065-2069,M,60-64,68931.0
WPP_Medium variant,2070-2074,M,60-64,72467.0
WPP_Medium variant,2075-2079,M,60-64,72145.0
WPP_Medium variant,2080-2084,M,60-64,72929.0
WPP_Medium variant,2085-2089,M,60-64,74540.0
WPP_Medium variant,2090-2094,M,60-64,74159.0
WPP_Medium variant,2095-2099,M,60-64,72160.0
WPP_High variant,2020-2024,M,60-64,19357.0
WPP_High variant,2025-2029,M,60-64,22278.0
WPP_High variant,2030-2034,M,60-64,26513.0
WPP_High variant,2035-2039,M,60-64,31479.0
WPP_High variant,2040-2044,M,60-64,36310.0
WPP_High variant,2045-2049,M,60-64,42616.0
WPP_High variant,2050-2054,M,60-64,49352.0
WPP_High variant,2055-2059,M,60-64,55486.0
WPP_High variant,2060-2064,M,60-64,62146.0
WPP_High variant,2065-2069,M,60-64,68931.0
WPP_High variant,2070-2074,M,60-64,72467.0
WPP_High variant,2075-2079,M,60-64,72145.0
WPP_High variant,2080-2084,M,60-64,72929.0
WPP_High variant,2085-2089,M,60-64,74540.0
WPP_High variant,2090-2094,M,60-64,74159.0
WPP_High variant,2095-2099,M,60-64,72160.0
WPP_Estimates,1950-1954,F,60-64,4944.0
WPP_Estimates,1955-1959,F,60-64,5288.0
WPP_Estimates,1960-1964,F,60-64,5696.0
WPP_Estimates,1965-1969,F,60-64,5980.0
WPP_Estimates,1970-1974,F,60-64,6637.0
WPP_Estimates,1975-1979,F,60-64,8182.0
WPP_Estimates,1980-1984,F,60-64,9073.0
WPP_Estimates,1985-1989,F,60-64,10213.0
WPP_Estimates,1990-1994,F,60-64,11727.0
WPP_Estimates,1995-1999,F,60-64,13803.0
WPP_Estimates,2000-2004,F,60-64,16242.999999999998
WPP_Estimates,2005-2009,F,60-64,16482.0
WPP_Estimates,2010-2014,F,60-64,13102.0
WPP_Estimates,2015-2019,F,60-64,12272.0
WPP_Low variant,2020-2024,F,60-64,13713.0
WPP_Low variant,2025-2029,F,60-64,15558.0
WPP_Low variant,2030-2034,F,60-64,17933.0
WPP_Low variant,2035-2039,F,60-64,20708.0
WPP_Low variant,2040-2044,F,60-64,23520.0
WPP_Low variant,2045-2049,F,60-64,27194.0
WPP_Low variant,2050-2054,F,60-64,30673.0
WPP_Low variant,2055-2059,F,60-64,33344.0
WPP_Low variant,2060-2064,F,60-64,36300.0
WPP_Low variant,2065-2069,F,60-64,39521.0
WPP_Low variant,2070-2074,F,60-64,41001.0
WPP_Low variant,2075-2079,F,60-64,40547.0
WPP_Low variant,2080-2084,F,60-64,41103.0
WPP_Low variant,2085-2089,F,60-64,42297.0
WPP_Low variant,2090-2094,F,60-64,42673.0
WPP_Low variant,2095-2099,F,60-64,42088.0
WPP_Medium variant,2020-2024,F,60-64,13731.0
WPP_Medium variant,2025-2029,F,60-64,15557.0
WPP_Medium variant,2030-2034,F,60-64,17933.0
WPP_Medium variant,2035-2039,F,60-64,20708.0
WPP_Medium variant,2040-2044,F,60-64,23520.0
WPP_Medium variant,2045-2049,F,60-64,27194.0
WPP_Medium variant,2050-2054,F,60-64,30673.0
WPP_Medium variant,2055-2059,F,60-64,33344.0
WPP_Medium variant,2060-2064,F,60-64,36300.0
WPP_Medium variant,2065-2069,F,60-64,39521.0
WPP_Medium variant,2070-2074,F,60-64,41001.0
WPP_Medium variant,2075-2079,F,60-64,40547.0
WPP_Medium variant,2080-2084,F,60-64,41103.0
WPP_Medium variant,2085-2089,F,60-64,42297.0
WPP_Medium variant,2090-2094,F,60-64,42673.0
WPP_Medium variant,2095-2099,F,60-64,42088.0
WPP_High variant,2020-2024,F,60-64,13748.0
WPP_High variant,2025-2029,F,60-64,15557.0
WPP_High variant,2030-2034,F,60-64,17933.0
WPP_High variant,2035-2039,F,60-64,20708.0
WPP_High variant,2040-2044,F,60-64,23520.0
WPP_High variant,2045-2049,F,60-64,27194.0
WPP_High variant,2050-2054,F,60-64,30673.0
WPP_High variant,2055-2059,F,60-64,33344.0
WPP_High variant,2060-2064,F,60-64,36300.0
WPP_High variant,2065-2069,F,60-64,39521.0
WPP_High variant,2070-2074,F,60-64,41001.0
WPP_High variant,2075-2079,F,60-64,40547.0
