Facility_ID,Officer_Type_Code,GenericClinic,IntegratedPrimaryCare_Clinic
85.0,Laboratory,0.8,0.2
85.0,Mental,0.8,0.2
85.0,Nursing_and_Midwifery,0.8,0.2
85.0,Nutrition,0.8,0.2
85.0,Pharmacy,0.8,0.2
85.0,Radiography,0.8,0.2
86.0,Clinical,0.8,0.2
86.0,DCSA,0.8,0.2
86.0,Dental,0.8,0.2
86.0,Laboratory,0.8,0.2
86.0,Mental,0.8,0.2
86.0,Nursing_and_Midwifery,0.8,0.2
86.0,Nutrition,0.8,0.2
86.0,Pharmacy,0.8,0.2
86.0,Radiography,0.8,0.2
87.0,Clinical,0.8,0.2
87.0,DCSA,0.8,0.2
87.0,Dental,0.8,0.2
87.0,Laboratory,0.8,0.2
87.0,Mental,0.8,0.2
87.0,Nursing_and_Midwifery,0.8,0.2
87.0,Nutrition,0.8,0.2
87.0,Pharmacy,0.8,0.2
87.0,Radiography,0.8,0.2
88.0,Clinical,0.8,0.2
88.0,DCSA,0.8,0.2
88.0,Dental,0.8,0.2
88.0,Laboratory,0.8,0.2
88.0,Mental,0.8,0.2
88.0,Nursing_and_Midwifery,0.8,0.2
88.0,Nutrition,0.8,0.2
88.0,Pharmacy,0.8,0.2
88.0,Radiography,0.8,0.2
89.0,Clinical,0.8,0.2
89.0,DCSA,0.8,0.2
89.0,Dental,0.8,0.2
89.0,Laboratory,0.8,0.2
89.0,Mental,0.8,0.2
89.0,Nursing_and_Midwifery,0.8,0.2
89.0,Nutrition,0.8,0.2
89.0,Pharmacy,0.8,0.2
89.0,Radiography,0.8,0.2
90.0,Clinical,0.8,0.2
90.0,DCSA,0.8,0.2
90.0,Dental,0.8,0.2
90.0,Laboratory,0.8,0.2
90.0,Mental,0.8,0.2
90.0,Nursing_and_Midwifery,0.8,0.2
90.0,Nutrition,0.8,0.2
90.0,Pharmacy,0.8,0.2
90.0,Radiography,0.8,0.2
91.0,Clinical,0.8,0.2
91.0,DCSA,0.8,0.2
91.0,Dental,0.8,0.2
91.0,Laboratory,0.8,0.2
91.0,Mental,0.8,0.2
91.0,Nursing_and_Midwifery,0.8,0.2
91.0,Nutrition,0.8,0.2
91.0,Pharmacy,0.8,0.2
91.0,Radiography,0.8,0.2
92.0,Clinical,0.8,0.2
92.0,DCSA,0.8,0.2
92.0,Dental,0.8,0.2
92.0,Laboratory,0.8,0.2
92.0,Mental,0.8,0.2
92.0,Nursing_and_Midwifery,0.8,0.2
92.0,Nutrition,0.8,0.2
92.0,Pharmacy,0.8,0.2
92.0,Radiography,0.8,0.2
93.0,Clinical,0.8,0.2
93.0,DCSA,0.8,0.2
93.0,Dental,0.8,0.2
93.0,Laboratory,0.8,0.2
93.0,Mental,0.8,0.2
93.0,Nursing_and_Midwifery,0.8,0.2
93.0,Nutrition,0.8,0.2
93.0,Pharmacy,0.8,0.2
93.0,Radiography,0.8,0.2
94.0,Clinical,0.8,0.2
94.0,DCSA,0.8,0.2
94.0,Dental,0.8,0.2
94.0,Laboratory,0.8,0.2
94.0,Mental,0.8,0.2
94.0,Nursing_and_Midwifery,0.8,0.2
94.0,Nutrition,0.8,0.2
94.0,Pharmacy,0.8,0.2
94.0,Radiography,0.8,0.2
95.0,Clinical,0.8,0.2
95.0,DCSA,0.8,0.2
95.0,Dental,0.8,0.2
95.0,Laboratory,0.8,0.2
95.0,Mental,0.8,0.2
95.0,Nursing_and_Midwifery,0.8,0.2
95.0,Nutrition,0.8,0.2
95.0,Pharmacy,0.8,0.2
95.0,Radiography,0.8,0.2
96.0,Clinical,0.8,0.2
96.0,DCSA,0.8,0.2
96.0,Dental,0.8,0.2
96.0,Laboratory,0.8,0.2
96.0,Mental,0.8,0.2
96.0,Nursing_and_Midwifery,0.8,0.2
96.0,Nutrition,0.8,0.2
96.0,Pharmacy,0.8,0.2
96.0,Radiography,0.8,0.2
97.0,Clinical,0.8,0.2
97.0,DCSA,0.8,0.2
97.0,Dental,0.8,0.2
97.0,Laboratory,0.8,0.2
97.0,Mental,0.8,0.2
97.0,Nursing_and_Midwifery,0.8,0.2
97.0,Nutrition,0.8,0.2
97.0,Pharmacy,0.8,0.2
97.0,Radiography,0.8,0.2
98.0,Clinical,0.8,0.2
98.0,DCSA,0.8,0.2
98.0,Dental,0.8,0.2
98.0,Laboratory,0.8,0.2
98.0,Mental,0.8,0.2
98.0,Nursing_and_Midwifery,0.8,0.2
98.0,Nutrition,0.8,0.2
98.0,Pharmacy,0.8,0.2
98.0,Radiography,0.8,0.2
99.0,Clinical,0.8,0.2
99.0,DCSA,0.8,0.2
99.0,Dental,0.8,0.2
99.0,Laboratory,0.8,0.2
99.0,Mental,0.8,0.2
99.0,Nursing_and_Midwifery,0.8,0.2
99.0,Nutrition,0.8,0.2
99.0,Pharmacy,0.8,0.2
99.0,Radiography,0.8,0.2
100.0,Clinical,0.8,0.2
100.0,DCSA,0.8,0.2
100.0,Dental,0.8,0.2
100.0,Laboratory,0.8,0.2
100.0,Mental,0.8,0.2
100.0,Nursing_and_Midwifery,0.8,0.2
100.0,Nutrition,0.8,0.2
100.0,Pharmacy,0.8,0.2
100.0,Radiography,0.8,0.2
101.0,Clinical,0.8,0.2
101.0,DCSA,0.8,0.2
101.0,Dental,0.8,0.2
101.0,Laboratory,0.8,0.2
101.0,Mental,0.8,0.2
101.0,Nursing_and_Midwifery,0.8,0.2
101.0,Nutrition,0.8,0.2
101.0,Pharmacy,0.8,0.2
101.0,Radiography,0.8,0.2
102.0,Clinical,0.8,0.2
102.0,DCSA,0.8,0.2
102.0,Dental,0.8,0.2
102.0,Laboratory,0.8,0.2
102.0,Mental,0.8,0.2
102.0,Nursing_and_Midwifery,0.8,0.2
102.0,Nutrition,0.8,0.2
102.0,Pharmacy,0.8,0.2
102.0,Radiography,0.8,0.2
103.0,Clinical,0.8,0.2
103.0,DCSA,0.8,0.2
103.0,Dental,0.8,0.2
103.0,Laboratory,0.8,0.2
103.0,Mental,0.8,0.2
103.0,Nursing_and_Midwifery,0.8,0.2
103.0,Nutrition,0.8,0.2
103.0,Pharmacy,0.8,0.2
103.0,Radiography,0.8,0.2
104.0,Clinical,0.8,0.2
104.0,DCSA,0.8,0.2
104.0,Dental,0.8,0.2
104.0,Laboratory,0.8,0.2
104.0,Mental,0.8,0.2
104.0,Nursing_and_Midwifery,0.8,0.2
104.0,Nutrition,0.8,0.2
104.0,Pharmacy,0.8,0.2
104.0,Radiography,0.8,0.2
105.0,Clinical,0.8,0.2
105.0,DCSA,0.8,0.2
105.0,Dental,0.8,0.2
105.0,Laboratory,0.8,0.2
105.0,Mental,0.8,0.2
105.0,Nursing_and_Midwifery,0.8,0.2
105.0,Nutrition,0.8,0.2
105.0,Pharmacy,0.8,0.2
105.0,Radiography,0.8,0.2
106.0,Clinical,0.8,0.2
106.0,DCSA,0.8,0.2
106.0,Dental,0.8,0.2
106.0,Laboratory,0.8,0.2
106.0,Mental,0.8,0.2
106.0,Nursing_and_Midwifery,0.8,0.2
106.0,Nutrition,0.8,0.2
106.0,Pharmacy,0.8,0.2
106.0,Radiography,0.8,0.2
107.0,Clinical,0.8,0.2
107.0,DCSA,0.8,0.2
107.0,Dental,0.8,0.2
107.0,Laboratory,0.8,0.2
107.0,Mental,0.8,0.2
107.0,Nursing_and_Midwifery,0.8,0.2
107.0,Nutrition,0.8,0.2
107.0,Pharmacy,0.8,0.2
107.0,Radiography,0.8,0.2
108.0,Clinical,0.8,0.2
108.0,DCSA,0.8,0.2
108.0,Dental,0.8,0.2
108.0,Laboratory,0.8,0.2
108.0,Mental,0.8,0.2
108.0,Nursing_and_Midwifery,0.8,0.2
108.0,Nutrition,0.8,0.2
108.0,Pharmacy,0.8,0.2
108.0,Radiography,0.8,0.2
109.0,Clinical,0.8,0.2
109.0,DCSA,0.8,0.2
109.0,Dental,0.8,0.2
109.0,Laboratory,0.8,0.2
109.0,Mental,0.8,0.2
109.0,Nursing_and_Midwifery,0.8,0.2
109.0,Nutrition,0.8,0.2
109.0,Pharmacy,0.8,0.2
109.0,Radiography,0.8,0.2
110.0,Clinical,0.8,0.2
110.0,DCSA,0.8,0.2
110.0,Dental,0.8,0.2
110.0,Laboratory,0.8,0.2
110.0,Mental,0.8,0.2
110.0,Nursing_and_Midwifery,0.8,0.2
110.0,Nutrition,0.8,0.2
110.0,Pharmacy,0.8,0.2
110.0,Radiography,0.8,0.2
111.0,Clinical,0.8,0.2
111.0,DCSA,0.8,0.2
111.0,Dental,0.8,0.2
111.0,Laboratory,0.8,0.2
111.0,Mental,0.8,0.2
111.0,Nursing_and_Midwifery,0.8,0.2
111.0,Nutrition,0.8,0.2
111.0,Pharmacy,0.8,0.2
111.0,Radiography,0.8,0.2
112.0,Clinical,0.8,0.2
112.0,DCSA,0.8,0.2
112.0,Dental,0.8,0.2
112.0,Laboratory,0.8,0.2
112.0,Mental,0.8,0.2
112.0,Nursing_and_Midwifery,0.8,0.2
112.0,Nutrition,0.8,0.2
112.0,Pharmacy,0.8,0.2
112.0,Radiography,0.8,0.2
113.0,Clinical,0.8,0.2
113.0,DCSA,0.8,0.2
113.0,Dental,0.8,0.2
113.0,Laboratory,0.8,0.2
113.0,Mental,0.8,0.2
113.0,Nursing_and_Midwifery,0.8,0.2
113.0,Nutrition,0.8,0.2
113.0,Pharmacy,0.8,0.2
113.0,Radiography,0.8,0.2
114.0,Clinical,0.8,0.2
114.0,DCSA,0.8,0.2
114.0,Dental,0.8,0.2
114.0,Laboratory,0.8,0.2
114.0,Mental,0.8,0.2
114.0,Nursing_and_Midwifery,0.8,0.2
114.0,Nutrition,0.8,0.2
114.0,Pharmacy,0.8,0.2
114.0,Radiography,0.8,0.2
115.0,Clinical,0.8,0.2
115.0,DCSA,0.8,0.2
115.0,Dental,0.8,0.2
115.0,Laboratory,0.8,0.2
115.0,Mental,0.8,0.2
115.0,Nursing_and_Midwifery,0.8,0.2
115.0,Nutrition,0.8,0.2
115.0,Pharmacy,0.8,0.2
115.0,Radiography,0.8,0.2
116.0,Clinical,0.8,0.2
116.0,DCSA,0.8,0.2
116.0,Dental,0.8,0.2
116.0,Laboratory,0.8,0.2
116.0,Mental,0.8,0.2
116.0,Nursing_and_Midwifery,0.8,0.2
116.0,Nutrition,0.8,0.2
116.0,Pharmacy,0.8,0.2
116.0,Radiography,0.8,0.2
117.0,Clinical,0.8,0.2
117.0,DCSA,0.8,0.2
117.0,Dental,0.8,0.2
117.0,Laboratory,0.8,0.2
117.0,Mental,0.8,0.2
117.0,Nursing_and_Midwifery,0.8,0.2
117.0,Nutrition,0.8,0.2
117.0,Pharmacy,0.8,0.2
117.0,Radiography,0.8,0.2
118.0,Clinical,0.8,0.2
118.0,DCSA,0.8,0.2
118.0,Dental,0.8,0.2
118.0,Laboratory,0.8,0.2
118.0,Mental,0.8,0.2
118.0,Nursing_and_Midwifery,0.8,0.2
118.0,Nutrition,0.8,0.2
118.0,Pharmacy,0.8,0.2
118.0,Radiography,0.8,0.2
119.0,Clinical,0.8,0.2
119.0,DCSA,0.8,0.2
119.0,Dental,0.8,0.2
119.0,Laboratory,0.8,0.2
119.0,Mental,0.8,0.2
119.0,Nursing_and_Midwifery,0.8,0.2
119.0,Nutrition,0.8,0.2
119.0,Pharmacy,0.8,0.2
119.0,Radiography,0.8,0.2
120.0,Clinical,0.8,0.2
120.0,DCSA,0.8,0.2
120.0,Dental,0.8,0.2
120.0,Laboratory,0.8,0.2
120.0,Mental,0.8,0.2
120.0,Nursing_and_Midwifery,0.8,0.2
120.0,Nutrition,0.8,0.2
120.0,Pharmacy,0.8,0.2
120.0,Radiography,0.8,0.2
121.0,Clinical,0.8,0.2
121.0,DCSA,0.8,0.2
121.0,Dental,0.8,0.2
121.0,Laboratory,0.8,0.2
121.0,Mental,0.8,0.2
121.0,Nursing_and_Midwifery,0.8,0.2
121.0,Nutrition,0.8,0.2
121.0,Pharmacy,0.8,0.2
121.0,Radiography,0.8,0.2
122.0,Clinical,0.8,0.2
122.0,DCSA,0.8,0.2
122.0,Dental,0.8,0.2
122.0,Laboratory,0.8,0.2
122.0,Mental,0.8,0.2
122.0,Nursing_and_Midwifery,0.8,0.2
122.0,Nutrition,0.8,0.2
122.0,Pharmacy,0.8,0.2
122.0,Radiography,0.8,0.2
123.0,Clinical,0.8,0.2
123.0,DCSA,0.8,0.2
123.0,Dental,0.8,0.2
123.0,Laboratory,0.8,0.2
123.0,Mental,0.8,0.2
123.0,Nursing_and_Midwifery,0.8,0.2
123.0,Nutrition,0.8,0.2
123.0,Pharmacy,0.8,0.2
123.0,Radiography,0.8,0.2
124.0,Clinical,0.8,0.2
124.0,DCSA,0.8,0.2
124.0,Dental,0.8,0.2
124.0,Laboratory,0.8,0.2
124.0,Mental,0.8,0.2
124.0,Nursing_and_Midwifery,0.8,0.2
124.0,Nutrition,0.8,0.2
124.0,Pharmacy,0.8,0.2
124.0,Radiography,0.8,0.2
125.0,Clinical,0.8,0.2
125.0,DCSA,0.8,0.2
125.0,Dental,0.8,0.2
125.0,Laboratory,0.8,0.2
125.0,Mental,0.8,0.2
125.0,Nursing_and_Midwifery,0.8,0.2
125.0,Nutrition,0.8,0.2
125.0,Pharmacy,0.8,0.2
125.0,Radiography,0.8,0.2
126.0,Clinical,0.8,0.2
126.0,DCSA,0.8,0.2
126.0,Dental,0.8,0.2
126.0,Laboratory,0.8,0.2
126.0,Mental,0.8,0.2
126.0,Nursing_and_Midwifery,0.8,0.2
126.0,Nutrition,0.8,0.2
126.0,Pharmacy,0.8,0.2
126.0,Radiography,0.8,0.2
127.0,Clinical,0.8,0.2
127.0,DCSA,0.8,0.2
127.0,Dental,0.8,0.2
127.0,Laboratory,0.8,0.2
127.0,Mental,0.8,0.2
127.0,Nursing_and_Midwifery,0.8,0.2
127.0,Nutrition,0.8,0.2
127.0,Pharmacy,0.8,0.2
127.0,Radiography,0.8,0.2
128.0,Clinical,0.8,0.2
128.0,DCSA,0.8,0.2
128.0,Dental,0.8,0.2
128.0,Laboratory,0.8,0.2
128.0,Mental,0.8,0.2
128.0,Nursing_and_Midwifery,0.8,0.2
128.0,Nutrition,0.8,0.2
128.0,Pharmacy,0.8,0.2
128.0,Radiography,0.8,0.2
129.0,Clinical,0.8,0.2
129.0,DCSA,0.8,0.2
129.0,Dental,0.8,0.2
129.0,Laboratory,0.8,0.2
129.0,Mental,0.8,0.2
129.0,Nursing_and_Midwifery,0.8,0.2
129.0,Nutrition,0.8,0.2
129.0,Pharmacy,0.8,0.2
129.0,Radiography,0.8,0.2
130.0,Clinical,0.8,0.2
130.0,DCSA,0.8,0.2
130.0,Dental,0.8,0.2
130.0,Laboratory,0.8,0.2
130.0,Mental,0.8,0.2
130.0,Nursing_and_Midwifery,0.8,0.2
130.0,Nutrition,0.8,0.2
130.0,Pharmacy,0.8,0.2
130.0,Radiography,0.8,0.2
131.0,Clinical,0.8,0.2
131.0,DCSA,0.8,0.2
131.0,Dental,0.8,0.2
131.0,Laboratory,0.8,0.2
131.0,Mental,0.8,0.2
131.0,Nursing_and_Midwifery,0.8,0.2
131.0,Nutrition,0.8,0.2
131.0,Pharmacy,0.8,0.2
131.0,Radiography,0.8,0.2
132.0,Clinical,0.8,0.2
132.0,DCSA,0.8,0.2
132.0,Dental,0.8,0.2
132.0,Laboratory,0.8,0.2
132.0,Mental,0.8,0.2
132.0,Nursing_and_Midwifery,0.8,0.2
132.0,Nutrition,0.8,0.2
132.0,Pharmacy,0.8,0.2
132.0,Radiography,0.8,0.2
