Facility_ID,Officer_Type_Code,GenericClinic,CancerClinic,CardiometabolicClinic,ChronicRespiratoryClinic,NeurologicalMentalHealthClinic
101.0,Radiography,0.8,0.03,0.1,0.02,0.05
102.0,Clinical,0.8,0.03,0.1,0.02,0.05
102.0,DCSA,0.8,0.03,0.1,0.02,0.05
102.0,Dental,0.8,0.03,0.1,0.02,0.05
102.0,Laboratory,0.8,0.03,0.1,0.02,0.05
102.0,Mental,0.8,0.03,0.1,0.02,0.05
102.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
102.0,Nutrition,0.8,0.03,0.1,0.02,0.05
102.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
102.0,Radiography,0.8,0.03,0.1,0.02,0.05
103.0,Clinical,0.8,0.03,0.1,0.02,0.05
103.0,DCSA,0.8,0.03,0.1,0.02,0.05
103.0,Dental,0.8,0.03,0.1,0.02,0.05
103.0,Laboratory,0.8,0.03,0.1,0.02,0.05
103.0,Mental,0.8,0.03,0.1,0.02,0.05
103.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
103.0,Nutrition,0.8,0.03,0.1,0.02,0.05
103.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
103.0,Radiography,0.8,0.03,0.1,0.02,0.05
104.0,Clinical,0.8,0.03,0.1,0.02,0.05
104.0,DCSA,0.8,0.03,0.1,0.02,0.05
104.0,Dental,0.8,0.03,0.1,0.02,0.05
104.0,Laboratory,0.8,0.03,0.1,0.02,0.05
104.0,Mental,0.8,0.03,0.1,0.02,0.05
104.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
104.0,Nutrition,0.8,0.03,0.1,0.02,0.05
104.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
104.0,Radiography,0.8,0.03,0.1,0.02,0.05
105.0,Clinical,0.8,0.03,0.1,0.02,0.05
105.0,DCSA,0.8,0.03,0.1,0.02,0.05
105.0,Dental,0.8,0.03,0.1,0.02,0.05
105.0,Laboratory,0.8,0.03,0.1,0.02,0.05
105.0,Mental,0.8,0.03,0.1,0.02,0.05
105.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
105.0,Nutrition,0.8,0.03,0.1,0.02,0.05
105.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
105.0,Radiography,0.8,0.03,0.1,0.02,0.05
106.0,Clinical,0.8,0.03,0.1,0.02,0.05
106.0,DCSA,0.8,0.03,0.1,0.02,0.05
106.0,Dental,0.8,0.03,0.1,0.02,0.05
106.0,Laboratory,0.8,0.03,0.1,0.02,0.05
106.0,Mental,0.8,0.03,0.1,0.02,0.05
106.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
106.0,Nutrition,0.8,0.03,0.1,0.02,0.05
106.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
106.0,Radiography,0.8,0.03,0.1,0.02,0.05
107.0,Clinical,0.8,0.03,0.1,0.02,0.05
107.0,DCSA,0.8,0.03,0.1,0.02,0.05
107.0,Dental,0.8,0.03,0.1,0.02,0.05
107.0,Laboratory,0.8,0.03,0.1,0.02,0.05
107.0,Mental,0.8,0.03,0.1,0.02,0.05
107.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
107.0,Nutrition,0.8,0.03,0.1,0.02,0.05
107.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
107.0,Radiography,0.8,0.03,0.1,0.02,0.05
108.0,Clinical,0.8,0.03,0.1,0.02,0.05
108.0,DCSA,0.8,0.03,0.1,0.02,0.05
108.0,Dental,0.8,0.03,0.1,0.02,0.05
108.0,Laboratory,0.8,0.03,0.1,0.02,0.05
108.0,Mental,0.8,0.03,0.1,0.02,0.05
108.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
108.0,Nutrition,0.8,0.03,0.1,0.02,0.05
108.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
108.0,Radiography,0.8,0.03,0.1,0.02,0.05
109.0,Clinical,0.8,0.03,0.1,0.02,0.05
109.0,DCSA,0.8,0.03,0.1,0.02,0.05
109.0,Dental,0.8,0.03,0.1,0.02,0.05
109.0,Laboratory,0.8,0.03,0.1,0.02,0.05
109.0,Mental,0.8,0.03,0.1,0.02,0.05
109.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
109.0,Nutrition,0.8,0.03,0.1,0.02,0.05
109.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
109.0,Radiography,0.8,0.03,0.1,0.02,0.05
110.0,Clinical,0.8,0.03,0.1,0.02,0.05
110.0,DCSA,0.8,0.03,0.1,0.02,0.05
110.0,Dental,0.8,0.03,0.1,0.02,0.05
110.0,Laboratory,0.8,0.03,0.1,0.02,0.05
110.0,Mental,0.8,0.03,0.1,0.02,0.05
110.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
110.0,Nutrition,0.8,0.03,0.1,0.02,0.05
110.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
110.0,Radiography,0.8,0.03,0.1,0.02,0.05
111.0,Clinical,0.8,0.03,0.1,0.02,0.05
111.0,DCSA,0.8,0.03,0.1,0.02,0.05
111.0,Dental,0.8,0.03,0.1,0.02,0.05
111.0,Laboratory,0.8,0.03,0.1,0.02,0.05
111.0,Mental,0.8,0.03,0.1,0.02,0.05
111.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
111.0,Nutrition,0.8,0.03,0.1,0.02,0.05
111.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
111.0,Radiography,0.8,0.03,0.1,0.02,0.05
112.0,Clinical,0.8,0.03,0.1,0.02,0.05
112.0,DCSA,0.8,0.03,0.1,0.02,0.05
112.0,Dental,0.8,0.03,0.1,0.02,0.05
112.0,Laboratory,0.8,0.03,0.1,0.02,0.05
112.0,Mental,0.8,0.03,0.1,0.02,0.05
112.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
112.0,Nutrition,0.8,0.03,0.1,0.02,0.05
112.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
112.0,Radiography,0.8,0.03,0.1,0.02,0.05
113.0,Clinical,0.8,0.03,0.1,0.02,0.05
113.0,DCSA,0.8,0.03,0.1,0.02,0.05
113.0,Dental,0.8,0.03,0.1,0.02,0.05
113.0,Laboratory,0.8,0.03,0.1,0.02,0.05
113.0,Mental,0.8,0.03,0.1,0.02,0.05
113.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
113.0,Nutrition,0.8,0.03,0.1,0.02,0.05
113.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
113.0,Radiography,0.8,0.03,0.1,0.02,0.05
114.0,Clinical,0.8,0.03,0.1,0.02,0.05
114.0,DCSA,0.8,0.03,0.1,0.02,0.05
114.0,Dental,0.8,0.03,0.1,0.02,0.05
114.0,Laboratory,0.8,0.03,0.1,0.02,0.05
114.0,Mental,0.8,0.03,0.1,0.02,0.05
114.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
114.0,Nutrition,0.8,0.03,0.1,0.02,0.05
114.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
114.0,Radiography,0.8,0.03,0.1,0.02,0.05
115.0,Clinical,0.8,0.03,0.1,0.02,0.05
115.0,DCSA,0.8,0.03,0.1,0.02,0.05
115.0,Dental,0.8,0.03,0.1,0.02,0.05
115.0,Laboratory,0.8,0.03,0.1,0.02,0.05
115.0,Mental,0.8,0.03,0.1,0.02,0.05
115.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
115.0,Nutrition,0.8,0.03,0.1,0.02,0.05
115.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
115.0,Radiography,0.8,0.03,0.1,0.02,0.05
116.0,Clinical,0.8,0.03,0.1,0.02,0.05
116.0,DCSA,0.8,0.03,0.1,0.02,0.05
116.0,Dental,0.8,0.03,0.1,0.02,0.05
116.0,Laboratory,0.8,0.03,0.1,0.02,0.05
116.0,Mental,0.8,0.03,0.1,0.02,0.05
116.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
116.0,Nutrition,0.8,0.03,0.1,0.02,0.05
116.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
116.0,Radiography,0.8,0.03,0.1,0.02,0.05
117.0,Clinical,0.8,0.03,0.1,0.02,0.05
117.0,DCSA,0.8,0.03,0.1,0.02,0.05
117.0,Dental,0.8,0.03,0.1,0.02,0.05
117.0,Laboratory,0.8,0.03,0.1,0.02,0.05
117.0,Mental,0.8,0.03,0.1,0.02,0.05
117.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
117.0,Nutrition,0.8,0.03,0.1,0.02,0.05
117.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
117.0,Radiography,0.8,0.03,0.1,0.02,0.05
118.0,Clinical,0.8,0.03,0.1,0.02,0.05
118.0,DCSA,0.8,0.03,0.1,0.02,0.05
118.0,Dental,0.8,0.03,0.1,0.02,0.05
118.0,Laboratory,0.8,0.03,0.1,0.02,0.05
118.0,Mental,0.8,0.03,0.1,0.02,0.05
118.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
118.0,Nutrition,0.8,0.03,0.1,0.02,0.05
118.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
118.0,Radiography,0.8,0.03,0.1,0.02,0.05
119.0,Clinical,0.8,0.03,0.1,0.02,0.05
119.0,DCSA,0.8,0.03,0.1,0.02,0.05
119.0,Dental,0.8,0.03,0.1,0.02,0.05
119.0,Laboratory,0.8,0.03,0.1,0.02,0.05
119.0,Mental,0.8,0.03,0.1,0.02,0.05
119.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
119.0,Nutrition,0.8,0.03,0.1,0.02,0.05
119.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
119.0,Radiography,0.8,0.03,0.1,0.02,0.05
120.0,Clinical,0.8,0.03,0.1,0.02,0.05
120.0,DCSA,0.8,0.03,0.1,0.02,0.05
120.0,Dental,0.8,0.03,0.1,0.02,0.05
120.0,Laboratory,0.8,0.03,0.1,0.02,0.05
120.0,Mental,0.8,0.03,0.1,0.02,0.05
120.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
120.0,Nutrition,0.8,0.03,0.1,0.02,0.05
120.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
120.0,Radiography,0.8,0.03,0.1,0.02,0.05
121.0,Clinical,0.8,0.03,0.1,0.02,0.05
121.0,DCSA,0.8,0.03,0.1,0.02,0.05
121.0,Dental,0.8,0.03,0.1,0.02,0.05
121.0,Laboratory,0.8,0.03,0.1,0.02,0.05
121.0,Mental,0.8,0.03,0.1,0.02,0.05
121.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
121.0,Nutrition,0.8,0.03,0.1,0.02,0.05
121.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
121.0,Radiography,0.8,0.03,0.1,0.02,0.05
122.0,Clinical,0.8,0.03,0.1,0.02,0.05
122.0,DCSA,0.8,0.03,0.1,0.02,0.05
122.0,Dental,0.8,0.03,0.1,0.02,0.05
122.0,Laboratory,0.8,0.03,0.1,0.02,0.05
122.0,Mental,0.8,0.03,0.1,0.02,0.05
122.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
122.0,Nutrition,0.8,0.03,0.1,0.02,0.05
122.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
122.0,Radiography,0.8,0.03,0.1,0.02,0.05
123.0,Clinical,0.8,0.03,0.1,0.02,0.05
123.0,DCSA,0.8,0.03,0.1,0.02,0.05
123.0,Dental,0.8,0.03,0.1,0.02,0.05
123.0,Laboratory,0.8,0.03,0.1,0.02,0.05
123.0,Mental,0.8,0.03,0.1,0.02,0.05
123.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
123.0,Nutrition,0.8,0.03,0.1,0.02,0.05
123.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
123.0,Radiography,0.8,0.03,0.1,0.02,0.05
124.0,Clinical,0.8,0.03,0.1,0.02,0.05
124.0,DCSA,0.8,0.03,0.1,0.02,0.05
124.0,Dental,0.8,0.03,0.1,0.02,0.05
124.0,Laboratory,0.8,0.03,0.1,0.02,0.05
124.0,Mental,0.8,0.03,0.1,0.02,0.05
124.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
124.0,Nutrition,0.8,0.03,0.1,0.02,0.05
124.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
124.0,Radiography,0.8,0.03,0.1,0.02,0.05
125.0,Clinical,0.8,0.03,0.1,0.02,0.05
125.0,DCSA,0.8,0.03,0.1,0.02,0.05
125.0,Dental,0.8,0.03,0.1,0.02,0.05
125.0,Laboratory,0.8,0.03,0.1,0.02,0.05
125.0,Mental,0.8,0.03,0.1,0.02,0.05
125.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
125.0,Nutrition,0.8,0.03,0.1,0.02,0.05
125.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
125.0,Radiography,0.8,0.03,0.1,0.02,0.05
126.0,Clinical,0.8,0.03,0.1,0.02,0.05
126.0,DCSA,0.8,0.03,0.1,0.02,0.05
126.0,Dental,0.8,0.03,0.1,0.02,0.05
126.0,Laboratory,0.8,0.03,0.1,0.02,0.05
126.0,Mental,0.8,0.03,0.1,0.02,0.05
126.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
126.0,Nutrition,0.8,0.03,0.1,0.02,0.05
126.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
126.0,Radiography,0.8,0.03,0.1,0.02,0.05
127.0,Clinical,0.8,0.03,0.1,0.02,0.05
127.0,DCSA,0.8,0.03,0.1,0.02,0.05
127.0,Dental,0.8,0.03,0.1,0.02,0.05
127.0,Laboratory,0.8,0.03,0.1,0.02,0.05
127.0,Mental,0.8,0.03,0.1,0.02,0.05
127.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
127.0,Nutrition,0.8,0.03,0.1,0.02,0.05
127.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
127.0,Radiography,0.8,0.03,0.1,0.02,0.05
128.0,Clinical,0.8,0.03,0.1,0.02,0.05
128.0,DCSA,0.8,0.03,0.1,0.02,0.05
128.0,Dental,0.8,0.03,0.1,0.02,0.05
128.0,Laboratory,0.8,0.03,0.1,0.02,0.05
128.0,Mental,0.8,0.03,0.1,0.02,0.05
128.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
128.0,Nutrition,0.8,0.03,0.1,0.02,0.05
128.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
128.0,Radiography,0.8,0.03,0.1,0.02,0.05
129.0,Clinical,0.8,0.03,0.1,0.02,0.05
129.0,DCSA,0.8,0.03,0.1,0.02,0.05
129.0,Dental,0.8,0.03,0.1,0.02,0.05
129.0,Laboratory,0.8,0.03,0.1,0.02,0.05
129.0,Mental,0.8,0.03,0.1,0.02,0.05
129.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
129.0,Nutrition,0.8,0.03,0.1,0.02,0.05
129.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
129.0,Radiography,0.8,0.03,0.1,0.02,0.05
130.0,Clinical,0.8,0.03,0.1,0.02,0.05
130.0,DCSA,0.8,0.03,0.1,0.02,0.05
130.0,Dental,0.8,0.03,0.1,0.02,0.05
130.0,Laboratory,0.8,0.03,0.1,0.02,0.05
130.0,Mental,0.8,0.03,0.1,0.02,0.05
130.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
130.0,Nutrition,0.8,0.03,0.1,0.02,0.05
130.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
130.0,Radiography,0.8,0.03,0.1,0.02,0.05
131.0,Clinical,0.8,0.03,0.1,0.02,0.05
131.0,DCSA,0.8,0.03,0.1,0.02,0.05
131.0,Dental,0.8,0.03,0.1,0.02,0.05
131.0,Laboratory,0.8,0.03,0.1,0.02,0.05
131.0,Mental,0.8,0.03,0.1,0.02,0.05
131.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
131.0,Nutrition,0.8,0.03,0.1,0.02,0.05
131.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
131.0,Radiography,0.8,0.03,0.1,0.02,0.05
132.0,Clinical,0.8,0.03,0.1,0.02,0.05
132.0,DCSA,0.8,0.03,0.1,0.02,0.05
132.0,Dental,0.8,0.03,0.1,0.02,0.05
132.0,Laboratory,0.8,0.03,0.1,0.02,0.05
132.0,Mental,0.8,0.03,0.1,0.02,0.05
132.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
132.0,Nutrition,0.8,0.03,0.1,0.02,0.05
132.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
132.0,Radiography,0.8,0.03,0.1,0.02,0.05
