Facility_ID,Officer_Type_Code,GenericClinic,CancerClinic,CardiometabolicClinic,ChronicRespiratoryClinic,NeurologicalMentalHealthClinic
50.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
50.0,Nutrition,0.8,0.03,0.1,0.02,0.05
50.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
50.0,Radiography,0.8,0.03,0.1,0.02,0.05
51.0,Clinical,0.8,0.03,0.1,0.02,0.05
51.0,DCSA,0.8,0.03,0.1,0.02,0.05
51.0,Dental,0.8,0.03,0.1,0.02,0.05
51.0,Laboratory,0.8,0.03,0.1,0.02,0.05
51.0,Mental,0.8,0.03,0.1,0.02,0.05
51.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
51.0,Nutrition,0.8,0.03,0.1,0.02,0.05
51.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
51.0,Radiography,0.8,0.03,0.1,0.02,0.05
52.0,Clinical,0.8,0.03,0.1,0.02,0.05
52.0,DCSA,0.8,0.03,0.1,0.02,0.05
52.0,Dental,0.8,0.03,0.1,0.02,0.05
52.0,Laboratory,0.8,0.03,0.1,0.02,0.05
52.0,Mental,0.8,0.03,0.1,0.02,0.05
52.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
52.0,Nutrition,0.8,0.03,0.1,0.02,0.05
52.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
52.0,Radiography,0.8,0.03,0.1,0.02,0.05
53.0,Clinical,0.8,0.03,0.1,0.02,0.05
53.0,DCSA,0.8,0.03,0.1,0.02,0.05
53.0,Dental,0.8,0.03,0.1,0.02,0.05
53.0,Laboratory,0.8,0.03,0.1,0.02,0.05
53.0,Mental,0.8,0.03,0.1,0.02,0.05
53.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
53.0,Nutrition,0.8,0.03,0.1,0.02,0.05
53.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
53.0,Radiography,0.8,0.03,0.1,0.02,0.05
54.0,Clinical,0.8,0.03,0.1,0.02,0.05
54.0,DCSA,0.8,0.03,0.1,0.02,0.05
54.0,Dental,0.8,0.03,0.1,0.02,0.05
54.0,Laboratory,0.8,0.03,0.1,0.02,0.05
54.0,Mental,0.8,0.03,0.1,0.02,0.05
54.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
54.0,Nutrition,0.8,0.03,0.1,0.02,0.05
54.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
54.0,Radiography,0.8,0.03,0.1,0.02,0.05
55.0,Clinical,0.8,0.03,0.1,0.02,0.05
55.0,DCSA,0.8,0.03,0.1,0.02,0.05
55.0,Dental,0.8,0.03,0.1,0.02,0.05
55.0,Laboratory,0.8,0.03,0.1,0.02,0.05
55.0,Mental,0.8,0.03,0.1,0.02,0.05
55.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
55.0,Nutrition,0.8,0.03,0.1,0.02,0.05
55.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
55.0,Radiography,0.8,0.03,0.1,0.02,0.05
56.0,Clinical,0.8,0.03,0.1,0.02,0.05
56.0,DCSA,0.8,0.03,0.1,0.02,0.05
56.0,Dental,0.8,0.03,0.1,0.02,0.05
56.0,Laboratory,0.8,0.03,0.1,0.02,0.05
56.0,Mental,0.8,0.03,0.1,0.02,0.05
56.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
56.0,Nutrition,0.8,0.03,0.1,0.02,0.05
56.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
56.0,Radiography,0.8,0.03,0.1,0.02,0.05
57.0,Clinical,0.8,0.03,0.1,0.02,0.05
57.0,DCSA,0.8,0.03,0.1,0.02,0.05
57.0,Dental,0.8,0.03,0.1,0.02,0.05
57.0,Laboratory,0.8,0.03,0.1,0.02,0.05
57.0,Mental,0.8,0.03,0.1,0.02,0.05
57.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
57.0,Nutrition,0.8,0.03,0.1,0.02,0.05
57.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
57.0,Radiography,0.8,0.03,0.1,0.02,0.05
58.0,Clinical,0.8,0.03,0.1,0.02,0.05
58.0,DCSA,0.8,0.03,0.1,0.02,0.05
58.0,Dental,0.8,0.03,0.1,0.02,0.05
58.0,Laboratory,0.8,0.03,0.1,0.02,0.05
58.0,Mental,0.8,0.03,0.1,0.02,0.05
58.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
58.0,Nutrition,0.8,0.03,0.1,0.02,0.05
58.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
58.0,Radiography,0.8,0.03,0.1,0.02,0.05
59.0,Clinical,0.8,0.03,0.1,0.02,0.05
59.0,DCSA,0.8,0.03,0.1,0.02,0.05
59.0,Dental,0.8,0.03,0.1,0.02,0.05
59.0,Laboratory,0.8,0.03,0.1,0.02,0.05
59.0,Mental,0.8,0.03,0.1,0.02,0.05
59.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
59.0,Nutrition,0.8,0.03,0.1,0.02,0.05
59.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
59.0,Radiography,0.8,0.03,0.1,0.02,0.05
60.0,Clinical,0.8,0.03,0.1,0.02,0.05
60.0,DCSA,0.8,0.03,0.1,0.02,0.05
60.0,Dental,0.8,0.03,0.1,0.02,0.05
60.0,Laboratory,0.8,0.03,0.1,0.02,0.05
60.0,Mental,0.8,0.03,0.1,0.02,0.05
60.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
60.0,Nutrition,0.8,0.03,0.1,0.02,0.05
60.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
60.0,Radiography,0.8,0.03,0.1,0.02,0.05
61.0,Clinical,0.8,0.03,0.1,0.02,0.05
61.0,DCSA,0.8,0.03,0.1,0.02,0.05
61.0,Dental,0.8,0.03,0.1,0.02,0.05
61.0,Laboratory,0.8,0.03,0.1,0.02,0.05
61.0,Mental,0.8,0.03,0.1,0.02,0.05
61.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
61.0,Nutrition,0.8,0.03,0.1,0.02,0.05
61.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
61.0,Radiography,0.8,0.03,0.1,0.02,0.05
62.0,Clinical,0.8,0.03,0.1,0.02,0.05
62.0,DCSA,0.8,0.03,0.1,0.02,0.05
62.0,Dental,0.8,0.03,0.1,0.02,0.05
62.0,Laboratory,0.8,0.03,0.1,0.02,0.05
62.0,Mental,0.8,0.03,0.1,0.02,0.05
62.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
62.0,Nutrition,0.8,0.03,0.1,0.02,0.05
62.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
62.0,Radiography,0.8,0.03,0.1,0.02,0.05
63.0,Clinical,0.8,0.03,0.1,0.02,0.05
63.0,DCSA,0.8,0.03,0.1,0.02,0.05
63.0,Dental,0.8,0.03,0.1,0.02,0.05
63.0,Laboratory,0.8,0.03,0.1,0.02,0.05
63.0,Mental,0.8,0.03,0.1,0.02,0.05
63.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
63.0,Nutrition,0.8,0.03,0.1,0.02,0.05
63.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
63.0,Radiography,0.8,0.03,0.1,0.02,0.05
64.0,Clinical,0.8,0.03,0.1,0.02,0.05
64.0,DCSA,0.8,0.03,0.1,0.02,0.05
64.0,Dental,0.8,0.03,0.1,0.02,0.05
64.0,Laboratory,0.8,0.03,0.1,0.02,0.05
64.0,Mental,0.8,0.03,0.1,0.02,0.05
64.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
64.0,Nutrition,0.8,0.03,0.1,0.02,0.05
64.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
64.0,Radiography,0.8,0.03,0.1,0.02,0.05
65.0,Clinical,0.8,0.03,0.1,0.02,0.05
65.0,DCSA,0.8,0.03,0.1,0.02,0.05
65.0,Dental,0.8,0.03,0.1,0.02,0.05
65.0,Laboratory,0.8,0.03,0.1,0.02,0.05
65.0,Mental,0.8,0.03,0.1,0.02,0.05
65.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
65.0,Nutrition,0.8,0.03,0.1,0.02,0.05
65.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
65.0,Radiography,0.8,0.03,0.1,0.02,0.05
66.0,Clinical,0.8,0.03,0.1,0.02,0.05
66.0,DCSA,0.8,0.03,0.1,0.02,0.05
66.0,Dental,0.8,0.03,0.1,0.02,0.05
66.0,Laboratory,0.8,0.03,0.1,0.02,0.05
66.0,Mental,0.8,0.03,0.1,0.02,0.05
66.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
66.0,Nutrition,0.8,0.03,0.1,0.02,0.05
66.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
66.0,Radiography,0.8,0.03,0.1,0.02,0.05
67.0,Clinical,0.8,0.03,0.1,0.02,0.05
67.0,DCSA,0.8,0.03,0.1,0.02,0.05
67.0,Dental,0.8,0.03,0.1,0.02,0.05
67.0,Laboratory,0.8,0.03,0.1,0.02,0.05
67.0,Mental,0.8,0.03,0.1,0.02,0.05
67.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
67.0,Nutrition,0.8,0.03,0.1,0.02,0.05
67.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
67.0,Radiography,0.8,0.03,0.1,0.02,0.05
68.0,Clinical,0.8,0.03,0.1,0.02,0.05
68.0,DCSA,0.8,0.03,0.1,0.02,0.05
68.0,Dental,0.8,0.03,0.1,0.02,0.05
68.0,Laboratory,0.8,0.03,0.1,0.02,0.05
68.0,Mental,0.8,0.03,0.1,0.02,0.05
68.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
68.0,Nutrition,0.8,0.03,0.1,0.02,0.05
68.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
68.0,Radiography,0.8,0.03,0.1,0.02,0.05
69.0,Clinical,0.8,0.03,0.1,0.02,0.05
69.0,DCSA,0.8,0.03,0.1,0.02,0.05
69.0,Dental,0.8,0.03,0.1,0.02,0.05
69.0,Laboratory,0.8,0.03,0.1,0.02,0.05
69.0,Mental,0.8,0.03,0.1,0.02,0.05
69.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
69.0,Nutrition,0.8,0.03,0.1,0.02,0.05
69.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
69.0,Radiography,0.8,0.03,0.1,0.02,0.05
70.0,Clinical,0.8,0.03,0.1,0.02,0.05
70.0,DCSA,0.8,0.03,0.1,0.02,0.05
70.0,Dental,0.8,0.03,0.1,0.02,0.05
70.0,Laboratory,0.8,0.03,0.1,0.02,0.05
70.0,Mental,0.8,0.03,0.1,0.02,0.05
70.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
70.0,Nutrition,0.8,0.03,0.1,0.02,0.05
70.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
70.0,Radiography,0.8,0.03,0.1,0.02,0.05
71.0,Clinical,0.8,0.03,0.1,0.02,0.05
71.0,DCSA,0.8,0.03,0.1,0.02,0.05
71.0,Dental,0.8,0.03,0.1,0.02,0.05
71.0,Laboratory,0.8,0.03,0.1,0.02,0.05
71.0,Mental,0.8,0.03,0.1,0.02,0.05
71.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
71.0,Nutrition,0.8,0.03,0.1,0.02,0.05
71.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
71.0,Radiography,0.8,0.03,0.1,0.02,0.05
72.0,Clinical,0.8,0.03,0.1,0.02,0.05
72.0,DCSA,0.8,0.03,0.1,0.02,0.05
72.0,Dental,0.8,0.03,0.1,0.02,0.05
72.0,Laboratory,0.8,0.03,0.1,0.02,0.05
72.0,Mental,0.8,0.03,0.1,0.02,0.05
72.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
72.0,Nutrition,0.8,0.03,0.1,0.02,0.05
72.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
72.0,Radiography,0.8,0.03,0.1,0.02,0.05
73.0,Clinical,0.8,0.03,0.1,0.02,0.05
73.0,DCSA,0.8,0.03,0.1,0.02,0.05
73.0,Dental,0.8,0.03,0.1,0.02,0.05
73.0,Laboratory,0.8,0.03,0.1,0.02,0.05
73.0,Mental,0.8,0.03,0.1,0.02,0.05
73.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
73.0,Nutrition,0.8,0.03,0.1,0.02,0.05
73.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
73.0,Radiography,0.8,0.03,0.1,0.02,0.05
74.0,Clinical,0.8,0.03,0.1,0.02,0.05
74.0,DCSA,0.8,0.03,0.1,0.02,0.05
74.0,Dental,0.8,0.03,0.1,0.02,0.05
74.0,Laboratory,0.8,0.03,0.1,0.02,0.05
74.0,Mental,0.8,0.03,0.1,0.02,0.05
74.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
74.0,Nutrition,0.8,0.03,0.1,0.02,0.05
74.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
74.0,Radiography,0.8,0.03,0.1,0.02,0.05
75.0,Clinical,0.8,0.03,0.1,0.02,0.05
75.0,DCSA,0.8,0.03,0.1,0.02,0.05
75.0,Dental,0.8,0.03,0.1,0.02,0.05
75.0,Laboratory,0.8,0.03,0.1,0.02,0.05
75.0,Mental,0.8,0.03,0.1,0.02,0.05
75.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
75.0,Nutrition,0.8,0.03,0.1,0.02,0.05
75.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
75.0,Radiography,0.8,0.03,0.1,0.02,0.05
76.0,Clinical,0.8,0.03,0.1,0.02,0.05
76.0,DCSA,0.8,0.03,0.1,0.02,0.05
76.0,Dental,0.8,0.03,0.1,0.02,0.05
76.0,Laboratory,0.8,0.03,0.1,0.02,0.05
76.0,Mental,0.8,0.03,0.1,0.02,0.05
76.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
76.0,Nutrition,0.8,0.03,0.1,0.02,0.05
76.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
76.0,Radiography,0.8,0.03,0.1,0.02,0.05
77.0,Clinical,0.8,0.03,0.1,0.02,0.05
77.0,DCSA,0.8,0.03,0.1,0.02,0.05
77.0,Dental,0.8,0.03,0.1,0.02,0.05
77.0,Laboratory,0.8,0.03,0.1,0.02,0.05
77.0,Mental,0.8,0.03,0.1,0.02,0.05
77.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
77.0,Nutrition,0.8,0.03,0.1,0.02,0.05
77.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
77.0,Radiography,0.8,0.03,0.1,0.02,0.05
78.0,Clinical,0.8,0.03,0.1,0.02,0.05
78.0,DCSA,0.8,0.03,0.1,0.02,0.05
78.0,Dental,0.8,0.03,0.1,0.02,0.05
78.0,Laboratory,0.8,0.03,0.1,0.02,0.05
78.0,Mental,0.8,0.03,0.1,0.02,0.05
78.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
78.0,Nutrition,0.8,0.03,0.1,0.02,0.05
78.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
78.0,Radiography,0.8,0.03,0.1,0.02,0.05
79.0,Clinical,0.8,0.03,0.1,0.02,0.05
79.0,DCSA,0.8,0.03,0.1,0.02,0.05
79.0,Dental,0.8,0.03,0.1,0.02,0.05
79.0,Laboratory,0.8,0.03,0.1,0.02,0.05
79.0,Mental,0.8,0.03,0.1,0.02,0.05
79.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
79.0,Nutrition,0.8,0.03,0.1,0.02,0.05
79.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
79.0,Radiography,0.8,0.03,0.1,0.02,0.05
80.0,Clinical,0.8,0.03,0.1,0.02,0.05
80.0,DCSA,0.8,0.03,0.1,0.02,0.05
80.0,Dental,0.8,0.03,0.1,0.02,0.05
80.0,Laboratory,0.8,0.03,0.1,0.02,0.05
80.0,Mental,0.8,0.03,0.1,0.02,0.05
80.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
80.0,Nutrition,0.8,0.03,0.1,0.02,0.05
80.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
80.0,Radiography,0.8,0.03,0.1,0.02,0.05
81.0,Clinical,0.8,0.03,0.1,0.02,0.05
81.0,DCSA,0.8,0.03,0.1,0.02,0.05
81.0,Dental,0.8,0.03,0.1,0.02,0.05
81.0,Laboratory,0.8,0.03,0.1,0.02,0.05
81.0,Mental,0.8,0.03,0.1,0.02,0.05
81.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
81.0,Nutrition,0.8,0.03,0.1,0.02,0.05
81.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
81.0,Radiography,0.8,0.03,0.1,0.02,0.05
82.0,Clinical,0.8,0.03,0.1,0.02,0.05
82.0,DCSA,0.8,0.03,0.1,0.02,0.05
82.0,Dental,0.8,0.03,0.1,0.02,0.05
82.0,Laboratory,0.8,0.03,0.1,0.02,0.05
82.0,Mental,0.8,0.03,0.1,0.02,0.05
82.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
82.0,Nutrition,0.8,0.03,0.1,0.02,0.05
82.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
82.0,Radiography,0.8,0.03,0.1,0.02,0.05
83.0,Clinical,0.8,0.03,0.1,0.02,0.05
83.0,DCSA,0.8,0.03,0.1,0.02,0.05
83.0,Dental,0.8,0.03,0.1,0.02,0.05
83.0,Laboratory,0.8,0.03,0.1,0.02,0.05
83.0,Mental,0.8,0.03,0.1,0.02,0.05
83.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
83.0,Nutrition,0.8,0.03,0.1,0.02,0.05
83.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
83.0,Radiography,0.8,0.03,0.1,0.02,0.05
84.0,Clinical,0.8,0.03,0.1,0.02,0.05
84.0,DCSA,0.8,0.03,0.1,0.02,0.05
84.0,Dental,0.8,0.03,0.1,0.02,0.05
84.0,Laboratory,0.8,0.03,0.1,0.02,0.05
84.0,Mental,0.8,0.03,0.1,0.02,0.05
84.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
84.0,Nutrition,0.8,0.03,0.1,0.02,0.05
84.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
84.0,Radiography,0.8,0.03,0.1,0.02,0.05
85.0,Clinical,0.8,0.03,0.1,0.02,0.05
85.0,DCSA,0.8,0.03,0.1,0.02,0.05
85.0,Dental,0.8,0.03,0.1,0.02,0.05
85.0,Laboratory,0.8,0.03,0.1,0.02,0.05
85.0,Mental,0.8,0.03,0.1,0.02,0.05
85.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
85.0,Nutrition,0.8,0.03,0.1,0.02,0.05
85.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
85.0,Radiography,0.8,0.03,0.1,0.02,0.05
86.0,Clinical,0.8,0.03,0.1,0.02,0.05
86.0,DCSA,0.8,0.03,0.1,0.02,0.05
86.0,Dental,0.8,0.03,0.1,0.02,0.05
86.0,Laboratory,0.8,0.03,0.1,0.02,0.05
86.0,Mental,0.8,0.03,0.1,0.02,0.05
86.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
86.0,Nutrition,0.8,0.03,0.1,0.02,0.05
86.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
86.0,Radiography,0.8,0.03,0.1,0.02,0.05
87.0,Clinical,0.8,0.03,0.1,0.02,0.05
87.0,DCSA,0.8,0.03,0.1,0.02,0.05
87.0,Dental,0.8,0.03,0.1,0.02,0.05
87.0,Laboratory,0.8,0.03,0.1,0.02,0.05
87.0,Mental,0.8,0.03,0.1,0.02,0.05
87.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
87.0,Nutrition,0.8,0.03,0.1,0.02,0.05
87.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
87.0,Radiography,0.8,0.03,0.1,0.02,0.05
88.0,Clinical,0.8,0.03,0.1,0.02,0.05
88.0,DCSA,0.8,0.03,0.1,0.02,0.05
88.0,Dental,0.8,0.03,0.1,0.02,0.05
88.0,Laboratory,0.8,0.03,0.1,0.02,0.05
88.0,Mental,0.8,0.03,0.1,0.02,0.05
88.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
88.0,Nutrition,0.8,0.03,0.1,0.02,0.05
88.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
88.0,Radiography,0.8,0.03,0.1,0.02,0.05
89.0,Clinical,0.8,0.03,0.1,0.02,0.05
89.0,DCSA,0.8,0.03,0.1,0.02,0.05
89.0,Dental,0.8,0.03,0.1,0.02,0.05
89.0,Laboratory,0.8,0.03,0.1,0.02,0.05
89.0,Mental,0.8,0.03,0.1,0.02,0.05
89.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
89.0,Nutrition,0.8,0.03,0.1,0.02,0.05
89.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
89.0,Radiography,0.8,0.03,0.1,0.02,0.05
90.0,Clinical,0.8,0.03,0.1,0.02,0.05
90.0,DCSA,0.8,0.03,0.1,0.02,0.05
90.0,Dental,0.8,0.03,0.1,0.02,0.05
90.0,Laboratory,0.8,0.03,0.1,0.02,0.05
90.0,Mental,0.8,0.03,0.1,0.02,0.05
90.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
90.0,Nutrition,0.8,0.03,0.1,0.02,0.05
90.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
90.0,Radiography,0.8,0.03,0.1,0.02,0.05
91.0,Clinical,0.8,0.03,0.1,0.02,0.05
91.0,DCSA,0.8,0.03,0.1,0.02,0.05
91.0,Dental,0.8,0.03,0.1,0.02,0.05
91.0,Laboratory,0.8,0.03,0.1,0.02,0.05
91.0,Mental,0.8,0.03,0.1,0.02,0.05
91.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
91.0,Nutrition,0.8,0.03,0.1,0.02,0.05
91.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
91.0,Radiography,0.8,0.03,0.1,0.02,0.05
92.0,Clinical,0.8,0.03,0.1,0.02,0.05
92.0,DCSA,0.8,0.03,0.1,0.02,0.05
92.0,Dental,0.8,0.03,0.1,0.02,0.05
92.0,Laboratory,0.8,0.03,0.1,0.02,0.05
92.0,Mental,0.8,0.03,0.1,0.02,0.05
92.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
92.0,Nutrition,0.8,0.03,0.1,0.02,0.05
92.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
92.0,Radiography,0.8,0.03,0.1,0.02,0.05
93.0,Clinical,0.8,0.03,0.1,0.02,0.05
93.0,DCSA,0.8,0.03,0.1,0.02,0.05
93.0,Dental,0.8,0.03,0.1,0.02,0.05
93.0,Laboratory,0.8,0.03,0.1,0.02,0.05
93.0,Mental,0.8,0.03,0.1,0.02,0.05
93.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
93.0,Nutrition,0.8,0.03,0.1,0.02,0.05
93.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
93.0,Radiography,0.8,0.03,0.1,0.02,0.05
94.0,Clinical,0.8,0.03,0.1,0.02,0.05
94.0,DCSA,0.8,0.03,0.1,0.02,0.05
94.0,Dental,0.8,0.03,0.1,0.02,0.05
94.0,Laboratory,0.8,0.03,0.1,0.02,0.05
94.0,Mental,0.8,0.03,0.1,0.02,0.05
94.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
94.0,Nutrition,0.8,0.03,0.1,0.02,0.05
94.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
94.0,Radiography,0.8,0.03,0.1,0.02,0.05
95.0,Clinical,0.8,0.03,0.1,0.02,0.05
95.0,DCSA,0.8,0.03,0.1,0.02,0.05
95.0,Dental,0.8,0.03,0.1,0.02,0.05
95.0,Laboratory,0.8,0.03,0.1,0.02,0.05
95.0,Mental,0.8,0.03,0.1,0.02,0.05
95.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
95.0,Nutrition,0.8,0.03,0.1,0.02,0.05
95.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
95.0,Radiography,0.8,0.03,0.1,0.02,0.05
96.0,Clinical,0.8,0.03,0.1,0.02,0.05
96.0,DCSA,0.8,0.03,0.1,0.02,0.05
96.0,Dental,0.8,0.03,0.1,0.02,0.05
96.0,Laboratory,0.8,0.03,0.1,0.02,0.05
96.0,Mental,0.8,0.03,0.1,0.02,0.05
96.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
96.0,Nutrition,0.8,0.03,0.1,0.02,0.05
96.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
96.0,Radiography,0.8,0.03,0.1,0.02,0.05
97.0,Clinical,0.8,0.03,0.1,0.02,0.05
97.0,DCSA,0.8,0.03,0.1,0.02,0.05
97.0,Dental,0.8,0.03,0.1,0.02,0.05
97.0,Laboratory,0.8,0.03,0.1,0.02,0.05
97.0,Mental,0.8,0.03,0.1,0.02,0.05
97.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
97.0,Nutrition,0.8,0.03,0.1,0.02,0.05
97.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
97.0,Radiography,0.8,0.03,0.1,0.02,0.05
98.0,Clinical,0.8,0.03,0.1,0.02,0.05
98.0,DCSA,0.8,0.03,0.1,0.02,0.05
98.0,Dental,0.8,0.03,0.1,0.02,0.05
98.0,Laboratory,0.8,0.03,0.1,0.02,0.05
98.0,Mental,0.8,0.03,0.1,0.02,0.05
98.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
98.0,Nutrition,0.8,0.03,0.1,0.02,0.05
98.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
98.0,Radiography,0.8,0.03,0.1,0.02,0.05
99.0,Clinical,0.8,0.03,0.1,0.02,0.05
99.0,DCSA,0.8,0.03,0.1,0.02,0.05
99.0,Dental,0.8,0.03,0.1,0.02,0.05
99.0,Laboratory,0.8,0.03,0.1,0.02,0.05
99.0,Mental,0.8,0.03,0.1,0.02,0.05
99.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
99.0,Nutrition,0.8,0.03,0.1,0.02,0.05
99.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
99.0,Radiography,0.8,0.03,0.1,0.02,0.05
100.0,Clinical,0.8,0.03,0.1,0.02,0.05
100.0,DCSA,0.8,0.03,0.1,0.02,0.05
100.0,Dental,0.8,0.03,0.1,0.02,0.05
100.0,Laboratory,0.8,0.03,0.1,0.02,0.05
100.0,Mental,0.8,0.03,0.1,0.02,0.05
100.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
100.0,Nutrition,0.8,0.03,0.1,0.02,0.05
100.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
100.0,Radiography,0.8,0.03,0.1,0.02,0.05
101.0,Clinical,0.8,0.03,0.1,0.02,0.05
101.0,DCSA,0.8,0.03,0.1,0.02,0.05
101.0,Dental,0.8,0.03,0.1,0.02,0.05
101.0,Laboratory,0.8,0.03,0.1,0.02,0.05
101.0,Mental,0.8,0.03,0.1,0.02,0.05
101.0,Nursing_and_Midwifery,0.8,0.03,0.1,0.02,0.05
101.0,Nutrition,0.8,0.03,0.1,0.02,0.05
101.0,Pharmacy,0.8,0.03,0.1,0.02,0.05
