,RealFacility_ID,year,month,service,disruption,mean_all_service
0,Area 30 Police Clinic,2025,1,all,0.04232064744798113,0.04232064744798113
1,Balaka District Hospital,2025,1,all,0.047498677373733374,0.047498677373733374
2,Bangwe Health Centre,2025,1,all,0.0,0.0
3,Benga Health Centre,2025,1,all,0.0,0.0
4,Bilira Health Centre,2025,1,all,0.0,0.0
5,Bolero Rural Hospital,2025,1,all,0.0,0.0
6,Bondo Health Centre,2025,1,all,0.008241926330461852,0.008241926330461852
7,Bula Health Centre,2025,1,all,0.0,0.0
8,Bulala Health Centre,2025,1,all,0.0,0.0
9,Bvumbwe Health Centre,2025,1,all,0.0320485949011573,0.0320485949011573
10,Bwanje Health Centre,2025,1,all,0.028832761210302704,0.028832761210302704
11,Chadza Health Centre,2025,1,all,0.0,0.0
12,Chakhaza Health Centre,2025,1,all,0.00767234366220962,0.00767234366220962
13,Chamama Health Centre,2025,1,all,0.0,0.0
14,Chambe Health Centre,2025,1,all,0.0,0.0
15,Chang'ambika Health Centre,2025,1,all,0.014519930318305209,0.014519930318305209
16,Chapananga Health Centre,2025,1,all,0.010842342929045255,0.010842342929045255
17,Chifunga Health Centre,2025,1,all,0.0,0.0
18,Chikande Health Centre,2025,1,all,0.0412056575333438,0.0412056575333438
19,Chikole Dispensary,2025,1,all,0.033171668590664366,0.033171668590664366
20,Chikuse Health Centre,2025,1,all,0.0,0.0
21,Chikwawa District Hospital,2025,1,all,0.01284738086690797,0.01284738086690797
22,Chikweo Health Centre,2025,1,all,0.010357441868897964,0.010357441868897964
23,Chikwina Health Centre,2025,1,all,0.0,0.0
24,Chileka Health Centre,2025,1,all,0.04955585208437685,0.04955585208437685
25,Chileka Sda Health Centre,2025,1,all,0.0,0.0
26,Chilonga Health Centre,2025,1,all,0.0,0.0
27,Chilumba Rural Hospital,2025,1,all,0.0,0.0
28,Chimatiro Health Centre,2025,1,all,0.0,0.0
29,Chimbalanga Health Centre,2025,1,all,0.033793068108089755,0.033793068108089755
30,Chimoto Health Centre,2025,1,all,0.0506196626118905,0.0506196626118905
31,Chingale Health Centre,2025,1,all,0.00014150404475673015,0.00014150404475673015
32,Chingazi Health Centre,2025,1,all,0.0,0.0
33,Chintheche Rural Hospital,2025,1,all,0.0,0.0
34,Chinyama Health Centre,2025,1,all,0.0,0.0
35,Chioshya Health Centre,2025,1,all,0.0,0.0
36,Chipho Health Centre,2025,1,all,0.0,0.0
37,Chipoka Health Centre,2025,1,all,0.022816879298181644,0.022816879298181644
38,Chiradzulu District Hospital,2025,1,all,0.014931020964006936,0.014931020964006936
39,Chiringa Health Centre,2025,1,all,0.0,0.0
40,Chiringa Maternity,2025,1,all,0.01020273477312946,0.01020273477312946
41,Chisala Health Centre,2025,1,all,0.0,0.0
42,Chisepo Health Centre,2025,1,all,0.0049702262877799,0.0049702262877799
43,Chisi Health Centre,2025,1,all,0.0,0.0
44,Chisimuka Health Centre,2025,1,all,0.0,0.0
45,Chisitu Health Centre,2025,1,all,0.010267988223911766,0.010267988223911766
46,Chitala Health Centre,2025,1,all,0.0,0.0
47,Chitekesa Health Centre,2025,1,all,0.0,0.0
48,Chitera Health Centre,2025,1,all,0.013784542569002842,0.013784542569002842
49,Chitheka Health Centre,2025,1,all,0.0,0.0
50,Chitimba Health Centre,2025,1,all,0.0700476156859206,0.0700476156859206
51,Chitipa District Hospital,2025,1,all,0.002590309458054539,0.002590309458054539
52,Chitowo Health Centre,2025,1,all,0.03805572754585939,0.03805572754585939
53,Chiwamba Health Centre,2025,1,all,0.0,0.0
54,Chiwe Health Centre,2025,1,all,0.0,0.0
55,Choma Health Centre,2025,1,all,0.0,0.0
56,City Clinic Zomba,2025,1,all,0.005649702404390638,0.005649702404390638
57,Dedza District Hospital,2025,1,all,0.05717412047529206,0.05717412047529206
58,Diamphwe Health Centre,2025,1,all,0.03828503323020107,0.03828503323020107
59,Dickson Health Centre,2025,1,all,0.05106205968847071,0.05106205968847071
60,Domasi Rural Hospital,2025,1,all,0.0016348326019833815,0.0016348326019833815
61,Dr David Livingstone Memorial Clinic,2025,1,all,0.0,0.0
62,Dwambazi Rural Hospital,2025,1,all,0.008763257188240822,0.008763257188240822
63,Dzenje Health Centre,2025,1,all,0.007700700028074131,0.007700700028074131
64,Dzenza Health Centre,2025,1,all,0.0,0.0
65,Dziwe Health Centre,2025,1,all,0.040155445687357176,0.040155445687357176
66,Emsizini Health Centre,2025,1,all,0.0,0.0
67,Endindeni Health Centre,2025,1,all,0.0,0.0
68,Engucwini Health Centre,2025,1,all,0.0,0.0
69,Euthini Rural Hospital,2025,1,all,0.0,0.0
70,Fulirwa Health Centre,2025,1,all,0.0,0.0
71,Gaga Health Centre,2025,1,all,0.014402451272492978,0.014402451272492978
72,Ganya Health Centre,2025,1,all,0.0,0.0
73,Hora Health Centre,2025,1,all,0.0,0.0
74,Ifumbo Health Centre,2025,1,all,0.0,0.0
75,Jalasi Health Centre,2025,1,all,0.033580132085983205,0.033580132085983205
76,Jalawe Health Centre,2025,1,all,0.07775275251110067,0.07775275251110067
77,Jenda Health Centre,2025,1,all,0.0,0.0
78,Kabudula Rural Hospital,2025,1,all,0.02688719276620333,0.02688719276620333
79,Kabuwa Health Centre,2025,1,all,0.0,0.0
80,Kabwafu Health Centre,2025,1,all,0.0,0.0
81,Kachere Health Centre,2025,1,all,0.00695011818554944,0.00695011818554944
82,Kafele Health Centre,2025,1,all,0.0,0.0
83,Kaigwazanga Health Centre,2025,1,all,0.027221470944073383,0.027221470944073383
84,Kakoma Health Centre,2025,1,all,0.0,0.0
85,Kalemba Health Centre,2025,1,all,0.0,0.0
86,Kalembo Health Centre,2025,1,all,0.0,0.0
87,Kalimanjira Health Centre,2025,1,all,0.040737303847873454,0.040737303847873454
88,Kalinde Health Centre,2025,1,all,0.0,0.0
89,Kalulu Health Centre,2025,1,all,0.03197736376276064,0.03197736376276064
90,Kaluluma Rural Hospital,2025,1,all,0.0,0.0
91,Kambenje Health Centre,2025,1,all,0.01907311366440842,0.01907311366440842
92,Kamboni Health Centre,2025,1,all,0.0,0.0
93,Kameme Health Centre,2025,1,all,0.0,0.0
94,Kamsonga Health Centre,2025,1,all,0.0,0.0
95,Kamteteka Health Centre,2025,1,all,0.0,0.0
96,Kamwe Health Centre,2025,1,all,0.0,0.0
97,Kande Health Centre,2025,1,all,0.0,0.0
98,Kandeu Health Centre,2025,1,all,0.032731134850445806,0.032731134850445806
99,Kangolwa Health Centre,2025,1,all,0.0,0.0
100,Kanyama Health Centre,2025,1,all,0.0,0.0
101,Kanyezi Health Centre,2025,1,all,0.0,0.0
102,Kapanga Health Centre,2025,1,all,0.0,0.0
103,Kapelula Health Centre,2025,1,all,0.0,0.0
104,Kapenda Health Centre,2025,1,all,0.0,0.0
105,Kapeni Health Centre,2025,1,all,0.03192159278056953,0.03192159278056953
106,Kaphuka Health Centre,2025,1,all,0.03917166390071026,0.03917166390071026
107,Kapire Health Centre,2025,1,all,0.0,0.0
108,Kaporo Rural Hospital,2025,1,all,0.02502651688730661,0.02502651688730661
109,Karonga District Hospital,2025,1,all,0.021028305724848123,0.021028305724848123
110,Kaseye Mission Hospital,2025,1,all,0.0,0.0
111,Kasina Health Centre,2025,1,all,0.0,0.0
112,Kasinje Health Centre,2025,1,all,0.0,0.0
113,Kasoba Health Centre,2025,1,all,0.019252680644171585,0.019252680644171585
114,Kasungu District Hospital,2025,1,all,0.0,0.0
115,Katchale Health Centre,2025,1,all,0.04646267031214209,0.04646267031214209
116,Katimbila Health Centre,2025,1,all,0.0,0.0
117,Katowo Rural Hospital,2025,1,all,0.0,0.0
118,Katsekera Health Centre,2025,1,all,0.03324938240034265,0.03324938240034265
119,Katuli Health Centre,2025,1,all,0.04046104672101654,0.04046104672101654
120,Kaundu Health Centre,2025,1,all,0.0,0.0
121,Kavuzi Health Centre,2025,1,all,0.0,0.0
122,Kawamba Health Centre,2025,1,all,0.0,0.0
123,Kaweche Health Centre,2025,1,all,0.0,0.0
124,Kawinga Dispensary,2025,1,all,0.009837694412482601,0.009837694412482601
125,Kayembe Health Centre,2025,1,all,0.0,0.0
126,Khanda Health Centre,2025,1,all,0.0,0.0
127,Khola Health Centre,2025,1,all,0.0,0.0
128,Khondowe Health Centre,2025,1,all,0.0,0.0
129,Khosolo Health Centre,2025,1,all,0.012542514605131656,0.012542514605131656
130,Khuwi Health Centre,2025,1,all,0.028841541949558933,0.028841541949558933
131,Khuyukuyu Health Centre,2025,1,all,0.0,0.0
132,Kochilira Rural Hospital,2025,1,all,0.028540160200862544,0.028540160200862544
133,Kukalanga Dispensary,2025,1,all,0.007645820003910868,0.007645820003910868
134,Kunenekude Health Centre,2025,1,all,0.047679237550170915,0.047679237550170915
135,Kwitanda Health Centre,2025,1,all,0.005972718568236283,0.005972718568236283
136,Lambulira Health Centre,2025,1,all,0.0029042619894712406,0.0029042619894712406
137,Lemwe Health Centre,2025,1,all,0.027235124043777113,0.027235124043777113
138,Lilongwe City Assembly Chinsapo,2025,1,all,0.0,0.0
139,Limbe Health Centre,2025,1,all,0.0,0.0
140,Lirangwe Health Centre,2025,1,all,0.008129284818365024,0.008129284818365024
141,Liuzi Health Centre,2025,1,all,0.007209981111606106,0.007209981111606106
142,Livwezi Health Centre,2025,1,all,0.0,0.0
143,Liwonde Medical Clinic,2025,1,all,0.0,0.0
144,Lizulu Health Centre,2025,1,all,0.050571448346938344,0.050571448346938344
145,Lobi Health Centre,2025,1,all,0.05013689959601465,0.05013689959601465
146,Lulwe Health Centre,2025,1,all,0.0,0.0
147,Lundu Health Centre,2025,1,all,0.019304931427507863,0.019304931427507863
148,Lungwena Health Centre,2025,1,all,0.026557101947054795,0.026557101947054795
149,Lupembe Health Centre,2025,1,all,0.0,0.0
150,Lura Health Centre,2025,1,all,0.0805655262489729,0.0805655262489729
151,Luwalika Health Centre,2025,1,all,0.03906031657958413,0.03906031657958413
152,Luwani Health Centre,2025,1,all,0.0,0.0
153,Luwawa Health Centre,2025,1,all,0.0,0.0
154,Luwerezi Health Centre,2025,1,all,0.0,0.0
155,Luzi Health Centre,2025,1,all,0.0,0.0
156,Lwazi Health Centre,2025,1,all,0.0,0.0
157,M'mambo Heaith Centre,2025,1,all,0.0,0.0
158,Mabili Health Centre,2025,1,all,0.0,0.0
159,Machinga District Hospital,2025,1,all,0.0075778090820646194,0.0075778090820646194
160,Machinjiri Health Centre,2025,1,all,0.013132512849468552,0.013132512849468552
161,Madziabango Health Centre,2025,1,all,0.0392654594782632,0.0392654594782632
162,Maganga Health Centre,2025,1,all,0.0,0.0
163,Magareta Health Centre,2025,1,all,0.0,0.0
164,Makanjira Health Centre,2025,1,all,0.049518595217585275,0.049518595217585275
165,Makapwa Health Centre,2025,1,all,0.0,0.0
166,Makhanga Health Centre,2025,1,all,0.0,0.0
167,Makiyoni Health Centre,2025,1,all,0.0,0.0
168,Makwapala Health Centre,2025,1,all,0.0,0.0
169,Malambo Health Centre,2025,1,all,0.0,0.0
170,Malembo Health Centre,2025,1,all,0.01068117457659815,0.01068117457659815
171,Malombe Dispensary,2025,1,all,0.010050921124781391,0.010050921124781391
172,Malomo Health Centre,2025,1,all,0.0,0.0
173,Malukula Health Centre,2025,1,all,0.0,0.0
174,Maluwa Health Centre,2025,1,all,0.0461784670218664,0.0461784670218664
175,Mangamba Health Centre,2025,1,all,0.0,0.0
176,Mangochi District Hospital,2025,1,all,0.028168007735194144,0.028168007735194144
177,Mangunda Health Centre,2025,1,all,0.0,0.0
178,Manjawira Health Centre,2025,1,all,0.0,0.0
179,Manolo Health Center,2025,1,all,0.0,0.0
180,Maonde Health Centre,2025,1,all,0.0,0.0
181,Masenjere Health Centre,2025,1,all,0.013238596886845436,0.013238596886845436
182,Matanda Health Centre,2025,1,all,0.0,0.0
183,Matapila Health Centre,2025,1,all,0.04680462815572048,0.04680462815572048
184,Matiki Health Centre,2025,1,all,0.0,0.0
185,Matiya Health Centre,2025,1,all,0.0,0.0
186,Matuli Health Centre,2025,1,all,0.0,0.0
187,Matumba Health Centre,2025,1,all,0.0,0.0
188,Maula Health Centre,2025,1,all,0.0,0.0
189,Mauwa Health Centre,2025,1,all,0.0,0.0
190,Mayaka Health Centre,2025,1,all,0.0,0.0
191,Mayani Health Centre,2025,1,all,0.04065944617071395,0.04065944617071395
192,Mbabvi Health Centre,2025,1,all,0.027034020465223792,0.027034020465223792
193,Mbalachanda Health Centre,2025,1,all,0.0,0.0
194,Mbang'ombe 1 Health Centre,2025,1,all,0.0,0.0
195,Mbang'ombe 2 Health Centre,2025,1,all,0.0,0.0
196,Mbayani Health Center,2025,1,all,0.0,0.0
197,Mbenje Health Centre,2025,1,all,0.009042085231098328,0.009042085231098328
198,Mbera Health Centre,2025,1,all,0.00027546024066162376,0.00027546024066162376
199,Mbingwa Health Centre,2025,1,all,0.0,0.0
200,Mbiza Health Centre,2025,1,all,0.008927147481137241,0.008927147481137241
201,Mchima Clinic,2025,1,all,0.005088190659864517,0.005088190659864517
202,Mchinji District Hospital,2025,1,all,0.027658056402544907,0.027658056402544907
203,Mchoka Health Centre,2025,1,all,0.01669020440989667,0.01669020440989667
204,Mdunga Heallth Centre,2025,1,all,0.0,0.0
205,Mfera Health Centre,2025,1,all,0.0,0.0
206,Mhalaunda Health Centre,2025,1,all,0.0,0.0
207,Mhuju Rural Hospital,2025,1,all,0.0016028930702627064,0.0016028930702627064
208,Mikolongwe Health Centre,2025,1,all,0.02700191942619792,0.02700191942619792
209,Mikundi Health Centre,2025,1,all,0.012048019704248444,0.012048019704248444
210,Milepa Health Centre,2025,1,all,0.008845116886445244,0.008845116886445244
211,Milonde Health Centre,2025,1,all,0.008027426724401111,0.008027426724401111
212,Mimosa Dispensary,2025,1,all,0.007887201707744563,0.007887201707744563
213,Misomali Health Centre (CHAM),2025,1,all,0.0,0.0
214,Misuku Health Centre,2025,1,all,0.026218809539683304,0.026218809539683304
215,Mkanda Health Centre,2025,1,all,0.0,0.0
216,Mkoma Health Centre,2025,1,all,0.005913631202716507,0.005913631202716507
217,Mkumba Health Centre,2025,1,all,0.024923114492338878,0.024923114492338878
218,Mlanda Health Centre,2025,1,all,0.0,0.0
219,Mlangeni Health Centre,2025,1,all,0.03945279247431742,0.03945279247431742
220,Mlowe Health Centre,2025,1,all,0.0,0.0
221,Mnyanja Health Centre,2025,1,all,0.0,0.0
222,Monkey-Bay Community Hospital,2025,1,all,0.0,0.0
223,Mpala Health Centre,2025,1,all,0.007092369536340654,0.007092369536340654
224,Mpamba Health Centre,2025,1,all,0.0,0.0
225,Mpasa Health Centre,2025,1,all,0.0,0.0
226,Mpata Health Centre,2025,1,all,0.0,0.0
227,Mpemba Health Centre,2025,1,all,0.044745915263023385,0.044745915263023385
228,Mpherembe Health Centre,2025,1,all,0.0,0.0
229,Mphompha Health Centre,2025,1,all,0.0,0.0
230,Mpondasi Health Centre,2025,1,all,0.015397561105248042,0.015397561105248042
231,Mponela Rural Hospital,2025,1,all,0.005792756743256654,0.005792756743256654
232,Msenjere Health Centre,2025,1,all,0.0,0.0
233,Msese Health Centre,2025,1,all,0.0,0.0
234,Msumbe Health Centre,2025,1,all,0.0,0.0
235,Mtakataka Health Centre,2025,1,all,0.0,0.0
236,Mtende Health Centre,2025,1,all,0.0,0.0
237,Mtendere Health Centre,2025,1,all,0.0486368957706907,0.0486368957706907
238,Mtengowanthenga Hospital,2025,1,all,0.0,0.0
239,Mtonda Health Centre,2025,1,all,0.0,0.0
240,Mtwalo Health Centre,2025,1,all,0.0,0.0
241,Mulanje District Hospital,2025,1,all,0.00984588784446341,0.00984588784446341
242,Mulomba Health Centre,2025,1,all,0.0211789953698585,0.0211789953698585
243,Muloza Health Centre,2025,1,all,0.0,0.0
244,Mvera Mission Health Centre,2025,1,all,0.0,0.0
245,Mwandama Health Centre,2025,1,all,0.0,0.0
246,Mwanga Health Centre,2025,1,all,0.0,0.0
247,Mwangala Health Centre,2025,1,all,0.029026408238679437,0.029026408238679437
248,Mwansambo Health Centre,2025,1,all,0.028449176646261547,0.028449176646261547
249,Mwanza District Hospital,2025,1,all,0.04182026390697598,0.04182026390697598
250,Mwazisi Health Centre,2025,1,all,0.0,0.0
251,Mzambazi Rural Hospital,2025,1,all,0.0,0.0
252,Mzandu Health Centre,2025,1,all,0.0,0.0
253,Mzenga Health Centre,2025,1,all,0.0,0.0
254,Mzimba District Hospital,2025,1,all,0.0,0.0
255,Mziza Health Centre,2025,1,all,0.0,0.0
256,Naisi Health Centre,2025,1,all,0.0024763729053007165,0.0024763729053007165
257,Nalunga Health Centre,2025,1,all,0.018874814468979234,0.018874814468979234
258,Namadzi Health Centre,2025,1,all,0.0,0.0
259,Namalaka Health Centre,2025,1,all,0.024932692188193387,0.024932692188193387
260,Namandanje Health Centre,2025,1,all,0.0,0.0
261,Namanja Health Centre,2025,1,all,0.009816670946942645,0.009816670946942645
262,Namanolo Health Centre,2025,1,all,0.006113747251741813,0.006113747251741813
263,Nambazo Health Centre,2025,1,all,0.0,0.0
264,Nambuma Health Centre,2025,1,all,0.023557429711245637,0.023557429711245637
265,Namphungo Health Centre,2025,1,all,0.012045189096313115,0.012045189096313115
266,Namulenga Health Centre,2025,1,all,0.0,0.0
267,Namwera Health Centre,2025,1,all,0.04090459152041031,0.04090459152041031
268,Nankhwali Health Centre,2025,1,all,0.03471969667966819,0.03471969667966819
269,Nathenje Health Centre,2025,1,all,0.04563927430827381,0.04563927430827381
270,Nayuchi Health Centre,2025,1,all,0.014027187552616243,0.014027187552616243
271,Ndakwela Health Centre,2025,1,all,0.0,0.0
272,Ndamera Health Centre,2025,1,all,0.0,0.0
273,Ndaula Health Centre,2025,1,all,0.04544400044239963,0.04544400044239963
274,Neno District Hospital,2025,1,all,0.041909812562551836,0.041909812562551836
275,Ng'onga Health Centre,2025,1,all,0.0,0.0
276,Ngabu Rural Hospital,2025,1,all,0.0045399064625976215,0.0045399064625976215
277,Ngala Health Centre,2025,1,all,0.0,0.0
278,Ngana Health Centre,2025,1,all,0.012106339625329894,0.012106339625329894
279,Ngapani Health Centre,2025,1,all,0.0,0.0
280,Ngodzi Health Centre,2025,1,all,0.0,0.0
281,Ngoni Health Centre,2025,1,all,0.028310642394173937,0.028310642394173937
282,Ngwelero Health Centre,2025,1,all,0.0,0.0
283,Nkasala Health Centre,2025,1,all,0.0,0.0
284,Nkhata Bay District Hospital,2025,1,all,0.0,0.0
285,Nkhotakota District Hospital,2025,1,all,0.0017034804289112707,0.0017034804289112707
286,Nkhulambe Health Centre,2025,1,all,0.009907724152439363,0.009907724152439363
287,Nkhunga Health Centre,2025,1,all,0.0,0.0
288,Nkhwazi Health Centre,2025,1,all,0.0,0.0
289,Nkomaula Health Centre,2025,1,all,0.0,0.0
290,Nkula Health Centre,2025,1,all,0.019081748418474563,0.019081748418474563
291,Nsanama Health Centre,2025,1,all,0.0,0.0
292,Nsanje District Hospital,2025,1,all,0.0016888859064526295,0.0016888859064526295
293,Nsiyaludzu Health Centre,2025,1,all,0.04149455273648324,0.04149455273648324
294,Ntaja Health Centre,2025,1,all,0.0,0.0
295,Ntcheu District Hospital,2025,1,all,0.05524651541759488,0.05524651541759488
296,Ntchisi District Hospital,2025,1,all,0.03075868205730423,0.03075868205730423
297,Nthalire Health Centre,2025,1,all,0.0,0.0
298,Nthungwa Health Centre,2025,1,all,0.0,0.0
299,Nyambi Health Centre,2025,1,all,0.024182268607281628,0.024182268607281628
300,Nyamithuthu Health Centre,2025,1,all,0.0025234518457265013,0.0025234518457265013
301,Nyungwe Health Centre,2025,1,all,0.0,0.0
302,Nzama Health Centre,2025,1,all,0.0,0.0
303,Pensulo Health Centre,2025,1,all,0.04504477468078045,0.04504477468078045
304,Phalombe Health Centre,2025,1,all,0.019336169292212553,0.019336169292212553
305,Phirilongwe Health Centre,2025,1,all,0.034912825894046026,0.034912825894046026
306,Phokera Health Centre,2025,1,all,0.0021072078161047947,0.0021072078161047947
307,Raiply Clinic,2025,1,all,0.0,0.0
308,Rumphi District Hospital,2025,1,all,0.0,0.0
309,Salima District Hospital,2025,1,all,0.019307899277021034,0.019307899277021034
310,Sankhulani Health Centre,2025,1,all,0.014364472938154061,0.014364472938154061
311,Sharpe Valley Health Centre,2025,1,all,0.0,0.0
312,Somba Health Centre,2025,1,all,0.023208654716735694,0.023208654716735694
313,Sorgin Health Centre,2025,1,all,0.0035668824529690346,0.0035668824529690346
314,South Lunzu Health Centre,2025,1,all,0.014095624742667285,0.014095624742667285
315,Tembwe Health Centre,2025,1,all,0.028195193276683243,0.028195193276683243
316,Thekerani Rural Hospital,2025,1,all,0.022006565842693622,0.022006565842693622
317,Thembe Health Centre,2025,1,all,0.0,0.0
318,Thomas Health Centre,2025,1,all,0.0,0.0
319,Thonje Health Centre,2025,1,all,0.0,0.0
320,Thumbwe Health Centre,2025,1,all,0.02649335837875657,0.02649335837875657
321,Thunduwike Health Centre,2025,1,all,0.0,0.0
322,Thyolo District Hospital,2025,1,all,0.028080283596559775,0.028080283596559775
323,Usisya Health Centre,2025,1,all,0.0,0.0
324,Utale 1 Health Centre,2025,1,all,0.0053208049604675485,0.0053208049604675485
325,Utale 2 Health Centre,2025,1,all,0.0,0.0
326,Wiliro Health Centre,2025,1,all,0.026811252085618915,0.026811252085618915
327,Wimbe Health Centre,2025,1,all,0.0,0.0
328,Area 30 Police Clinic,2025,2,all,0.0065196553842435485,0.0065196553842435485
329,Balaka District Hospital,2025,2,all,0.0,0.0
330,Bangwe Health Centre,2025,2,all,0.0,0.0
331,Benga Health Centre,2025,2,all,0.0,0.0
332,Bilira Health Centre,2025,2,all,0.0,0.0
333,Bolero Rural Hospital,2025,2,all,0.0006286866870286409,0.0006286866870286409
334,Bondo Health Centre,2025,2,all,0.0,0.0
335,Bula Health Centre,2025,2,all,0.0,0.0
336,Bulala Health Centre,2025,2,all,0.0,0.0
337,Bvumbwe Health Centre,2025,2,all,0.0192430733800816,0.0192430733800816
338,Bwanje Health Centre,2025,2,all,0.0,0.0
339,Chadza Health Centre,2025,2,all,0.0,0.0
340,Chakhaza Health Centre,2025,2,all,0.0,0.0
341,Chamama Health Centre,2025,2,all,0.0,0.0
342,Chambe Health Centre,2025,2,all,0.0,0.0
343,Chang'ambika Health Centre,2025,2,all,0.0023065124695059655,0.0023065124695059655
344,Chapananga Health Centre,2025,2,all,0.0027806381012967373,0.0027806381012967373
345,Chifunga Health Centre,2025,2,all,0.0,0.0
346,Chikande Health Centre,2025,2,all,0.0,0.0
347,Chikole Dispensary,2025,2,all,0.007094754053461121,0.007094754053461121
348,Chikuse Health Centre,2025,2,all,0.0,0.0
349,Chikwawa District Hospital,2025,2,all,0.0,0.0
350,Chikweo Health Centre,2025,2,all,0.0,0.0
351,Chikwina Health Centre,2025,2,all,0.02026772759466971,0.02026772759466971
352,Chileka Health Centre,2025,2,all,0.01298006417359045,0.01298006417359045
353,Chileka Sda Health Centre,2025,2,all,0.0,0.0
354,Chilonga Health Centre,2025,2,all,0.0,0.0
355,Chilumba Rural Hospital,2025,2,all,0.0,0.0
356,Chimatiro Health Centre,2025,2,all,0.0,0.0
357,Chimbalanga Health Centre,2025,2,all,0.0010634842559568212,0.0010634842559568212
358,Chimoto Health Centre,2025,2,all,0.018441572593267126,0.018441572593267126
359,Chingale Health Centre,2025,2,all,0.0,0.0
360,Chingazi Health Centre,2025,2,all,0.0,0.0
361,Chintheche Rural Hospital,2025,2,all,0.0,0.0
362,Chinyama Health Centre,2025,2,all,0.0,0.0
363,Chioshya Health Centre,2025,2,all,0.0,0.0
364,Chipho Health Centre,2025,2,all,0.0,0.0
365,Chipoka Health Centre,2025,2,all,0.0,0.0
366,Chiradzulu District Hospital,2025,2,all,0.00904335567611935,0.00904335567611935
367,Chiringa Health Centre,2025,2,all,0.0,0.0
368,Chiringa Maternity,2025,2,all,0.0,0.0
369,Chisala Health Centre,2025,2,all,0.0,0.0
370,Chisepo Health Centre,2025,2,all,0.0,0.0
371,Chisi Health Centre,2025,2,all,0.0,0.0
372,Chisimuka Health Centre,2025,2,all,0.0,0.0
373,Chisitu Health Centre,2025,2,all,0.0,0.0
374,Chitala Health Centre,2025,2,all,0.0,0.0
375,Chitekesa Health Centre,2025,2,all,0.0,0.0
376,Chitera Health Centre,2025,2,all,0.007890024886822907,0.007890024886822907
377,Chitheka Health Centre,2025,2,all,0.0005873994943240985,0.0005873994943240985
378,Chitimba Health Centre,2025,2,all,0.01104980325292027,0.01104980325292027
379,Chitipa District Hospital,2025,2,all,0.0,0.0
380,Chitowo Health Centre,2025,2,all,0.010466883437110495,0.010466883437110495
381,Chiwamba Health Centre,2025,2,all,0.0,0.0
382,Chiwe Health Centre,2025,2,all,0.0,0.0
383,Choma Health Centre,2025,2,all,0.0,0.0
384,City Clinic Zomba,2025,2,all,0.0,0.0
385,Dedza District Hospital,2025,2,all,0.025002515336093836,0.025002515336093836
386,Diamphwe Health Centre,2025,2,all,0.010702765675790885,0.010702765675790885
387,Dickson Health Centre,2025,2,all,0.019482072800466127,0.019482072800466127
388,Domasi Rural Hospital,2025,2,all,0.0,0.0
389,Dr David Livingstone Memorial Clinic,2025,2,all,0.0,0.0
390,Dwambazi Rural Hospital,2025,2,all,0.017447758431126177,0.017447758431126177
391,Dzenje Health Centre,2025,2,all,0.0,0.0
392,Dzenza Health Centre,2025,2,all,0.0,0.0
393,Dziwe Health Centre,2025,2,all,0.0,0.0
394,Emsizini Health Centre,2025,2,all,0.0,0.0
395,Endindeni Health Centre,2025,2,all,0.005843315643037974,0.005843315643037974
396,Engucwini Health Centre,2025,2,all,0.008221073610501117,0.008221073610501117
397,Euthini Rural Hospital,2025,2,all,0.0,0.0
398,Fulirwa Health Centre,2025,2,all,0.0015259947978431352,0.0015259947978431352
399,Gaga Health Centre,2025,2,all,0.002187577462564536,0.002187577462564536
400,Ganya Health Centre,2025,2,all,0.0,0.0
401,Hora Health Centre,2025,2,all,0.0,0.0
402,Ifumbo Health Centre,2025,2,all,0.0,0.0
403,Jalasi Health Centre,2025,2,all,0.007514234465965068,0.007514234465965068
404,Jalawe Health Centre,2025,2,all,0.019243767489966025,0.019243767489966025
405,Jenda Health Centre,2025,2,all,0.0,0.0
406,Kabudula Rural Hospital,2025,2,all,0.0,0.0
407,Kabuwa Health Centre,2025,2,all,0.0,0.0
408,Kabwafu Health Centre,2025,2,all,0.0,0.0
409,Kachere Health Centre,2025,2,all,0.030705083298329383,0.030705083298329383
410,Kafele Health Centre,2025,2,all,0.0,0.0
411,Kaigwazanga Health Centre,2025,2,all,0.0056198345802159575,0.0056198345802159575
412,Kakoma Health Centre,2025,2,all,0.0,0.0
413,Kalemba Health Centre,2025,2,all,0.0,0.0
414,Kalembo Health Centre,2025,2,all,0.0,0.0
415,Kalimanjira Health Centre,2025,2,all,0.0,0.0
416,Kalinde Health Centre,2025,2,all,0.0,0.0
417,Kalulu Health Centre,2025,2,all,0.0,0.0
418,Kaluluma Rural Hospital,2025,2,all,0.0,0.0
419,Kambenje Health Centre,2025,2,all,0.0,0.0
420,Kamboni Health Centre,2025,2,all,0.0,0.0
421,Kameme Health Centre,2025,2,all,0.0,0.0
422,Kamsonga Health Centre,2025,2,all,0.0,0.0
423,Kamteteka Health Centre,2025,2,all,0.0,0.0
424,Kamwe Health Centre,2025,2,all,0.0,0.0
425,Kande Health Centre,2025,2,all,0.024221427063482927,0.024221427063482927
426,Kandeu Health Centre,2025,2,all,0.0,0.0
427,Kangolwa Health Centre,2025,2,all,0.0,0.0
428,Kanyama Health Centre,2025,2,all,0.0,0.0
429,Kanyezi Health Centre,2025,2,all,0.0,0.0
430,Kapanga Health Centre,2025,2,all,0.0,0.0
431,Kapelula Health Centre,2025,2,all,0.0,0.0
