,RealFacility_ID,year,month,service,disruption,mean_all_service
78918,Mbera Health Centre,2045,1,all,0.07191848556709919,0.07191848556709919
78919,Mbingwa Health Centre,2045,1,all,0.0,0.0
78920,Mbiza Health Centre,2045,1,all,0.04588508667899413,0.04588508667899413
78921,Mchima Clinic,2045,1,all,0.028752414656298284,0.028752414656298284
78922,Mchinji District Hospital,2045,1,all,0.008460515610550532,0.008460515610550532
78923,Mchoka Health Centre,2045,1,all,0.06947333086346016,0.06947333086346016
78924,Mdunga Heallth Centre,2045,1,all,0.0,0.0
78925,Mfera Health Centre,2045,1,all,0.0,0.0
78926,Mhalaunda Health Centre,2045,1,all,0.0,0.0
78927,Mhuju Rural Hospital,2045,1,all,0.03874130059866332,0.03874130059866332
78928,Mikolongwe Health Centre,2045,1,all,0.08993101047045979,0.08993101047045979
78929,Mikundi Health Centre,2045,1,all,0.044719427896032525,0.044719427896032525
78930,Milepa Health Centre,2045,1,all,0.07951926597156962,0.07951926597156962
78931,Milonde Health Centre,2045,1,all,0.04501891726506585,0.04501891726506585
78932,Mimosa Dispensary,2045,1,all,0.07192104978213147,0.07192104978213147
78933,Misomali Health Centre (CHAM),2045,1,all,0.0,0.0
78934,Misuku Health Centre,2045,1,all,0.0440109265213672,0.0440109265213672
78935,Mkanda Health Centre,2045,1,all,0.0,0.0
78936,Mkoma Health Centre,2045,1,all,0.04180577095748585,0.04180577095748585
78937,Mkumba Health Centre,2045,1,all,0.08855923305152619,0.08855923305152619
78938,Mlanda Health Centre,2045,1,all,0.0,0.0
78939,Mlangeni Health Centre,2045,1,all,0.08505207364057162,0.08505207364057162
78940,Mlowe Health Centre,2045,1,all,0.0,0.0
78941,Mnyanja Health Centre,2045,1,all,0.0064091015136554476,0.0064091015136554476
78942,Monkey-Bay Community Hospital,2045,1,all,0.0,0.0
78943,Mpala Health Centre,2045,1,all,0.07117751839285222,0.07117751839285222
78944,Mpamba Health Centre,2045,1,all,0.0,0.0
78945,Mpasa Health Centre,2045,1,all,0.0,0.0
78946,Mpata Health Centre,2045,1,all,0.0,0.0
78947,Mpemba Health Centre,2045,1,all,0.035910844019273976,0.035910844019273976
78948,Mpherembe Health Centre,2045,1,all,0.0,0.0
78949,Mphompha Health Centre,2045,1,all,0.035524717233798325,0.035524717233798325
78950,Mpondasi Health Centre,2045,1,all,0.07885310895901912,0.07885310895901912
78951,Mponela Rural Hospital,2045,1,all,0.03268219958548982,0.03268219958548982
78952,Msenjere Health Centre,2045,1,all,0.05737647808566193,0.05737647808566193
78953,Msese Health Centre,2045,1,all,0.0,0.0
78954,Msumbe Health Centre,2045,1,all,0.0,0.0
78955,Mtakataka Health Centre,2045,1,all,0.0,0.0
78956,Mtende Health Centre,2045,1,all,0.0,0.0
78957,Mtendere Health Centre,2045,1,all,0.0773977098741374,0.0773977098741374
78958,Mtengowanthenga Hospital,2045,1,all,0.0,0.0
78959,Mtonda Health Centre,2045,1,all,0.0,0.0
78960,Mtwalo Health Centre,2045,1,all,0.0,0.0
78961,Mulanje District Hospital,2045,1,all,0.07375331661378755,0.07375331661378755
78962,Mulomba Health Centre,2045,1,all,0.08375836812701222,0.08375836812701222
78963,Muloza Health Centre,2045,1,all,0.0,0.0
78964,Mvera Mission Health Centre,2045,1,all,0.0,0.0
78965,Mwandama Health Centre,2045,1,all,0.0,0.0
78966,Mwanga Health Centre,2045,1,all,0.0,0.0
78967,Mwangala Health Centre,2045,1,all,0.06310323320399291,0.06310323320399291
78968,Mwansambo Health Centre,2045,1,all,0.06809502807970881,0.06809502807970881
78969,Mwanza District Hospital,2045,1,all,0.04333829462775005,0.04333829462775005
78970,Mwazisi Health Centre,2045,1,all,0.018064665221779262,0.018064665221779262
78971,Mzambazi Rural Hospital,2045,1,all,0.0,0.0
78972,Mzandu Health Centre,2045,1,all,0.0,0.0
78973,Mzenga Health Centre,2045,1,all,0.039917377284619235,0.039917377284619235
78974,Mzimba District Hospital,2045,1,all,0.03731000679647128,0.03731000679647128
78975,Mziza Health Centre,2045,1,all,0.0,0.0
78976,Naisi Health Centre,2045,1,all,0.060664223923319494,0.060664223923319494
78977,Nalunga Health Centre,2045,1,all,0.07855889422901904,0.07855889422901904
78978,Namadzi Health Centre,2045,1,all,0.0,0.0
78979,Namalaka Health Centre,2045,1,all,0.08355895983974272,0.08355895983974272
78980,Namandanje Health Centre,2045,1,all,0.08062214130917915,0.08062214130917915
78981,Namanja Health Centre,2045,1,all,0.0740595923747102,0.0740595923747102
78982,Namanolo Health Centre,2045,1,all,0.025676012641867644,0.025676012641867644
78983,Nambazo Health Centre,2045,1,all,0.08164021922696027,0.08164021922696027
78984,Nambuma Health Centre,2045,1,all,0.049966407176040104,0.049966407176040104
78985,Namphungo Health Centre,2045,1,all,0.06553732646284186,0.06553732646284186
78986,Namulenga Health Centre,2045,1,all,0.0,0.0
78987,Namwera Health Centre,2045,1,all,0.09533606495016254,0.09533606495016254
78988,Nankhwali Health Centre,2045,1,all,0.08267691398464524,0.08267691398464524
78989,Nathenje Health Centre,2045,1,all,0.045134573079496226,0.045134573079496226
78990,Nayuchi Health Centre,2045,1,all,0.06829104798874738,0.06829104798874738
78991,Ndakwela Health Centre,2045,1,all,0.0,0.0
78992,Ndamera Health Centre,2045,1,all,0.0,0.0
78993,Ndaula Health Centre,2045,1,all,0.05840200610041451,0.05840200610041451
78994,Neno District Hospital,2045,1,all,0.047513467754437114,0.047513467754437114
78995,Ng'onga Health Centre,2045,1,all,0.0,0.0
78996,Ngabu Rural Hospital,2045,1,all,0.0,0.0
78997,Ngala Health Centre,2045,1,all,0.0,0.0
78998,Ngana Health Centre,2045,1,all,0.0301563078759401,0.0301563078759401
78999,Ngapani Health Centre,2045,1,all,0.0,0.0
79000,Ngodzi Health Centre,2045,1,all,0.0,0.0
79001,Ngoni Health Centre,2045,1,all,0.04680158991435498,0.04680158991435498
79002,Ngwelero Health Centre,2045,1,all,0.0,0.0
79003,Nkasala Health Centre,2045,1,all,0.0,0.0
79004,Nkhata Bay District Hospital,2045,1,all,0.06977642193221403,0.06977642193221403
79005,Nkhotakota District Hospital,2045,1,all,0.0672356193395417,0.0672356193395417
79006,Nkhulambe Health Centre,2045,1,all,0.08375097573967508,0.08375097573967508
79007,Nkhunga Health Centre,2045,1,all,0.0,0.0
79008,Nkhwazi Health Centre,2045,1,all,0.0,0.0
79009,Nkomaula Health Centre,2045,1,all,0.0,0.0
79010,Nkula Health Centre,2045,1,all,0.020019864297457637,0.020019864297457637
79011,Nsanama Health Centre,2045,1,all,0.0,0.0
79012,Nsanje District Hospital,2045,1,all,0.023124112338205282,0.023124112338205282
79013,Nsiyaludzu Health Centre,2045,1,all,0.06276988299023985,0.06276988299023985
79014,Ntaja Health Centre,2045,1,all,0.0,0.0
79015,Ntcheu District Hospital,2045,1,all,0.08451426428879061,0.08451426428879061
79016,Ntchisi District Hospital,2045,1,all,0.06477471196885941,0.06477471196885941
79017,Nthalire Health Centre,2045,1,all,0.028646167149761422,0.028646167149761422
79018,Nthungwa Health Centre,2045,1,all,0.03666383121155689,0.03666383121155689
79019,Nyambi Health Centre,2045,1,all,0.08786673674512914,0.08786673674512914
79020,Nyamithuthu Health Centre,2045,1,all,0.0,0.0
79021,Nyungwe Health Centre,2045,1,all,0.03283348362760296,0.03283348362760296
79022,Nzama Health Centre,2045,1,all,0.0,0.0
79023,Pensulo Health Centre,2045,1,all,0.036212467564701374,0.036212467564701374
79024,Phalombe Health Centre,2045,1,all,0.08203336021989402,0.08203336021989402
79025,Phirilongwe Health Centre,2045,1,all,0.06272963581696567,0.06272963581696567
79026,Phokera Health Centre,2045,1,all,0.0,0.0
79027,Raiply Clinic,2045,1,all,0.043013539444433264,0.043013539444433264
79028,Rumphi District Hospital,2045,1,all,0.02172876757102873,0.02172876757102873
79029,Salima District Hospital,2045,1,all,0.07195051038149712,0.07195051038149712
79030,Sankhulani Health Centre,2045,1,all,0.0,0.0
79031,Sharpe Valley Health Centre,2045,1,all,0.0,0.0
79032,Somba Health Centre,2045,1,all,0.08695666349418867,0.08695666349418867
79033,Sorgin Health Centre,2045,1,all,0.0,0.0
79034,South Lunzu Health Centre,2045,1,all,0.0665253922708373,0.0665253922708373
79035,Tembwe Health Centre,2045,1,all,0.04492838839590031,0.04492838839590031
79036,Thekerani Rural Hospital,2045,1,all,0.0,0.0
79037,Thembe Health Centre,2045,1,all,0.0,0.0
79038,Thomas Health Centre,2045,1,all,0.0,0.0
79039,Thonje Health Centre,2045,1,all,0.0,0.0
79040,Thumbwe Health Centre,2045,1,all,0.08945534083883394,0.08945534083883394
79041,Thunduwike Health Centre,2045,1,all,0.0,0.0
79042,Thyolo District Hospital,2045,1,all,0.05119763496338651,0.05119763496338651
79043,Usisya Health Centre,2045,1,all,0.019668970657494813,0.019668970657494813
79044,Utale 1 Health Centre,2045,1,all,0.024898677516401107,0.024898677516401107
79045,Utale 2 Health Centre,2045,1,all,0.0,0.0
79046,Wiliro Health Centre,2045,1,all,0.04040755821008252,0.04040755821008252
79047,Wimbe Health Centre,2045,1,all,0.0027964121671316187,0.0027964121671316187
79048,Area 30 Police Clinic,2045,2,all,0.0,0.0
79049,Balaka District Hospital,2045,2,all,0.0,0.0
79050,Bangwe Health Centre,2045,2,all,0.0,0.0
79051,Benga Health Centre,2045,2,all,0.0,0.0
79052,Bilira Health Centre,2045,2,all,0.0,0.0
79053,Bolero Rural Hospital,2045,2,all,0.0,0.0
79054,Bondo Health Centre,2045,2,all,0.0,0.0
79055,Bula Health Centre,2045,2,all,0.0,0.0
79056,Bulala Health Centre,2045,2,all,0.0,0.0
79057,Bvumbwe Health Centre,2045,2,all,0.0,0.0
79058,Bwanje Health Centre,2045,2,all,0.0,0.0
79059,Chadza Health Centre,2045,2,all,0.0,0.0
79060,Chakhaza Health Centre,2045,2,all,0.0,0.0
79061,Chamama Health Centre,2045,2,all,0.0,0.0
79062,Chambe Health Centre,2045,2,all,0.0,0.0
79063,Chang'ambika Health Centre,2045,2,all,0.0,0.0
79064,Chapananga Health Centre,2045,2,all,0.0,0.0
79065,Chifunga Health Centre,2045,2,all,0.0,0.0
79066,Chikande Health Centre,2045,2,all,0.0,0.0
79067,Chikole Dispensary,2045,2,all,0.0,0.0
79068,Chikuse Health Centre,2045,2,all,0.0,0.0
79069,Chikwawa District Hospital,2045,2,all,0.0,0.0
79070,Chikweo Health Centre,2045,2,all,0.0,0.0
79071,Chikwina Health Centre,2045,2,all,0.0,0.0
79072,Chileka Health Centre,2045,2,all,0.0,0.0
79073,Chileka Sda Health Centre,2045,2,all,0.0,0.0
79074,Chilonga Health Centre,2045,2,all,0.0,0.0
79075,Chilumba Rural Hospital,2045,2,all,0.0,0.0
79076,Chimatiro Health Centre,2045,2,all,0.0,0.0
79077,Chimbalanga Health Centre,2045,2,all,0.0,0.0
79078,Chimoto Health Centre,2045,2,all,0.0,0.0
79079,Chingale Health Centre,2045,2,all,0.0,0.0
79080,Chingazi Health Centre,2045,2,all,0.0,0.0
79081,Chintheche Rural Hospital,2045,2,all,0.0,0.0
79082,Chinyama Health Centre,2045,2,all,0.0,0.0
79083,Chioshya Health Centre,2045,2,all,0.0,0.0
79084,Chipho Health Centre,2045,2,all,0.0,0.0
79085,Chipoka Health Centre,2045,2,all,0.0,0.0
79086,Chiradzulu District Hospital,2045,2,all,0.0,0.0
79087,Chiringa Health Centre,2045,2,all,0.0,0.0
79088,Chiringa Maternity,2045,2,all,0.0,0.0
79089,Chisala Health Centre,2045,2,all,0.0,0.0
79090,Chisepo Health Centre,2045,2,all,0.0,0.0
79091,Chisi Health Centre,2045,2,all,0.0,0.0
79092,Chisimuka Health Centre,2045,2,all,0.0,0.0
79093,Chisitu Health Centre,2045,2,all,0.0,0.0
79094,Chitala Health Centre,2045,2,all,0.0,0.0
79095,Chitekesa Health Centre,2045,2,all,0.0,0.0
79096,Chitera Health Centre,2045,2,all,0.0,0.0
79097,Chitheka Health Centre,2045,2,all,0.0,0.0
79098,Chitimba Health Centre,2045,2,all,0.0,0.0
79099,Chitipa District Hospital,2045,2,all,0.0,0.0
79100,Chitowo Health Centre,2045,2,all,0.0,0.0
79101,Chiwamba Health Centre,2045,2,all,0.0,0.0
79102,Chiwe Health Centre,2045,2,all,0.0,0.0
79103,Choma Health Centre,2045,2,all,0.0,0.0
79104,City Clinic Zomba,2045,2,all,0.0,0.0
79105,Dedza District Hospital,2045,2,all,0.0,0.0
79106,Diamphwe Health Centre,2045,2,all,0.0,0.0
79107,Dickson Health Centre,2045,2,all,0.0,0.0
79108,Domasi Rural Hospital,2045,2,all,0.0,0.0
79109,Dr David Livingstone Memorial Clinic,2045,2,all,0.0,0.0
79110,Dwambazi Rural Hospital,2045,2,all,0.0,0.0
79111,Dzenje Health Centre,2045,2,all,0.0,0.0
79112,Dzenza Health Centre,2045,2,all,0.0,0.0
79113,Dziwe Health Centre,2045,2,all,0.0,0.0
79114,Emsizini Health Centre,2045,2,all,0.0,0.0
79115,Endindeni Health Centre,2045,2,all,0.0,0.0
79116,Engucwini Health Centre,2045,2,all,0.0,0.0
79117,Euthini Rural Hospital,2045,2,all,0.0,0.0
79118,Fulirwa Health Centre,2045,2,all,0.0,0.0
79119,Gaga Health Centre,2045,2,all,0.0,0.0
79120,Ganya Health Centre,2045,2,all,0.0,0.0
79121,Hora Health Centre,2045,2,all,0.0,0.0
79122,Ifumbo Health Centre,2045,2,all,0.0,0.0
79123,Jalasi Health Centre,2045,2,all,0.0,0.0
79124,Jalawe Health Centre,2045,2,all,0.0,0.0
79125,Jenda Health Centre,2045,2,all,0.0,0.0
79126,Kabudula Rural Hospital,2045,2,all,0.0,0.0
79127,Kabuwa Health Centre,2045,2,all,0.0,0.0
79128,Kabwafu Health Centre,2045,2,all,0.0,0.0
79129,Kachere Health Centre,2045,2,all,0.0,0.0
79130,Kafele Health Centre,2045,2,all,0.0,0.0
79131,Kaigwazanga Health Centre,2045,2,all,0.0,0.0
79132,Kakoma Health Centre,2045,2,all,0.0,0.0
79133,Kalemba Health Centre,2045,2,all,0.0,0.0
79134,Kalembo Health Centre,2045,2,all,0.0,0.0
79135,Kalimanjira Health Centre,2045,2,all,0.0,0.0
79136,Kalinde Health Centre,2045,2,all,0.0,0.0
79137,Kalulu Health Centre,2045,2,all,0.0,0.0
79138,Kaluluma Rural Hospital,2045,2,all,0.0,0.0
79139,Kambenje Health Centre,2045,2,all,0.0,0.0
79140,Kamboni Health Centre,2045,2,all,0.0,0.0
79141,Kameme Health Centre,2045,2,all,0.0,0.0
79142,Kamsonga Health Centre,2045,2,all,0.0,0.0
79143,Kamteteka Health Centre,2045,2,all,0.0,0.0
79144,Kamwe Health Centre,2045,2,all,0.0,0.0
79145,Kande Health Centre,2045,2,all,0.0,0.0
79146,Kandeu Health Centre,2045,2,all,0.0,0.0
79147,Kangolwa Health Centre,2045,2,all,0.0,0.0
79148,Kanyama Health Centre,2045,2,all,0.0,0.0
79149,Kanyezi Health Centre,2045,2,all,0.0,0.0
79150,Kapanga Health Centre,2045,2,all,0.0,0.0
79151,Kapelula Health Centre,2045,2,all,0.0,0.0
79152,Kapenda Health Centre,2045,2,all,0.0,0.0
79153,Kapeni Health Centre,2045,2,all,0.0,0.0
79154,Kaphuka Health Centre,2045,2,all,0.0,0.0
79155,Kapire Health Centre,2045,2,all,0.0,0.0
79156,Kaporo Rural Hospital,2045,2,all,0.0,0.0
79157,Karonga District Hospital,2045,2,all,0.0,0.0
79158,Kaseye Mission Hospital,2045,2,all,0.0,0.0
79159,Kasina Health Centre,2045,2,all,0.0,0.0
79160,Kasinje Health Centre,2045,2,all,0.0,0.0
79161,Kasoba Health Centre,2045,2,all,0.0,0.0
79162,Kasungu District Hospital,2045,2,all,0.0,0.0
79163,Katchale Health Centre,2045,2,all,0.0,0.0
79164,Katimbila Health Centre,2045,2,all,0.0,0.0
79165,Katowo Rural Hospital,2045,2,all,0.0,0.0
79166,Katsekera Health Centre,2045,2,all,0.0,0.0
79167,Katuli Health Centre,2045,2,all,0.0,0.0
79168,Kaundu Health Centre,2045,2,all,0.0,0.0
79169,Kavuzi Health Centre,2045,2,all,0.0,0.0
79170,Kawamba Health Centre,2045,2,all,0.0,0.0
79171,Kaweche Health Centre,2045,2,all,0.0,0.0
79172,Kawinga Dispensary,2045,2,all,0.0,0.0
79173,Kayembe Health Centre,2045,2,all,0.0,0.0
79174,Khanda Health Centre,2045,2,all,0.0,0.0
79175,Khola Health Centre,2045,2,all,0.0,0.0
79176,Khondowe Health Centre,2045,2,all,0.0,0.0
79177,Khosolo Health Centre,2045,2,all,0.0,0.0
79178,Khuwi Health Centre,2045,2,all,0.0,0.0
79179,Khuyukuyu Health Centre,2045,2,all,0.0,0.0
79180,Kochilira Rural Hospital,2045,2,all,0.0,0.0
79181,Kukalanga Dispensary,2045,2,all,0.0,0.0
79182,Kunenekude Health Centre,2045,2,all,0.0,0.0
79183,Kwitanda Health Centre,2045,2,all,0.0,0.0
79184,Lambulira Health Centre,2045,2,all,0.0,0.0
79185,Lemwe Health Centre,2045,2,all,0.0,0.0
79186,Lilongwe City Assembly Chinsapo,2045,2,all,0.0,0.0
79187,Limbe Health Centre,2045,2,all,0.0,0.0
79188,Lirangwe Health Centre,2045,2,all,0.0,0.0
79189,Liuzi Health Centre,2045,2,all,0.0,0.0
79190,Livwezi Health Centre,2045,2,all,0.0,0.0
79191,Liwonde Medical Clinic,2045,2,all,0.0,0.0
79192,Lizulu Health Centre,2045,2,all,0.0,0.0
79193,Lobi Health Centre,2045,2,all,0.0,0.0
79194,Lulwe Health Centre,2045,2,all,0.0,0.0
79195,Lundu Health Centre,2045,2,all,0.0,0.0
79196,Lungwena Health Centre,2045,2,all,0.0,0.0
79197,Lupembe Health Centre,2045,2,all,0.0,0.0
79198,Lura Health Centre,2045,2,all,0.0,0.0
79199,Luwalika Health Centre,2045,2,all,0.0,0.0
79200,Luwani Health Centre,2045,2,all,0.0,0.0
79201,Luwawa Health Centre,2045,2,all,0.0,0.0
79202,Luwerezi Health Centre,2045,2,all,0.0,0.0
79203,Luzi Health Centre,2045,2,all,0.0,0.0
79204,Lwazi Health Centre,2045,2,all,0.0,0.0
79205,M'mambo Heaith Centre,2045,2,all,0.0,0.0
79206,Mabili Health Centre,2045,2,all,0.0,0.0
79207,Machinga District Hospital,2045,2,all,0.0,0.0
79208,Machinjiri Health Centre,2045,2,all,0.0,0.0
79209,Madziabango Health Centre,2045,2,all,0.0,0.0
79210,Maganga Health Centre,2045,2,all,0.0,0.0
79211,Magareta Health Centre,2045,2,all,0.0,0.0
79212,Makanjira Health Centre,2045,2,all,0.0,0.0
79213,Makapwa Health Centre,2045,2,all,0.0,0.0
79214,Makhanga Health Centre,2045,2,all,0.0,0.0
79215,Makiyoni Health Centre,2045,2,all,0.0,0.0
79216,Makwapala Health Centre,2045,2,all,0.0,0.0
79217,Malambo Health Centre,2045,2,all,0.0,0.0
79218,Malembo Health Centre,2045,2,all,0.0,0.0
79219,Malombe Dispensary,2045,2,all,0.0,0.0
79220,Malomo Health Centre,2045,2,all,0.0,0.0
79221,Malukula Health Centre,2045,2,all,0.0,0.0
79222,Maluwa Health Centre,2045,2,all,0.0,0.0
79223,Mangamba Health Centre,2045,2,all,0.0,0.0
79224,Mangochi District Hospital,2045,2,all,0.0,0.0
79225,Mangunda Health Centre,2045,2,all,0.0,0.0
79226,Manjawira Health Centre,2045,2,all,0.0,0.0
79227,Manolo Health Center,2045,2,all,0.0,0.0
79228,Maonde Health Centre,2045,2,all,0.0,0.0
79229,Masenjere Health Centre,2045,2,all,0.0,0.0
79230,Matanda Health Centre,2045,2,all,0.0,0.0
79231,Matapila Health Centre,2045,2,all,0.0,0.0
79232,Matiki Health Centre,2045,2,all,0.0,0.0
79233,Matiya Health Centre,2045,2,all,0.0,0.0
79234,Matuli Health Centre,2045,2,all,0.0,0.0
79235,Matumba Health Centre,2045,2,all,0.0,0.0
79236,Maula Health Centre,2045,2,all,0.0,0.0
79237,Mauwa Health Centre,2045,2,all,0.0,0.0
79238,Mayaka Health Centre,2045,2,all,0.0,0.0
79239,Mayani Health Centre,2045,2,all,0.0,0.0
79240,Mbabvi Health Centre,2045,2,all,0.0,0.0
79241,Mbalachanda Health Centre,2045,2,all,0.0,0.0
79242,Mbang'ombe 1 Health Centre,2045,2,all,0.0,0.0
79243,Mbang'ombe 2 Health Centre,2045,2,all,0.0,0.0
79244,Mbayani Health Center,2045,2,all,0.0,0.0
79245,Mbenje Health Centre,2045,2,all,0.0,0.0
79246,Mbera Health Centre,2045,2,all,0.0,0.0
79247,Mbingwa Health Centre,2045,2,all,0.0,0.0
79248,Mbiza Health Centre,2045,2,all,0.0,0.0
79249,Mchima Clinic,2045,2,all,0.0,0.0
79250,Mchinji District Hospital,2045,2,all,0.0,0.0
79251,Mchoka Health Centre,2045,2,all,0.0,0.0
79252,Mdunga Heallth Centre,2045,2,all,0.0,0.0
79253,Mfera Health Centre,2045,2,all,0.0,0.0
79254,Mhalaunda Health Centre,2045,2,all,0.0,0.0
79255,Mhuju Rural Hospital,2045,2,all,0.0,0.0
79256,Mikolongwe Health Centre,2045,2,all,0.0,0.0
79257,Mikundi Health Centre,2045,2,all,0.0,0.0
79258,Milepa Health Centre,2045,2,all,0.0,0.0
79259,Milonde Health Centre,2045,2,all,0.0,0.0
79260,Mimosa Dispensary,2045,2,all,0.0,0.0
79261,Misomali Health Centre (CHAM),2045,2,all,0.0,0.0
79262,Misuku Health Centre,2045,2,all,0.0,0.0
79263,Mkanda Health Centre,2045,2,all,0.0,0.0
79264,Mkoma Health Centre,2045,2,all,0.0,0.0
79265,Mkumba Health Centre,2045,2,all,0.0,0.0
79266,Mlanda Health Centre,2045,2,all,0.0,0.0
79267,Mlangeni Health Centre,2045,2,all,0.0,0.0
79268,Mlowe Health Centre,2045,2,all,0.0,0.0
79269,Mnyanja Health Centre,2045,2,all,0.0,0.0
79270,Monkey-Bay Community Hospital,2045,2,all,0.0,0.0
79271,Mpala Health Centre,2045,2,all,0.0,0.0
79272,Mpamba Health Centre,2045,2,all,0.0,0.0
79273,Mpasa Health Centre,2045,2,all,0.0,0.0
79274,Mpata Health Centre,2045,2,all,0.0,0.0
79275,Mpemba Health Centre,2045,2,all,0.0,0.0
79276,Mpherembe Health Centre,2045,2,all,0.0,0.0
79277,Mphompha Health Centre,2045,2,all,0.0,0.0
79278,Mpondasi Health Centre,2045,2,all,0.0,0.0
79279,Mponela Rural Hospital,2045,2,all,0.0,0.0
79280,Msenjere Health Centre,2045,2,all,0.0,0.0
79281,Msese Health Centre,2045,2,all,0.0,0.0
79282,Msumbe Health Centre,2045,2,all,0.0,0.0
79283,Mtakataka Health Centre,2045,2,all,0.0,0.0
79284,Mtende Health Centre,2045,2,all,0.0,0.0
79285,Mtendere Health Centre,2045,2,all,0.0,0.0
79286,Mtengowanthenga Hospital,2045,2,all,0.0,0.0
79287,Mtonda Health Centre,2045,2,all,0.0,0.0
79288,Mtwalo Health Centre,2045,2,all,0.0,0.0
79289,Mulanje District Hospital,2045,2,all,0.0,0.0
79290,Mulomba Health Centre,2045,2,all,0.0,0.0
79291,Muloza Health Centre,2045,2,all,0.0,0.0
79292,Mvera Mission Health Centre,2045,2,all,0.0,0.0
79293,Mwandama Health Centre,2045,2,all,0.0,0.0
79294,Mwanga Health Centre,2045,2,all,0.0,0.0
79295,Mwangala Health Centre,2045,2,all,0.0,0.0
79296,Mwansambo Health Centre,2045,2,all,0.0,0.0
79297,Mwanza District Hospital,2045,2,all,0.0,0.0
79298,Mwazisi Health Centre,2045,2,all,0.0,0.0
79299,Mzambazi Rural Hospital,2045,2,all,0.0,0.0
79300,Mzandu Health Centre,2045,2,all,0.0,0.0
79301,Mzenga Health Centre,2045,2,all,0.0,0.0
79302,Mzimba District Hospital,2045,2,all,0.0,0.0
79303,Mziza Health Centre,2045,2,all,0.0,0.0
79304,Naisi Health Centre,2045,2,all,0.0,0.0
79305,Nalunga Health Centre,2045,2,all,0.0,0.0
79306,Namadzi Health Centre,2045,2,all,0.0,0.0
79307,Namalaka Health Centre,2045,2,all,0.0,0.0
79308,Namandanje Health Centre,2045,2,all,0.0,0.0
79309,Namanja Health Centre,2045,2,all,0.0,0.0
79310,Namanolo Health Centre,2045,2,all,0.0,0.0
79311,Nambazo Health Centre,2045,2,all,0.0,0.0
79312,Nambuma Health Centre,2045,2,all,0.0,0.0
79313,Namphungo Health Centre,2045,2,all,0.0,0.0
79314,Namulenga Health Centre,2045,2,all,0.0,0.0
79315,Namwera Health Centre,2045,2,all,0.0,0.0
79316,Nankhwali Health Centre,2045,2,all,0.0,0.0
79317,Nathenje Health Centre,2045,2,all,0.0,0.0
79318,Nayuchi Health Centre,2045,2,all,0.0,0.0
79319,Ndakwela Health Centre,2045,2,all,0.0,0.0
79320,Ndamera Health Centre,2045,2,all,0.0,0.0
79321,Ndaula Health Centre,2045,2,all,0.0,0.0
79322,Neno District Hospital,2045,2,all,0.0,0.0
79323,Ng'onga Health Centre,2045,2,all,0.0,0.0
79324,Ngabu Rural Hospital,2045,2,all,0.0,0.0
79325,Ngala Health Centre,2045,2,all,0.0,0.0
79326,Ngana Health Centre,2045,2,all,0.0,0.0
79327,Ngapani Health Centre,2045,2,all,0.0,0.0
79328,Ngodzi Health Centre,2045,2,all,0.0,0.0
79329,Ngoni Health Centre,2045,2,all,0.0,0.0
79330,Ngwelero Health Centre,2045,2,all,0.0,0.0
79331,Nkasala Health Centre,2045,2,all,0.0,0.0
79332,Nkhata Bay District Hospital,2045,2,all,0.0,0.0
79333,Nkhotakota District Hospital,2045,2,all,0.0,0.0
79334,Nkhulambe Health Centre,2045,2,all,0.0,0.0
79335,Nkhunga Health Centre,2045,2,all,0.0,0.0
79336,Nkhwazi Health Centre,2045,2,all,0.0,0.0
79337,Nkomaula Health Centre,2045,2,all,0.0,0.0
79338,Nkula Health Centre,2045,2,all,0.0,0.0
79339,Nsanama Health Centre,2045,2,all,0.0,0.0
79340,Nsanje District Hospital,2045,2,all,0.0,0.0
79341,Nsiyaludzu Health Centre,2045,2,all,0.0,0.0
79342,Ntaja Health Centre,2045,2,all,0.0,0.0
79343,Ntcheu District Hospital,2045,2,all,0.0,0.0
79344,Ntchisi District Hospital,2045,2,all,0.0,0.0
79345,Nthalire Health Centre,2045,2,all,0.0,0.0
79346,Nthungwa Health Centre,2045,2,all,0.0,0.0
79347,Nyambi Health Centre,2045,2,all,0.0,0.0
79348,Nyamithuthu Health Centre,2045,2,all,0.0,0.0
79349,Nyungwe Health Centre,2045,2,all,0.0,0.0
79350,Nzama Health Centre,2045,2,all,0.0,0.0
79351,Pensulo Health Centre,2045,2,all,0.0,0.0
79352,Phalombe Health Centre,2045,2,all,0.0,0.0
79353,Phirilongwe Health Centre,2045,2,all,0.0,0.0
79354,Phokera Health Centre,2045,2,all,0.0,0.0
79355,Raiply Clinic,2045,2,all,0.0,0.0
79356,Rumphi District Hospital,2045,2,all,0.0,0.0
79357,Salima District Hospital,2045,2,all,0.0,0.0
79358,Sankhulani Health Centre,2045,2,all,0.0,0.0
79359,Sharpe Valley Health Centre,2045,2,all,0.0,0.0
79360,Somba Health Centre,2045,2,all,0.0,0.0
79361,Sorgin Health Centre,2045,2,all,0.0,0.0
79362,South Lunzu Health Centre,2045,2,all,0.0,0.0
79363,Tembwe Health Centre,2045,2,all,0.0,0.0
79364,Thekerani Rural Hospital,2045,2,all,0.0,0.0
79365,Thembe Health Centre,2045,2,all,0.0,0.0
79366,Thomas Health Centre,2045,2,all,0.0,0.0
79367,Thonje Health Centre,2045,2,all,0.0,0.0
79368,Thumbwe Health Centre,2045,2,all,0.0,0.0
79369,Thunduwike Health Centre,2045,2,all,0.0,0.0
