X,Y,Z
32.994583204980529,-9.36291641436371691,96.9244003295898438
33.0029165382805303,-9.36291641436371691,113.227706909179688
32.9862498716805277,-9.37124974766371643,121.893409729003906
32.994583204980529,-9.37124974766371643,177.991470336914062
33.0029165382805303,-9.37124974766371643,165.629913330078125
33.0112498715805316,-9.37124974766371643,145.170364379882812
32.9779165383805264,-9.37958308096371596,82.0511703491210938
32.9862498716805277,-9.37958308096371596,177.102432250976562
32.994583204980529,-9.37958308096371596,252.709823608398438
33.0029165382805303,-9.37958308096371596,228.570205688476562
33.0112498715805316,-9.37958308096371596,151.27947998046875
32.9695832050805322,-9.38791641426371548,27.9731845855712891
32.9779165383805264,-9.38791641426371548,15.6474237442016602
32.9862498716805277,-9.38791641426371548,47.390869140625
32.994583204980529,-9.38791641426371548,177.833633422851562
33.0029165382805303,-9.38791641426371548,307.333251953125
33.0112498715805316,-9.38791641426371548,211.87567138671875
33.0195832048805258,-9.38791641426371548,141.991790771484375
32.9529165384805296,-9.39624974756371678,45.3697242736816406
32.9612498717805309,-9.39624974756371678,23.6483669281005859
32.9695832050805322,-9.39624974756371678,16.7823600769042969
32.9779165383805264,-9.39624974756371678,11.6644468307495117
32.9862498716805277,-9.39624974756371678,15.4532604217529297
32.994583204980529,-9.39624974756371678,24.2710323333740234
33.0029165382805303,-9.39624974756371678,128.539077758789062
33.0112498715805316,-9.39624974756371678,235.793228149414062
33.0195832048805258,-9.39624974756371678,199.242721557617188
32.9529165384805296,-9.4045830808637163,27.0493183135986328
32.9612498717805309,-9.4045830808637163,9.89345264434814453
32.9695832050805322,-9.4045830808637163,13.7249031066894531
32.9779165383805264,-9.4045830808637163,19.6902713775634766
32.9862498716805277,-9.4045830808637163,18.9047279357910156
32.994583204980529,-9.4045830808637163,15.9617509841918945
33.0029165382805303,-9.4045830808637163,25.1585769653320312
33.0112498715805316,-9.4045830808637163,89.060272216796875
33.0195832048805258,-9.4045830808637163,181.975738525390625
33.0279165381805271,-9.4045830808637163,168.629562377929688
33.0362498714805284,-9.4045830808637163,141.449539184570312
32.9445832051805283,-9.41291641416371583,160.24542236328125
32.9529165384805296,-9.41291641416371583,19.6652774810791016
32.9612498717805309,-9.41291641416371583,20.3041915893554688
32.9695832050805322,-9.41291641416371583,17.0521183013916016
32.9779165383805264,-9.41291641416371583,15.3399934768676758
32.9862498716805277,-9.41291641416371583,20.1470241546630859
32.994583204980529,-9.41291641416371583,18.3313999176025391
33.0029165382805303,-9.41291641416371583,14.0971403121948242
33.0112498715805316,-9.41291641416371583,16.2952404022216797
33.0195832048805258,-9.41291641416371583,71.3724212646484375
33.0279165381805271,-9.41291641416371583,197.5994873046875
33.0362498714805284,-9.41291641416371583,171.6357421875
33.0445832047805297,-9.41291641416371583,121.731224060058594
32.9445832051805283,-9.42124974746371713,456.4583740234375
32.9529165384805296,-9.42124974746371713,14.3460216522216797
32.9612498717805309,-9.42124974746371713,17.2288074493408203
32.9695832050805322,-9.42124974746371713,20.9946231842041016
32.9779165383805264,-9.42124974746371713,11.5308647155761719
32.9862498716805277,-9.42124974746371713,21.2753791809082031
32.994583204980529,-9.42124974746371713,15.5687532424926758
33.0029165382805303,-9.42124974746371713,7.33843326568603516
33.0112498715805316,-9.42124974746371713,5.79154205322265625
33.0195832048805258,-9.42124974746371713,20.4808349609375
33.0279165381805271,-9.42124974746371713,59.7667312622070312
33.0362498714805284,-9.42124974746371713,183.676925659179688
33.0445832047805297,-9.42124974746371713,145.440475463867188
33.052916538080531,-9.42124974746371713,114.27978515625
32.9445832051805283,-9.42958308076371665,49.8614883422851562
32.9529165384805296,-9.42958308076371665,30.2250194549560547
32.9612498717805309,-9.42958308076371665,15.0095939636230469
32.9695832050805322,-9.42958308076371665,16.1897640228271484
32.9779165383805264,-9.42958308076371665,17.6563682556152344
