Sex,Age_Grp,Acute glomerulonephritis,Acute hepatitis,Adverse effects of medical treatment,African trypanosomiasis,Alcohol use disorders,Alzheimer's disease and other dementias,Animal contact,Aortic aneurysm,Appendicitis,Asthma,Atrial fibrillation and flutter,Bacterial skin diseases,Bladder cancer,Brain and central nervous system cancer,Breast cancer,Cardiomyopathy and myocarditis,Cervical cancer,Chagas disease,Chronic kidney disease,Chronic obstructive pulmonary disease,Cirrhosis and other chronic liver diseases,Colon and rectum cancer,Conflict and terrorism,Congenital birth defects,Cystic echinococcosis,Cysticercosis,Decubitus ulcer,Dengue,Diabetes mellitus,Diarrheal diseases,Diphtheria,Drowning,Drug use disorders,Eating disorders,Ebola,Encephalitis,Endocarditis,"Endocrine, metabolic, blood, and immune disorders",Environmental heat and cold exposure,Esophageal cancer,Exposure to forces of nature,Exposure to mechanical forces,Falls,"Fire, heat, and hot substances",Foreign body,Gallbladder and biliary diseases,Gallbladder and biliary tract cancer,Gynecological diseases,HIV/AIDS,Hemoglobinopathies and hemolytic anemias,Hodgkin lymphoma,Hypertensive heart disease,Idiopathic epilepsy,Inflammatory bowel disease,"Inguinal, femoral, and abdominal hernia",Interpersonal violence,Interstitial lung disease and pulmonary sarcoidosis,Intestinal nematode infections,Invasive Non-typhoidal Salmonella (iNTS),Ischemic heart disease,Kidney cancer,Larynx cancer,Leishmaniasis,Leukemia,Lip and oral cavity cancer,Liver cancer,Lower extremity peripheral arterial disease,Lower respiratory infections,Malaria,Malignant skin melanoma,Maternal disorders,Measles,Meningitis,Mesothelioma,Motor neuron disease,Multiple myeloma,Multiple sclerosis,Nasopharynx cancer,Neonatal disorders,Non-Hodgkin lymphoma,Non-melanoma skin cancer,Non-rheumatic valvular heart disease,Other cardiovascular and circulatory diseases,Other chronic respiratory diseases,Other digestive diseases,Other intestinal infectious diseases,Other malignant neoplasms,Other musculoskeletal disorders,Other neglected tropical diseases,Other neoplasms,Other neurological disorders,Other nutritional deficiencies,Other pharynx cancer,Other skin and subcutaneous diseases,Other transport injuries,Other unintentional injuries,Other unspecified infectious diseases,Otitis media,Ovarian cancer,Pancreatic cancer,Pancreatitis,Paralytic ileus and intestinal obstruction,Parkinson's disease,Pneumoconiosis,Poisonings,Police conflict and executions,Prostate cancer,Protein-energy malnutrition,Rabies,Rheumatic heart disease,Rheumatoid arthritis,Road injuries,Schistosomiasis,Self-harm,Sexually transmitted infections excluding HIV,Stomach cancer,Stroke,Sudden infant death syndrome,Testicular cancer,Tetanus,Thyroid cancer,"Tracheal, bronchus, and lung cancer",Tuberculosis,Typhoid and paratyphoid,Upper digestive system diseases,Upper respiratory infections,Urinary diseases and male infertility,Uterine cancer,Varicella and herpes zoster,Vascular intestinal disorders,Yellow fever,Zika virus,pertussis
F,50-54,4.923459495562824e-05,0.002983061247242319,0.0022713577186444607,4.206228115223416e-06,0.00045099412280116314,0.0015983007175891834,0.002152883469281598,0.000975076847263219,0.0005475653925378163,0.00915287022305192,0.0006301649670912576,0.0010119708367444216,0.004721139070740546,0.0014500113756202612,0.03643318648673534,0.002608618741004048,0.06885480293727853,0.0,0.015103689609534317,0.006209280064555086,0.03203556817433152,0.005440335322568389,0.0,0.0005803622519472744,3.259425449111207e-05,7.886601219922937e-05,1.4743811784010141e-06,2.697742696102448e-06,0.019982287083954938,0.03488285317564413,4.4587596988182776e-06,0.000492581781086988,0.00014778546783465542,0.0,0.0,0.00028975624465992807,0.0006775254279441001,0.001385839069980678,0.00034144381819480035,0.02843935103188244,0.000312643027043169,0.0010324312792443881,0.0027904178577649766,0.0017468579265329381,0.0009441796326919854,0.003001442126987817,0.0005451386550361394,0.00042430320382785933,0.3101081047842366,0.0013609622198261354,0.00035608837472884627,0.02001827370010432,0.0017351297548977042,0.0004451058083235701,0.0006727912311345357,0.0007313028390261913,0.0004848782412687606,4.112868108561851e-06,0.0011369747269024703,0.04174571666009146,0.002217946507884183,0.000494301204563278,0.0,0.002072440285728952,0.0029715574871230343,0.002469017998996383,0.00020051119891657901,0.03321758700125565,0.032299506446955825,0.003879799426930471,0.007283250436309976,6.17066565150893e-06,0.011166342122987857,0.0003598130436492503,1.9986412934086506e-05,0.0006397417393080266,0.0003283705390028322,0.00040474920522819635,0.0,0.0027087930004932063,0.00022995341756524396,0.0007255569741370731,0.003835087971381107,0.0005704920703525852,0.0029079445404198456,1.0117674006958183e-05,0.015103644564056091,0.000448417801225536,2.8580251647133034e-05,0.00011621382543268423,0.0004281953234993575,0.0012583689127759526,0.00015083763134958713,6.25579239439412e-05,0.00034054526361949417,0.0009209748060029431,0.0005065556071790884,2.0945833205073638e-05,0.00900042701621421,0.002953206501758745,0.0008020367423009732,0.0005951298750578662,0.0004884389965922364,5.218455865726716e-05,0.0018413689200079209,1.2835814056621296e-05,0.0,0.005898006063038863,0.0001294364605440509,0.001582875536152427,0.00023881418265770004,0.010353914900509336,0.002001559533656518,0.00706845571793214,0.00039728936784707804,0.0024124632322810448,0.05927513907111848,0.0,0.0,0.0016042601159603782,0.0013345587233014335,0.004307795260403026,0.07761428346099629,0.0001888552513407985,0.0014838356251795446,9.598820476032838e-05,0.003713520744595439,0.001734688087808424,0.0001522575288945072,0.0005908948626060035,0.0,0.0,4.9554959193081266e-05
F,55-59,0.000109558832616207,0.0036070220625350306,0.0027304448413782065,3.165786650363712e-06,8.219803217876921e-05,0.002756454122095267,0.00245890514972467,0.0013056005475194947,0.0006396510135108465,0.014695501610458505,0.0010843172262643961,0.0023643681574286586,0.0070867757540065465,0.001612790279057594,0.03281830379603316,0.0028392572118447197,0.060307010736678435,0.0,0.01995190974853802,0.012859834565090695,0.037319157939281464,0.00701690794451775,0.0,0.0005749087795837869,3.6041707804661645e-05,7.402033637611887e-05,1.1139526973409802e-05,2.273618318241274e-06,0.03277472193041869,0.04222849172661447,3.0543129909981343e-06,0.0005562658469230924,0.00012852795513247672,0.0,0.0,0.0003921761998803559,0.0007651320161251528,0.0010741557713312988,0.00032599539584263546,0.03692010785648159,0.0002941823257203328,0.0010889719154105963,0.003416267018416422,0.0018003140735673932,0.0009794012496505227,0.0033124308596745593,0.0008222074439513743,0.00015630288413840006,0.1925407964168945,0.0014819212358176872,0.0004163023639600491,0.026552840922289118,0.0013428915038666035,0.0004887522369380591,0.0008016666128526739,0.0005298436783067885,0.0008564875524470481,4.080219405398705e-06,0.0012688312082175669,0.05610410412821797,0.0031940866722920546,0.000529446279843069,0.0,0.0025813665453714063,0.003370575815241935,0.0029418252852461213,0.00027363214936056395,0.04170309470855012,0.03823870292738249,0.003869484404680197,0.0,4.586125138021128e-06,0.010440801880398018,0.0004409255432478123,2.4877082536493085e-05,0.0009363253556368158,0.0003316779962986759,0.0004224194021420348,0.0,0.0038197605450255136,0.00028728107119884035,0.0008970227326585044,0.004253694733770945,0.0009161196710372682,0.003501312695954834,8.562371972442735e-06,0.015989433083156035,0.000527439612580093,2.494500921493366e-05,0.00016798150990310126,0.0004221924293474693,0.0015634866679403087,0.00018311388535991713,0.00012461090657897973,0.00024608873786059206,0.0009476574891060654,0.0006827836962513112,3.144006467590787e-05,0.009849559556142262,0.004254562349312261,0.0008679601073480337,0.0022001376956991042,0.0007854655278178122,0.00010338494703716176,0.0019083791278063837,1.0863116793155892e-05,0.0,0.007486723400531312,0.00011191721088155535,0.0019055913485970446,0.00048670054331110754,0.010897188849685305,0.0022646752404213355,0.006916291043459124,0.0006423746955501777,0.0028914921663190543,0.07652690926159526,0.0,0.0,0.0012453521546990005,0.001560454568307604,0.005592967607512601,0.08544226858818596,0.00014441670234563707,0.0006567629422917704,0.0001072000393472333,0.00396571611751146,0.0024809578650629572,0.00018230102039507162,0.0007893724242788765,0.0,0.0,4.85545068467565e-05
F,60-64,0.00014956762176974412,0.002090907273838338,0.0029108273067827606,2.1560735116981734e-06,0.00015788531317259275,0.0044738062149998065,0.0022659460697887794,0.001551408737961095,0.0006619342524048488,0.01426176440244203,0.001709224075681467,0.000792125972871907,0.009079208150940042,0.0014639293865893954,0.027085361488522756,0.002736345984951251,0.05045470576971834,0.0,0.02121843731605059,0.018576508036837303,0.0428817925035219,0.0075598387212248925,0.0,0.00038331963161546975,3.12700068323736e-05,5.643368610139221e-05,3.2127058083949974e-06,3.5577480538473616e-06,0.043436202425391944,0.0538601019996168,0.0,0.0005582694473564757,0.00010951926113555974,0.0,0.0,0.0008090857805279211,0.0007285962494909577,0.003257200085953964,0.0003994191829615539,0.03932273156789887,0.00024336858692201998,0.0015632306580355636,0.004238885416361713,0.0019528939672711046,0.0011843783447704201,0.004613789289502114,0.0010554697137614662,0.00011569992593429075,0.09878743738904414,0.0012305925866719935,0.00037773463906829276,0.03399924203169848,0.0002675926579427831,0.0004892644731866564,0.001011096260348998,0.00037159302161494934,0.0010013037407750989,7.776439427004488e-06,0.0011817756533331167,0.07219494730277189,0.0034699232576164284,0.0005153268983356352,0.0,0.0025707719171145344,0.0031565443068822412,0.0030570226056606305,0.0004572827904227496,0.05475904150223553,0.044406526396255704,0.00355120743451739,0.0,0.0,0.012582418933213284,0.0003885350384717118,2.1974626036021678e-05,0.0011509575665391738,0.00022874217695681938,0.00031569729290869587,0.0,0.004491804914091854,0.00029773549306235053,0.001035109707873946,0.0049684565252267904,0.00022324948114086377,0.004413326232257585,7.504448030361188e-06,0.015113702589667873,0.0005033307544176072,2.200156734298251e-05,0.00020133988623756232,0.0003975532745302792,0.0012056018832480666,0.0001890858626641954,8.391461206786454e-05,0.00017230693936913472,0.001458498619947885,0.0005694865736833829,2.800190605735831e-05,0.009128041480800105,0.0052337484833424605,0.0007982418968222286,0.0029809867928883623,0.0012427307091946469,0.00016964689895694374,0.0019071819817905178,7.480158502191461e-06,0.0,0.007730716945415481,1.4606140901991974e-05,0.0018994499617724398,0.0007005697552176178,0.00989187808699945,0.002137403347743736,0.0063705197061555635,0.00031437317337323586,0.0033376774668075126,0.09746759007924888,0.0,0.0,0.0006595783760485696,0.0016377079141610584,0.005942392031556079,0.07909705296618762,9.616835636893818e-05,0.004698639105622841,0.00015742970213711166,0.005056820839590629,0.0030792590264938236,0.00018914856856496482,0.0011083034824814774,0.0,0.0,0.0
F,65-69,0.00012764168074116974,0.003006389840295503,0.002895379507596441,1.6333469069196605e-06,0.0008444000470565981,0.00875340440062415,0.002238805085177544,0.0020951929599542737,0.0005983202894279781,0.01324459783417413,0.0025272638035515422,0.0014161248714121147,0.010298214151610925,0.0013084095795102932,0.02738248063663292,0.002659431560503022,0.03581893086762505,0.0,0.0218298093740852,0.021557472820414977,0.051872661789568474,0.00816430031555011,0.0,0.0002889243319689591,2.8750135575254864e-05,4.6868615622888786e-05,5.5323215437681965e-06,2.043261428252246e-06,0.040884637460603585,0.05640297142183828,0.0,0.0006756467373548942,0.00013854324148383803,0.0,0.0,0.00022048000554189447,0.0008499240459764283,0.0029391712433483666,0.00041827281492971266,0.036056244578953074,0.0001944847333164115,0.0013701615776292209,0.004944742376144292,0.0028698147027170725,0.0012199095545332537,0.005024809956292867,0.0011793335050458216,0.00012973426298405405,0.050579505518538286,0.001507247219493911,0.00037990822555774597,0.04444754023831022,0.002224984581406355,0.000491041047945183,0.0011816618231842886,0.00032555397945199376,0.001049656325395272,3.5437125793713456e-06,0.0009477833763961134,0.0896500269120184,0.0035098587598136463,0.00047070314297358615,0.0,0.0025317058174211316,0.00259306908688343,0.0032863722092567275,0.0006543283826795485,0.06430263608265224,0.04075057243257449,0.002919816373839991,0.0,0.0,0.013177148786798702,0.0003920933640358554,2.0139294052648413e-05,0.0012448478365326202,0.00016263611918080324,0.00024341955314719407,0.0,0.004390040826305073,0.0003436960711817466,0.0013220620916579882,0.005723312803548753,0.0001719147984124605,0.00406038561395571,1.2582012301316474e-05,0.014345408899755241,0.0004130818730748252,3.265860094807639e-05,0.0002676168767839635,0.00037162785137050364,0.0009065529858430215,0.00017279235669128386,9.152013348108193e-05,0.00017557408936006002,0.0010606167641426607,0.0008962660472348078,3.269635128883774e-05,0.00733108015465208,0.005755576322987236,0.0009201498952026202,0.005826589002900657,0.0023561713417039466,0.00013623153830244543,0.0019253984428438259,5.391043698983775e-06,0.0,0.008765094071237637,0.00010757030417313663,0.002676062366088929,0.0006938457315218766,0.011321852615304717,0.0018238000290127312,0.005757970976557124,6.57084549041242e-05,0.0034677076818798716,0.11756508861887446,0.0,0.0,0.0012244224913066618,0.0016480147187894123,0.006570516853078121,0.05882746445515594,6.786855195019908e-05,0.006961534750396753,0.00012936144318459578,0.004743763373498919,0.0031160673094412948,0.0003440637208156873,0.00149556084382751,0.0,0.0,0.0
F,70-74,0.00015643574366377324,0.003365888577079849,0.0027332147323536862,1.0051690239097967e-06,5.957462809495567e-05,0.014548066943507989,0.001881202207786284,0.0023472134429852044,0.0006043628749132009,0.01361257855379029,0.003832837663609424,0.0015334853789904814,0.010476671195711494,0.0009219312188325337,0.021671377545808175,0.0024826970278399012,0.025714851313534674,0.0,0.026259355354074886,0.025594685905407557,0.0363341040591651,0.00819598898815142,0.0,0.0,2.642382538043099e-05,2.1336360403734783e-05,1.1674936308669195e-05,4.489826833191392e-07,0.045685801749842436,0.05218198062979122,0.0,0.0006833752471998013,0.0001256271967237432,0.0,0.0,0.0002616968786098264,0.0007990030451224642,0.0010120294423399295,0.0004017985756692313,0.031021559314881864,0.00016509789366971409,0.0012542901811810586,0.006775439388730625,0.002763257986368775,0.0014533443753542842,0.005278917581238296,0.001159105493356146,6.372339531018431e-05,0.024366666918889644,0.0014175734481327326,0.0003303817067189333,0.05048031996870337,0.0015356862531806063,0.0004893990519762581,0.001247518853787631,0.00024720913748409526,0.001094660956475509,5.605493518427428e-06,0.0007561950360186993,0.10074236761235465,0.0029508566590299157,0.0003581141699129092,0.0,0.002180126629691717,0.002058965607481223,0.0031068459447552927,0.0006726821036858374,0.07137850181464736,0.04168194821375784,0.0022705374686884778,0.0,0.0,0.013087285922645275,0.0003335579783249173,6.965152945666129e-06,0.0010912011585554047,0.00010794111265961398,0.00018407783740888333,0.0,0.005072866194883885,0.0003724912722144284,0.0015160089340421096,0.005994276325413911,0.00018435460066427897,0.004819744496097676,9.276403872802728e-06,0.012650514223280588,0.0004922539377038053,2.482739712249912e-05,0.0003378716418861059,0.00026839774813758945,0.0010431606372133689,0.0001268834437057389,0.00010590119175534712,0.00011220552569430677,0.0009596598017218915,0.0008245348243079035,2.74067149586128e-05,0.005618947988157205,0.005378577678024092,0.0008759062321127974,0.003422836402399967,0.004230195539005495,0.0001487530611399079,0.00158571721828609,3.4338608585472675e-06,0.0,0.011490019918500273,1.2097891639668059e-05,0.0029511349690680036,0.0008821708665601823,0.009152073416775269,0.0020216214178229663,0.004625739771151769,3.983623963637421e-05,0.003555058982271653,0.1448098751779516,0.0,0.0,0.0006423992208146088,0.0014288109076800194,0.0058452520655049856,0.06365880744939627,4.2881053709626175e-05,0.005983446976017639,0.00016267857297051498,0.004253919765785219,0.0024522772908607163,0.00031379657500660486,0.0018124449602938007,0.0,0.0,0.0
F,75-79,0.00017892420390133092,0.003176214569608822,0.0028333887434527534,9.859666979753957e-07,0.0023756560972913805,0.02509039194956695,0.0014695061236086504,0.0026693638950024204,0.0006403107577992445,0.013786719975427497,0.005784407173902907,0.004404057575744171,0.009568736000239372,0.0007149045331513358,0.013917732104508774,0.00267957242388753,0.013385317318269,0.0,0.028055707631371676,0.027416440576892707,0.04069440039876366,0.007758029842853178,0.0,0.0,2.6884681766341077e-05,3.344074456741147e-05,1.540956818832565e-05,4.788120366023344e-06,0.04450763639549206,0.06037313498616381,0.0,0.0007353907383514971,0.0001332973004147571,0.0,0.0,0.00043636610846999654,0.0008276269751441513,0.0011573102234978467,0.0005093308319237176,0.017877008724969105,0.00014919111401325014,0.001649633107166892,0.010297675817790128,0.0029106365264614555,0.0016044944719289828,0.006739797173788794,0.0011329054537130073,1.9842504583994458e-05,0.012290073277200369,0.0015818652560252414,0.000248600009806335,0.06090236316339113,0.00018107134944654935,0.000606282488002451,0.001563749491434076,0.00021903817128337085,0.0011195342066123045,6.479914925154606e-06,0.0007620223386594531,0.11033001657605275,0.002394530342901141,0.0002397712281955838,0.0,0.0018788772557738864,0.0016367753937322615,0.0029194745387817857,0.001042916791688628,0.08955754967681326,0.014254806419185102,0.0018493880734183465,0.0,0.0,0.007487366610776479,0.00028092808568608106,5.688831475978039e-06,0.0009067673322963035,7.81944060492462e-05,0.00010862595314461347,0.0,0.00605623196290315,0.0004534981425603042,0.0018594401697040637,0.0067155293164256,0.0001949744519746226,0.005901253842973247,7.6351377893365e-06,0.008998433503821216,0.00043593351902886535,3.2567398393395234e-05,0.0004071708269465457,0.00025694149095524267,0.0017711572612876688,8.520951023060953e-05,0.00015685975889683865,8.601171972396013e-05,0.0011302938487763184,0.0009295345339414891,2.742974399079989e-05,0.0037354567445660783,0.004509993918926675,0.0008693766224027942,0.0018284995701746754,0.007081708928324532,0.00017358954463179968,0.001486117359684643,2.417776839475586e-06,0.0,0.01529703314276385,1.0300749020169535e-05,0.002871015682384207,0.0010274473197405124,0.008471687045258467,0.002208029625769915,0.003730535187604122,0.00040474041618085573,0.0035313184862240683,0.1595402263259085,0.0,0.0,0.0006005481487547981,0.0011565253035111629,0.004865396204272916,0.052125280974191134,3.0980346476854624e-05,0.0049452345858116515,0.00016273521791883497,0.00680825146918649,0.0018146935817343274,0.0005243055372879038,0.002485121430664239,0.0,0.0,0.0
F,80-84,0.00014635505601618236,0.002907813936770068,0.0026131472149412854,6.436736773110023e-07,0.000437755693575528,0.049710652798366804,0.0010606051974109787,0.0025880386952270764,0.0005464619611605253,0.013309345599929625,0.009160344705476858,0.001096054635549053,0.008214473533859791,0.00040687814786113783,0.01704025265607507,0.002872643319745362,0.011551532188664091,0.0,0.02965354979325887,0.027739694194059625,0.03525046682719006,0.006569811484019578,0.0,0.0,2.4550081754667533e-05,2.7528547694168052e-05,0.00011549259616081719,9.628032443320679e-06,0.03989820637060267,0.06764724283588218,0.0,0.0006228604833379049,9.296805761545666e-05,0.0,0.0,0.0003402879363150778,0.0007588033769593006,0.000962922744223886,0.0005225859722412482,0.01740173620413898,0.00013471975361762061,0.001737936946247928,0.013634285579712664,0.002748215044167484,0.0015316647804451394,0.006993923202226508,0.0007877049172127363,1.7545552746551027e-05,0.0031195862888688864,0.0014112876296622412,0.00012003936865086875,0.06884295519136938,0.000703039629098068,0.0005490436899487774,0.0017892015207826946,8.350355080328053e-05,0.0009973155340627829,5.601095601721085e-06,0.0008467564994051704,0.11264331460854032,0.0016413285455159883,0.00013421117502070338,0.0,0.0012554708724156825,0.0012556724801463305,0.002307142319142256,0.0013628979407685417,0.094248502085893,0.006361619250757408,0.0012486287710936706,0.0,0.0,0.006964029520737916,0.00021863908788594114,2.661213169694188e-06,0.000609251227504592,5.4533282515292906e-05,6.788986556049444e-05,0.0,0.004540934246106894,0.0005186370887210137,0.0020751236255660724,0.006357373031586017,0.0002160669989242824,0.006720231626489499,9.681737569459016e-06,0.007717281165657054,0.00041907392259135244,3.376305096792962e-05,0.0003928564736005483,0.00020542104792790818,0.002515831355844171,4.9460115943336004e-05,0.0005723321404958139,4.67631230969071e-05,0.0010750771125964626,0.0012172933131867542,2.529910479530441e-05,0.002210482894980465,0.0030285970657016,0.0008245015686506722,0.005462330342985277,0.00784392788977876,0.00016976294503225718,0.0011409543842595933,1.5612485619161073e-06,0.0,0.016488966858799435,1.29403626165977e-05,0.002354175698908791,0.0007766090903432469,0.005674842245760701,0.0018241524698112913,0.0026633177238982154,0.00013562442433445694,0.0032922849944391724,0.1531464529606327,0.0,0.0,0.0003822075692868942,0.000778096339664633,0.0031280921844957436,0.053968869028776255,2.1399388125551195e-05,0.0023954000445012774,0.00018197337774352996,0.0047966287349615385,0.0013255433945058158,0.0008883485887590917,0.002642003324514784,0.0,0.0,0.0
F,85-89,0.00015721868357765505,0.0027565659955482496,0.0025085241459199483,4.836994792699759e-07,0.0004811741301158698,0.08340809331312912,0.0007911494171225822,0.0026520004185078138,0.0004978837710914557,0.009348582377283424,0.01193248196882832,0.0009686111462428231,0.008040658613010744,0.0002757762934163815,0.012102558423587186,0.0031773565870474524,0.009502546241930481,0.0,0.038476173943470665,0.02084871578053937,0.022717678026775375,0.005275614832005182,0.0,0.0,2.7203071015720658e-05,2.2671860405256896e-05,2.0800637332573714e-05,1.9853788811460372e-05,0.03128246643641093,0.07453388109804666,0.0,0.0005213042265877868,8.758545900058253e-05,0.0,0.0,0.0007127851887753113,0.0008146173671588708,0.0010263822873119825,0.0006118444854395699,0.015853718486936532,0.0001071933550106773,0.0019489404601423454,0.01674901999696292,0.0020738129016179886,0.0018059925643481576,0.0061635007521449745,0.0006334722975197002,2.4724658468605565e-05,0.0020368378625096294,0.001329936017031605,9.077933357677306e-05,0.07248376492044445,0.00015204981038738943,0.00043353090769488774,0.0015991097896088993,4.838623883795449e-05,0.0007054092117551466,4.811287156992944e-06,0.000541072781630503,0.12578735936363603,0.0011815946619396533,0.00011338023491526213,0.0,0.0008405478590803142,0.001212722350535281,0.001858828072947836,0.001681517405257071,0.10321975673194105,0.0016725283744450294,0.0010069411810037401,0.0,0.0,0.008118423832097892,0.00013381707984191766,1.0454362434016635e-06,0.00040698571631907215,4.5234316110945906e-05,4.837895790015245e-05,0.0,0.00594480558934778,0.0007135392060330099,0.0022385560985053008,0.0065908801611680905,0.00016005710747683666,0.007287853138970024,1.7485506116638107e-05,0.00540692651428534,0.0006429093549046567,3.287151475034197e-05,0.0003156612551433328,0.00016285076395327117,0.0019851003000587977,4.4580198463547723e-05,0.00019558471856322683,4.045946302842495e-05,0.0010878936128560525,0.0009363225524916283,2.506863283137891e-05,0.001696117861794862,0.002321924192046075,0.0006633281957543801,0.0023090111206173266,0.006689422554699384,0.00010085670186140767,0.0007827039568561295,9.50405365387636e-07,0.0,0.02436597071276226,1.0668164810563331e-05,0.002443855152087355,0.0007860188054253376,0.0036661864054173044,0.001653162901096165,0.0019328032152293837,0.0001793434752466214,0.003392806568444617,0.127259654633078,0.0,0.0,0.0003648941202976833,0.0005000182169399404,0.002373975314442656,0.049562573636304605,1.562370441294971e-05,0.007968912161148074,0.00020229047111247506,0.002233725452716408,0.0009617355331688908,0.0016471304975380727,0.0023685612574509247,0.0,0.0,0.0
F,90-94,0.00015050158260003732,0.001913564967716895,0.002252082246518332,1.9948685274289807e-07,0.0006275109273490186,0.12003345593930471,0.0005799765936645095,0.0022253973279698653,0.0005208093091591355,0.008122800051559092,0.015456325581604596,0.00140637528450313,0.00534077708058634,0.00018271274746900728,0.008768596280030447,0.002632932731230013,0.004745955863112431,0.0,0.025789391297490482,0.018735378367524383,0.011684594183037546,0.004086956979868302,0.0,0.0,1.913253052497567e-05,1.256866644721878e-05,4.4743730052375075e-05,2.928182126485197e-05,0.0368354968796676,0.08447310158209165,0.0,0.0003105589336653336,7.699422460181164e-05,0.0,0.0,0.0008403010397819103,0.0007967388561604816,0.0009041633616033172,0.0007624175932751776,0.008486879135583845,5.417819556060469e-05,0.002321087790994691,0.01809941602530547,0.0014305995811370808,0.0020503324826308786,0.007272591623112077,0.0004149550814013314,4.079421050669191e-05,0.0013915803227543416,0.0012180307666073312,1.5241816933997224e-05,0.07609081073060352,0.0001320281759870145,0.0004957756299199256,0.0017485039683359112,2.8461313304483215e-05,0.000489311361584322,5.905438102170218e-06,0.0003457233476264034,0.10864074763152708,0.000670765918867315,4.6228013551351554e-05,0.0,0.00063529236506987,0.0008977644780953294,0.0014287288121709256,0.002122927063225992,0.11007876901592382,0.00023463810962405903,0.0005634230667493699,0.0,0.0,0.004220535371248568,0.00010589356631033718,6.157761949268564e-07,0.00022105566661977433,2.5501972465536265e-05,2.1883325180043517e-05,0.0,0.004528396241502075,0.0008019464778746053,0.0021974756604518455,0.006282657743092321,0.00014829811707682428,0.008300951786743092,1.5324156092014278e-05,0.0038501495364598294,0.0008552401680976735,2.9743515081901976e-05,0.00023940767553305023,0.00013371261244373003,0.003711823074967341,2.4703877602487474e-05,0.00017750924290311964,4.352282423734245e-05,0.001108339874735125,0.0012459487860272376,1.1827554928343864e-05,0.0007835179436016306,0.0013433718877816179,0.0006273456305846897,0.002622113375121324,0.0048416193865572065,6.934297415031405e-05,0.0004956776360235718,6.018545711277721e-07,0.0,0.026865438673899816,0.00010410431571160899,0.0021902569559525513,0.0008062334296238664,0.002739285979782232,0.0007936255570705599,0.001322318429225242,0.000193837685478243,0.0023264719283609806,0.14895684073744972,0.0,0.0,0.0003556935700808209,0.00028870041393526993,0.0016832484136414542,0.04363770098704674,1.1616999284230586e-05,0.002228589121598908,0.00022277477924107487,0.002957386654718307,0.0006359374502728442,0.00231523868345578,0.002465358420824012,0.0,0.0,0.0
M,0-4,4.039427773633072e-05,0.0005695743609425773,0.0022488388456169367,5.509724071380581e-07,0.0,0.0,0.000987322906342108,0.0,0.00047648226927016164,0.001180039386668039,0.0,0.00037742125769449586,0.0,0.0010900079157360762,0.0,0.002447588347823541,0.0,0.0,0.0011396954863511035,0.00015857758820666612,0.0012846387577431773,0.0,0.0,0.077780351854111,2.7843213646261917e-05,3.678462732557708e-06,2.3459168819022848e-07,2.4528637643545922e-06,0.0010017333602688797,0.08650978342552754,5.247108983362774e-05,0.0045642757702982605,0.0,0.0,0.0,0.00048410119678024555,0.00014306453686513992,0.0006397258994623559,0.0002849523808821223,0.0,0.00022865713939632806,0.0016031043396105323,0.0010384752442094691,0.0024308566637693475,0.0014424186175875451,8.360300846602654e-05,0.0,0.0,0.02343938085346793,0.0018415767435122827,2.4351091977732205e-05,0.0,0.0008922560620350739,0.00016959754068982113,0.0011644891905238826,0.0010790998105884321,2.7301613248538832e-05,0.00013123509428274201,0.01733393062479173,0.0,0.000521453388552278,0.0,0.0,0.0033483869903583358,0.0,0.0007819149430770697,0.0,0.12358850173095047,0.10356754734064703,4.30580780728957e-05,0.0,0.005301259395184339,0.02836801313234989,0.0,3.854623599252039e-06,0.0,0.0,0.0,0.34443104446019523,0.0005559680425464228,0.0,0.0,0.0005658720549958642,0.00019883419828003063,0.0004379804292214791,0.00019930967037498656,0.020095666339783914,0.0,0.00011543250864989944,1.663377452210876e-05,0.0008069791950379589,0.00019916413588445608,0.0,1.371309052804206e-05,0.0004280501242714669,0.0009961752224913526,0.0018248162700705939,0.00040506710251156424,0.0,0.0,2.8433976267440926e-05,0.0025312874299190167,0.0,0.0,0.001951879447061895,1.0009570925514563e-05,0.0,0.03239084619831584,0.0003883035386872883,0.00015194488978128738,0.0,0.0052237182753890835,4.042671631065737e-05,0.0,0.04161072966667622,0.0,0.0007764935964853496,0.004277258280388351,8.461828687151802e-05,0.004164757528158382,0.0,0.0,0.011816652448749462,0.0010416818962256712,0.00013501811962735738,0.002260993578814427,0.0008692022074519377,0.0,0.0014292874936264255,6.52044133321724e-05,0.0,0.0,0.015510421542221492
