Year,Sex,Age_Grp,Variant,Count
2004,M,75-79,GBD_Est,3012.44570957994
2004,M,80-84,GBD_Est,1985.8396817421706
2004,M,85-89,GBD_Est,884.4874405407132
2004,M,90-94,GBD_Est,309.5013105950732
2005,F,0-4,GBD_Est,29976.67861820506
2005,F,10-14,GBD_Est,940.9535645654523
2005,F,15-19,GBD_Est,1546.798996258677
2005,F,20-24,GBD_Est,3429.354049237983
2005,F,25-29,GBD_Est,6856.344728480654
2005,F,30-34,GBD_Est,7421.8411620992665
2005,F,35-39,GBD_Est,6346.2636643225715
2005,F,40-44,GBD_Est,5134.358265629106
2005,F,45-49,GBD_Est,4175.619536722674
2005,F,5-9,GBD_Est,1783.3795315065192
2005,F,50-54,GBD_Est,3533.8631469021684
2005,F,55-59,GBD_Est,2990.752027355268
2005,F,60-64,GBD_Est,2699.188451157815
2005,F,65-69,GBD_Est,2664.3213162260276
2005,F,70-74,GBD_Est,3008.917353319822
2005,F,75-79,GBD_Est,3093.738906729849
2005,F,80-84,GBD_Est,2585.3667070081806
2005,F,85-89,GBD_Est,1418.336610983768
2005,F,90-94,GBD_Est,605.7702514359966
2005,M,0-4,GBD_Est,35063.95634014907
2005,M,10-14,GBD_Est,1272.5043198977241
2005,M,15-19,GBD_Est,1702.1418527466692
2005,M,20-24,GBD_Est,1997.8094870945338
2005,M,25-29,GBD_Est,3261.4516016550565
2005,M,30-34,GBD_Est,4810.571179977238
2005,M,35-39,GBD_Est,6012.467141953429
2005,M,40-44,GBD_Est,5952.553500953565
2005,M,45-49,GBD_Est,5271.493399195158
2005,M,5-9,GBD_Est,2061.363343138729
2005,M,50-54,GBD_Est,4522.398490544774
2005,M,55-59,GBD_Est,4161.382756031864
2005,M,60-64,GBD_Est,4112.072027265372
2005,M,65-69,GBD_Est,4021.1841356074156
2005,M,70-74,GBD_Est,3824.3265703822585
2005,M,75-79,GBD_Est,3000.551882022452
2005,M,80-84,GBD_Est,1978.9053281761796
2005,M,85-89,GBD_Est,907.9129038953943
2005,M,90-94,GBD_Est,313.5154799086279
2006,F,0-4,GBD_Est,28583.545746733293
2006,F,10-14,GBD_Est,979.0837108316866
2006,F,15-19,GBD_Est,1528.3504942020118
2006,F,20-24,GBD_Est,3162.8675041336555
2006,F,25-29,GBD_Est,6182.882530093378
2006,F,30-34,GBD_Est,6925.801504799029
2006,F,35-39,GBD_Est,5993.360541044606
2006,F,40-44,GBD_Est,4864.967346809742
2006,F,45-49,GBD_Est,3962.256788791232
2006,F,5-9,GBD_Est,1768.4840720329487
2006,F,50-54,GBD_Est,3331.510477066686
2006,F,55-59,GBD_Est,2852.3989159740604
2006,F,60-64,GBD_Est,2668.108835607173
2006,F,65-69,GBD_Est,2625.821435778316
2006,F,70-74,GBD_Est,2952.967889439697
2006,F,75-79,GBD_Est,3044.8918293271126
2006,F,80-84,GBD_Est,2626.964245562101
2006,F,85-89,GBD_Est,1490.6167328116283
2006,F,90-94,GBD_Est,638.7082535981364
2006,M,0-4,GBD_Est,33578.87756188802
2006,M,10-14,GBD_Est,1316.421047638591
2006,M,15-19,GBD_Est,1730.0098392339949
2006,M,20-24,GBD_Est,1969.0942053101603
2006,M,25-29,GBD_Est,3104.1554775599993
2006,M,30-34,GBD_Est,4539.217762260207
2006,M,35-39,GBD_Est,5719.518052731358
2006,M,40-44,GBD_Est,5700.520529470429
2006,M,45-49,GBD_Est,5081.371109941558
2006,M,5-9,GBD_Est,2054.8572146986703
2006,M,50-54,GBD_Est,4364.82019990009
2006,M,55-59,GBD_Est,4097.62527509249
2006,M,60-64,GBD_Est,4113.0925222311635
2006,M,65-69,GBD_Est,4029.127441725455
2006,M,70-74,GBD_Est,3774.8911916980815
2006,M,75-79,GBD_Est,2991.8346448731145
2006,M,80-84,GBD_Est,1971.653157331988
2006,M,85-89,GBD_Est,932.1336283593417
2006,M,90-94,GBD_Est,319.18787306600933
2007,F,0-4,GBD_Est,27115.562195966235
2007,F,10-14,GBD_Est,1021.2867064987486
2007,F,15-19,GBD_Est,1496.7458448836148
2007,F,20-24,GBD_Est,2906.5980747215353
2007,F,25-29,GBD_Est,5426.515842722488
2007,F,30-34,GBD_Est,6241.597690763563
2007,F,35-39,GBD_Est,5493.340129999293
2007,F,40-44,GBD_Est,4423.056775724966
2007,F,45-49,GBD_Est,3655.3472770816948
2007,F,5-9,GBD_Est,1755.028500628454
2007,F,50-54,GBD_Est,3056.1813051023632
2007,F,55-59,GBD_Est,2686.7259436339286
2007,F,60-64,GBD_Est,2617.8573570013527
2007,F,65-69,GBD_Est,2606.923955964357
2007,F,70-74,GBD_Est,2898.6756832086967
2007,F,75-79,GBD_Est,3004.3071725798204
2007,F,80-84,GBD_Est,2663.016192476119
2007,F,85-89,GBD_Est,1568.1445736298583
2007,F,90-94,GBD_Est,673.9799638424772
2007,M,0-4,GBD_Est,31989.575031805663
2007,M,10-14,GBD_Est,1363.841464143873
2007,M,15-19,GBD_Est,1741.4860265199625
2007,M,20-24,GBD_Est,1953.827435427541
2007,M,25-29,GBD_Est,2927.988079242534
2007,M,30-34,GBD_Est,4227.79226329551
2007,M,35-39,GBD_Est,5331.878936625291
2007,M,40-44,GBD_Est,5329.179683398454
2007,M,45-49,GBD_Est,4788.611854982126
2007,M,5-9,GBD_Est,2050.4046111145763
2007,M,50-54,GBD_Est,4151.58211048318
2007,M,55-59,GBD_Est,3967.1447310930353
2007,M,60-64,GBD_Est,4094.7863190943717
2007,M,65-69,GBD_Est,4024.1463809373317
2007,M,70-74,GBD_Est,3716.05209153623
2007,M,75-79,GBD_Est,2981.297688621671
2007,M,80-84,GBD_Est,1957.3826722162673
2007,M,85-89,GBD_Est,952.8563301770122
2007,M,90-94,GBD_Est,324.3523373891333
2008,F,0-4,GBD_Est,25681.702861704092
2008,F,10-14,GBD_Est,1083.2061879420608
2008,F,15-19,GBD_Est,1447.9701118754483
2008,F,20-24,GBD_Est,2663.7282160291825
2008,F,25-29,GBD_Est,4667.187453186546
2008,F,30-34,GBD_Est,5485.03726939189
2008,F,35-39,GBD_Est,4889.8705116631545
2008,F,40-44,GBD_Est,3891.488821482076
2008,F,45-49,GBD_Est,3287.7465634595696
2008,F,5-9,GBD_Est,1766.7919678931796
2008,F,50-54,GBD_Est,2744.0525582224554
2008,F,55-59,GBD_Est,2525.485859463487
2008,F,60-64,GBD_Est,2542.735018122779
2008,F,65-69,GBD_Est,2571.9392867060637
2008,F,70-74,GBD_Est,2845.549555662249
2008,F,75-79,GBD_Est,2954.6620387846447
2008,F,80-84,GBD_Est,2739.5379041909746
2008,F,85-89,GBD_Est,1639.7452591911801
2008,F,90-94,GBD_Est,721.6642118485275
2008,M,0-4,GBD_Est,30402.83090345893
2008,M,10-14,GBD_Est,1430.1621496491393
2008,M,15-19,GBD_Est,1724.6887459075615
2008,M,20-24,GBD_Est,1935.2170263252362
2008,M,25-29,GBD_Est,2725.5617776438603
2008,M,30-34,GBD_Est,3893.8667536621974
2008,M,35-39,GBD_Est,4845.999038778564
2008,M,40-44,GBD_Est,4862.74551528317
2008,M,45-49,GBD_Est,4407.20086863556
2008,M,5-9,GBD_Est,2069.2747037874333
2008,M,50-54,GBD_Est,3882.9520933783338
2008,M,55-59,GBD_Est,3811.429895018692
2008,M,60-64,GBD_Est,4038.0501946579693
2008,M,65-69,GBD_Est,3999.0658340606037
2008,M,70-74,GBD_Est,3633.4228324113496
2008,M,75-79,GBD_Est,2957.9112271322815
2008,M,80-84,GBD_Est,1961.4412283024474
2008,M,85-89,GBD_Est,963.785380346845
2008,M,90-94,GBD_Est,334.43071364690053
2009,F,0-4,GBD_Est,24358.026225387388
2009,F,10-14,GBD_Est,1121.1534488957361
2009,F,15-19,GBD_Est,1390.3647106672902
2009,F,20-24,GBD_Est,2466.2974732935345
2009,F,25-29,GBD_Est,4071.5193583538685
2009,F,30-34,GBD_Est,4878.791116580196
2009,F,35-39,GBD_Est,4375.430340775224
2009,F,40-44,GBD_Est,3471.1171027567084
2009,F,45-49,GBD_Est,2977.904783843173
2009,F,5-9,GBD_Est,1736.788278245993
2009,F,50-54,GBD_Est,2479.116054078008
2009,F,55-59,GBD_Est,2359.1765670088084
2009,F,60-64,GBD_Est,2492.74451906388
2009,F,65-69,GBD_Est,2567.837584168645
2009,F,70-74,GBD_Est,2822.4544212283736
2009,F,75-79,GBD_Est,2938.112683793611
2009,F,80-84,GBD_Est,2757.4208218328213
2009,F,85-89,GBD_Est,1700.1279896709916
2009,F,90-94,GBD_Est,771.5418044194214
2009,M,0-4,GBD_Est,28929.534292880377
2009,M,10-14,GBD_Est,1472.9801157810016
2009,M,15-19,GBD_Est,1693.3420169649553
2009,M,20-24,GBD_Est,1916.4113977426052
2009,M,25-29,GBD_Est,2553.089340301301
2009,M,30-34,GBD_Est,3626.154108592495
2009,M,35-39,GBD_Est,4410.115110299447
2009,M,40-44,GBD_Est,4477.018635499441
2009,M,45-49,GBD_Est,4077.9088970065304
2009,M,5-9,GBD_Est,2047.024493897253
2009,M,50-54,GBD_Est,3642.5369148256254
2009,M,55-59,GBD_Est,3663.0918210441755
2009,M,60-64,GBD_Est,3987.3484813013497
2009,M,65-69,GBD_Est,3982.9306860166043
2009,M,70-74,GBD_Est,3612.5155412328277
2009,M,75-79,GBD_Est,2932.187514939434
2009,M,80-84,GBD_Est,1963.1696471657476
2009,M,85-89,GBD_Est,970.6912809494016
2009,M,90-94,GBD_Est,346.08187120723625
2010,F,0-4,GBD_Est,22907.202862311722
2010,F,10-14,GBD_Est,1090.5751271287568
2010,F,15-19,GBD_Est,1350.6715807719902
2010,F,20-24,GBD_Est,2301.816409074246
2010,F,25-29,GBD_Est,3677.5694060425544
2010,F,30-34,GBD_Est,4484.741209132883
2010,F,35-39,GBD_Est,4083.910187759131
2010,F,40-44,GBD_Est,3240.1423002395
2010,F,45-49,GBD_Est,2800.7880873305403
2010,F,5-9,GBD_Est,1628.2574281988695
2010,F,50-54,GBD_Est,2318.440391937909
2010,F,55-59,GBD_Est,2241.9822188019657
2010,F,60-64,GBD_Est,2485.4625659321446
2010,F,65-69,GBD_Est,2586.419909139577
2010,F,70-74,GBD_Est,2825.43742013498
2010,F,75-79,GBD_Est,2938.659839044907
2010,F,80-84,GBD_Est,2761.838379835261
2010,F,85-89,GBD_Est,1750.5835813161827
2010,F,90-94,GBD_Est,822.5754813777429
2010,M,0-4,GBD_Est,27288.159999232354
2010,M,10-14,GBD_Est,1437.5757085816301
2010,M,15-19,GBD_Est,1678.5401743170746
2010,M,20-24,GBD_Est,1884.9555336953051
2010,M,25-29,GBD_Est,2427.1413096695146
2010,M,30-34,GBD_Est,3433.680147656248
2010,M,35-39,GBD_Est,4138.873570748661
2010,M,40-44,GBD_Est,4262.640355789071
2010,M,45-49,GBD_Est,3884.477267124707
2010,M,5-9,GBD_Est,1935.5845494583737
2010,M,50-54,GBD_Est,3485.863455349338
2010,M,55-59,GBD_Est,3555.1893900680807
2010,M,60-64,GBD_Est,3966.387461931138
2010,M,65-69,GBD_Est,3985.9000680947715
2010,M,70-74,GBD_Est,3626.3644383890905
2010,M,75-79,GBD_Est,2918.2741859713838
2010,M,80-84,GBD_Est,1972.3482880052127
2010,M,85-89,GBD_Est,976.7699806150689
2010,M,90-94,GBD_Est,358.77503478651255
2011,F,0-4,GBD_Est,21490.183733128943
2011,F,10-14,GBD_Est,1025.5941711351988
2011,F,15-19,GBD_Est,1310.728840538606
2011,F,20-24,GBD_Est,2091.39495714998
2011,F,25-29,GBD_Est,3262.909239472756
2011,F,30-34,GBD_Est,4021.900720842596
2011,F,35-39,GBD_Est,3736.936261150279
2011,F,40-44,GBD_Est,2998.7755693180557
2011,F,45-49,GBD_Est,2600.7455464862664
2011,F,5-9,GBD_Est,1497.887061270575
2011,F,50-54,GBD_Est,2166.1853696101457
2011,F,55-59,GBD_Est,2144.6535605270788
2011,F,60-64,GBD_Est,2428.802533180411
2011,F,65-69,GBD_Est,2613.69406872293
2011,F,70-74,GBD_Est,2842.6815628784075
2011,F,75-79,GBD_Est,2946.6412665250627
2011,F,80-84,GBD_Est,2757.554116727524
2011,F,85-89,GBD_Est,1791.4219427359526
2011,F,90-94,GBD_Est,872.876926949214
2011,M,0-4,GBD_Est,25683.821355545824
2011,M,10-14,GBD_Est,1377.9568556454676
2011,M,15-19,GBD_Est,1686.4698847962484
2011,M,20-24,GBD_Est,1845.6092383688717
2011,M,25-29,GBD_Est,2313.658648199428
2011,M,30-34,GBD_Est,3220.1153554215766
2011,M,35-39,GBD_Est,3871.522867520281
2011,M,40-44,GBD_Est,4063.6908283294147
2011,M,45-49,GBD_Est,3715.0083786562973
2011,M,5-9,GBD_Est,1813.18292167229
2011,M,50-54,GBD_Est,3354.0937249615154
2011,M,55-59,GBD_Est,3459.8339881192533
2011,M,60-64,GBD_Est,3939.085811147857
2011,M,65-69,GBD_Est,4010.9804079087257
2011,M,70-74,GBD_Est,3662.7944039471963
2011,M,75-79,GBD_Est,2915.702778123853
2011,M,80-84,GBD_Est,1987.2131039100161
2011,M,85-89,GBD_Est,982.6292120387785
2011,M,90-94,GBD_Est,371.09707449658987
2012,F,0-4,GBD_Est,20282.976191324906
2012,F,10-14,GBD_Est,989.3569220035997
2012,F,15-19,GBD_Est,1229.0459585814344
2012,F,20-24,GBD_Est,1832.190737807868
2012,F,25-29,GBD_Est,2733.2284966525167
2012,F,30-34,GBD_Est,3362.604809807976
2012,F,35-39,GBD_Est,3190.0184114240387
2012,F,40-44,GBD_Est,2632.185540033279
2012,F,45-49,GBD_Est,2297.7061166369417
2012,F,5-9,GBD_Est,1424.63980675097
2012,F,50-54,GBD_Est,1985.5228090449
2012,F,55-59,GBD_Est,2026.3182970406037
2012,F,60-64,GBD_Est,2373.8492521729704
2012,F,65-69,GBD_Est,2641.1479419719976
2012,F,70-74,GBD_Est,2885.1171018340533
2012,F,75-79,GBD_Est,2948.047496821703
2012,F,80-84,GBD_Est,2761.897848619456
2012,F,85-89,GBD_Est,1828.7566653882486
2012,F,90-94,GBD_Est,925.7669890857536
2012,M,0-4,GBD_Est,24324.804656227123
2012,M,10-14,GBD_Est,1345.536175968209
2012,M,15-19,GBD_Est,1668.4327422026838
2012,M,20-24,GBD_Est,1797.8758364605487
2012,M,25-29,GBD_Est,2186.820071833251
2012,M,30-34,GBD_Est,2954.4572563109014
2012,M,35-39,GBD_Est,3538.602546210462
2012,M,40-44,GBD_Est,3801.4837121001765
2012,M,45-49,GBD_Est,3503.489808205737
2012,M,5-9,GBD_Est,1744.7745688019113
2012,M,50-54,GBD_Est,3212.202454043335
2012,M,55-59,GBD_Est,3361.8295440479264
2012,M,60-64,GBD_Est,3885.477238100145
2012,M,65-69,GBD_Est,4040.888010875263
2012,M,70-74,GBD_Est,3698.8318981584157
2012,M,75-79,GBD_Est,2907.950764871036
2012,M,80-84,GBD_Est,2008.5890514351024
2012,M,85-89,GBD_Est,987.3593120070306
2012,M,90-94,GBD_Est,382.21929407935704
2013,F,0-4,GBD_Est,19250.39944988282
2013,F,10-14,GBD_Est,980.9045813230736
2013,F,15-19,GBD_Est,1171.9303196053831
2013,F,20-24,GBD_Est,1642.9918752859264
2013,F,25-29,GBD_Est,2335.216491565331
2013,F,30-34,GBD_Est,2847.12491121648
2013,F,35-39,GBD_Est,2763.7222958582083
2013,F,40-44,GBD_Est,2347.8333322342
2013,F,45-49,GBD_Est,2053.1009835028203
2013,F,5-9,GBD_Est,1394.8415574976568
2013,F,50-54,GBD_Est,1864.6590995349159
2013,F,55-59,GBD_Est,1943.0956695225461
2013,F,60-64,GBD_Est,2373.4550262150274
2013,F,65-69,GBD_Est,2671.1144025852404
2013,F,70-74,GBD_Est,2925.889357834491
2013,F,75-79,GBD_Est,2958.717527244477
2013,F,80-84,GBD_Est,2770.023708269096
2013,F,85-89,GBD_Est,1900.4415289902925
2013,F,90-94,GBD_Est,977.1113056892162
2013,M,0-4,GBD_Est,23161.711260153406
2013,M,10-14,GBD_Est,1340.2061903300103
2013,M,15-19,GBD_Est,1653.8292938740294
2013,M,20-24,GBD_Est,1768.0560342717856
2013,M,25-29,GBD_Est,2095.6258077741645
2013,M,30-34,GBD_Est,2735.411563470544
2013,M,35-39,GBD_Est,3297.180118298601
2013,M,40-44,GBD_Est,3599.9470844451907
2013,M,45-49,GBD_Est,3358.164811583047
2013,M,5-9,GBD_Est,1715.5089360253821
2013,M,50-54,GBD_Est,3120.9727437749893
2013,M,55-59,GBD_Est,3293.254497519995
2013,M,60-64,GBD_Est,3865.994435909551
2013,M,65-69,GBD_Est,4074.12399505148
2013,M,70-74,GBD_Est,3742.80293968665
2013,M,75-79,GBD_Est,2900.2520079443566
2013,M,80-84,GBD_Est,2035.8268652000638
2013,M,85-89,GBD_Est,1006.4542949654832
2013,M,90-94,GBD_Est,390.5008444275392
2014,F,0-4,GBD_Est,18256.887759077683
2014,F,10-14,GBD_Est,974.3974661715258
2014,F,15-19,GBD_Est,1133.6341989292414
2014,F,20-24,GBD_Est,1521.559484757878
2014,F,25-29,GBD_Est,2106.2645133914193
2014,F,30-34,GBD_Est,2572.395585031024
2014,F,35-39,GBD_Est,2585.627488576189
2014,F,40-44,GBD_Est,2240.36647850059
2014,F,45-49,GBD_Est,1975.8152122892525
2014,F,5-9,GBD_Est,1365.8960213010962
2014,F,50-54,GBD_Est,1848.3316793675292
2014,F,55-59,GBD_Est,1918.6741969085747
2014,F,60-64,GBD_Est,2384.85484394171
2014,F,65-69,GBD_Est,2739.318433139915
2014,F,70-74,GBD_Est,3009.2363512790976
2014,F,75-79,GBD_Est,3000.7071047376235
2014,F,80-84,GBD_Est,2799.0840430005555
2014,F,85-89,GBD_Est,1931.4109805197531
2014,F,90-94,GBD_Est,1022.9645146212473
2014,M,0-4,GBD_Est,22024.751622371317
2014,M,10-14,GBD_Est,1336.8025156617302
2014,M,15-19,GBD_Est,1656.9055750425734
2014,M,20-24,GBD_Est,1762.5289024035592
2014,M,25-29,GBD_Est,2044.6823716342503
2014,M,30-34,GBD_Est,2602.1331795652795
2014,M,35-39,GBD_Est,3196.8219650483716
2014,M,40-44,GBD_Est,3513.0730376293723
2014,M,45-49,GBD_Est,3355.2388649022537
2014,M,5-9,GBD_Est,1690.2229052360092
2014,M,50-54,GBD_Est,3127.0085860210497
2014,M,55-59,GBD_Est,3280.5866849623617
2014,M,60-64,GBD_Est,3878.489814733367
2014,M,65-69,GBD_Est,4132.752388071214
2014,M,70-74,GBD_Est,3807.9257779154436
2014,M,75-79,GBD_Est,2943.4308218868896
2014,M,80-84,GBD_Est,2052.989768015536
2014,M,85-89,GBD_Est,1023.1458872215576
2014,M,90-94,GBD_Est,396.4478640044548
2015,F,0-4,GBD_Est,17497.847158437206
2015,F,10-14,GBD_Est,996.9319638483868
2015,F,15-19,GBD_Est,1142.7527812233297
2015,F,20-24,GBD_Est,1461.7042076257778
2015,F,25-29,GBD_Est,1959.5612950714622
2015,F,30-34,GBD_Est,2406.5974227496063
2015,F,35-39,GBD_Est,2501.5618755699043
2015,F,40-44,GBD_Est,2219.9200088502394
2015,F,45-49,GBD_Est,1984.774694313593
2015,F,5-9,GBD_Est,1370.3103989946035
2015,F,50-54,GBD_Est,1888.816470027176
2015,F,55-59,GBD_Est,1933.1966710497195
2015,F,60-64,GBD_Est,2414.433413512624
2015,F,65-69,GBD_Est,2850.118549047964
2015,F,70-74,GBD_Est,3122.8634939578264
2015,F,75-79,GBD_Est,3076.4295400709757
2015,F,80-84,GBD_Est,2847.4090880516887
2015,F,85-89,GBD_Est,1963.029660918147
2015,F,90-94,GBD_Est,1068.8388103090604
2015,M,0-4,GBD_Est,21141.55780562285
2015,M,10-14,GBD_Est,1369.0384543335142
2015,M,15-19,GBD_Est,1714.2077989041602
2015,M,20-24,GBD_Est,1798.791183790726
2015,M,25-29,GBD_Est,2021.1270652549515
2015,M,30-34,GBD_Est,2524.042865329898
2015,M,35-39,GBD_Est,3139.9692468753547
2015,M,40-44,GBD_Est,3492.8298916069584
2015,M,45-49,GBD_Est,3435.031788843677
2015,M,5-9,GBD_Est,1697.6976182050682
2015,M,50-54,GBD_Est,3195.2088070240357
2015,M,55-59,GBD_Est,3307.0827043397044
2015,M,60-64,GBD_Est,3915.748395918052
2015,M,65-69,GBD_Est,4220.090223291874
2015,M,70-74,GBD_Est,3893.4713631804216
2015,M,75-79,GBD_Est,3016.2882703103555
2015,M,80-84,GBD_Est,2079.3810995803597
2015,M,85-89,GBD_Est,1046.2622195929277
2015,M,90-94,GBD_Est,403.17066712914163
2016,F,0-4,GBD_Est,16927.538345456906
2016,F,10-14,GBD_Est,991.7931462156703
2016,F,15-19,GBD_Est,1145.3413293395638
2016,F,20-24,GBD_Est,1412.2525719637379
2016,F,25-29,GBD_Est,1817.4400267911026
2016,F,30-34,GBD_Est,2256.1113558644006
2016,F,35-39,GBD_Est,2412.3918937985545
2016,F,40-44,GBD_Est,2196.1611392814757
2016,F,45-49,GBD_Est,2000.6069184253138
2016,F,5-9,GBD_Est,1331.5908980491383
2016,F,50-54,GBD_Est,1926.989271987761
2016,F,55-59,GBD_Est,1952.9053760820486
2016,F,60-64,GBD_Est,2468.495303807896
2016,F,65-69,GBD_Est,2911.5809119256382
2016,F,70-74,GBD_Est,3252.232512429553
2016,F,75-79,GBD_Est,3160.629582621562
2016,F,80-84,GBD_Est,2889.54944272219
2016,F,85-89,GBD_Est,1981.3104543891673
2016,F,90-94,GBD_Est,1107.613836038281
2016,M,0-4,GBD_Est,20499.638444836677
2016,M,10-14,GBD_Est,1364.3926485568397
2016,M,15-19,GBD_Est,1753.5904548511292
2016,M,20-24,GBD_Est,1825.4275535115135
2016,M,25-29,GBD_Est,1973.1530283686634
2016,M,30-34,GBD_Est,2441.595283929559
2016,M,35-39,GBD_Est,3042.4403254030526
2016,M,40-44,GBD_Est,3449.4150770325905
2016,M,45-49,GBD_Est,3508.2919713841025
2016,M,5-9,GBD_Est,1659.7930304102317
2016,M,50-54,GBD_Est,3267.978438506493
2016,M,55-59,GBD_Est,3339.190804243795
2016,M,60-64,GBD_Est,3950.5189828578136
2016,M,65-69,GBD_Est,4297.427048224027
2016,M,70-74,GBD_Est,3995.3814844532044
2016,M,75-79,GBD_Est,3096.587268237428
2016,M,80-84,GBD_Est,2103.2161065692267
2016,M,85-89,GBD_Est,1067.7618076567264
2016,M,90-94,GBD_Est,408.9445088741845
2017,F,0-4,GBD_Est,15835.210352509812
2017,F,10-14,GBD_Est,963.80814998938
2017,F,15-19,GBD_Est,1149.4051082849658
2017,F,20-24,GBD_Est,1370.926224189938
2017,F,25-29,GBD_Est,1675.513282156498
2017,F,30-34,GBD_Est,2099.4225889167597
2017,F,35-39,GBD_Est,2297.405310884844
2017,F,40-44,GBD_Est,2151.862758026922
2017,F,45-49,GBD_Est,2004.6139430761316
2017,F,5-9,GBD_Est,1236.7238751601594
2017,F,50-54,GBD_Est,1945.0418641502697
2017,F,55-59,GBD_Est,1969.5844531681437
2017,F,60-64,GBD_Est,2502.7207484818696
2017,F,65-69,GBD_Est,2964.14416636261
2017,F,70-74,GBD_Est,3372.312649957733
2017,F,75-79,GBD_Est,3262.8879375835763
2017,F,80-84,GBD_Est,2929.2312592010244
2017,F,85-89,GBD_Est,2013.6555795874992
2017,F,90-94,GBD_Est,1144.0208139718661
2017,M,0-4,GBD_Est,19224.509967873826
2017,M,10-14,GBD_Est,1337.0611059418663
2017,M,15-19,GBD_Est,1794.123951436194
2017,M,20-24,GBD_Est,1864.677706463429
2017,M,25-29,GBD_Est,1915.661370280072
2017,M,30-34,GBD_Est,2340.351631596137
2017,M,35-39,GBD_Est,2887.018740450865
2017,M,40-44,GBD_Est,3343.3919000765113
2017,M,45-49,GBD_Est,3521.1382380854775
2017,M,5-9,GBD_Est,1562.1928872989192
2017,M,50-54,GBD_Est,3309.3244520954077
2017,M,55-59,GBD_Est,3351.4750916818475
2017,M,60-64,GBD_Est,3970.676657471518
2017,M,65-69,GBD_Est,4334.020171951807
2017,M,70-74,GBD_Est,4101.217192404832
2017,M,75-79,GBD_Est,3178.8466955720514
2017,M,80-84,GBD_Est,2132.806388323338
2017,M,85-89,GBD_Est,1098.2659880807473
2017,M,90-94,GBD_Est,415.255171758724
2018,F,0-4,GBD_Est,14937.202750751338
2018,F,10-14,GBD_Est,957.531358903323
2018,F,15-19,GBD_Est,1148.036934260386
2018,F,20-24,GBD_Est,1335.5354059043332
2018,F,25-29,GBD_Est,1545.2632947037018
2018,F,30-34,GBD_Est,1951.1026355238803
2018,F,35-39,GBD_Est,2177.813397968531
2018,F,40-44,GBD_Est,2117.207128778619
2018,F,45-49,GBD_Est,2006.0689872829196
2018,F,5-9,GBD_Est,1165.6136953965645
2018,F,50-54,GBD_Est,1960.1709484525775
2018,F,55-59,GBD_Est,1999.8311455301332
2018,F,60-64,GBD_Est,2534.6185964368524
2018,F,65-69,GBD_Est,3054.4754845315374
2018,F,70-74,GBD_Est,3474.9896090191055
2018,F,75-79,GBD_Est,3354.5723504738567
2018,F,80-84,GBD_Est,2979.1877734922714
2018,F,85-89,GBD_Est,2053.1139769895153
2018,F,90-94,GBD_Est,1202.9731842510892
2018,M,0-4,GBD_Est,18185.66916453465
2018,M,10-14,GBD_Est,1331.8237620415875
2018,M,15-19,GBD_Est,1828.10800199611
2018,M,20-24,GBD_Est,1907.415877590194
2018,M,25-29,GBD_Est,1855.7265888921759
2018,M,30-34,GBD_Est,2234.6514101194707
2018,M,35-39,GBD_Est,2712.232968988169
2018,M,40-44,GBD_Est,3237.903719535337
2018,M,45-49,GBD_Est,3503.5822687651303
2018,M,5-9,GBD_Est,1489.2106917911258
2018,M,50-54,GBD_Est,3354.9772590710877
2018,M,55-59,GBD_Est,3371.723732278068
2018,M,60-64,GBD_Est,3995.1645365142954
2018,M,65-69,GBD_Est,4388.277960950774
2018,M,70-74,GBD_Est,4201.0905948809905
2018,M,75-79,GBD_Est,3267.5268938272156
2018,M,80-84,GBD_Est,2164.5612028597307
2018,M,85-89,GBD_Est,1135.2643354650488
2018,M,90-94,GBD_Est,429.2293917087478
2019,F,0-4,GBD_Est,14334.421584969647
2019,F,10-14,GBD_Est,977.8272307447888
2019,F,15-19,GBD_Est,1149.1958629688218
2019,F,20-24,GBD_Est,1326.680372403309
2019,F,25-29,GBD_Est,1465.9198552974865
2019,F,30-34,GBD_Est,1862.0577640554457
2019,F,35-39,GBD_Est,2107.7385604239016
2019,F,40-44,GBD_Est,2126.453861553834
2019,F,45-49,GBD_Est,2020.772026935237
2019,F,5-9,GBD_Est,1116.8925030061919
2019,F,50-54,GBD_Est,2003.7175656609477
2019,F,55-59,GBD_Est,2047.1556883111257
2019,F,60-64,GBD_Est,2562.695844984803
2019,F,65-69,GBD_Est,3117.2577456062995
2019,F,70-74,GBD_Est,3605.6964428068623
2019,F,75-79,GBD_Est,3489.324640427918
2019,F,80-84,GBD_Est,3057.8655079160503
2019,F,85-89,GBD_Est,2108.0244432954696
2019,F,90-94,GBD_Est,1231.9882076276297
2019,M,0-4,GBD_Est,17485.965479308335
2019,M,10-14,GBD_Est,1351.9822754287443
2019,M,15-19,GBD_Est,1860.617777245443
2019,M,20-24,GBD_Est,1967.3275762153985
2019,M,25-29,GBD_Est,1825.0572322722799
2019,M,30-34,GBD_Est,2177.6455199685374
2019,M,35-39,GBD_Est,2615.3268848886537
2019,M,40-44,GBD_Est,3219.1496320905053
2019,M,45-49,GBD_Est,3517.8763123693234
2019,M,5-9,GBD_Est,1433.8415849577136
2019,M,50-54,GBD_Est,3463.630274222943
2019,M,55-59,GBD_Est,3431.055622671783
2019,M,60-64,GBD_Est,4029.126745913951
2019,M,65-69,GBD_Est,4439.889950740391
2019,M,70-74,GBD_Est,4304.056629750785
