pill,IUD,injections,implant,male_condom,female_sterilization,other_modern,periodic_abstinence,withdrawal,other_traditional
0.0109092836245522,0.0014512361953762,0.0030322028304154,0.000862686028277,0.0114340589673861,0,0.0026550280750119,0.0075137114250111,0.0137878302252124,0.0272139639176343
