pill,IUD,injections,implant,male_condom,female_sterilization,other_modern,periodic_abstinence,withdrawal,other_traditional
0.001928475206844,0,0.0005306669121416,9.50788801471e-05,0.0011710918588969,0,0,0.0005527974232746,0.003580319181637,0.0049230041705825
