pill,IUD,injections,implant,male_condom,female_sterilization,other_modern,periodic_abstinence,withdrawal,other_traditional
0.0496231660443485,0.0111009267370767,0.0333511184538022,0.0062706236670263,0.0503725078172478,0,0.0332874266376206,0.0422691552501589,0.0423377466206686,0.0497930840195707
