al yearly usage of TBNotifiedAll (.csv)
=======================================

:download:`Download original .csv file from GitHub <https://github.com/UCL/TLOmodel/raw/master/resources/healthsystem/real_appt_usage_data/real_yearly_usage_of_TBNotifiedAll.csv>`

====  ======  ==============  ============  =======
  ..    Year    Facility\_ID  Appt\_Type      Usage
====  ======  ==============  ============  =======
 887    2021              17  TBNew              95
 888    2021              18  TBNew              97
 889    2021              19  TBNew             171
 890    2021              21  TBNew              21
 891    2021              22  TBNew               5
 892    2021              23  TBNew              99
 893    2021              25  TBNew             225
 894    2021              26  TBNew              96
 895    2021              27  TBNew             169
 896    2021              29  TBNew              79
 897    2021              30  TBNew             102
 898    2021              31  TBNew              53
 899    2021              33  TBNew              40
 900    2021              34  TBNew              55
 901    2021              35  TBNew             110
 902    2021              37  TBNew              77
 903    2021              38  TBNew              41
 904    2021              39  TBNew             123
 905    2021              41  TBNew               3
 906    2021              42  TBNew               8
 907    2021              45  TBNew             890
 908    2021              46  TBNew            1090
 909    2021              47  TBNew             738
 910    2021              53  TBNew             152
 911    2021              55  TBNew             152
 912    2021              57  TBNew             175
 913    2021              58  TBNew             133
 914    2021              59  TBNew             296
 915    2021              61  TBNew              82
 916    2021              62  TBNew             221
 917    2021              63  TBNew             109
 918    2021              65  TBNew             361
 919    2021              66  TBNew             246
 920    2021              67  TBNew              79
 921    2021              69  TBNew              88
 922    2021              71  TBNew             182
 923    2021              73  TBNew             196
 924    2021              74  TBNew             227
 925    2021              75  TBNew              89
 926    2021              81  TBNew             166
 927    2021              83  TBNew              50
 928    2021              85  TBNew              43
 929    2021              86  TBNew              48
 930    2021              87  TBNew              81
 931    2021              89  TBNew              66
 932    2021              90  TBNew              20
 933    2021              91  TBNew              94
 934    2021              93  TBNew             226
 935    2021              94  TBNew              95
 936    2021              95  TBNew             209
 937    2021              97  TBNew             165
 938    2021              98  TBNew              14
 939    2021              99  TBNew             141
 940    2021             101  TBNew             117
 941    2021             103  TBNew              51
 942    2021             104  TBNew               0
 943    2021             105  TBNew              98
 944    2021             106  TBNew             193
 945    2021             109  TBNew              10
 946    2021             110  TBNew             124
 947    2021             111  TBNew              53
 948    2021             113  TBNew              61
 949    2021             115  TBNew             274
 950    2021             116  TBNew               0
 951    2021             117  TBNew             243
 952    2021             118  TBNew             117
 953    2021             119  TBNew             134
 954    2021             121  TBNew             206
 955    2021             122  TBNew             104
 956    2021             128  TBNew            1054
 957    2021             129  TBNew             257
 958    2021             130  TBNew               0
 959    2021             131  TBNew               0
====  ======  ==============  ============  =======
