Year,Facility_ID,Appt_Type,Usage
2019,47,TBNew,817.0
2019,53,TBNew,73.0
2019,55,TBNew,148.0
2019,57,TBNew,224.0
2019,58,TBNew,168.0
2019,59,TBNew,480.0
2019,61,TBNew,69.0
2019,62,TBNew,146.0
2019,63,TBNew,217.0
2019,65,TBNew,404.0
2019,66,TBNew,122.0
2019,67,TBNew,72.0
2019,69,TBNew,41.0
2019,71,TBNew,222.0
2019,73,TBNew,162.0
2019,74,TBNew,220.0
2019,75,TBNew,132.0
2019,81,TBNew,137.0
2019,83,TBNew,40.0
2019,85,TBNew,65.0
2019,86,TBNew,24.0
2019,87,TBNew,68.0
2019,89,TBNew,74.0
2019,90,TBNew,34.0
2019,91,TBNew,83.0
2019,93,TBNew,469.0
2019,94,TBNew,77.0
2019,95,TBNew,434.0
2019,97,TBNew,139.0
2019,98,TBNew,7.0
2019,99,TBNew,200.0
2019,101,TBNew,30.0
2019,103,TBNew,80.0
2019,104,TBNew,0.0
2019,105,TBNew,93.0
2019,106,TBNew,157.0
2019,109,TBNew,18.0
2019,110,TBNew,29.0
2019,111,TBNew,92.0
2019,113,TBNew,122.0
2019,115,TBNew,301.0
2019,116,TBNew,0.0
2019,117,TBNew,216.0
2019,118,TBNew,204.0
2019,119,TBNew,232.0
2019,121,TBNew,277.0
2019,122,TBNew,118.0
2019,128,TBNew,1528.0
2019,129,TBNew,372.0
2019,130,TBNew,172.0
2019,131,TBNew,0.0
2020,1,TBNew,234.0
2020,3,TBNew,45.0
2020,5,TBNew,972.0
2020,6,TBNew,189.0
2020,13,TBNew,350.0
2020,14,TBNew,280.0
2020,15,TBNew,304.0
2020,17,TBNew,94.0
2020,18,TBNew,139.0
2020,19,TBNew,150.0
2020,21,TBNew,53.0
2020,22,TBNew,5.0
2020,23,TBNew,113.0
2020,25,TBNew,150.0
2020,26,TBNew,78.0
2020,27,TBNew,181.0
2020,29,TBNew,73.0
2020,30,TBNew,94.0
2020,31,TBNew,91.0
2020,33,TBNew,50.0
2020,34,TBNew,70.0
2020,35,TBNew,141.0
2020,37,TBNew,100.0
2020,38,TBNew,34.0
2020,39,TBNew,256.0
2020,41,TBNew,0.0
2020,42,TBNew,14.0
2020,45,TBNew,967.0
2020,46,TBNew,1097.0
2020,47,TBNew,904.0
2020,53,TBNew,24.0
2020,55,TBNew,0.0
2020,57,TBNew,89.0
2020,58,TBNew,68.0
2020,59,TBNew,439.0
2020,61,TBNew,128.0
2020,62,TBNew,255.0
2020,63,TBNew,173.0
2020,65,TBNew,377.0
2020,66,TBNew,192.0
2020,67,TBNew,73.0
2020,69,TBNew,114.0
2020,71,TBNew,346.0
2020,73,TBNew,130.0
2020,74,TBNew,111.0
2020,75,TBNew,79.0
2020,81,TBNew,104.0
2020,83,TBNew,46.0
